,name,genes,source
G185E-6295-MONOMER,dipeptidase,Rv2089c(),BioCyc
G185E-6978-MONOMER,hypothetical protein,Rv2730(),BioCyc
G185E-8093-MONOMER,probable acyl-CoA dehydrogenase,Rv3797(),BioCyc
G185E-5564-MONOMER,probable dihydroorotase,Rv1381(4),BioCyc
G185E-4770-MONOMER,probable enoyl-CoA hydratase,Rv0632c(),BioCyc
G185E-4159-MONOMER,possible hydrolase,Rv0045c(),BioCyc
G185E-5151-MONOMER,molybdopterin molybdenumtransferase 1,Rv0994(),BioCyc
G185E-5934-MONOMER,probable sulfate-transport transmembrane protein ABC transporter,Rv1739c(),BioCyc
G185E-6949-MONOMER,inositol-1-monophosphatase,Rv2701c(1),BioCyc
G185E-7355-MONOMER,hypothetical oxidoreductase,Rv3093c(),BioCyc
G185E-5533-MONOMER,transcriptional repressor Rv1353c,Rv1353c(),BioCyc
G185E-7725-MONOMER,ESX conserved component EccD4. ESX-4 type VII secretion system protein. Probable integral membrane protein.,Rv3448(),BioCyc
G185E-4129-MONOMER,penicillin-binding protein A,Rv0016c(1),BioCyc
G185E-6310-MONOMER,possible antitoxin,Rv2104c(),BioCyc
G185E-7325-MONOMER,probable conserved integral membrane protein,Rv3064c(),BioCyc
G185E-8106-MONOMER,exported repetitive protein precursor,Rv3810(),BioCyc
G185E-5905-MONOMER,probable GTP-binding protein,Rv1713(),BioCyc
G185E-4786-MONOMER,methoxy mycolic acid synthase 3,Rv0643c(),BioCyc
G185E-7696-MONOMER,probable O-sialoglycoprotein endopeptidase,Rv3419c(),BioCyc
G185E-5165-MONOMER,methionyl-tRNA synthetase,Rv1007c(2),BioCyc
G185E-6279-MONOMER,possible pyridoxamine 5'-phosphate oxidase,Rv2074(),BioCyc
G185E-6962-MONOMER,conserved alanine and leucine rich protein,Rv2714(),BioCyc
G185E-8077-MONOMER,probable O-antigen/lipopolysaccharide transport ATP-binding protein ABC transporter,Rv3781(),BioCyc
G185E-5547-MONOMER,hypothetical protein,Rv1366(),BioCyc
G185E-6660-MONOMER,alkyl hydroperoxide reductase D protein,Rv2429(),BioCyc
G185E-4143-MONOMER,conserved hypothetical protein,Rv0029(),BioCyc
G185E-4754-MONOMER,possible antitoxin,Rv0616A(),BioCyc
G185E-7339-MONOMER,possible hydrolase,Rv3077(),BioCyc
G185E-5135-MONOMER,hypothetical protein,Rv0979c(),BioCyc
G185E-5919-MONOMER,probable oxidoreductase,Rv1726(),BioCyc
G185E-6933-MONOMER,probable arsenic-transport integral membrane protein ArsB1,Rv2685(),BioCyc
G185E-7709-MONOMER,probable glutamate decarboxylase,Rv3432c(6),BioCyc
G185E-5516-MONOMER,probable integral membrane protein,Rv1337(),BioCyc
G185E-6292-MONOMER,conserved hypothetical protein,Rv2086(),BioCyc
G185E-8090-MONOMER,arabinogalactan arabinosyl transferase embA,Rv3794(),BioCyc
G185E-7309-MONOMER,ribonucleoside-diphosphate reductase (beta chain),Rv3048c(),BioCyc
G185E-4767-MONOMER,probable exonuclease V (alpha chain),Rv0629c(),BioCyc
G185E-5889-MONOMER,outer membrane protein,Rv1698(),BioCyc
G185E-5148-MONOMER,conserved serine rich protein,Rv0991c(),BioCyc
G185E-7680-MONOMER,hypothetical protein,Rv3403c(),BioCyc
G185E-6946-MONOMER,probable conserved alanine rich transmembrane protein,Rv2698(),BioCyc
G185E-6263-MONOMER,conserved hypothetical protein,Rv2059(),BioCyc
G185E-5530-MONOMER,probable 3-oxoacyl-[acyl-carrier protein] reductase,Rv1350(),BioCyc
G185E-8058-MONOMER,possible S-adenosylmethionine-dependent methyltransferase,Rv3767c(),BioCyc
G185E-4126-MONOMER,possible anthranilate synthase component II,Rv0013(),BioCyc
G185E-6643-MONOMER,conserved hypothetical protein,Rv2413c(),BioCyc
G185E-7322-MONOMER,probable acyl-CoA dehydrogenase,Rv3061c(),BioCyc
G185E-4737-MONOMER,two component DNA binding transcriptional regulatory protein,Rv0602c(),BioCyc
G185E-5902-MONOMER,possible segregation and condensation protein,Rv1710(),BioCyc
G185E-5119-MONOMER,conserved hypothetical protein,Rv0963c(),BioCyc
G185E-7693-MONOMER,transcriptional regulatory protein WhiB-like WhiB3. Contains [4FE-4S] cluster.,Rv3416(),BioCyc
G185E-6917-MONOMER,GCN5-related N-acetyltransferase,Rv2669(),BioCyc
G185E-6276-MONOMER,precorrin-3 methylase,Rv2071c(),BioCyc
G185E-5500-MONOMER,conserved hypothetical protein,Rv1322(),BioCyc
G185E-8074-MONOMER,possible aminotransferase,Rv3778c(),BioCyc
G185E-7292-MONOMER,alpha (1->4) glucosyltransferase,Rv3032(),BioCyc
G185E-6656-MONOMER,conserved hypothetical protein,Rv2426c(),BioCyc
G185E-5872-MONOMER,probable coiled-coil structural protein,Rv1682(),BioCyc
G185E-4751-MONOMER,conserved hypothetical protein,Rv0614(),BioCyc
G185E-7664-MONOMER,PE-PGRS family protein PE_PGRS52,Rv3388(),BioCyc
G185E-5132-MONOMER,conserved hypothetical protein,Rv0976c(),BioCyc
G185E-6246-MONOMER,pyrazinamidase/nicotinamidase,Rv2043c(1),BioCyc
G185E-6930-MONOMER,probable 1-deoxy-D-xylulose 5-phosphate synthase,Rv2682c(2),BioCyc
G185E-8041-MONOMER,probable integrase (fragment),Rv3751(),BioCyc
G185E-5513-MONOMER,,Rv1334(),BioCyc
G185E-6627-MONOMER,"sulfate ABC transporter, membrane subunit CysW",Rv2398c(),BioCyc
G185E-7306-MONOMER,probable NADP-dependent alcohol dehydrogenase,Rv3045(),BioCyc
G185E-4721-MONOMER,conserved hypothetical integral membrane protein,Rv0587(),BioCyc
G185E-5886-MONOMER,inorganic polyphosphate/ATP-NAD kinase,Rv1695(6),BioCyc
G185E-5103-MONOMER,chorismate mutase,Rv0948c(),BioCyc
G185E-7677-MONOMER,mycolyl-trehalose-6-phosphate phosphatase,Rv3400(),BioCyc
G185E-6901-MONOMER,possible PhiRv2 prophage protein,Rv2653c(),BioCyc
G185E-6260-MONOMER,30S ribosomal protein S14,Rv2056c(1),BioCyc
G185E-5480-MONOMER,probable ATP synthase B chain,Rv1306(),BioCyc
G185E-8055-MONOMER,possible two component sensor kinase,Rv3764c(),BioCyc
G185E-7272-MONOMER,DNA ligase [NAD dependent],Rv3014c(1),BioCyc
G185E-6640-MONOMER,conserved protein,Rv2410c(),BioCyc
G185E-5856-MONOMER,probable cytochrome P450 139,Rv1666c(),BioCyc
G185E-4734-MONOMER,possible antitoxin,Rv0599c(),BioCyc
G185E-7648-MONOMER,trehalose 6-phosphate phosphatase,Rv3372(1),BioCyc
G185E-5116-MONOMER,possible toxin,Rv0960(),BioCyc
G185E-6230-MONOMER,two component sensor histidine kinase,Rv2027c(),BioCyc
G185E-6914-MONOMER,probable transposase for insertion sequence element IS1081 (fragment),Rv2666(),BioCyc
G185E-8025-MONOMER,conserved hypothetical protein,Rv3735(),BioCyc
G185E-5497-MONOMER,possible adenylate cyclase,Rv1319c(),BioCyc
G185E-6610-MONOMER,salicylate&mdash;[aryl-carrier protein] ligase,Rv2384(2),BioCyc
G185E-7287-MONOMER,GCN5-related N-acetyltransferase,Rv3027c(),BioCyc
G185E-4705-MONOMER,Putative phosphoribosyl transferase Rv0571c,Rv0571c(),BioCyc
G185E-5869-MONOMER,possible acyl-CoA dehydrogenase,Rv1679(),BioCyc
G185E-5086-MONOMER,transmembrane serine/threonine-protein kinase D,Rv0931c(),BioCyc
G185E-7661-MONOMER,possible antitoxin,Rv3385c(),BioCyc
G185E-6881-MONOMER,possible transmembrane protein,Rv2637(),BioCyc
G185E-6243-MONOMER,probable sugar-transport integral membrane protein ABC transporter,Rv2040c(),BioCyc
G185E-5463-MONOMER,hypothetical protein,Rv1290A(),BioCyc
G185E-8038-MONOMER,conserved hypothetical protein,Rv3748(),BioCyc
G185E-7256-MONOMER,conserved hypothetical protein,Rv2998A(),BioCyc
G185E-6624-MONOMER,acid and phagosome regulated protein B,Rv2395B(),BioCyc
G185E-5840-MONOMER,"probable phenylalanyl-tRNA synthetase, beta chain",Rv1650(),BioCyc
G185E-4718-MONOMER,possible conserved exported protein,Rv0584(),BioCyc
G185E-4436-MONOMER,conserved protein,Rv0313(),BioCyc
G185E-5099-MONOMER,possible formamidopyrimidine-DNA glycosylase,Rv0944(),BioCyc
G185E-7632-MONOMER,probable bifunctional protein FolD: methylenetetrahydrofolate dehydrogenase + methenyltetrahydrofolate cyclohydrolase,Rv3356c(2),BioCyc
G185E-6898-MONOMER,possible PhiRv2 prophage protein,Rv2650c(),BioCyc
G185E-6213-MONOMER,"conserved hypothetical protein, probable transcription repressor.",Rv2011c(),BioCyc
G185E-5477-MONOMER,conserved hypothetical transmembrane protein,Rv1303(),BioCyc
G185E-8007-MONOMER,possible fatty acid synthase,Rv3720(),BioCyc
G185E-7269-MONOMER,probable glutamyl-tRNA(GLN) amidotransferase (subunit A),Rv3011c(),BioCyc
G185E-6594-MONOMER,probable PHOH-like protein,Rv2368c(),BioCyc
G185E-5853-MONOMER,Pks17,Rv1663(),BioCyc
G185E-4688-MONOMER,probable bifunctional menaquinone biosynthesis protein,Rv0555(2),BioCyc
G185E-7645-MONOMER,conserved protein,Rv3369(),BioCyc
G185E-5068-MONOMER,possible lipid carrier protein or keto acyl-CoA thiolase,Rv0914c(),BioCyc
G185E-6227-MONOMER,conserved hypothetical protein,Rv2024c(),BioCyc
G185E-6865-MONOMER,possible transcriptional regulatory protein,Rv2621c(),BioCyc
G185E-8022-MONOMER,conserved protein,Rv3732(),BioCyc
G185E-5447-MONOMER,possible lipoprotein,Rv1275(),BioCyc
G185E-6607-MONOMER,polyketide synthetase MbtD,Rv2381c(),BioCyc
G185E-7238-MONOMER,phosphoenolpyruvate guanylyltransferase,Rv2983(),BioCyc
G185E-4702-MONOMER,possible cytochrome P450 135B1,Rv0568(),BioCyc
G185E-5824-MONOMER,probable mannosyltransferase. Probable conserved transmembrane protein.,Rv1635c(),BioCyc
G185E-5082-MONOMER,probable short-chain type dehydrogenase/reductase,Rv0927c(),BioCyc
G185E-4420-MONOMER,PE-PGRS family protein PE_PGRS5,Rv0297(),BioCyc
G185E-6878-MONOMER,PE-PGRS family protein PE_PGRS46,Rv2634c(),BioCyc
G185E-7616-MONOMER,probable O-acetylhomoserine sulfhydrylase,Rv3340(),BioCyc
G185E-5460-MONOMER,conserved protein,Rv1288(),BioCyc
G185E-6196-MONOMER,metal sensor transcriptional regulator,Rv1994c(),BioCyc
G185E-7253-MONOMER,probable D-3-phosphoglycerate dehydrogenase,Rv2996c(4),BioCyc
G185E-7991-MONOMER,conserved protein,Rv3705c(),BioCyc
G185E-5837-MONOMER,adenylate cyclase,Rv1647(),BioCyc
G185E-6578-MONOMER,PPE family protein PPE38,Rv2352c(),BioCyc
G185E-4433-MONOMER,conserved protein,Rv0310c(),BioCyc
G185E-4672-MONOMER,probable dolichyl-phosphate sugar synthase,Rv0539(),BioCyc
G185E-7629-MONOMER,conserved hypothetical protein,Rv3353c(),BioCyc
G185E-5052-MONOMER,conserved hypothetical protein,Rv0898c(),BioCyc
G185E-6210-MONOMER,conserved hypothetical protein,Rv2008c(),BioCyc
G185E-6849-MONOMER,possible pyridoxine biosynthesis protein,Rv2606c(),BioCyc
G185E-8004-MONOMER,<i>N</i>-acetylmuramoyl-L-alanine amidase Rv3717,Rv3717(),BioCyc
G185E-5430-MONOMER,"probable uracil DNA glycosylase,",Rv1259(),BioCyc
G185E-6591-MONOMER,conserved hypothetical protein,Rv2365c(),BioCyc
G185E-7222-MONOMER,probable conserved integral membrane protein,Rv2968c(),BioCyc
G185E-4685-MONOMER,conserved protein,Rv0552(),BioCyc
G185E-5807-MONOMER,conserved membrane protein,Rv1619(),BioCyc
G185E-5065-MONOMER,conserved protein,Rv0911(),BioCyc
G185E-4404-MONOMER,possible S-adenosylmethionine-dependent methyltransferase,Rv0281(),BioCyc
G185E-6862-MONOMER,conserved hypothetical protein,Rv2618(),BioCyc
G185E-7599-MONOMER,cyclic pyranopterin monophosphate synthase 3,Rv3324c(),BioCyc
G185E-5444-MONOMER,"ABC family efflux transporter, ATP-binding/membrane subunit",Rv1272c(2),BioCyc
G185E-6180-MONOMER,ribonucleoside-diphosphate reductase (beta chain),Rv1981c(),BioCyc
G185E-7235-MONOMER,possible conserved secreted protein,Rv2980(),BioCyc
G185E-7975-MONOMER,probable conserved membrane protein,Rv3690(),BioCyc
G185E-5821-MONOMER,hypothetical protein,Rv1632c(),BioCyc
G185E-6561-MONOMER,hypothetical protein,Rv2336(),BioCyc
G185E-4417-MONOMER,malonyl-[acyl-carrier protein] <em>O</em>-methyltransferase,Rv0294(1),BioCyc
G185E-4656-MONOMER,"probable glutamate-1-semialdehyde 2,1-aminomutase",Rv0524(2),BioCyc
G185E-7613-MONOMER,conserved hypothetical protein,Rv3337(),BioCyc
G185E-5036-MONOMER,probable transmembrane protein,Rv0882(),BioCyc
G185E-6193-MONOMER,antitoxin,Rv1991A(),BioCyc
G185E-6833-MONOMER,PE-PGRS family protein PE_PGRS44,Rv2591(),BioCyc
G185E-7988-MONOMER,Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase,Rv3702c(),BioCyc
G185E-5414-MONOMER,PE-PGRS family protein PE_PGRS23,Rv1243c(),BioCyc
G185E-6575-MONOMER,probable phospholipase C 3,Rv2349c(),BioCyc
G185E-7206-MONOMER,(phenol)phthiotriol methyltransferase,Rv2952(),BioCyc
G185E-4669-MONOMER,probable UDP-glucose 4-epimerase,Rv0536(),BioCyc
G185E-5791-MONOMER,probable phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,Rv1603(1),BioCyc
G185E-5049-MONOMER,possible triacylglycerol synthase,Rv0895(),BioCyc
G185E-4387-MONOMER,probable periplasmic iron-transport lipoprotein,Rv0265c(),BioCyc
G185E-6846-MONOMER,highly conserved protein,Rv2603c(),BioCyc
G185E-7583-MONOMER,probable uracil phosphoribosyltransferase,Rv3309c(3),BioCyc
G185E-5427-MONOMER,probable cytochrome P450 130,Rv1256c(),BioCyc
G185E-6164-MONOMER,conserved hypothetical integral membrane protein,Rv1965(),BioCyc
G185E-7219-MONOMER,probable phosphopantetheine adenylyltransferase,Rv2965c(6),BioCyc
G185E-7958-MONOMER,possible membrane protein,Rv3675(),BioCyc
G185E-5804-MONOMER,conserved membrane protein,Rv1616(),BioCyc
G185E-6545-MONOMER,probable ornithine aminotransferase (C-terminus part),Rv2321c(),BioCyc
G185E-4401-MONOMER,PE-PGRS family protein PE_PGRS3,Rv0278c(),BioCyc
G185E-4640-MONOMER,conserved hypothetical protein,Rv0508(),BioCyc
G185E-7596-MONOMER,possible antitoxin,Rv3321c(),BioCyc
G185E-5020-MONOMER,molybdopterin synthase catalytic subunit 2,Rv0866(),BioCyc
G185E-6177-MONOMER,conserved protein,Rv1978(),BioCyc
G185E-6817-MONOMER,possible conserved membrane glycine rich protein,Rv2575(),BioCyc
G185E-7972-MONOMER,anti-anti-sigma factor,Rv3687c(),BioCyc
G185E-5398-MONOMER,probable transmembrane protein,Rv1227c(),BioCyc
G185E-6558-MONOMER,integral membrane drug efflux protein,Rv2333c(),BioCyc
G185E-4653-MONOMER,possible methyltransferase/methylase (fragment),Rv0521(),BioCyc
G185E-5033-MONOMER,possible conserved transmembrane protein,Rv0879c(),BioCyc
G185E-6830-MONOMER,probable conserved membrane protein secretion factor,Rv2588c(),BioCyc
G185E-5411-MONOMER,,Rv1240(),BioCyc
G185E-7203-MONOMER,chorismate lyase,Rv2949c(),BioCyc
G185E-5788-MONOMER,probable histidinol-phosphate aminotransferase,Rv1600(2),BioCyc
G185E-4384-MONOMER,aminoglycoside 2'-N-acetyltransferase,Rv0262c(),BioCyc
G185E-7580-MONOMER,probable amidohydrolase,Rv3306c(),BioCyc
G185E-6161-MONOMER,possible antitoxin,Rv1962A(),BioCyc
G185E-7955-MONOMER,conserved hypothetical protein,Rv3672c(),BioCyc
G185E-6542-MONOMER,probable periplasmic sugar-binding lipoprotein,Rv2318(),BioCyc
G185E-4637-MONOMER,possible phosphoserine phosphatase,Rv0505c(),BioCyc
G185E-7952-MONOMER,probable conserved transmembrane protein,Rv3669(),BioCyc
G185E-6539-MONOMER,conserved protein,Rv2315c(),BioCyc
G185E-4634-MONOMER,conserved protein,Rv0502(),BioCyc
G185E-5014-MONOMER,,Rv0860(),BioCyc
G185E-6811-MONOMER,conserved hypothetical protein,Rv2569c(),BioCyc
G185E-5391-MONOMER,alternative RNA polymerase sigma factor,Rv1221(),BioCyc
G185E-7184-MONOMER,phenolpthiocerol synthesis type-I polyketide synthase,Rv2931(),BioCyc
G185E-5769-MONOMER,probable PhiRv1 phage protein,Rv1581c(),BioCyc
G185E-4364-MONOMER,probable acetyl-CoA acyltransferase,Rv0243(),BioCyc
G185E-7561-MONOMER,anti-sigma factor,Rv3287c(),BioCyc
G185E-6142-MONOMER,conserved hypothetical protein,Rv1945(),BioCyc
G185E-7934-MONOMER,PE-PGRS family-related protein PE_PGRS61,Rv3653(),BioCyc
G185E-6522-MONOMER,hypothetical protein,Rv2304c(),BioCyc
G185E-4618-MONOMER,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase subunit",Rv0489(2),BioCyc
G185E-4998-MONOMER,possible nitrate/nitrite response transcriptional regulatory protein,Rv0844c(),BioCyc
G185E-6793-MONOMER,probable conserved membrane protein,Rv2553c(),BioCyc
G185E-5375-MONOMER,Cytokinin riboside 5'-monophosphate phosphoribohydrolase,Rv1205(),BioCyc
G185E-7167-MONOMER,conserved protein,Rv2915c(),BioCyc
G185E-5753-MONOMER,conserved hypothetical membrane protein,Rv1565c(),BioCyc
G185E-4348-MONOMER,probable integral membrane acyltransferase,Rv0228(),BioCyc
G185E-7545-MONOMER,probable conserved integral membrane protein,Rv3271c(),BioCyc
G185E-6126-MONOMER,conserved hypothetical protein,Rv1929c(),BioCyc
G185E-7916-MONOMER,possible transposase,Rv3637(),BioCyc
G185E-6506-MONOMER,hypothetical protein,Rv2288(),BioCyc
G185E-4601-MONOMER,possible conserved transmembrane protein,Rv0473(),BioCyc
G185E-4978-MONOMER,possible deaminase,Rv0828c(),BioCyc
G185E-6777-MONOMER,3-dehydroquinate synthase,Rv2538c(1),BioCyc
G185E-5358-MONOMER,possible alternative RNA polymerase sigma factor,Rv1189(),BioCyc
G185E-7151-MONOMER,possible,Rv2899c(),BioCyc
G185E-5737-MONOMER,possible fatty-acid-CoA ligase,Rv1549(),BioCyc
G185E-4332-MONOMER,possible transcriptional regulatory protein,Rv0212c(1),BioCyc
G185E-7529-MONOMER,probable mannose-6-phosphate isomerase,Rv3255c(1),BioCyc
G185E-6110-MONOMER,conserved hypothetical protein,Rv1913(),BioCyc
G185E-7900-MONOMER,PPE family protein PPE65,Rv3621c(),BioCyc
G185E-6490-MONOMER,probable conserved transmembrane protein,Rv2273(),BioCyc
G185E-4585-MONOMER,probable aldehyde dehydrogenase,Rv0458(4),BioCyc
G185E-4961-MONOMER,probable amino acid aminotransferase,Rv0812(),BioCyc
G185E-6761-MONOMER,holo-[acyl-carrier protein] synthase,Rv2523c(),BioCyc
G185E-5341-MONOMER,PE family protein PE12,Rv1172c(),BioCyc
G185E-7135-MONOMER,probable uridylate kinase,Rv2883c(6),BioCyc
G185E-5721-MONOMER,Putative monooxygenase Rv1533,Rv1533(),BioCyc
G185E-4316-MONOMER,possible transcriptional regulatory protein,Rv0196(),BioCyc
G185E-7513-MONOMER,probable conserved transmembrane transport protein,Rv3239c(),BioCyc
G185E-6094-MONOMER,D-aminoacyl-tRNA deacylase,Rv1897c(),BioCyc
G185E-7884-MONOMER,probable conserved secreted protein,Rv3605c(),BioCyc
G185E-6474-MONOMER,conserved protein,Rv2257c(),BioCyc
G185E-4569-MONOMER,anti-sigma factor,Rv0444c(),BioCyc
G185E-4945-MONOMER,putative transposase for insertion sequence element IS6110,Rv0796(),BioCyc
G185E-6743-MONOMER,possible conserved proline rich membrane protein,Rv2507(),BioCyc
G185E-5324-MONOMER,"conserved ala-, pro-rich protein",Rv1157c(),BioCyc
G185E-7119-MONOMER,GCN5-related N-acetyltransferase,Rv2867c(),BioCyc
G185E-5705-MONOMER,conserved hypothetical transmembrane protein,Rv1517(),BioCyc
G185E-4300-MONOMER,probable alternative RNA polymerase sigma factor,Rv0182c(),BioCyc
G185E-7497-MONOMER,conserved hypothetical protein,Rv3224A(),BioCyc
G185E-6077-MONOMER,probable short-chain type dehydrogenase/reductase,Rv1882c(),BioCyc
