,name,genes,source
CPLX27KH-13,ribonucleotide-diphosphate reductase,B488_RS01775(2) AND B488_RS01770(2),BioCyc
B488_RS00280-MONOMER,SH3 domain-containing protein,B488_RS00280(),BioCyc
B488_RS03255-MONOMER,hypothetical protein,B488_RS03255(),BioCyc
B488_RS06345-MONOMER,integration host factor subunit beta,B488_RS06345(),BioCyc
B488_RS03810-MONOMER,metal ABC transporter permease,B488_RS03810(),BioCyc
B488_RS02730-MONOMER,AbrB family transcriptional regulator,B488_RS02730(),BioCyc
B488_RS04590-MONOMER,glycerol-3-phosphate 1-O-acyltransferase PlsY,B488_RS04590(1),BioCyc
B488_RS00670-MONOMER,phosphatase PAP2 family protein,B488_RS00670(),BioCyc
B488_RS04935-MONOMER,metal ABC transporter permease,B488_RS04935(),BioCyc
B488_RS02740-MONOMER,efflux RND transporter periplasmic adaptor subunit,B488_RS02740(),BioCyc
B488_RS05235-MONOMER,pilus assembly protein,B488_RS05235(),BioCyc
B488_RS03265-MONOMER,VWA domain-containing protein,B488_RS03265(),BioCyc
B488_RS02745-MONOMER,ABC transporter ATP-binding protein,B488_RS02745(),BioCyc
B488_RS01680-MONOMER,hypothetical protein,B488_RS01680(),BioCyc
B488_RS00675-MONOMER,PLP-dependent aminotransferase family protein,B488_RS00675(),BioCyc
B488_RS06655-MONOMER,HPr family phosphocarrier protein,B488_RS06655(),BioCyc
B488_RS01970-MONOMER,type I DNA topoisomerase,B488_RS01970(),BioCyc
B488_RS02255-MONOMER,NADP-dependent isocitrate dehydrogenase,B488_RS02255(),BioCyc
B488_RS01260-MONOMER,TIGR01459 family HAD-type hydrolase,B488_RS01260(),BioCyc
B488_RS05455-MONOMER,YdcF family protein,B488_RS05455(),BioCyc
B488_RS00285-MONOMER,DNA polymerase III subunit gamma/tau,B488_RS00285(),BioCyc
B488_RS05930-MONOMER,type I glyceraldehyde-3-phosphate dehydrogenase,B488_RS05930(4),BioCyc
B488_RS05740-MONOMER,ATP synthase F1 subunit delta,B488_RS05740(),BioCyc
B488_RS03270-MONOMER,hypothetical protein,B488_RS03270(),BioCyc
B488_RS06350-MONOMER,RNA methyltransferase,B488_RS06350(),BioCyc
B488_RS03815-MONOMER,metal ABC transporter substrate-binding protein,B488_RS03815(),BioCyc
B488_RS04595-MONOMER,DNA-protecting protein DprA,B488_RS04595(),BioCyc
B488_RS00680-MONOMER,ketol-acid reductoisomerase,B488_RS00680(4),BioCyc
B488_RS04940-MONOMER,hypothetical protein,B488_RS04940(),BioCyc
B488_RS01265-MONOMER,co-chaperone GroES,B488_RS01265(7),BioCyc
B488_RS02750-MONOMER,FtsX-like permease family protein,B488_RS02750(),BioCyc
B488_RS03275-MONOMER,glycosyl transferase,B488_RS03275(),BioCyc
B488_RS03825-MONOMER,TatD family hydrolase,B488_RS03825(),BioCyc
B488_RS01685-MONOMER,RNA pyrophosphohydrolase,B488_RS01685(),BioCyc
B488_RS00685-MONOMER,pyridoxine 5'-phosphate synthase,B488_RS00685(8),BioCyc
B488_RS06660-MONOMER,PAS domain-containing sensor histidine kinase,B488_RS06660(),BioCyc
B488_RS01975-MONOMER,30S ribosomal protein S12,B488_RS01975(1),BioCyc
B488_RS02260-MONOMER,hypothetical protein,B488_RS02260(),BioCyc
B488_RS01270-MONOMER,chaperonin GroEL,B488_RS01270(14),BioCyc
B488_RS02755-MONOMER,alpha/beta fold hydrolase,B488_RS02755(),BioCyc
B488_RS05465-MONOMER,DUF2125 domain-containing protein,B488_RS05465(),BioCyc
B488_RS00290-MONOMER,YbaB/EbfC family nucleoid-associated protein,B488_RS00290(),BioCyc
B488_RS03280-MONOMER,glycosyltransferase family 2 protein,B488_RS03280(),BioCyc
B488_RS06355-MONOMER,signal peptidase II,B488_RS06355(),BioCyc
B488_RS04305-MONOMER,helix-turn-helix transcriptional regulator,B488_RS04305(),BioCyc
B488_RS03830-MONOMER,methionine--tRNA ligase,B488_RS03830(),BioCyc
B488_RS06090-MONOMER,HAMP domain-containing histidine kinase,B488_RS06090(),BioCyc
B488_RS04600-MONOMER,transaldolase,B488_RS04600(2),BioCyc
B488_RS00690-MONOMER,30S ribosomal protein S21,B488_RS00690(),BioCyc
B488_RS04945-MONOMER,YggT family protein,B488_RS04945(),BioCyc
B488_RS01285-MONOMER,NADH-quinone oxidoreductase subunit A,B488_RS01285(),BioCyc
B488_RS02760-MONOMER,energy-dependent translational throttle protein EttA,B488_RS02760(),BioCyc
B488_RS05240-MONOMER,hypothetical protein,B488_RS05240(),BioCyc
B488_RS03285-MONOMER,hypothetical protein,B488_RS03285(),BioCyc
B488_RS03835-MONOMER,DNA polymerase III subunit delta',B488_RS03835(),BioCyc
B488_RS01690-MONOMER,choline-sulfatase,B488_RS01690(),BioCyc
B488_RS00695-MONOMER,tetratricopeptide repeat protein,B488_RS00695(),BioCyc
B488_RS06665-MONOMER,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,B488_RS06665(),BioCyc
B488_RS01980-MONOMER,30S ribosomal protein S7,B488_RS01980(1),BioCyc
B488_RS01290-MONOMER,NADH-quinone oxidoreductase subunit B,B488_RS01290(),BioCyc
CPLX27KH-19,predicted ABC transporter of choline,B488_RS05245() AND B488_RS05250() AND B488_RS05255(),BioCyc
B488_RS02265-MONOMER,tyrosine-type recombinase/integrase,B488_RS02265(),BioCyc
B488_RS02765-MONOMER,thioredoxin-dependent thiol peroxidase,B488_RS02765(1),BioCyc
B488_RS05470-MONOMER,prephenate/arogenate dehydrogenase family protein,B488_RS05470(),BioCyc
B488_RS05745-MONOMER,primosomal protein N',B488_RS05745(),BioCyc
B488_RS05940-MONOMER,DUF4164 domain-containing protein,B488_RS05940(),BioCyc
B488_RS00295-MONOMER,recombination protein RecR,B488_RS00295(),BioCyc
B488_RS03300-MONOMER,succinate dehydrogenase assembly factor 2,B488_RS03300(),BioCyc
B488_RS04310-MONOMER,hypothetical protein,B488_RS04310(),BioCyc
B488_RS06360-MONOMER,tryptophan synthase subunit alpha,B488_RS06360(),BioCyc
B488_RS03840-MONOMER,dTMP kinase,B488_RS03840(1),BioCyc
B488_RS04605-MONOMER,LysR family transcriptional regulator,B488_RS04605(),BioCyc
B488_RS00700-MONOMER,phosphomethylpyrimidine synthase ThiC,B488_RS00700(1),BioCyc
B488_RS04950-MONOMER,inorganic diphosphatase,B488_RS04950(6),BioCyc
B488_RS01295-MONOMER,NADH-quinone oxidoreductase subunit C,B488_RS01295(),BioCyc
B488_RS02770-MONOMER,Large heme utilization/adhesion protein,B488_RS02770(),BioCyc
B488_RS03310-MONOMER,amidohydrolase,B488_RS03310(),BioCyc
B488_RS03845-MONOMER,SDR family NAD(P)-dependent oxidoreductase,B488_RS03845(),BioCyc
B488_RS01700-MONOMER,crossover junction endodeoxyribonuclease RuvC,B488_RS01700(),BioCyc
B488_RS00705-MONOMER,D-alanyl-D-alanine carboxypeptidase,B488_RS00705(1),BioCyc
B488_RS06670-MONOMER,double-strand break repair protein AddB,B488_RS06670(),BioCyc
B488_RS01985-MONOMER,elongation factor G,B488_RS01985(1),BioCyc
B488_RS01300-MONOMER,NADH-quinone oxidoreductase subunit D,B488_RS01300(),BioCyc
B488_RS02270-MONOMER,NinB family protein,B488_RS02270(),BioCyc
B488_RS02775-MONOMER,tyrosine--tRNA ligase,B488_RS02775(2),BioCyc
B488_RS05475-MONOMER,histidinol-phosphate transaminase,B488_RS05475(2),BioCyc
B488_RS00300-MONOMER,FAD-binding oxidoreductase,B488_RS00300(),BioCyc
B488_RS03315-MONOMER,DUF502 domain-containing protein,B488_RS03315(),BioCyc
B488_RS04315-MONOMER,acyltransferase,B488_RS04315(),BioCyc
B488_RS06370-MONOMER,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF,B488_RS06370(1),BioCyc
B488_RS03850-MONOMER,hypothetical protein,B488_RS03850(),BioCyc
B488_RS06095-MONOMER,response regulator transcription factor,B488_RS06095(),BioCyc
B488_RS04610-MONOMER,thioredoxin-disulfide reductase,B488_RS04610(),BioCyc
B488_RS00710-MONOMER,thiol reductant ABC exporter subunit CydD,B488_RS00710(),BioCyc
B488_RS04955-MONOMER,translational GTPase TypA,B488_RS04955(),BioCyc
B488_RS01305-MONOMER,NADH-quinone oxidoreductase subunit NuoE,B488_RS01305(),BioCyc
B488_RS02780-MONOMER,YdcF family protein,B488_RS02780(),BioCyc
B488_RS05245-MONOMER,choline ABC transporter ATP-binding protein,B488_RS05245(),BioCyc
B488_RS00005-MONOMER,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,B488_RS00005(2),BioCyc
B488_RS03855-MONOMER,hypothetical protein,B488_RS03855(),BioCyc
B488_RS01705-MONOMER,Holliday junction branch migration protein RuvA,B488_RS01705(),BioCyc
B488_RS00715-MONOMER,ATP-binding cassette domain-containing protein,B488_RS00715(),BioCyc
B488_RS06675-MONOMER,double-strand break repair helicase AddA,B488_RS06675(),BioCyc
B488_RS01990-MONOMER,elongation factor Tu,B488_RS01990(),BioCyc
B488_RS01310-MONOMER,NADH-quinone oxidoreductase subunit NuoF,B488_RS01310(),BioCyc
B488_RS02275-MONOMER,YqaJ viral recombinase family protein,B488_RS02275(),BioCyc
B488_RS06830-MONOMER,porin family protein,B488_RS06830(),BioCyc
B488_RS05480-MONOMER,class I SAM-dependent methyltransferase,B488_RS05480(),BioCyc
B488_RS05750-MONOMER,glycoside hydrolase family 25 protein,B488_RS05750(),BioCyc
B488_RS05945-MONOMER,cell division protein ZapA,B488_RS05945(),BioCyc
B488_RS00305-MONOMER,threonylcarbamoyl-AMP synthase,B488_RS00305(1),BioCyc
B488_RS03320-MONOMER,glutamine--fructose-6-phosphate transaminase (isomerizing),B488_RS03320(2),BioCyc
B488_RS06375-MONOMER,anthranilate phosphoribosyltransferase,B488_RS06375(1),BioCyc
B488_RS06900-MONOMER,porin family protein,B488_RS06900(),BioCyc
CPLX27KH-5,cytochrome o ubiquinol oxidase,B488_RS00410(1) AND B488_RS00400(1) AND B488_RS00405(1) AND B488_RS00395(1),BioCyc
B488_RS03860-MONOMER,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,B488_RS03860(1),BioCyc
B488_RS06240-MONOMER,CpaF family protein,B488_RS06240(),BioCyc
B488_RS04615-MONOMER,SPOR domain-containing protein,B488_RS04615(),BioCyc
B488_RS00720-MONOMER,cytochrome d ubiquinol oxidase subunit I,B488_RS00720(),BioCyc
B488_RS04960-MONOMER,argininosuccinate synthase,B488_RS04960(4),BioCyc
B488_RS01315-MONOMER,NADH-quinone oxidoreductase subunit G,B488_RS01315(),BioCyc
B488_RS02790-MONOMER,hypothetical protein,B488_RS02790(),BioCyc
B488_RS00010-MONOMER,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,B488_RS00010(2),BioCyc
B488_RS03325-MONOMER,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,B488_RS03325(3),BioCyc
B488_RS03865-MONOMER,dihydroneopterin aldolase,B488_RS03865(),BioCyc
B488_RS01710-MONOMER,Holliday junction branch migration DNA helicase RuvB,B488_RS01710(),BioCyc
B488_RS00725-MONOMER,cytochrome d ubiquinol oxidase subunit II,B488_RS00725(),BioCyc
B488_RS06680-MONOMER,thioredoxin,B488_RS06680(1),BioCyc
B488_RS01995-MONOMER,30S ribosomal protein S10,B488_RS01995(1),BioCyc
B488_RS01320-MONOMER,NADH-quinone oxidoreductase subunit NuoH,B488_RS01320(),BioCyc
B488_RS02280-MONOMER,ERF family protein,B488_RS02280(),BioCyc
B488_RS02795-MONOMER,DNA polymerase III subunit alpha,B488_RS02795(),BioCyc
B488_RS05485-MONOMER,hydroxyacylglutathione hydrolase,B488_RS05485(1),BioCyc
B488_RS06950-MONOMER,hypothetical protein,B488_RS06950(),BioCyc
B488_RS00310-MONOMER,hypothetical protein,B488_RS00310(),BioCyc
B488_RS03330-MONOMER,GTPase Era,B488_RS03330(2),BioCyc
B488_RS04330-MONOMER,DUF3892 domain-containing protein,B488_RS04330(),BioCyc
B488_RS06380-MONOMER,glutamine amidotransferase,B488_RS06380(),BioCyc
B488_RS03870-MONOMER,dihydropteroate synthase,B488_RS03870(2),BioCyc
B488_RS06100-MONOMER,hypothetical protein,B488_RS06100(),BioCyc
B488_RS04620-MONOMER,arginine--tRNA ligase,B488_RS04620(1),BioCyc
B488_RS00730-MONOMER,cytochrome bd-I oxidase subunit CydX,B488_RS00730(),BioCyc
B488_RS04965-MONOMER,peptide-methionine (S)-S-oxide reductase MsrA,B488_RS04965(1),BioCyc
B488_RS01325-MONOMER,NADH-quinone oxidoreductase subunit NuoI,B488_RS01325(),BioCyc
B488_RS02800-MONOMER,DNA primase,B488_RS02800(),BioCyc
B488_RS05250-MONOMER,choline ABC transporter permease subunit,B488_RS05250(),BioCyc
B488_RS00015-MONOMER,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,B488_RS00015(),BioCyc
B488_RS03335-MONOMER,ribonuclease III,B488_RS03335(2),BioCyc
B488_RS07030-MONOMER,DUF922 domain-containing protein,B488_RS07030(),BioCyc
B488_RS06685-MONOMER,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,B488_RS06685(1),BioCyc
B488_RS00735-MONOMER,CAP domain-containing protein,B488_RS00735(),BioCyc
B488_RS02000-MONOMER,50S ribosomal protein L3,B488_RS02000(1),BioCyc
B488_RS01330-MONOMER,NADH-quinone oxidoreductase subunit J,B488_RS01330(),BioCyc
B488_RS02290-MONOMER,hypothetical protein,B488_RS02290(),BioCyc
B488_RS02805-MONOMER,hypothetical protein,B488_RS02805(),BioCyc
B488_RS05755-MONOMER,mechanosensitive ion channel family protein,B488_RS05755(),BioCyc
B488_RS05950-MONOMER,5-formyltetrahydrofolate cyclo-ligase,B488_RS05950(1),BioCyc
B488_RS00315-MONOMER,cystathionine gamma-synthase,B488_RS00315(4),BioCyc
B488_RS03340-MONOMER,signal peptidase I,B488_RS03340(),BioCyc
B488_RS04335-MONOMER,hypothetical protein,B488_RS04335(),BioCyc
B488_RS06385-MONOMER,anthranilate synthase component 1,B488_RS06385(),BioCyc
B488_RS07100-MONOMER,hypothetical protein,B488_RS07100(),BioCyc
B488_RS04625-MONOMER,deoxyguanosinetriphosphate triphosphohydrolase,B488_RS04625(4),BioCyc
B488_RS00740-MONOMER,quinone-dependent dihydroorotate dehydrogenase,B488_RS00740(1),BioCyc
B488_RS04970-MONOMER,hypothetical protein,B488_RS04970(),BioCyc
B488_RS01335-MONOMER,NADH-quinone oxidoreductase subunit NuoK,B488_RS01335(),BioCyc
B488_RS02810-MONOMER,KpsF/GutQ family sugar-phosphate isomerase,B488_RS02810(4),BioCyc
B488_RS00020-MONOMER,ParA family protein,B488_RS00020(),BioCyc
B488_RS03345-MONOMER,holo-ACP synthase,B488_RS03345(2),BioCyc
B488_RS03885-MONOMER,MBL fold metallo-hydrolase,B488_RS03885(),BioCyc
B488_RS01715-MONOMER,protein TolQ,B488_RS01715(),BioCyc
B488_RS06690-MONOMER,acetyl-CoA carboxylase carboxyltransferase subunit beta,B488_RS06690(),BioCyc
B488_RS00745-MONOMER,ornithine carbamoyltransferase,B488_RS00745(3),BioCyc
B488_RS02005-MONOMER,50S ribosomal protein L4,B488_RS02005(1),BioCyc
B488_RS01345-MONOMER,NADH-quinone oxidoreductase subunit M,B488_RS01345(),BioCyc
B488_RS02295-MONOMER,hypothetical protein,B488_RS02295(),BioCyc
B488_RS02815-MONOMER,NfeD family protein,B488_RS02815(),BioCyc
B488_RS05490-MONOMER,DUF3108 domain-containing protein,B488_RS05490(),BioCyc
CPLX27KH-12,succinate dehydrogenase,B488_RS03615() AND B488_RS03620() AND B488_RS03630(),BioCyc
B488_RS05760-MONOMER,iron-responsive transcriptional regulator RirA,B488_RS05760(),BioCyc
B488_RS00320-MONOMER,DNA-3-methyladenine glycosylase,B488_RS00320(),BioCyc
B488_RS03350-MONOMER,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",B488_RS03350(1),BioCyc
B488_RS04340-MONOMER,hypothetical protein,B488_RS04340(),BioCyc
B488_RS06390-MONOMER,DNA mismatch repair protein MutS,B488_RS06390(),BioCyc
B488_RS03890-MONOMER,AAA family ATPase,B488_RS03890(),BioCyc
B488_RS06105-MONOMER,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,B488_RS06105(2),BioCyc
CPLX27KH-18,predicted ABC transporter of phosphate,B488_RS06140() AND B488_RS06145(),BioCyc
B488_RS04630-MONOMER,iron-sulfur cluster assembly accessory protein,B488_RS04630(4),BioCyc
B488_RS00750-MONOMER,aspartate aminotransferase family protein,B488_RS00750(2),BioCyc
B488_RS04975-MONOMER,trigger factor,B488_RS04975(1),BioCyc
B488_RS01350-MONOMER,NADH-quinone oxidoreductase subunit NuoN,B488_RS01350(),BioCyc
B488_RS02820-MONOMER,SPFH/Band 7/PHB domain protein,B488_RS02820(),BioCyc
B488_RS05255-MONOMER,choline ABC transporter substrate-binding protein,B488_RS05255(),BioCyc
B488_RS00025-MONOMER,ParB/RepB/Spo0J family partition protein,B488_RS00025(),BioCyc
B488_RS03355-MONOMER,DNA-directed RNA polymerase subunit omega,B488_RS03355(1),BioCyc
B488_RS06880-MONOMER,hypothetical protein,B488_RS06880(),BioCyc
B488_RS01720-MONOMER,biopolymer transporter ExbD,B488_RS01720(),BioCyc
B488_RS00755-MONOMER,hypothetical protein,B488_RS00755(),BioCyc
B488_RS06695-MONOMER,nitroreductase family protein,B488_RS06695(),BioCyc
B488_RS02010-MONOMER,50S ribosomal protein L23,B488_RS02010(1),BioCyc
B488_RS02300-MONOMER,hypothetical protein,B488_RS02300(),BioCyc
B488_RS02825-MONOMER,ferrochelatase,B488_RS02825(1),BioCyc
B488_RS05765-MONOMER,Hsp20 family protein,B488_RS05765(),BioCyc
B488_RS05955-MONOMER,TIGR00282 family metallophosphoesterase,B488_RS05955(),BioCyc
B488_RS06760-MONOMER,BA14K family protein,B488_RS06760(),BioCyc
B488_RS03360-MONOMER,NYN domain-containing protein,B488_RS03360(),BioCyc
B488_RS04350-MONOMER,tyrosine-type recombinase/integrase,B488_RS04350(),BioCyc
B488_RS06395-MONOMER,thioredoxin domain-containing protein,B488_RS06395(),BioCyc
B488_RS03910-MONOMER,phosphoribosylamine--glycine ligase,B488_RS03910(1),BioCyc
B488_RS06245-MONOMER,AAA family ATPase,B488_RS06245(),BioCyc
B488_RS04635-MONOMER,exodeoxyribonuclease III,B488_RS04635(),BioCyc
B488_RS00760-MONOMER,DUF599 family protein,B488_RS00760(),BioCyc
B488_RS04980-MONOMER,ABC transporter ATP-binding protein,B488_RS04980(),BioCyc
B488_RS01355-MONOMER,biotin--[acetyl-CoA-carboxylase] ligase,B488_RS01355(),BioCyc
B488_RS00030-MONOMER,DNA polymerase III subunit delta,B488_RS00030(),BioCyc
B488_RS02830-MONOMER,hypothetical protein,B488_RS02830(),BioCyc
B488_RS03370-MONOMER,4-hydroxy-tetrahydrodipicolinate reductase,B488_RS03370(4),BioCyc
B488_RS03915-MONOMER,4-hydroxybenzoate octaprenyltransferase,B488_RS03915(1),BioCyc
B488_RS01725-MONOMER,cell envelope integrity protein TolA,B488_RS01725(),BioCyc
B488_RS00765-MONOMER,hypothetical protein,B488_RS00765(),BioCyc
B488_RS06700-MONOMER,DNA topoisomerase (ATP-hydrolyzing) subunit B,B488_RS06700(),BioCyc
B488_RS02015-MONOMER,50S ribosomal protein L2,B488_RS02015(1),BioCyc
B488_RS02305-MONOMER,hypothetical protein,B488_RS02305(),BioCyc
B488_RS02835-MONOMER,aminodeoxychorismate synthase component I,B488_RS02835(1),BioCyc
B488_RS05495-MONOMER,50S ribosomal protein L28,B488_RS05495(1),BioCyc
B488_RS05775-MONOMER,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,B488_RS05775(12),BioCyc
B488_RS00340-MONOMER,methyltransferase,B488_RS00340(),BioCyc
B488_RS03375-MONOMER,ROK family protein,B488_RS03375(1),BioCyc
B488_RS04355-MONOMER,acetyl-CoA carboxylase biotin carboxyl carrier protein,B488_RS04355(),BioCyc
B488_RS06400-MONOMER,DUF721 domain-containing protein,B488_RS06400(),BioCyc
B488_RS03920-MONOMER,hypothetical protein,B488_RS03920(),BioCyc
B488_RS06110-MONOMER,diacylglycerol kinase,B488_RS06110(),BioCyc
B488_RS04640-MONOMER,sel1 repeat family protein,B488_RS04640(),BioCyc
B488_RS00770-MONOMER,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,B488_RS00770(2),BioCyc
B488_RS04985-MONOMER,ABC transporter ATP-binding protein,B488_RS04985(),BioCyc
B488_RS01360-MONOMER,ribonuclease J,B488_RS01360(),BioCyc
B488_RS02840-MONOMER,M3 family oligoendopeptidase,B488_RS02840(),BioCyc
B488_RS00035-MONOMER,hypothetical protein,B488_RS00035(),BioCyc
B488_RS03380-MONOMER,50S ribosomal protein L11 methyltransferase,B488_RS03380(),BioCyc
B488_RS03925-MONOMER,DUF1217 domain-containing protein,B488_RS03925(),BioCyc
B488_RS01730-MONOMER,Tol-Pal system protein TolB,B488_RS01730(),BioCyc
B488_RS00775-MONOMER,transcriptional repressor,B488_RS00775(),BioCyc
B488_RS06705-MONOMER,Tim44/TimA family putative adaptor protein,B488_RS06705(),BioCyc
B488_RS02020-MONOMER,30S ribosomal protein S19,B488_RS02020(1),BioCyc
B488_RS01365-MONOMER,proline--tRNA ligase,B488_RS01365(2),BioCyc
B488_RS06790-MONOMER,hypothetical protein,B488_RS06790(),BioCyc
B488_RS02845-MONOMER,sigma-54-dependent Fis family transcriptional regulator,B488_RS02845(),BioCyc
B488_RS05780-MONOMER,2-polyprenylphenol 6-hydroxylase,B488_RS05780(1),BioCyc
B488_RS05960-MONOMER,YebC/PmpR family DNA-binding transcriptional regulator,B488_RS05960(),BioCyc
B488_RS00345-MONOMER,polyprenyl synthetase family protein,B488_RS00345(2),BioCyc
B488_RS03385-MONOMER,hypothetical protein,B488_RS03385(),BioCyc
B488_RS06405-MONOMER,glycosyltransferase family 25 protein,B488_RS06405(),BioCyc
