,name,genes,source
STM0075-MONOMER,electron transfer flavoprotein,STM0075(),BioCyc
STM4176-MONOMER,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,STM4176(1),BioCyc
STM3003-MONOMER,phosphoenolpyruvate--protein phosphotransferase,STM3003(),BioCyc
STM4550-MONOMER,siderophore-iron reductase,STM4550(1),BioCyc
STM1869A-MONOMER,hypothetical protein,STM1869A(),BioCyc
STM2620-MONOMER,Gifsy-1 prophage protein,STM2620(),BioCyc
STM0455-MONOMER,7-cyano-7-deazaguanine synthase,STM0455(1),BioCyc
STM2248-MONOMER,thiol:disulfide interchange protein,STM2248(),BioCyc
STM0715-MONOMER,putative cytoplasmic protein,STM0715(),BioCyc
STM3008-MONOMER,NADP(H)-dependent aldo-keto reductase,STM3008(),BioCyc
STM2625-MONOMER,Gifsy-1 prophage protein,STM2625(),BioCyc
STM3379-MONOMER,acetyl-CoA carboxylase biotin carboxyl carrier subunit,STM3379(),BioCyc
STM0720-MONOMER,putative glycosyl transferase,STM0720(),BioCyc
STM3384-MONOMER,tRNA dihydrouridine synthase,STM3384(1),BioCyc
STM3755-MONOMER,putative cytoplasmic protein,STM3755(),BioCyc
STM3760-MONOMER,putative cytoplasmic protein,STM3760(),BioCyc
STM1104-MONOMER,5-carboxymethyl-2-hydroxymuconate delta-isomerase,STM1104(),BioCyc
STM1099-MONOMER,"4-hydroxyphenylacetate 3-monooxygenase, oxygenase component",STM1099(),BioCyc
STM1482-MONOMER,multidrug transporter subunit,STM1482(),BioCyc
STM0059-MONOMER,citrate lyase acyl carrier protein,STM0059(),BioCyc
STM1477-MONOMER,putative amino acid transporter,STM1477(1),BioCyc
STM4160-MONOMER,thiazole synthase,STM4160(1),BioCyc
STM4534-MONOMER,Fis family transcriptional regulator,STM4534(),BioCyc
STM0054-MONOMER,oxaloacetate decarboxylase beta chain 1,STM0054(),BioCyc
STM1854-MONOMER,putative inner membrane protein,STM1854(),BioCyc
STM0439-MONOMER,protoheme IX farnesyltransferase,STM0439(1),BioCyc
STM4155-MONOMER,putative inner membrane protein,STM4155(),BioCyc
STM2232-MONOMER,acyltransferase,STM2232(),BioCyc
STM2992-MONOMER,amino-acid N-acetyltransferase,STM2992(6),BioCyc
STM4529-MONOMER,type II toxin-antitoxin system antitoxin,STM4529(),BioCyc
STM2608-MONOMER,Gifsy-1 prophage protein,STM2608(),BioCyc
STM0704-MONOMER,potassium-transporting ATPase subunit C,STM0704(),BioCyc
STM1849-MONOMER,putative inner membrane protein,STM1849(),BioCyc
STM3368-MONOMER,metalloprotease,STM3368(),BioCyc
STM3743-MONOMER,tRNA (guanosine(18)-2'-O)-methyltransferase,STM3743(2),BioCyc
STM0435-MONOMER,putative cytoplasmic protein,STM0435(),BioCyc
STM1088-MONOMER,effector protein,STM1088(),BioCyc
STM1463-MONOMER,adenosine deaminase,STM1463(1),BioCyc
STM2226-MONOMER,nucleoid-associated protein,STM2226(),BioCyc
STM0043-MONOMER,30S ribosomal protein S20,STM0043(1),BioCyc
STM4138-MONOMER,biotin--[acetyl-CoA-carboxylase] synthetase,STM4138(),BioCyc
STM2985-MONOMER,cysteine desulfurase sulfur acceptor subunit,STM2985(),BioCyc
STM4518-MONOMER,putative inner membrane protein,STM4518(),BioCyc
STM1838-MONOMER,DUF2627 domain-containing protein,STM1838(),BioCyc
STM2603-MONOMER,Gifsy-1 prophage protein,STM2603(),BioCyc
STM0423-MONOMER,"(2E,6E)-farnesyl diphosphate synthase",STM0423(1),BioCyc
STM2215-MONOMER,phage resistance protein,STM2215(),BioCyc
STM0699-MONOMER,5-nitroimidazole antibiotic resistance protein,STM0699(),BioCyc
STM2973-MONOMER,lactaldehyde reductase,STM2973(2),BioCyc
STM2592-MONOMER,Gifsy-1 prophage protein,STM2592(),BioCyc
STM3363-MONOMER,putative cytoplasmic protein,STM3363(),BioCyc
STM0687-MONOMER,chitoporin,STM0687(),BioCyc
STM3352-MONOMER,oxaloacetate decarboxylase subunit alpha,STM3352(),BioCyc
STM3738-MONOMER,putative inner membrane protein,STM3738(),BioCyc
STM3727-MONOMER,50S ribosomal protein L33,STM3727(1),BioCyc
STM1071-MONOMER,cell division inhibitor,STM1071(),BioCyc
STM1082-MONOMER,AraC family transcriptional regulator,STM1082(),BioCyc
STM1447-MONOMER,lysozyme inhibitor,STM1447(),BioCyc
STM0027-MONOMER,fimbrial chaparone,STM0027(),BioCyc
STM1458-MONOMER,electron transport complex subunit,STM1458(),BioCyc
STM4116-MONOMER,PTS fructose-specific transporter subunit EIIB,STM4116(),BioCyc
STM4502-MONOMER,putative cytoplasmic protein,STM4502(),BioCyc
STM0038-MONOMER,putative arylsulfatase,STM0038(),BioCyc
STM1822-MONOMER,putative translation initiation inhibitor,STM1822(),BioCyc
STM0407-MONOMER,protein-export membrane protein,STM0407(),BioCyc
STM4128-MONOMER,putative inner membrane protein,STM4128(),BioCyc
STM2198-MONOMER,MFS transporter,STM2198(),BioCyc
STM2956-MONOMER,GTP diphosphokinase,STM2956(1),BioCyc
STM4513-MONOMER,putative permease,STM4513(),BioCyc
STM2577-MONOMER,holo-ACP synthase,STM2577(2),BioCyc
STM0664-MONOMER,amino acid ABC transporter permease,STM0664(),BioCyc
STM1833-MONOMER,UPF0266 membrane protein,STM1833(),BioCyc
STM3336-MONOMER,N-acetylmannosamine kinase,STM3336(1),BioCyc
STM3711-MONOMER,lipopolysaccharide heptosyltransferase II,STM3711(1),BioCyc
STM0418-MONOMER,N utilization substance protein B,STM0418(1),BioCyc
STM1055-MONOMER,Gifsy-2 prophage protein,STM1055(),BioCyc
STM1431-MONOMER,superoxide dismutase,STM1431(2),BioCyc
STM2209-MONOMER,putative inner membrane protein,STM2209(),BioCyc
STM0011-MONOMER,hypothetical protein,STM0011(),BioCyc
STM4099-MONOMER,transcriptional repressor,STM4099(),BioCyc
STM2968-MONOMER,NADPH-dependent 7-cyano-7-deazaguanine reductase,STM2968(2),BioCyc
STM4485-MONOMER,gluconate kinase,STM4485(1),BioCyc
STM1806-MONOMER,Na+/H+ antiporter,STM1806(1),BioCyc
STM2587-MONOMER,Gifsy-1 prophage protein,STM2587(),BioCyc
STM0391-MONOMER,pyrimidine/purine nucleoside phosphorylase,STM0391(),BioCyc
STM2182-MONOMER,CidB/LrgB family autolysis modulator,STM2182(),BioCyc
STM0682-MONOMER,transcriptional regulator,STM0682(),BioCyc
STM2940-MONOMER,type I-E CRISPR-associated protein Cas5/CasD,STM2940(),BioCyc
STM2560-MONOMER,MFS transporter,STM2560(1),BioCyc
STM3347-MONOMER,putative periplasmic protein,STM3347(),BioCyc
STM0648-MONOMER,leucine tRNA synthetase,STM0648(1),BioCyc
STM3320-MONOMER,RNA polymerase factor sigma-54,STM3320(1),BioCyc
STM3722-MONOMER,lipopolysaccharide glucosyltransferase I,STM3722(1),BioCyc
STM3695-MONOMER,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase,STM3695(),BioCyc
STM1038-MONOMER,Gifsy-2 prophage probable major tail protein,STM1038(),BioCyc
STM1066-MONOMER,ribosome modulation factor,STM1066(),BioCyc
STM1413-MONOMER,type III secretion system protein,STM1413(),BioCyc
PSLT105-MONOMER,conjugative transfer,PSLT105(),BioCyc
STM1442-MONOMER,putative multidrug resistance efflux pump,STM1442(),BioCyc
STM4083-MONOMER,putative inner membrane protein,STM4083(),BioCyc
STM4469-MONOMER,ornithine carbamoyltransferase,STM4469(3),BioCyc
STM0022-MONOMER,fimbrial chaperone protein,STM0022(),BioCyc
STM1790-MONOMER,hydrogenase-1 operon protein,STM1790(),BioCyc
STM0375-MONOMER,penicillin- binding protein,STM0375(),BioCyc
STM4110-MONOMER,phosphoenolpyruvate--protein phosphotransferase,STM4110(),BioCyc
STM2166-MONOMER,beta-glucosidase,STM2166(1),BioCyc
STM2924-MONOMER,RNA polymerase sigma factor,STM2924(1),BioCyc
STM4497-MONOMER,putative cytoplasmic protein,STM4497(),BioCyc
STM2544-MONOMER,Fe-S cluster assembly transcriptional regulator,STM2544(),BioCyc
STM0632-MONOMER,Sec-independent protein translocase,STM0632(1),BioCyc
STM1817-MONOMER,RNase D,STM1817(1),BioCyc
STM3304-MONOMER,50S ribosomal protein L21,STM3304(1),BioCyc
STM3679-MONOMER,putative cytoplasmic protein,STM3679(),BioCyc
STM0402-MONOMER,peroxiredoxin,STM0402(),BioCyc
STM1022-MONOMER,"Gifsy-2 prophage putative molecular chaperone, DnaJ family",STM1022(),BioCyc
STM1397-MONOMER,type III secretion system chaperone,STM1397(),BioCyc
STM2193-MONOMER,GTP cyclohydrolase I,STM2193(10),BioCyc
PSLT088-MONOMER,conjugative transfer: assembly,PSLT088(),BioCyc
STM4067-MONOMER,putative ADP-ribosylglycohydrolase,STM4067(),BioCyc
STM2951-MONOMER,7-carboxy-7-deazaguanine synthase,STM2951(),BioCyc
STM4452-MONOMER,anaerobic ribonucleoside-triphosphate reductase,STM4452(2),BioCyc
STM1774-MONOMER,Protein SirB2,STM1774(),BioCyc
STM2572-MONOMER,putative ABC superfamily transport protein,STM2572(),BioCyc
STM0359-MONOMER,putative cytoplasmic protein,STM0359(),BioCyc
STM2151-MONOMER,putative periplasmic chaperone protein,STM2151(),BioCyc
STM0659-MONOMER,molecular chaperone,STM0659(1),BioCyc
STM2908-MONOMER,putative cytoplasmic protein,STM2908(),BioCyc
STM2528-MONOMER,dimethyl sulfoxide reductase,STM2528(),BioCyc
STM3331-MONOMER,glutamate synthase small subunit,STM3331(),BioCyc
STM0616-MONOMER,nucleoside diphosphate kinase regulator,STM0616(),BioCyc
STM3285-MONOMER,ribosome-binding factor A,STM3285(1),BioCyc
STM3706-MONOMER,putative periplasmic protein,STM3706(),BioCyc
STM3663-MONOMER,Gene transcribed divergently from malS,STM3663(),BioCyc
STM1006-MONOMER,Gifsy-2 prophage excisionase,STM1006(),BioCyc
STM1049-MONOMER,Gifsy-2 prophage probable tail fiber protein,STM1049(),BioCyc
STM1381-MONOMER,putative cytoplasmic protein,STM1381(),BioCyc
PSLT069-MONOMER,Plasmid SOS inhibition,PSLT069(),BioCyc
STM1426-MONOMER,riboflavin synthase subunit alpha,STM1426(3),BioCyc
STM4051-MONOMER,putative outer membrane protein,STM4051(),BioCyc
STM4436-MONOMER,protein iolH,STM4436(),BioCyc
STM0006-MONOMER,sodium:alanine symporter family protein,STM0006(1),BioCyc
STM1755-MONOMER,hypothetical protein,STM1755(),BioCyc
STM0343-MONOMER,putative diguanylate cyclase/phosphodiesterase domain 1,STM0343(),BioCyc
STM4094-MONOMER,DNA-binding transcriptional regulator,STM4094(),BioCyc
STM2135-MONOMER,putative inner membrane protein,STM2135(),BioCyc
STM2892-MONOMER,antigen presentation protein,STM2892(),BioCyc
STM4480-MONOMER,lipopolysaccharide ABC transporter permease,STM4480(),BioCyc
STM2512-MONOMER,exodeoxyribonuclease VII large subunit,STM2512(),BioCyc
STM0600-MONOMER,carbon starvation protein A,STM0600(),BioCyc
STM1801-MONOMER,K+/H+ antiporter,STM1801(),BioCyc
STM3269-MONOMER,protease,STM3269(),BioCyc
STM3646-MONOMER,bifunctional glyoxylate/hydroxypyruvate reductase B,STM3646(2),BioCyc
STM0386-MONOMER,pyrroline-5-carboxylate reductase,STM0386(10),BioCyc
STM0990-MONOMER,putative KicA protein,STM0990(),BioCyc
STM1365-MONOMER,putative oxidase,STM1365(),BioCyc
STM2177-MONOMER,5-carboxymethyl-2-hydroxymuconate isomerase,STM2177(),BioCyc
PSLT051-MONOMER,Recombination-promoting nuclease pSLT051,PSLT051(),BioCyc
STM4036-MONOMER,formate dehydrogenase O subunit beta,STM4036(),BioCyc
STM2935-MONOMER,sulfate adenylyltransferase small subunit,STM2935(),BioCyc
STM4420-MONOMER,5-deoxy-glucuronate isomerase,STM4420(),BioCyc
STM1739-MONOMER,cardiolipin synthase,STM1739(1),BioCyc
STM2555-MONOMER,serine hydroxymethyltransferase,STM2555(2),BioCyc
STM0327-MONOMER,putative cytoplasmic protein,STM0327(),BioCyc
STM2118-MONOMER,polysaccharide exporter,STM2118(),BioCyc
STM0643-MONOMER,adenosylcobalamin / alpha-ribazole phosphatase,STM0643(1),BioCyc
STM2876-MONOMER,transcriptional regulator,STM2876(),BioCyc
STM2496-MONOMER,DnaA regulatory inactivator,STM2496(),BioCyc
STM3315-MONOMER,D-arabinose 5-phosphate isomerase,STM3315(4),BioCyc
STM0582-MONOMER,putative inner membrane protein,STM0582(),BioCyc
STM3253-MONOMER,"D-tagatose-1,6-bisphosphate aldolase subunit",STM3253(),BioCyc
STM3690-MONOMER,Inner membrane lipoprotein,STM3690(),BioCyc
STM3629-MONOMER,dipeptide ABC transporter permease,STM3629(),BioCyc
STM0974-MONOMER,formate transporter,STM0974(5),BioCyc
STM1033-MONOMER,Gifsy-2 prophage Clp protease-like protein,STM1033(),BioCyc
STM1348-MONOMER,phosphoenolpyruvate synthase regulatory protein,STM1348(),BioCyc
PSLT035-MONOMER,putative transposase,PSLT035(),BioCyc
STM1408-MONOMER,EscI/YscI/HrpB family type III secretion system inner rod protein,STM1408(),BioCyc
STM3626-MONOMER,dipeptide ABC transporter ATP-binding protein,STM3626(),BioCyc
STM0971-MONOMER,putative cytoplasmic protein,STM0971(),BioCyc
PSLT100-MONOMER,conjugative transfer: assembly,PSLT100(),BioCyc
STM1345-MONOMER,hypothetical protein,STM1345(),BioCyc
PSLT032-MONOMER,putative diguanylate cyclase/phosphodiesterase,PSLT032(),BioCyc
STM4078-MONOMER,autoinducer 2 aldolase,STM4078(),BioCyc
STM4017-MONOMER,MFS transporter,STM4017(),BioCyc
STM4401-MONOMER,NAD(P)-dependent oxidoreductase,STM4401(),BioCyc
STM4464-MONOMER,ion transporter superfamily protein,STM4464(),BioCyc
STM1720-MONOMER,putative translation factor,STM1720(),BioCyc
STM0305-MONOMER,putative cytoplasmic protein,STM0305(),BioCyc
STM1785-MONOMER,putative cytoplasmic protein,STM1785(),BioCyc
STM2099-MONOMER,colanic acid biosynthesis protein,STM2099(),BioCyc
STM2857-MONOMER,putative hydrogenase expression/formation protein,STM2857(),BioCyc
STM0370-MONOMER,2-methylcitrate dehydratase,STM0370(1),BioCyc
STM2477-MONOMER,GDP-mannose pyrophosphatase,STM2477(3),BioCyc
STM0563-MONOMER,AraC family transcriptional regulator,STM0563(),BioCyc
STM2161-MONOMER,UPF0387 membrane protein,STM2161(),BioCyc
STM3233-MONOMER,glutathione-dependent reductase,STM3233(),BioCyc
STM3611-MONOMER,cyclic-guanylate-specific phosphodiesterase,STM3611(),BioCyc
STM2919-MONOMER,DeoR family transcriptional regulator,STM2919(),BioCyc
STM0954-MONOMER,putative inner membrane protein,STM0954(),BioCyc
STM1329-MONOMER,putative inner membrane protein,STM1329(),BioCyc
STM2539-MONOMER,Fe-S protein assembly chaperone,STM2539(),BioCyc
PSLT014-MONOMER,putative outer membrane protein,PSLT014(),BioCyc
STM4001-MONOMER,YihA family ribosome biogenesis GTP-binding protein,STM4001(),BioCyc
STM0627-MONOMER,anaerobic C4-dicarboxylate transporter,STM0627(1),BioCyc
STM4385-MONOMER,PTS ascorbate-specific transporter subunit IIA,STM4385(),BioCyc
STM1704-MONOMER,DeoR family transcriptional regulator,STM1704(),BioCyc
STM3298-MONOMER,putative RNA-binding protein,STM3298(),BioCyc
STM0287-MONOMER,putative periplasmic protein,STM0287(),BioCyc
STM2083-MONOMER,phosphomannomutase,STM2083(),BioCyc
STM3674-MONOMER,carbohydrate kinase,STM3674(2),BioCyc
STM2841-MONOMER,FAD-dependent oxidoreductase,STM2841(1),BioCyc
STM2461-MONOMER,ethanol dehydrogenase,STM2461(),BioCyc
STM1017-MONOMER,Gifsy-2 prophage protein,STM1017(),BioCyc
STM0543-MONOMER,type-1 fimbrial protein subunit A,STM0543(),BioCyc
STM3217-MONOMER,Aerotaxis sensor receptor,STM3217(),BioCyc
STM1392-MONOMER,hybrid sensor histidine kinase/response regulator,STM1392(),BioCyc
STM3595-MONOMER,phosphoesterase PA-phosphatase,STM3595(),BioCyc
STM0935-MONOMER,pyruvate oxidase,STM0935(4),BioCyc
PSLT082-MONOMER,conjugative transfer,PSLT082(),BioCyc
STM1313-MONOMER,"PTS N,N'-diacetylchitobiose transporter subunit IIC",STM1313(),BioCyc
MONOMER1R65-12,<i>holo</i> [EntF peptidyl-carrier protein],STM0588(1),BioCyc
STM4062-MONOMER,ATP-dependent 6-phosphofructokinase,STM4062(4),BioCyc
STM3979-MONOMER,NAD(P)H-flavin reductase,STM3979(1),BioCyc
STM4369-MONOMER,23S rRNA (guanosine(2251)-2'-O)-methyltransferase,STM4369(2),BioCyc
STM4447-MONOMER,2-dehydro-3-deoxyphosphooctonate aldolase,STM4447(),BioCyc
STM1689-MONOMER,phage shock protein B,STM1689(),BioCyc
STM0272-MONOMER,ClpV1 family T6SS ATPase,STM0272(),BioCyc
STM1769-MONOMER,putative ACR protein,STM1769(),BioCyc
STM2067-MONOMER,exodeoxyribonuclease I,STM2067(),BioCyc
STM2820-MONOMER,fructose-1-phosphate/6-phosphogluconate phosphatase,STM2820(1),BioCyc
STM0354-MONOMER,Cu(I)-responsive transcriptional regulator,STM0354(),BioCyc
STM2445-MONOMER,NAD(P)-dependent oxidoreductase,STM2445(),BioCyc
STM0527-MONOMER,allantoate amidohydrolase,STM0527(2),BioCyc
STM2146-MONOMER,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,STM2146(4),BioCyc
STM3200-MONOMER,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,STM3200(2),BioCyc
STM3579-MONOMER,hypothetical protein,STM3579(),BioCyc
STM2903-MONOMER,putative cytoplasmic protein,STM2903(),BioCyc
STM0919-MONOMER,putative Fels-1 prophage minor tail protein,STM0919(),BioCyc
STM1297-MONOMER,selenophosphate synthase,STM1297(1),BioCyc
STM2523-MONOMER,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,STM2523(1),BioCyc
STM3963-MONOMER,EamA family transporter,STM3963(),BioCyc
STM4350-MONOMER,oligoribonuclease,STM4350(2),BioCyc
STM0611-MONOMER,DMSO reductase,STM0611(),BioCyc
STM1673-MONOMER,putative outer membrane lipoprotein,STM1673(),BioCyc
STM0255-MONOMER,"2,5-didehydrogluconate reductase B",STM0255(1),BioCyc
STM3280-MONOMER,cysteine sulfinate desulfinase,STM3280(),BioCyc
STM2051-MONOMER,CoA-dependent propanal dehydrogenase,STM2051(),BioCyc
STM2804-MONOMER,alkylhydroperoxidase,STM2804(),BioCyc
STM3658-MONOMER,acetyltransferase,STM3658(),BioCyc
STM2429-MONOMER,sulfate transporter,STM2429(),BioCyc
STM3184-MONOMER,putative cytoplasmic protein,STM3184(),BioCyc
STM1001-MONOMER,putative leucine response regulator,STM1001(),BioCyc
STM3563-MONOMER,branched-chain amino acid ABC transporter permease,STM3563(),BioCyc
STM0903-MONOMER,putative Fels-1 prophage chaparone,STM0903(),BioCyc
STM1376-MONOMER,Major outer membrane lipoprotein 2,STM1376(),BioCyc
STM3947-MONOMER,diaminopimelate epimerase,STM3947(1),BioCyc
STM1284-MONOMER,hypothetical protein,STM1284(),BioCyc
PSLT063-MONOMER,putative cytoplasmic protein,PSLT063(),BioCyc
STM4334-MONOMER,elongation factor P,STM4334(),BioCyc
STM1656-MONOMER,zinc transporter,STM1656(),BioCyc
STM4046-MONOMER,L-rhamnose isomerase,STM4046(4),BioCyc
STM0232-MONOMER,acetyl-CoA carboxylase carboxyl transferase subunit alpha,STM0232(),BioCyc
STM2035-MONOMER,"cobyrinic acid a,c-diamide synthase",STM2035(),BioCyc
