,name,genes,source
USA300HOU_RS03415-MONOMER,sodium:proton antiporter,USA300HOU_RS03415(),BioCyc
USA300HOU_RS08350-MONOMER,glycine--tRNA ligase,USA300HOU_RS08350(),BioCyc
USA300HOU_RS14380-MONOMER,cell-wall-anchored protein SasF,USA300HOU_RS14380(),BioCyc
USA300HOU_RS04535-MONOMER,Fe-S cluster assembly protein SufB,USA300HOU_RS04535(),BioCyc
USA300HOU_RS04040-MONOMER,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,USA300HOU_RS04040(1),BioCyc
USA300HOU_RS05125-MONOMER,bacteriocin-associated integral membrane family protein,USA300HOU_RS05125(),BioCyc
USA300HOU_RS11725-MONOMER,hypothetical protein,USA300HOU_RS11725(),BioCyc
CPLX2KSB-60,ATP-binding cassette domain-containing,USA300HOU_RS13635() AND USA300HOU_RS13630(),BioCyc
USA300HOU_RS08940-MONOMER,type I glyceraldehyde-3-phosphate dehydrogenase,USA300HOU_RS08940(4),BioCyc
USA300HOU_RS06780-MONOMER,amino acid permease,USA300HOU_RS06780(),BioCyc
USA300HOU_RS00105-MONOMER,cell wall metabolism sensor histidine kinase WalK,USA300HOU_RS00105(),BioCyc
USA300HOU_RS06570-MONOMER,glutathione peroxidase,USA300HOU_RS06570(1),BioCyc
USA300HOU_RS02615-MONOMER,hypoxanthine phosphoribosyltransferase,USA300HOU_RS02615(4),BioCyc
USA300HOU_RS05480-MONOMER,XRE family transcriptional regulator,USA300HOU_RS05480(),BioCyc
USA300HOU_RS03710-MONOMER,HTH-type transcriptional regulator MgrA,USA300HOU_RS03710(),BioCyc
USA300HOU_RS07090-MONOMER,ATP-binding cassette domain-containing protein,USA300HOU_RS07090(),BioCyc
USA300HOU_RS12640-MONOMER,ribose 5-phosphate isomerase A,USA300HOU_RS12640(2),BioCyc
USA300HOU_RS12200-MONOMER,hypothetical protein,USA300HOU_RS12200(),BioCyc
USA300HOU_RS12880-MONOMER,AraC family transcriptional regulator Rsp,USA300HOU_RS12880(),BioCyc
USA300HOU_RS00905-MONOMER,DUF4242 domain-containing protein,USA300HOU_RS00905(),BioCyc
USA300HOU_RS13820-MONOMER,hydroxymethylglutaryl-CoA synthase,USA300HOU_RS13820(),BioCyc
USA300HOU_RS12050-MONOMER,30S ribosomal protein S11,USA300HOU_RS12050(1),BioCyc
USA300HOU_RS04345-MONOMER,GNAT family N-acetyltransferase,USA300HOU_RS04345(),BioCyc
USA300HOU_RS05430-MONOMER,ribonuclease J,USA300HOU_RS05430(),BioCyc
USA300HOU_RS01930-MONOMER,hypothetical protein,USA300HOU_RS01930(),BioCyc
USA300HOU_RS03060-MONOMER,threonine/serine exporter family protein,USA300HOU_RS03060(),BioCyc
USA300HOU_RS14385-MONOMER,accessory Sec system glycosylation chaperone GtfB,USA300HOU_RS14385(),BioCyc
USA300HOU_RS07295-MONOMER,thymidylate synthase,USA300HOU_RS07295(2),BioCyc
USA300HOU_RS06055-MONOMER,orotate phosphoribosyltransferase,USA300HOU_RS06055(),BioCyc
USA300HOU_RS11730-MONOMER,P-loop NTPase,USA300HOU_RS11730(),BioCyc
USA300HOU_RS09825-MONOMER,YtxH domain-containing protein,USA300HOU_RS09825(),BioCyc
USA300HOU_RS10295-MONOMER,DUF3267 domain-containing protein,USA300HOU_RS10295(),BioCyc
USA300HOU_RS08860-MONOMER,ribosome biogenesis GTP-binding protein YihA/YsxC,USA300HOU_RS08860(),BioCyc
USA300HOU_RS02620-MONOMER,ATP-dependent zinc metalloprotease FtsH,USA300HOU_RS02620(),BioCyc
USA300HOU_RS11460-MONOMER,helix-turn-helix transcriptional regulator,USA300HOU_RS11460(),BioCyc
USA300HOU_RS11330-MONOMER,YwpF-like family protein,USA300HOU_RS11330(),BioCyc
USA300HOU_RS08015-MONOMER,NUDIX hydrolase,USA300HOU_RS08015(3),BioCyc
USA300HOU_RS03715-MONOMER,GTP-binding protein,USA300HOU_RS03715(),BioCyc
USA300HOU_RS07095-MONOMER,aspartate kinase,USA300HOU_RS07095(),BioCyc
USA300HOU_RS04590-MONOMER,DUF3055 domain-containing protein,USA300HOU_RS04590(),BioCyc
USA300HOU_RS00655-MONOMER,hypothetical protein,USA300HOU_RS00655(),BioCyc
USA300HOU_RS01855-MONOMER,DUF3169 family protein,USA300HOU_RS01855(),BioCyc
USA300HOU_RS03220-MONOMER,hypothetical protein,USA300HOU_RS03220(),BioCyc
USA300HOU_RS03510-MONOMER,iron ABC transporter permease,USA300HOU_RS03510(),BioCyc
USA300HOU_RS13825-MONOMER,methylated-DNA--[protein]-cysteine S-methyltransferase,USA300HOU_RS13825(),BioCyc
USA300HOU_RS02625-MONOMER,Hsp33 family molecular chaperone HslO,USA300HOU_RS02625(),BioCyc
USA300HOU_RS09130-MONOMER,glycerophosphoryl diester phosphodiesterase,USA300HOU_RS09130(),BioCyc
USA300HOU_RS05435-MONOMER,DNA-dependent RNA polymerase auxiliary subunit epsilon family protein,USA300HOU_RS05435(),BioCyc
USA300HOU_RS04485-MONOMER,phage capsid protein,USA300HOU_RS04485(),BioCyc
USA300HOU_RS14390-MONOMER,accessory Sec system glycosyltransferase GtfA,USA300HOU_RS14390(),BioCyc
USA300HOU_RS07300-MONOMER,BrxA/BrxB family bacilliredoxin,USA300HOU_RS07300(),BioCyc
USA300HOU_RS12500-MONOMER,formate dehydrogenase subunit alpha,USA300HOU_RS12500(),BioCyc
USA300HOU_RS01500-MONOMER,type VII secretion protein EsaB,USA300HOU_RS01500(),BioCyc
USA300HOU_RS02630-MONOMER,cysteine synthase A,USA300HOU_RS02630(2),BioCyc
USA300HOU_RS05000-MONOMER,magnesium transporter,USA300HOU_RS05000(),BioCyc
USA300HOU_RS08530-MONOMER,hypothetical protein,USA300HOU_RS08530(),BioCyc
USA300HOU_RS10515-MONOMER,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,USA300HOU_RS10515(),BioCyc
USA300HOU_RS11735-MONOMER,multidrug efflux MFS transporter LmrS,USA300HOU_RS11735(),BioCyc
CPLX2KSB-59,ABC transporter,USA300HOU_RS01865() AND USA300HOU_RS01860(),BioCyc
USA300HOU_RS06405-MONOMER,tRNA pseudouridine(55) synthase TruB,USA300HOU_RS06405(1),BioCyc
USA300HOU_RS06785-MONOMER,catalase,USA300HOU_RS06785(6),BioCyc
USA300HOU_RS05220-MONOMER,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,USA300HOU_RS05220(),BioCyc
USA300HOU_RS06515-MONOMER,RicAFT regulatory complex protein RicA family protein,USA300HOU_RS06515(),BioCyc
USA300HOU_RS09455-MONOMER,transaldolase,USA300HOU_RS09455(),BioCyc
USA300HOU_RS05440-MONOMER,hypothetical protein,USA300HOU_RS05440(),BioCyc
USA300HOU_RS15455-MONOMER,Ig-like domain-containing protein,USA300HOU_RS15455(),BioCyc
USA300HOU_RS12885-MONOMER,pyridoxamine 5'-phosphate oxidase family protein,USA300HOU_RS12885(),BioCyc
USA300HOU_RS07885-MONOMER,hypothetical protein,USA300HOU_RS07885(),BioCyc
USA300HOU_RS13830-MONOMER,ATP-dependent Clp protease ATP-binding subunit ClpL,USA300HOU_RS13830(),BioCyc
USA300HOU_RS12055-MONOMER,30S ribosomal protein S13,USA300HOU_RS12055(1),BioCyc
USA300HOU_RS09875-MONOMER,response regulator transcription factor,USA300HOU_RS09875(),BioCyc
USA300HOU_RS04350-MONOMER,organic hydroperoxide resistance protein,USA300HOU_RS04350(),BioCyc
USA300HOU_RS09110-MONOMER,septation ring formation regulator EzrA,USA300HOU_RS09110(),BioCyc
USA300HOU_RS14395-MONOMER,accessory Sec system translocase SecA2,USA300HOU_RS14395(),BioCyc
USA300HOU_RS10780-MONOMER,AAA family ATPase,USA300HOU_RS10780(),BioCyc
USA300HOU_RS02635-MONOMER,dihydropteroate synthase,USA300HOU_RS02635(2),BioCyc
USA300HOU_RS02065-MONOMER,IMP dehydrogenase,USA300HOU_RS02065(4),BioCyc
USA300HOU_RS11740-MONOMER,multidrug efflux transporter SepA,USA300HOU_RS11740(),BioCyc
USA300HOU_RS08305-MONOMER,metal ABC transporter ATP-binding protein,USA300HOU_RS08305(),BioCyc
USA300HOU_RS01655-MONOMER,winged helix-turn-helix transcriptional regulator,USA300HOU_RS01655(),BioCyc
USA300HOU_RS06790-MONOMER,50S ribosomal protein L33,USA300HOU_RS06790(),BioCyc
USA300HOU_RS13360-MONOMER,ABC transporter ATP-binding protein,USA300HOU_RS13360(),BioCyc
USA300HOU_RS10235-MONOMER,hypothetical protein,USA300HOU_RS10235(),BioCyc
USA300HOU_RS08780-MONOMER,DUF4930 family protein,USA300HOU_RS08780(),BioCyc
USA300HOU_RS05905-MONOMER,YjjG family noncanonical pyrimidine nucleotidase,USA300HOU_RS05905(1),BioCyc
USA300HOU_RS04130-MONOMER,tetratricopeptide repeat protein,USA300HOU_RS04130(),BioCyc
USA300HOU_RS04445-MONOMER,helix-turn-helix domain-containing protein,USA300HOU_RS04445(),BioCyc
USA300HOU_RS13835-MONOMER,FeoB-associated Cys-rich membrane protein,USA300HOU_RS13835(),BioCyc
USA300HOU_RS05735-MONOMER,excinuclease ABC subunit UvrC,USA300HOU_RS05735(),BioCyc
USA300HOU_RS02640-MONOMER,dihydroneopterin aldolase,USA300HOU_RS02640(),BioCyc
USA300HOU_RS05445-MONOMER,peptide deformylase,USA300HOU_RS05445(1),BioCyc
USA300HOU_RS14400-MONOMER,accessory Sec system protein Asp3,USA300HOU_RS14400(),BioCyc
USA300HOU_RS12505-MONOMER,LCP family protein,USA300HOU_RS12505(),BioCyc
USA300HOU_RS01505-MONOMER,type VII secretion protein EssB,USA300HOU_RS01505(),BioCyc
USA300HOU_RS09570-MONOMER,hypothetical protein,USA300HOU_RS09570(),BioCyc
USA300HOU_RS02360-MONOMER,YibE/F family protein,USA300HOU_RS02360(),BioCyc
USA300HOU_RS04045-MONOMER,YigZ family protein,USA300HOU_RS04045(),BioCyc
USA300HOU_RS11745-MONOMER,MFS transporter,USA300HOU_RS11745(),BioCyc
CPLX2KSB-58,ABC transporter,USA300HOU_RS13375() AND USA300HOU_RS13365() AND USA300HOU_RS13370() AND USA300HOU_RS13355() AND USA300HOU_RS13360(),BioCyc
USA300HOU_RS07765-MONOMER,terminase large subunit,USA300HOU_RS07765(),BioCyc
USA300HOU_RS00140-MONOMER,IS6-like element IS257 family transposase,USA300HOU_RS00140(),BioCyc
USA300HOU_RS05450-MONOMER,YkyA family protein,USA300HOU_RS05450(),BioCyc
USA300HOU_RS07100-MONOMER,aspartate-semialdehyde dehydrogenase,USA300HOU_RS07100(),BioCyc
USA300HOU_RS04830-MONOMER,acetyltransferase,USA300HOU_RS04830(),BioCyc
USA300HOU_RS12645-MONOMER,MOSC domain-containing protein,USA300HOU_RS12645(),BioCyc
USA300HOU_RS08625-MONOMER,tetratricopeptide repeat protein,USA300HOU_RS08625(),BioCyc
USA300HOU_RS02645-MONOMER,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,USA300HOU_RS02645(1),BioCyc
USA300HOU_RS12205-MONOMER,GNAT family N-acetyltransferase,USA300HOU_RS12205(),BioCyc
USA300HOU_RS02210-MONOMER,tandem-type lipoprotein Lpl4,USA300HOU_RS02210(),BioCyc
USA300HOU_RS11750-MONOMER,hemolysin III family protein,USA300HOU_RS11750(),BioCyc
USA300HOU_RS12890-MONOMER,DUF4889 domain-containing protein,USA300HOU_RS12890(),BioCyc
USA300HOU_RS04135-MONOMER,thioredoxin-disulfide reductase,USA300HOU_RS04135(),BioCyc
USA300HOU_RS13840-MONOMER,ferrous iron transport protein B,USA300HOU_RS13840(1),BioCyc
USA300HOU_RS00420-MONOMER,hypothetical protein,USA300HOU_RS00420(),BioCyc
USA300HOU_RS09135-MONOMER,OsmC family protein,USA300HOU_RS09135(),BioCyc
USA300HOU_RS10930-MONOMER,co-chaperone GroES,USA300HOU_RS10930(7),BioCyc
USA300HOU_RS14405-MONOMER,accessory Sec system protein Asp2,USA300HOU_RS14405(),BioCyc
USA300HOU_RS07305-MONOMER,virulence factor,USA300HOU_RS07305(),BioCyc
USA300HOU_RS06060-MONOMER,hypothetical protein,USA300HOU_RS06060(),BioCyc
USA300HOU_RS00660-MONOMER,MFS transporter,USA300HOU_RS00660(),BioCyc
USA300HOU_RS02650-MONOMER,hypothetical protein,USA300HOU_RS02650(),BioCyc
USA300HOU_RS08535-MONOMER,saureusylococcal enterotoxin type 26,USA300HOU_RS08535(),BioCyc
USA300HOU_RS07870-MONOMER,DNA polymerase,USA300HOU_RS07870(),BioCyc
USA300HOU_RS10160-MONOMER,YfhH family protein,USA300HOU_RS10160(),BioCyc
USA300HOU_RS06795-MONOMER,30S ribosomal protein S14,USA300HOU_RS06795(1),BioCyc
USA300HOU_RS13365-MONOMER,ABC transporter permease,USA300HOU_RS13365(),BioCyc
USA300HOU_RS05455-MONOMER,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,USA300HOU_RS05455(),BioCyc
USA300HOU_RS04835-MONOMER,ATP-dependent chaperone ClpB,USA300HOU_RS04835(),BioCyc
USA300HOU_RS09020-MONOMER,"acetyl-CoA carboxylase, carboxyltransferase subunit beta",USA300HOU_RS09020(),BioCyc
USA300HOU_RS08855-MONOMER,glutamyl-tRNA reductase,USA300HOU_RS08855(2),BioCyc
USA300HOU_RS11755-MONOMER,UDPGP type 1 family protein,USA300HOU_RS11755(),BioCyc
USA300HOU_RS06280-MONOMER,FemA/FemB family glycyltransferase FmhC,USA300HOU_RS06280(),BioCyc
USA300HOU_RS00910-MONOMER,ABC transporter ATP-binding protein,USA300HOU_RS00910(),BioCyc
USA300HOU_RS03225-MONOMER,DUF1934 domain-containing protein,USA300HOU_RS03225(),BioCyc
USA300HOU_RS13845-MONOMER,ferrous iron transport protein A,USA300HOU_RS13845(),BioCyc
USA300HOU_RS02275-MONOMER,NADH dehydrogenase subunit 5,USA300HOU_RS02275(),BioCyc
USA300HOU_RS10300-MONOMER,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,USA300HOU_RS10300(1),BioCyc
USA300HOU_RS08020-MONOMER,aldo/keto reductase,USA300HOU_RS08020(),BioCyc
USA300HOU_RS07310-MONOMER,NifU N-terminal domain-containing protein,USA300HOU_RS07310(),BioCyc
USA300HOU_RS09725-MONOMER,hypothetical protein,USA300HOU_RS09725(),BioCyc
USA300HOU_RS11090-MONOMER,3-isopropylmalate dehydratase large subunit,USA300HOU_RS11090(),BioCyc
USA300HOU_RS02655-MONOMER,lysine--tRNA ligase,USA300HOU_RS02655(2),BioCyc
USA300HOU_RS04645-MONOMER,YuzD family protein,USA300HOU_RS04645(),BioCyc
USA300HOU_RS10830-MONOMER,hypothetical protein,USA300HOU_RS10830(),BioCyc
CPLX2KSB-57,ABC transporter,USA300HOU_RS13260() AND USA300HOU_RS13255() AND USA300HOU_RS13265() AND USA300HOU_RS13270(),BioCyc
USA300HOU_RS10470-MONOMER,membrane protein,USA300HOU_RS10470(),BioCyc
USA300HOU_RS00120-MONOMER,MBL fold metallo-hydrolase,USA300HOU_RS00120(),BioCyc
USA300HOU_RS06520-MONOMER,energy coupling factor transporter S component ThiW,USA300HOU_RS06520(),BioCyc
USA300HOU_RS03720-MONOMER,aldo/keto reductase family oxidoreductase,USA300HOU_RS03720(),BioCyc
USA300HOU_RS10935-MONOMER,CPBP family intramembrane metalloprotease MroQ,USA300HOU_RS10935(),BioCyc
USA300HOU_RS10240-MONOMER,type I methionyl aminopeptidase,USA300HOU_RS10240(1),BioCyc
USA300HOU_RS06135-MONOMER,ribosome small subunit-dependent GTPase A,USA300HOU_RS06135(1),BioCyc
USA300HOU_RS00665-MONOMER,(S)-acetoin forming diacetyl reductase,USA300HOU_RS00665(),BioCyc
USA300HOU_RS08610-MONOMER,IreB family regulatory phosphoprotein,USA300HOU_RS08610(),BioCyc
USA300HOU_RS12210-MONOMER,GRP family sugar transporter,USA300HOU_RS12210(),BioCyc
USA300HOU_RS07820-MONOMER,hypothetical protein,USA300HOU_RS07820(),BioCyc
USA300HOU_RS11760-MONOMER,metal-dependent hydrolase,USA300HOU_RS11760(),BioCyc
USA300HOU_RS12895-MONOMER,cation:dicarboxylase symporter family transporter,USA300HOU_RS12895(1),BioCyc
USA300HOU_RS13850-MONOMER,fatty acid efflux MMPL transporter FarE,USA300HOU_RS13850(),BioCyc
USA300HOU_RS05460-MONOMER,alpha-ketoacid dehydrogenase subunit beta,USA300HOU_RS05460(),BioCyc
USA300HOU_RS03065-MONOMER,threonine/serine exporter ThrE family protein,USA300HOU_RS03065(),BioCyc
USA300HOU_RS09115-MONOMER,GAF domain-containing protein,USA300HOU_RS09115(),BioCyc
USA300HOU_RS00670-MONOMER,hypothetical protein,USA300HOU_RS00670(),BioCyc
USA300HOU_RS11465-MONOMER,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,USA300HOU_RS11465(),BioCyc
USA300HOU_RS02730-MONOMER,pyridoxal 5'-phosphate synthase lyase subunit PdxS,USA300HOU_RS02730(),BioCyc
USA300HOU_RS09910-MONOMER,glucosamine-6-phosphate isomerase,USA300HOU_RS09910(),BioCyc
USA300HOU_RS13370-MONOMER,ABC transporter permease,USA300HOU_RS13370(),BioCyc
USA300HOU_RS11765-MONOMER,hypothetical protein,USA300HOU_RS11765(),BioCyc
USA300HOU_RS04840-MONOMER,LysR family transcriptional regulator,USA300HOU_RS04840(),BioCyc
USA300HOU_RS07725-MONOMER,tail protein,USA300HOU_RS07725(),BioCyc
USA300HOU_RS02035-MONOMER,hypothetical protein,USA300HOU_RS02035(),BioCyc
USA300HOU_RS10380-MONOMER,DUF2179 domain-containing protein,USA300HOU_RS10380(),BioCyc
USA300HOU_RS05005-MONOMER,monovalent cation:proton antiporter family protein,USA300HOU_RS05005(2),BioCyc
USA300HOU_RS00915-MONOMER,ABC transporter substrate-binding protein,USA300HOU_RS00915(),BioCyc
USA300HOU_RS06285-MONOMER,DNA-processing protein DprA,USA300HOU_RS06285(),BioCyc
USA300HOU_RS03230-MONOMER,arginine--tRNA ligase,USA300HOU_RS03230(1),BioCyc
USA300HOU_RS05465-MONOMER,2-oxo acid dehydrogenase subunit E2,USA300HOU_RS05465(),BioCyc
USA300HOU_RS13855-MONOMER,fatty acid efflux pump transcriptional regulator FarR,USA300HOU_RS13855(),BioCyc
USA300HOU_RS05740-MONOMER,succinate dehydrogenase cytochrome b558 subunit,USA300HOU_RS05740(),BioCyc
USA300HOU_RS02735-MONOMER,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,USA300HOU_RS02735(),BioCyc
USA300HOU_RS10855-MONOMER,type II toxin-antitoxin system PemK/MazF family toxin,USA300HOU_RS10855(),BioCyc
USA300HOU_RS04355-MONOMER,type I 3-dehydroquinate dehydratase,USA300HOU_RS04355(2),BioCyc
USA300HOU_RS08540-MONOMER,Fic family protein,USA300HOU_RS08540(),BioCyc
USA300HOU_RS08255-MONOMER,MTH1187 family thiamine-binding protein,USA300HOU_RS08255(),BioCyc
USA300HOU_RS07315-MONOMER,zinc-finger domain-containing protein,USA300HOU_RS07315(),BioCyc
USA300HOU_RS00380-MONOMER,ATP-binding cassette domain-containing protein,USA300HOU_RS00380(),BioCyc
USA300HOU_RS08395-MONOMER,hypothetical protein,USA300HOU_RS08395(),BioCyc
USA300HOU_RS00680-MONOMER,sugar transferase,USA300HOU_RS00680(),BioCyc
USA300HOU_RS09280-MONOMER,MBL fold metallo-hydrolase,USA300HOU_RS09280(),BioCyc
USA300HOU_RS05130-MONOMER,YxeA family protein,USA300HOU_RS05130(),BioCyc
CPLX2KSB-56,ABC transporter,USA300HOU_RS13150() AND USA300HOU_RS13155(),BioCyc
USA300HOU_RS05470-MONOMER,dihydrolipoyl dehydrogenase,USA300HOU_RS05470(),BioCyc
USA300HOU_RS06800-MONOMER,GMP reductase,USA300HOU_RS06800(4),BioCyc
USA300HOU_RS05225-MONOMER,acyltransferase family protein,USA300HOU_RS05225(),BioCyc
USA300HOU_RS10190-MONOMER,acyl-CoA thioesterase,USA300HOU_RS10190(),BioCyc
USA300HOU_RS06575-MONOMER,GTPase HflX,USA300HOU_RS06575(),BioCyc
USA300HOU_RS09460-MONOMER,hypothetical protein,USA300HOU_RS09460(),BioCyc
USA300HOU_RS11780-MONOMER,iron ABC transporter permease,USA300HOU_RS11780(),BioCyc
USA300HOU_RS12215-MONOMER,hypothetical protein,USA300HOU_RS12215(),BioCyc
USA300HOU_RS08435-MONOMER,heat-inducible transcriptional repressor HrcA,USA300HOU_RS08435(),BioCyc
USA300HOU_RS12900-MONOMER,DUF3139 domain-containing protein,USA300HOU_RS12900(),BioCyc
USA300HOU_RS00930-MONOMER,DUF2294 domain-containing protein,USA300HOU_RS00930(),BioCyc
USA300HOU_RS04145-MONOMER,RNase adapter RapZ,USA300HOU_RS04145(),BioCyc
USA300HOU_RS10565-MONOMER,saureusylokinase,USA300HOU_RS10565(),BioCyc
USA300HOU_RS13860-MONOMER,hypothetical protein,USA300HOU_RS13860(),BioCyc
USA300HOU_RS12060-MONOMER,50S ribosomal protein L36,USA300HOU_RS12060(1),BioCyc
USA300HOU_RS00125-MONOMER,LPXTG-anchored adenosine synthase AdsA,USA300HOU_RS00125(1),BioCyc
USA300HOU_RS14890-MONOMER,protein rep,USA300HOU_RS14890(),BioCyc
USA300HOU_RS03070-MONOMER,heme-dependent peroxidase,USA300HOU_RS03070(),BioCyc
USA300HOU_RS08025-MONOMER,hypothetical protein,USA300HOU_RS08025(),BioCyc
USA300HOU_RS11770-MONOMER,YjiH family protein,USA300HOU_RS11770(),BioCyc
USA300HOU_RS00675-MONOMER,NAD-dependent epimerase/dehydratase family protein,USA300HOU_RS00675(2),BioCyc
USA300HOU_RS01510-MONOMER,type VII secretion protein EssC,USA300HOU_RS01510(),BioCyc
USA300HOU_RS11095-MONOMER,3-isopropylmalate dehydratase small subunit,USA300HOU_RS11095(),BioCyc
USA300HOU_RS10420-MONOMER,cysteine hydrolase,USA300HOU_RS10420(),BioCyc
USA300HOU_RS03515-MONOMER,dihydroxyacetone kinase subunit DhaK,USA300HOU_RS03515(),BioCyc
USA300HOU_RS02740-MONOMER,NupC/NupG family nucleoside CNT transporter,USA300HOU_RS02740(1),BioCyc
USA300HOU_RS13375-MONOMER,saureusylopine-dependent metal ABC transporter substrate-binding protein CntA,USA300HOU_RS13375(),BioCyc
USA300HOU_RS08785-MONOMER,hypothetical protein,USA300HOU_RS08785(),BioCyc
USA300HOU_RS08110-MONOMER,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,USA300HOU_RS08110(),BioCyc
USA300HOU_RS00385-MONOMER,ATP-binding cassette domain-containing protein,USA300HOU_RS00385(),BioCyc
USA300HOU_RS10110-MONOMER,"glutamate-1-semialdehyde 2,1-aminomutase",USA300HOU_RS10110(),BioCyc
USA300HOU_RS11450-MONOMER,transcription termination factor Rho,USA300HOU_RS11450(6),BioCyc
USA300HOU_RS00685-MONOMER,glycosyltransferase family 4 protein,USA300HOU_RS00685(),BioCyc
USA300HOU_RS05910-MONOMER,N-acetyltransferase,USA300HOU_RS05910(),BioCyc
USA300HOU_RS05010-MONOMER,enoyl-ACP reductase FabI,USA300HOU_RS05010(1),BioCyc
