,name,genes,source
SYNPCC7942_1489-MONOMER,bicarbonatee transport permease,SYNPCC7942_RS07610(),BioCyc
SYNPCC7942_0369-MONOMER,putative flavin-containing monoamine oxidase,SYNPCC7942_RS01880(),BioCyc
SYNPCC7942_1859-MONOMER,diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s),SYNPCC7942_RS09430(),BioCyc
SYNPCC7942_2121-MONOMER,Anti-sigma F factor antagonist,SYNPCC7942_RS10755(),BioCyc
SYNPCC7942_0734-MONOMER,conserved hypothetical protein,SYNPCC7942_RS03795(),BioCyc
SYNPCC7942_2489-MONOMER,conserved hypothetical protein,SYNPCC7942_2489(),BioCyc
SYNPCC7942_1108-MONOMER,Histone-like DNA-binding protein,SYNPCC7942_RS05680(),BioCyc
HTX97_RS00020-MONOMER,hypothetical protein,ST32046_p6(),BioCyc
SYNPCC7942_1473-MONOMER,putative multicomponent Na+:H+ antiporter subunit D,SYNPCC7942_RS07530(),BioCyc
SYNPCC7942_0353-MONOMER,Na+-dependent transporter-like,SYNPCC7942_RS01795(),BioCyc
SYNPCC7942_1843-MONOMER,conserved hypothetical protein,SYNPCC7942_RS09350(),BioCyc
SYNPCC7942_2105-MONOMER,cyanate transport ATP-binding subunit,SYNPCC7942_RS10670(),BioCyc
SYNPCC7942_0718-MONOMER,conserved hypothetical protein,SYNPCC7942_RS03700(),BioCyc
SYNPCC7942_2473-MONOMER,serine phosphatase,SYNPCC7942_RS12570(),BioCyc
SYNPCC7942_1092-MONOMER,conserved hypothetical protein,SYNPCC7942_RS05605(),BioCyc
SYNPCC7942_1457-MONOMER,1-acylglycerol-3-phosphate <em>O</em>-acyltransferase,SYNPCC7942_RS07455(),BioCyc
SYNPCC7942_0337-MONOMER,"ATP synthase F1, &gamma; subunit",SYNPCC7942_RS01715(),BioCyc
SYNPCC7942_1827-MONOMER,conserved hypothetical protein,SYNPCC7942_RS09270(),BioCyc
SYNPCC7942_0702-MONOMER,conserved hypothetical protein,SYNPCC7942_RS03600(),BioCyc
SYNPCC7942_2457-MONOMER,"glycyl-tRNA synthetase, alpha subunit",SYNPCC7942_RS12485(),BioCyc
SYNPCC7942_1076-MONOMER,osmotic signal transduction related protein,SYNPCC7942_RS05520(),BioCyc
SYNPCC7942_1441-MONOMER,cobalamin biosynthesis protein CobD,SYNPCC7942_RS07370(),BioCyc
SYNPCC7942_0321-MONOMER,nitrogen regulatory protein P-II,SYNPCC7942_RS01635(),BioCyc
SYNPCC7942_1811-MONOMER,diguanylate cyclase (GGDEF domain) with PAS/PAC sensor,SYNPCC7942_RS09200(),BioCyc
SYNPCC7942_0686-MONOMER,conserved hypothetical protein,SYNPCC7942_RS03520(),BioCyc
SYNPCC7942_2441-MONOMER,"Phosphate ABC transporter, permease protein PstB",SYNPCC7942_RS12405(),BioCyc
SYNPCC7942_1060-MONOMER,"type I restriction-modification, M subunit",SYNPCC7942_RS05435(),BioCyc
SYNPCC7942_1425-MONOMER,carboxysome shell protein CcmO,SYNPCC7942_RS07290(),BioCyc
SYNPCC7942_0305-MONOMER,hypothetical protein,SYNPCC7942_RS01555(),BioCyc
SYNPCC7942_1795-MONOMER,SsrA-binding protein,SYNPCC7942_RS09120(),BioCyc
SYNPCC7942_0670-MONOMER,aspartate carbamoyltransferase,SYNPCC7942_RS03430(3),BioCyc
SYNPCC7942_2425-MONOMER,chaperon-like protein for quinone binding in photosystem II,SYNPCC7942_RS12320(),BioCyc
SYNPCC7942_1040-MONOMER,conserved hypothetical protein,SYNPCC7942_RS05340(),BioCyc
SYNPCC7942_1409-MONOMER,Fe (III) ABC transporter substrate-binding protein,SYNPCC7942_RS07210(),BioCyc
SYNPCC7942_0289-MONOMER,protein translocase SecA,SYNPCC7942_RS01470(1),BioCyc
SYNPCC7942_1779-MONOMER,DNA repair protein RecN,SYNPCC7942_RS09040(),BioCyc
SYNPCC7942_0654-MONOMER,photosystem I assembly protein Ycf,SYNPCC7942_RS03350(),BioCyc
SYNPCC7942_0651-MONOMER,replication restart DNA helicase,SYNPCC7942_RS03335(),BioCyc
SYNPCC7942_2406-MONOMER,FAD dependent oxidoreductase,SYNPCC7942_RS12230(1),BioCyc
SYNPCC7942_1021-MONOMER,O-succinylbenzoic acid-CoA ligase,SYNPCC7942_RS05250(4),BioCyc
SYNPCC7942_1390-MONOMER,protein kinase C inhibitor,SYNPCC7942_RS07115(),BioCyc
SYNPCC7942_0270-MONOMER,TPR repeat,SYNPCC7942_RS01375(),BioCyc
SYNPCC7942_1760-MONOMER,,SYNPCC7942_RS08945(),BioCyc
SYNPCC7942_0638-MONOMER,lactoylglutathione lyase,SYNPCC7942_RS03275(2),BioCyc
SYNPCC7942_2390-MONOMER,5-oxoprolinase (ATP-hydrolyzing),SYNPCC7942_RS12145(),BioCyc
SYNPCC7942_1005-MONOMER,"HAD-superfamily hydrolase subfamily IA, variant 3",SYNPCC7942_RS05155(),BioCyc
SYNPCC7942_1377-MONOMER,metal dependent phosphohydrolase,SYNPCC7942_RS07045(1),BioCyc
SYNPCC7942_0254-MONOMER,"DNA gyrase, A subunit",SYNPCC7942_RS01295(),BioCyc
SYNPCC7942_1744-MONOMER,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",SYNPCC7942_RS08875(),BioCyc
SYNPCC7942_0622-MONOMER,ATPase,SYNPCC7942_RS03190(),BioCyc
SYNPCC7942_2374-MONOMER,Protein of unknown function UPF0004,SYNPCC7942_RS12065(1),BioCyc
SYNPCC7942_0989-MONOMER,conserved hypothetical protein,SYNPCC7942_RS05080(),BioCyc
SYNPCC7942_1361-MONOMER,conserved hypothetical protein,SYNPCC7942_RS06960(),BioCyc
SYNPCC7942_0238-MONOMER,conserved hypothetical protein,SYNPCC7942_RS01210(),BioCyc
SYNPCC7942_1728-MONOMER,conserved hypothetical protein,SYNPCC7942_RS08795(),BioCyc
SYNPCC7942_0606-MONOMER,leucyl/phenylalanyl-tRNA--protein transferase,SYNPCC7942_RS03110(),BioCyc
SYNPCC7942_2096-MONOMER,diguanylate cyclase (GGDEF domain),SYNPCC7942_RS10625(),BioCyc
SYNPCC7942_2358-MONOMER,nitrilase-like,SYNPCC7942_RS11980(),BioCyc
SYNPCC7942_0973-MONOMER,UDP-glucose 6-dehydrogenase,SYNPCC7942_RS05000(),BioCyc
SYNPCC7942_1345-MONOMER,ferredoxin-plastoquinone oxidoreductase subunit G,SYNPCC7942_RS06875(),BioCyc
SYNPCC7942_0222-MONOMER,conserved hypothetical protein,SYNPCC7942_RS01130(),BioCyc
SYNPCC7942_1712-MONOMER,conserved hypothetical protein,SYNPCC7942_RS08710(),BioCyc
SYNPCC7942_0590-MONOMER,membrane protein-like,SYNPCC7942_RS03025(),BioCyc
SYNPCC7942_2080-MONOMER,Fructose-6-phosphate phosphoketolase,SYNPCC7942_RS10545(),BioCyc
SYNPCC7942_2342-MONOMER,PsaL,SYNPCC7942_RS11900(),BioCyc
SYNPCC7942_0957-MONOMER,cob(I)alamin adenosyltransferase,SYNPCC7942_RS04920(1),BioCyc
SYNPCC7942_1329-MONOMER,conserved hypothetical protein,SYNPCC7942_RS06795(),BioCyc
SYNPCC7942_0206-MONOMER,nicotinic acid phosphoribosyltransferase,SYNPCC7942_RS01045(),BioCyc
SYNPCC7942_1696-MONOMER,conserved hypothetical protein,SYNPCC7942_RS08635(),BioCyc
SYNPCC7942_0574-MONOMER,conserved hypothetical protein,SYNPCC7942_RS02925(),BioCyc
SYNPCC7942_2064-MONOMER,"phenylalanyl-tRNA synthetase, alpha subunit",SYNPCC7942_RS10470(),BioCyc
SYNPCC7942_2326-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11825(),BioCyc
SYNPCC7942_0941-MONOMER,ATPase,SYNPCC7942_RS04840(),BioCyc
SYNPCC7942_1313-MONOMER,aspartyl-tRNA synthetase,SYNPCC7942_RS06715(2),BioCyc
SYNPCC7942_0190-MONOMER,cobalt-precorrin-6A synthase,SYNPCC7942_RS00965(),BioCyc
SYNPCC7942_1680-MONOMER,sulfate transport system ATP-binding protein CysA,SYNPCC7942_RS08560(),BioCyc
SYNPCC7942_0558-MONOMER,conserved hypothetical protein,SYNPCC7942_RS02840(),BioCyc
SYNPCC7942_2048-MONOMER,PsaB,SYNPCC7942_RS10390(),BioCyc
SYNPCC7942_2310-MONOMER,"L-2,4-diaminobutyrate decarboxylase",SYNPCC7942_RS11740(),BioCyc
SYNPCC7942_0925-MONOMER,phosphoribosylamine--glycine ligase,SYNPCC7942_RS04760(1),BioCyc
SYNPCC7942_1297-MONOMER,Malate dehydrogenase (oxaloacetate decarboxylating),SYNPCC7942_RS06635(6),BioCyc
SYNPCC7942_0174-MONOMER,Protein of unknown function UPF0011,SYNPCC7942_RS00885(),BioCyc
SYNPCC7942_1664-MONOMER,hypothetical protein,SYNPCC7942_RS08485(),BioCyc
SYNPCC7942_0542-MONOMER,lipoic acid synthetase,SYNPCC7942_RS02760(2),BioCyc
SYNPCC7942_2032-MONOMER,multidrug-efflux transporter quinolene resistance protein NorA,SYNPCC7942_RS10310(),BioCyc
SYNPCC7942_2294-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11660(),BioCyc
SYNPCC7942_0909-MONOMER,HesB/YadR/YfhF,SYNPCC7942_RS04675(4),BioCyc
SYNPCC7942_B2663-MONOMER,,SYNPCC7942_RS13375(),BioCyc
SYNPCC7942_1281-MONOMER,conserved hypothetical protein,SYNPCC7942_RS06560(),BioCyc
SYNPCC7942_0158-MONOMER,rhodanese,SYNPCC7942_RS00800(1),BioCyc
SYNPCC7942_1648-MONOMER,"putative ferric uptake regulator, FUR family",SYNPCC7942_RS08405(),BioCyc
SYNPCC7942_0526-MONOMER,ABC-type sugar transport systems permease components-like,SYNPCC7942_RS02675(),BioCyc
SYNPCC7942_2016-MONOMER,PsbX,SYNPCC7942_RS10225(),BioCyc
SYNPCC7942_2278-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11580(),BioCyc
SYNPCC7942_0893-MONOMER,photosystem II D1 protein,SYNPCC7942_RS04600(),BioCyc
SYNPCC7942_B2647-MONOMER,response regulator receiver domain protein (CheY-like),SYNPCC7942_RS13565(),BioCyc
SYNPCC7942_1265-MONOMER,conserved hypothetical protein,SYNPCC7942_RS06480(),BioCyc
SYNPCC7942_0142-MONOMER,protein-export membrane protein SecD,SYNPCC7942_RS00720(),BioCyc
SYNPCC7942_1632-MONOMER,conserved hypothetical protein,SYNPCC7942_RS08325(),BioCyc
SYNPCC7942_0510-MONOMER,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase,SYNPCC7942_RS02590(),BioCyc
SYNPCC7942_2000-MONOMER,Penicillin-binding protein 1A,SYNPCC7942_RS10140(),BioCyc
SYNPCC7942_2262-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11495(),BioCyc
SYNPCC7942_0877-MONOMER,Elongator protein 3/MiaB/NifB,SYNPCC7942_RS04520(),BioCyc
SYNPCC7942_B2631-MONOMER,conserved hypothetical protein,SYNPCC7942_RS13465(),BioCyc
SYNPCC7942_1249-MONOMER,PsaJ,SYNPCC7942_RS06400(),BioCyc
SYNPCC7942_0125-MONOMER,Imidazoleglycerol-phosphate dehydratase,SYNPCC7942_RS00635(2),BioCyc
SYNPCC7942_1616-MONOMER,conserved hypothetical protein,SYNPCC7942_RS08245(),BioCyc
SYNPCC7942_0494-MONOMER,conserved hypothetical protein,SYNPCC7942_RS02515(),BioCyc
SYNPCC7942_1984-MONOMER,phytoene synthase,SYNPCC7942_RS10060(),BioCyc
SYNPCC7942_2246-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11405(),BioCyc
SYNPCC7942_0861-MONOMER,monoglucosyldiacylglycerol epimerase,SYNPCC7942_RS04440(),BioCyc
SYNPCC7942_B2615-MONOMER,putative nucleotidyltransferase,SYNPCC7942_RS13335(),BioCyc
SYNPCC7942_1233-MONOMER,conserved hypothetical protein,SYNPCC7942_RS06320(),BioCyc
SYNPCC7942_0109-MONOMER,DNA-binding ferritin-like protein (oxidative damage protectant),SYNPCC7942_RS00555(),BioCyc
SYNPCC7942_1600-MONOMER,"5',5'''-P-1,P-4-tetraphosphate phosphorylase II-like",SYNPCC7942_RS08170(),BioCyc
SYNPCC7942_0478-MONOMER,Thylakoidal processing peptidase,SYNPCC7942_RS02435(),BioCyc
SYNPCC7942_1968-MONOMER,conserved hypothetical protein,SYNPCC7942_RS09985(),BioCyc
SYNPCC7942_2230-MONOMER,50S ribosomal subunit protein L23,SYNPCC7942_RS11325(1),BioCyc
SYNPCC7942_0844-MONOMER,Phosphoesterase PHP-like,SYNPCC7942_RS04365(),BioCyc
SYNPCC7942_2598-MONOMER,conserved hypothetical protein,SYNPCC7942_RS13235(),BioCyc
SYNPCC7942_1217-MONOMER,KaiB monomer,SYNPCC7942_RS06235(),BioCyc
SYNPCC7942_0093-MONOMER,Thymidylate kinase,SYNPCC7942_RS00470(1),BioCyc
SYNPCC7942_1584-MONOMER,conserved hypothetical protein,SYNPCC7942_RS08090(),BioCyc
SYNPCC7942_0462-MONOMER,conserved hypothetical protein,SYNPCC7942_RS02355(),BioCyc
SYNPCC7942_1952-MONOMER,conserved hypothetical protein,SYNPCC7942_RS09910(),BioCyc
SYNPCC7942_2214-MONOMER,SecY protein,SYNPCC7942_RS11245(),BioCyc
SYNPCC7942_0827-MONOMER,cobalamin synthesis protein cobW-like,SYNPCC7942_RS04275(),BioCyc
SYNPCC7942_2582-MONOMER,myo-inositol-1(or 4)-monophosphatase,SYNPCC7942_RS13150(1),BioCyc
SYNPCC7942_1201-MONOMER,probable glycosyltransferase,SYNPCC7942_RS06150(),BioCyc
SYNPCC7942_0077-MONOMER,"transcriptional regulator, XRE family",SYNPCC7942_RS00380(),BioCyc
SYNPCC7942_1568-MONOMER,conserved hypothetical protein,SYNPCC7942_RS08010(),BioCyc
SYNPCC7942_0446-MONOMER,30S ribosomal subunit protein S14,SYNPCC7942_RS02280(1),BioCyc
SYNPCC7942_1936-MONOMER,conserved hypothetical protein,SYNPCC7942_RS09825(),BioCyc
SYNPCC7942_2198-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11165(),BioCyc
SYNPCC7942_0811-MONOMER,Na+/H+ antiporter,SYNPCC7942_RS04195(),BioCyc
SYNPCC7942_2566-MONOMER,peptidyl-prolyl cis-trans isomerase,SYNPCC7942_RS13040(),BioCyc
SYNPCC7942_1185-MONOMER,conserved hypothetical protein,SYNPCC7942_RS06070(),BioCyc
SYNPCC7942_0061-MONOMER,"CDP-glucose 4,6-dehydratase",SYNPCC7942_RS00305(),BioCyc
SYNPCC7942_1552-MONOMER,ketol-acid reductoisomerase,SYNPCC7942_RS07915(4),BioCyc
SYNPCC7942_0430-MONOMER,deoxyxylulose-5-phosphate synthase,SYNPCC7942_RS02195(2),BioCyc
SYNPCC7942_1920-MONOMER,leucyl-tRNA synthetase,SYNPCC7942_RS09745(1),BioCyc
SYNPCC7942_2182-MONOMER,hypothetical protein,SYNPCC7942_RS11090(),BioCyc
SYNPCC7942_0795-MONOMER,conserved hypothetical protein,SYNPCC7942_RS04115(),BioCyc
SYNPCC7942_2550-MONOMER,conserved hypothetical protein,SYNPCC7942_RS12955(),BioCyc
SYNPCC7942_1169-MONOMER,"oligopeptide ABC transporter, periplasmic oligopeptide-binding protein",SYNPCC7942_RS05995(),BioCyc
SYNPCC7942_0045-MONOMER,TPR repeat,SYNPCC7942_RS00225(),BioCyc
SYNPCC7942_1535-MONOMER,RubisCO chaperonin RbcX monomer,SYNPCC7942_RS07845(),BioCyc
SYNPCC7942_0414-MONOMER,conserved hypothetical protein,SYNPCC7942_RS02115(),BioCyc
SYNPCC7942_1904-MONOMER,hemolysin secretion protein-like,SYNPCC7942_RS09655(),BioCyc
SYNPCC7942_2166-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11010(),BioCyc
SYNPCC7942_0779-MONOMER,metal dependent phosphohydrolase,SYNPCC7942_RS04040(),BioCyc
SYNPCC7942_2534-MONOMER,diguanylate cyclase (GGDEF domain),SYNPCC7942_RS12865(),BioCyc
SYNPCC7942_1153-MONOMER,conserved hypothetical protein,SYNPCC7942_RS05910(),BioCyc
SYNPCC7942_0029-MONOMER,malonyl-[acyl-carrier protein] <em>O</em>-methyltransferase,SYNPCC7942_RS00150(),BioCyc
SYNPCC7942_1519-MONOMER,histidinol dehydrogenase,SYNPCC7942_RS07765(2),BioCyc
SYNPCC7942_0398-MONOMER,hypothetical protein,SYNPCC7942_RS02030(),BioCyc
SYNPCC7942_1888-MONOMER,conserved hypothetical protein,SYNPCC7942_RS09575(),BioCyc
SYNPCC7942_2150-MONOMER,probable hydrolase,SYNPCC7942_RS10925(),BioCyc
SYNPCC7942_0763-MONOMER,"transcriptional regulator, XRE family",SYNPCC7942_0763(),BioCyc
SYNPCC7942_2518-MONOMER,"glycogen synthase, ADP-glucose type",SYNPCC7942_RS12785(1),BioCyc
SYNPCC7942_1137-MONOMER,conserved hypothetical protein YCF23,SYNPCC7942_RS05820(),BioCyc
SYNPCC7942_0013-MONOMER,conserved hypothetical protein,SYNPCC7942_RS00065(),BioCyc
SYNPCC7942_1503-MONOMER,Photosystem II S4 domain protein,SYNPCC7942_RS07680(),BioCyc
SYNPCC7942_0382-MONOMER,conserved hypothetical protein,SYNPCC7942_RS01950(),BioCyc
SYNPCC7942_1872-MONOMER,two-component sensor histidine kinase,SYNPCC7942_RS09495(),BioCyc
SYNPCC7942_2134-MONOMER,N-acetylmuramoyl-L-alanine amidase,SYNPCC7942_RS10825(),BioCyc
SYNPCC7942_0747-MONOMER,conserved hypothetical protein,SYNPCC7942_RS03870(),BioCyc
SYNPCC7942_2502-MONOMER,conserved hypothetical protein,SYNPCC7942_RS12695(),BioCyc
SYNPCC7942_1121-MONOMER,serine/threonine protein kinase,SYNPCC7942_RS05745(),BioCyc
MONOMER490-6,DNA polymerase &gamma; subunit,SYNPCC7942_RS04690(),BioCyc
SYNPCC7942_1486-MONOMER,Protein of unknown function DUF37,SYNPCC7942_RS07595(),BioCyc
SYNPCC7942_0366-MONOMER,putative sulfate transporter,SYNPCC7942_RS01865(1),BioCyc
SYNPCC7942_1856-MONOMER,putative cytidine and deoxycytidylate deaminase,SYNPCC7942_RS09415(2),BioCyc
SYNPCC7942_2118-MONOMER,conserved hypothetical protein,SYNPCC7942_RS10740(),BioCyc
SYNPCC7942_0731-MONOMER,putative phage terminase large subunit,SYNPCC7942_RS03780(),BioCyc
SYNPCC7942_2486-MONOMER,conserved hypothetical protein,SYNPCC7942_2486(),BioCyc
SYNPCC7942_1105-MONOMER,MRP protein-like,SYNPCC7942_RS05665(),BioCyc
HTX97_RS00005-MONOMER,HK97 family phage prohead protease,ST32046_p1(),BioCyc
SYNPCC7942_1470-MONOMER,conserved hypothetical protein,SYNPCC7942_1470(),BioCyc
SYNPCC7942_0350-MONOMER,ATPase,SYNPCC7942_RS01780(),BioCyc
SYNPCC7942_1840-MONOMER,conserved hypothetical protein,SYNPCC7942_RS09335(),BioCyc
SYNPCC7942_0715-MONOMER,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,SYNPCC7942_RS03670(1),BioCyc
SYNPCC7942_2470-MONOMER,conserved hypothetical protein,SYNPCC7942_RS12555(),BioCyc
SYNPCC7942_1089-MONOMER,ClpB-1 monomer,SYNPCC7942_RS05590(),BioCyc
SYNPCC7942_1454-MONOMER,fatty acid/phospholipid synthesis protein PlsX,SYNPCC7942_RS07440(1),BioCyc
SYNPCC7942_0334-MONOMER,"ATP synthase Fo, b subunit",SYNPCC7942_RS01700(),BioCyc
SYNPCC7942_1824-MONOMER,CBS-domain protein,SYNPCC7942_RS09255(),BioCyc
SYNPCC7942_0699-MONOMER,PsbM,SYNPCC7942_RS03585(),BioCyc
SYNPCC7942_2454-MONOMER,adenine phosphoribosyltransferase,SYNPCC7942_2454(),BioCyc
SYNPCC7942_1073-MONOMER,ribonuclease PH,SYNPCC7942_RS05505(1),BioCyc
SYNPCC7942_1438-MONOMER,anti-sigma regulatory factor NblC,SYNPCC7942_RS07355(),BioCyc
SYNPCC7942_0318-MONOMER,conserved hypothetical protein,SYNPCC7942_RS01620(),BioCyc
SYNPCC7942_1808-MONOMER,Type III pantothenate kinase,SYNPCC7942_RS09185(),BioCyc
SYNPCC7942_0683-MONOMER,potassium channel protein,SYNPCC7942_RS03500(4),BioCyc
SYNPCC7942_2438-MONOMER,"putative CheA signal transduction histidine kinases, no good domain identification",SYNPCC7942_RS12385(),BioCyc
SYNPCC7942_1056-MONOMER,"transcriptional regulator, XRE family",SYNPCC7942_RS05415(),BioCyc
SYNPCC7942_1422-MONOMER,carboxysome shell protein CcmL,SYNPCC7942_RS07275(),BioCyc
SYNPCC7942_0302-MONOMER,Phospholipase D/Transphosphatidylase,SYNPCC7942_RS01540(),BioCyc
SYNPCC7942_1792-MONOMER,,SYNPCC7942_RS09105(8),BioCyc
SYNPCC7942_0667-MONOMER,conserved hypothetical protein,SYNPCC7942_RS03415(),BioCyc
SYNPCC7942_2422-MONOMER,conserved hypothetical protein,SYNPCC7942_RS12305(),BioCyc
SYNPCC7942_1037-MONOMER,arginine decarboxylase,SYNPCC7942_RS05325(4),BioCyc
SYNPCC7942_1406-MONOMER,Fe (III) ABC transporter ATP-binding protein,SYNPCC7942_RS07195(),BioCyc
SYNPCC7942_0286-MONOMER,conserved hypothetical protein,SYNPCC7942_RS01455(),BioCyc
SYNPCC7942_1776-MONOMER,hypothetical protein,SYNPCC7942_RS09025(),BioCyc
SYNPCC7942_2403-MONOMER,conserved hypothetical protein,SYNPCC7942_RS12210(),BioCyc
SYNPCC7942_1018-MONOMER,conserved hypothetical protein,SYNPCC7942_RS05235(),BioCyc
SYNPCC7942_1387-MONOMER,conserved hypothetical protein,SYNPCC7942_RS07100(),BioCyc
SYNPCC7942_0267-MONOMER,Ribosomal RNA small subunit methyltransferase G,SYNPCC7942_RS01360(),BioCyc
SYNPCC7942_1757-MONOMER,hypothetical protein,SYNPCC7942_1757(),BioCyc
SYNPCC7942_0635-MONOMER,NusG antitermination factor,SYNPCC7942_RS03260(1),BioCyc
SYNPCC7942_2387-MONOMER,conserved hypothetical protein,SYNPCC7942_RS12130(),BioCyc
SYNPCC7942_1002-MONOMER,PsaD,SYNPCC7942_RS05140(),BioCyc
SYNPCC7942_1374-MONOMER,tRNA pseudouridine synthase D,SYNPCC7942_RS07030(1),BioCyc
SYNPCC7942_0251-MONOMER,"DNA polymerase III, epsilon subunit",SYNPCC7942_RS01280(),BioCyc
SYNPCC7942_1741-MONOMER,UDP-N-acetylmuramate--alanine ligase,SYNPCC7942_RS08860(1),BioCyc
SYNPCC7942_0619-MONOMER,conserved hypothetical protein,SYNPCC7942_RS03175(),BioCyc
SYNPCC7942_2371-MONOMER,acyl-(acyl-carrier-protein)--UDP-N- acetylglucosamine O-acyltransferase,SYNPCC7942_RS12050(),BioCyc
SYNPCC7942_0986-MONOMER,digalactosyldiacylglycerol synthase,SYNPCC7942_RS05065(1),BioCyc
SYNPCC7942_1358-MONOMER,conserved hypothetical protein,SYNPCC7942_RS06940(),BioCyc
SYNPCC7942_0235-MONOMER,cyclic nucleotide-binding domain (cNMP-BD) protein,SYNPCC7942_RS01195(),BioCyc
SYNPCC7942_1725-MONOMER,"regulatory protein GntR, HTH",SYNPCC7942_RS08780(),BioCyc
SYNPCC7942_0603-MONOMER,glucose-1-phosphate adenylyltransferase,SYNPCC7942_RS03095(4),BioCyc
SYNPCC7942_2093-MONOMER,CO<sub>2</sub> hydration protein CupA,SYNPCC7942_RS10610(),BioCyc
SYNPCC7942_2355-MONOMER,conserved hypothetical protein,SYNPCC7942_RS11965(),BioCyc
SYNPCC7942_0970-MONOMER,15-<i>cis</i> phytoene desaturase,SYNPCC7942_RS04985(),BioCyc
SYNPCC7942_1342-MONOMER,"GDP-mannose 4,6-dehydratase",SYNPCC7942_RS06860(2),BioCyc
SYNPCC7942_0219-MONOMER,conserved hypothetical protein,SYNPCC7942_RS01115(),BioCyc
SYNPCC7942_1709-MONOMER,Small GTP-binding protein domain,SYNPCC7942_RS08695(),BioCyc
SYNPCC7942_0587-MONOMER,valyl-tRNA synthetase,SYNPCC7942_RS03010(1),BioCyc
SYNPCC7942_2077-MONOMER,conserved hypothetical protein,SYNPCC7942_RS10530(),BioCyc
SYNPCC7942_2339-MONOMER,"D,D-heptose 1,7-bisphosphate phosphatase",SYNPCC7942_RS11885(2),BioCyc
SYNPCC7942_0954-MONOMER,glycine cleavage T-protein-like,SYNPCC7942_RS04905(),BioCyc
SYNPCC7942_1326-MONOMER,transcription-repair coupling factor,SYNPCC7942_RS06780(1),BioCyc
SYNPCC7942_0203-MONOMER,RibD Riboflavin-specific deaminase,SYNPCC7942_RS01030(2),BioCyc
SYNPCC7942_1693-MONOMER,cell division-related response regulator,SYNPCC7942_RS08620(),BioCyc
SYNPCC7942_0571-MONOMER,sugar (Glycoside-Pentoside-Hexuronide) transporter,SYNPCC7942_RS02905(),BioCyc
SYNPCC7942_2061-MONOMER,P<sub>II</sub>-interacting protein X,SYNPCC7942_RS10455(),BioCyc
SYNPCC7942_2323-MONOMER,"Glutaredoxin, GrxC",SYNPCC7942_RS11810(1),BioCyc
SYNPCC7942_0938-MONOMER,"putative transcriptional regulator, ArsR family",SYNPCC7942_RS04825(),BioCyc
