complex_id,name,genes,mod,replace
CPLX_MOADSUx-1,"MoaD sulfuration (nadh, assumed)",Gmet_1044() AND Gmet_0872(),,
CPLX_HMPSCD-0,2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase,Gmet_1530() AND Gmet_1531(),,
CPLX_MPTS-0,Molybdopterin synthase,Gmet_1044() AND Gmet_0302(),,
CPLX_MPTS-1,Molybdopterin synthase,Gmet_1044() AND Gmet_2094(),,
CPLX_NI2uabcpp-0,"Nickel transport via ABC system (uptake, periplasm)",Gmet_2441() AND Gmet_2439() AND Gmet_2440(),,
CPLX_NIT1b-0,Nitrogenase,Gmet_0672() AND Gmet_0673() AND Gmet_0663() AND Gmet_0669() AND Gmet_0662() AND Gmet_0664() AND Gmet_0671(),,
CPLX_NO3R2pp-0,Nitrate reductase (Menaquinol-8) (periplasm),Gmet_0328() AND Gmet_0329() AND Gmet_0330() AND Gmet_0332() AND Gmet_0331(),,
CPLX_NO3R2pp-1,Nitrate reductase (Menaquinol-8) (periplasm),Gmet_1019() AND Gmet_1020() AND Gmet_1021() AND Gmet_1022() AND Gmet_0331(),,
CPLX_NAD_H2-0,NAD-linked hydrogenase,Gmet_1109() AND Gmet_1110() AND Gmet_1111() AND Gmet_1112() AND Gmet_1113(),,
CPLX_NAD_H2-1,NAD-linked hydrogenase,Gmet_3319() AND Gmet_3320() AND Gmet_3321() AND Gmet_3323(),,
CPLX_NADFADOR-0,NAD:FAD oxidoreductase,Gmet_0683() AND Gmet_0684(),,
CPLX_NADFADOR-1,NAD:FAD oxidoreductase,Gmet_2066() AND Gmet_2067(),,
CPLX_NADFADOR-2,NAD:FAD oxidoreductase,Gmet_2257() AND Gmet_2258(),,
CPLX_NADFADOR-3,NAD:FAD oxidoreductase,Gmet_2152() AND Gmet_2153(),,
CPLX_NADFADOR-4,NAD:FAD oxidoreductase,Gmet_1525() AND Gmet_1526(),,
CPLX_NADFADOR-5,NAD:FAD oxidoreductase,Gmet_2262() AND Gmet_2263(),,
CPLX_NADFADOR-6,NAD:FAD oxidoreductase,Gmet_1712() AND Gmet_1713(),,
CPLX_NADFADOR-7,NAD:FAD oxidoreductase,Gmet_2265() AND Gmet_2266(),,
CPLX_NADFADOR-8,NAD:FAD oxidoreductase,Gmet_3300() AND Gmet_3301(),,
CPLX_NORRDX-0,Nitric oxide reductase (rubredoxin),Gmet_3171() AND Gmet_3243(),,
CPLX_NORRDX-1,Nitric oxide reductase (rubredoxin),Gmet_3241() AND Gmet_3243(),,
CPLX_NADH17pp-0,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),Gmet_3342() AND Gmet_3343() AND Gmet_3344() AND Gmet_3345() AND Gmet_3346() AND Gmet_3347() AND Gmet_3348() AND Gmet_3349() AND Gmet_3350() AND Gmet_3351() AND Gmet_3352() AND Gmet_3353() AND Gmet_3354() AND Gmet_3355(),,
CPLX_NADS1-0,NAD synthase (nh3),Gmet_2862() AND Gmet_2863(),,
CPLX_NTRIR4pp-0,"Nitrite Reductase (Menaquinole-8, periplasm)",Gmet_0294() AND Gmet_0295(),,
CPLX_NTRIR4pp-1,"Nitrite Reductase (Menaquinole-8, periplasm)",Gmet_0296() AND Gmet_0295(),,
CPLX_OBDHc-0,"2-Oxobutanoate dehydrogenase, cytosolic",Gmet_2509() AND Gmet_2510() AND Gmet_2511() AND Gmet_2764(),,
CPLX_OBDHc-1,"2-Oxobutanoate dehydrogenase, cytosolic",Gmet_2509() AND Gmet_2510() AND Gmet_2511() AND Gmet_1896(),,
CPLX_OMCPPCO-0,Outer Membrane Cytochrome Periplasmic Cytochrome redox (electrons Out),Gmet_0930() AND Gmet_2902(),,
CPLX_OOR2r-0,2-ketoglutarate ferredoxin oxidoreductase,Gmet_1361() AND Gmet_1362() AND Gmet_1363() AND Gmet_1364(),,
CPLX_HYD4pp-0,"Hydrogenase (menaquinole, no proton translocation) (periplasm)",Gmet_3329() AND Gmet_3330() AND Gmet_3331() AND Gmet_3332() AND Gmet_0116() AND Gmet_0117() AND Gmet_0118() AND Gmet_0119() AND Gmet_0120() AND Gmet_3156(),,
CPLX_I2FE2SR-0,ISC [2Fe-2S] regeneration,Gmet_0992() AND Gmet_0991(),,
CPLX_I2FE2SR-1,ISC [2Fe-2S] regeneration,Gmet_0872() AND Gmet_0991(),,
CPLX_PCMEH2pp-0,"P-cresol methylhydroxylase (membrane bound, enzyme)",Gmet_2119() AND Gmet_2120() AND Gmet_2121() AND Gmet_2122() AND Gmet_2123() AND Gmet_2125() AND Gmet_2126(),,
CPLX_PDH-0,Pyruvate dehydrogenase,Gmet_1896() AND Gmet_2753() AND Gmet_2760() AND Gmet_2752(),,
CPLX_PDH-1,Pyruvate dehydrogenase,Gmet_2764() AND Gmet_2753() AND Gmet_2760() AND Gmet_2752(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,Gmet_3404() AND Gmet_1885(),,
CPLX_PHEPS-0,Phenylphosphate synthase,Gmet_2100() AND Gmet_2101(),,
CPLX_PPCOAC-0,Propionyl-CoA carboxylase,Gmet_3248() AND Gmet_3249(),,
CPLX_PPCCYTC1pp-0,"Periplasmic Cytochromes Intracellular cytochrome electron transfer (proton coupled, 1 H+ in)",Gmet_3091() AND Gmet_2902(),,
CPLX_RBFSb-0,Riboflavin synthase,Gmet_1625() AND Gmet_1627(),,
CPLX_RDXR-0,Rubredoxin oxidoreductase,Gmet_3171() AND Gmet_1148(),,
CPLX_RDXR-1,Rubredoxin oxidoreductase,Gmet_3241() AND Gmet_1148(),,
CPLX_THZPSN3-0,Thiazole phosphate synthesis,Gmet_0992() AND Gmet_2935() AND Gmet_2855() AND Gmet_2933(),,
CPLX_THZPSN3-1,Thiazole phosphate synthesis,Gmet_0992() AND Gmet_2935() AND Gmet_1568() AND Gmet_2933(),,
CPLX_THZPSN3-2,Thiazole phosphate synthesis,Gmet_0992() AND Gmet_2935() AND Gmet_2855() AND Gmet_1567(),,
CPLX_THZPSN3-3,Thiazole phosphate synthesis,Gmet_0992() AND Gmet_2935() AND Gmet_1568() AND Gmet_1567(),,
CPLX_THZPSN3-4,Thiazole phosphate synthesis,Gmet_0872() AND Gmet_2935() AND Gmet_2855() AND Gmet_2933(),,
CPLX_THZPSN3-5,Thiazole phosphate synthesis,Gmet_0872() AND Gmet_2935() AND Gmet_1568() AND Gmet_2933(),,
CPLX_THZPSN3-6,Thiazole phosphate synthesis,Gmet_0872() AND Gmet_2935() AND Gmet_2855() AND Gmet_1567(),,
CPLX_THZPSN3-7,Thiazole phosphate synthesis,Gmet_0872() AND Gmet_2935() AND Gmet_1568() AND Gmet_1567(),,
CPLX_SULR3-0,Sulfite reductase (ferredoxin dependent),Gmet_1570() AND Gmet_3222(),,
CPLX_TKT1-0,Transketolase,Gmet_0551() AND Gmet_0552(),,
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),Gmet_2477() AND Gmet_2493(),,
CPLX_TUNGSabcpp-0,Tungstate transport via ABC system (periplasm),Gmet_1041() AND Gmet_1040() AND Gmet_1039(),,
GMET_RS00305-MONOMER,,,pydx5p(1),
GMET_RS02740-MONOMER,,,zn2(1) AND cbl1(1),
GMET_RS13475-MONOMER,,,mg2(1),
GMET_RS13475-MONOMER,,,mn2(1),
GMET_RS13475-MONOMER,,,ca2(1),
GMET_RS04410-MONOMER,,,nh4(1) AND mg2(1),
GMET_RS00430-MONOMER,,,mg2(1),
CPLX2LZ9-25,,,pydx5p(1),
GMET_RS16720-MONOMER,,,4fe4s(1),
CPLX2LZ9-23,,,pheme(1) AND hemed(1),
CPLX2LZ9-22,,,mg2(1),
CPLX2LZ9-22,,,mn2(1),
CPLX2LZ9-22,,,cobalt2(1),
CPLX2LZ9-22,,,cd2(1),
CPLX2LZ9-22,,,zn2(1),
GMET_RS12785-MONOMER,,,zn2(2),
GMET_RS00520-MONOMER,,,mg2(1),
GMET_RS16730-MONOMER,,,fe2(1),
CPLX2LZ9-17,,,mg2(1),
GMET_RS06340-MONOMER,,,4fe4s(1),
GMET_RS06315-MONOMER,,,mg2(1),
GMET_RS10600-MONOMER,,,mn2(1),
GMET_RS16025-MONOMER,,,mg2(1),
GMET_RS06325-MONOMER,,,mn2(1),
GMET_RS06325-MONOMER,,,cobalt2(1),
GMET_RS06325-MONOMER,,,mg2(1),
GMET_RS04440-MONOMER,,,pydx5p(1),
GMET_RS06355-MONOMER,,,mg2(1),
GMET_RS16035-MONOMER,,,mg2(1),
GMET_RS00615-MONOMER,,,mg2(1) AND k(1),
GMET_RS00615-MONOMER,,,mn2(1) AND k(1),
GMET_RS06420-MONOMER,,,mg2(1),
GMET_RS10785-MONOMER,,,mg2(1),
GMET_RS13675-MONOMER,,,mg2(1),
GMET_RS16050-MONOMER,,,mn2(1),
GMET_RS06425-MONOMER,,,mg2(1),
GMET_RS00760-MONOMER,,,Oxidized(1),
GMET_RS06495-MONOMER,,,k(4) AND mg2(1),
GMET_RS06495-MONOMER,,,k(4) AND mn2(1),
GMET_RS06495-MONOMER,,,k(4) AND cobalt2(1),
GMET_RS06495-MONOMER,,,k(4) AND zn2(1),
GMET_RS06495-MONOMER,,,k(4) AND cd2(1),
GMET_RS06495-MONOMER,,,k(4) AND ni2(1),
GMET_RS06495-MONOMER,,,k(4) AND ca2(1),
GMET_RS06495-MONOMER,,,nh4(4) AND mg2(1),
GMET_RS06495-MONOMER,,,nh4(4) AND mn2(1),
GMET_RS06495-MONOMER,,,nh4(4) AND cobalt2(1),
GMET_RS06495-MONOMER,,,nh4(4) AND zn2(1),
GMET_RS06495-MONOMER,,,nh4(4) AND cd2(1),
GMET_RS06495-MONOMER,,,nh4(4) AND ni2(1),
GMET_RS06495-MONOMER,,,nh4(4) AND ca2(1),
GMET_RS06495-MONOMER,,,tl(4) AND mg2(1),
GMET_RS06495-MONOMER,,,tl(4) AND mn2(1),
GMET_RS06495-MONOMER,,,tl(4) AND cobalt2(1),
GMET_RS06495-MONOMER,,,tl(4) AND zn2(1),
GMET_RS06495-MONOMER,,,tl(4) AND cd2(1),
GMET_RS06495-MONOMER,,,tl(4) AND ni2(1),
GMET_RS06495-MONOMER,,,tl(4) AND ca2(1),
GMET_RS06495-MONOMER,,,cs(4) AND mg2(1),
GMET_RS06495-MONOMER,,,cs(4) AND mn2(1),
GMET_RS06495-MONOMER,,,cs(4) AND cobalt2(1),
GMET_RS06495-MONOMER,,,cs(4) AND zn2(1),
GMET_RS06495-MONOMER,,,cs(4) AND cd2(1),
GMET_RS06495-MONOMER,,,cs(4) AND ni2(1),
GMET_RS06495-MONOMER,,,cs(4) AND ca2(1),
GMET_RS06495-MONOMER,,,LI(4) AND mg2(1),
GMET_RS06495-MONOMER,,,LI(4) AND mn2(1),
GMET_RS06495-MONOMER,,,LI(4) AND cobalt2(1),
GMET_RS06495-MONOMER,,,LI(4) AND zn2(1),
GMET_RS06495-MONOMER,,,LI(4) AND cd2(1),
GMET_RS06495-MONOMER,,,LI(4) AND ni2(1),
GMET_RS06495-MONOMER,,,LI(4) AND ca2(1),
GMET_RS06495-MONOMER,,,na1(4) AND mg2(1),
GMET_RS06495-MONOMER,,,na1(4) AND mn2(1),
GMET_RS06495-MONOMER,,,na1(4) AND cobalt2(1),
GMET_RS06495-MONOMER,,,na1(4) AND zn2(1),
GMET_RS06495-MONOMER,,,na1(4) AND cd2(1),
GMET_RS06495-MONOMER,,,na1(4) AND ni2(1),
GMET_RS06495-MONOMER,,,na1(4) AND ca2(1),
GMET_RS15785-MONOMER,,,4fe4s(2),
GMET_RS11685-MONOMER,,,mg2(1),
GMET_RS07485-MONOMER,,,nad(1),
GMET_RS03500-MONOMER,,,mg2(1),
GMET_RS13875-MONOMER,,,mg2(1),
GMET_RS11830-MONOMER,,,mg2(1),
GMET_RS09285-MONOMER,,,k(1) AND mg2(1),
GMET_RS08435-MONOMER,,,mg2(1),
GMET_RS08435-MONOMER,,,mn2(1),
GMET_RS00890-MONOMER,,,thmpp(1),
GMET_RS16820-MONOMER,,,pydx5p(1),
GMET_RS11840-MONOMER,,,mg2(1),
GMET_RS08315-MONOMER,,,23bpg(1),
GMET_RS08195-MONOMER,,,pydx5p(1),
GMET_RS01025-MONOMER,,,pydx5p(1),
GMET_RS03010-MONOMER,,,mg2(1) AND mn2(1),
GMET_RS00950-MONOMER,,,zn2(1),
GMET_RS05175-MONOMER,,,mg2(1),
GMET_RS04525-MONOMER,,,mg2(1) AND pydx5p(4),
GMET_RS00980-MONOMER,,,mg2(1),
GMET_RS04330-MONOMER,,,mg2(1),
GMET_RS07580-MONOMER,,,mg2(1),
GMET_RS01010-MONOMER,,,zn2(4),
GMET_RS01020-MONOMER,,,mg2(1),
GMET_RS10950-MONOMER,,,mg2(1),
GMET_RS01035-MONOMER,,,mg2(1),
GMET_RS14140-MONOMER,,,thmpp(1),
GMET_RS03115-MONOMER,,,acetyl(1),
GMET_RS14295-MONOMER,,,pydx5p(6),
GMET_RS14295-MONOMER,,,pydx5p(1),
GMET_RS12360-MONOMER,,,mg2(1),
GMET_RS14270-MONOMER,,,mg2(1) AND pi(1),
GMET_RS14270-MONOMER,,,mn2(1) AND pi(1),
GMET_RS01100-MONOMER,,,pydx5p(1),
GMET_RS09475-MONOMER,,,mg2(1),
GMET_RS06780-MONOMER,,,mg2(1),
GMET_RS04620-MONOMER,,,mg2(1),
GMET_RS09480-MONOMER,,,mg2(1),
GMET_RS04625-MONOMER,,,mg2(1),
GMET_RS06800-MONOMER,,,mn2(1),
GMET_RS06805-MONOMER,,,mn2(1),
GMET_RS03855-MONOMER,,,mg2(1),
GMET_RS15395-MONOMER,,,pydx5p(1),
GMET_RS16185-MONOMER,,,Oxidized(1),
GMET_RS11955-MONOMER,,,mg2(4),
GMET_RS17225-MONOMER,,,mg2(1),
GMET_RS01270-MONOMER,,,mg2(1),
GMET_RS01270-MONOMER,,,ca2(1),
GMET_RS09545-MONOMER,,,mg2(1),
GMET_RS13470-MONOMER,,,4fe4s(1),
GMET_RS11025-MONOMER,,,hco3(1),
GMET_RS17795-MONOMER,,,mg2(1),
GMET_RS16205-MONOMER,,,dpm(1),
GMET_RS17005-MONOMER,,,mg2(1),
GMET_RS01325-MONOMER,,,pydx5p(1),
GMET_RS11085-MONOMER,,,mn2(1),
GMET_RS04695-MONOMER,,,mg2(1),
GMET_RS01355-MONOMER,,,pydx5p(1),
GMET_RS04705-MONOMER,,,pydx5p(1),
GMET_RS09660-MONOMER,,,4fe4s(1),
GMET_RS09665-MONOMER,,,mg2(4),
GMET_RS12035-MONOMER,,,zn2(1) AND fe2(1) AND cobalt2(1) AND mg2(1) AND mn2(1),
GMET_RS08735-MONOMER,,,mg2(1) AND zn2(1),
GMET_RS03255-MONOMER,,,mg2(1),
GMET_RS14595-MONOMER,,,pydx5p(1),
GMET_RS03260-MONOMER,,,fe2(2),
GMET_RS09705-MONOMER,,,mg2(1),
GMET_RS14280-MONOMER,,,mg2(1),
GMET_RS16290-MONOMER,,,adocbl(1),
GMET_RS09775-MONOMER,,,mg2(1),
GMET_RS09775-MONOMER,,,mn2(1),
GMET_RS12080-MONOMER,,,mg2(1),
GMET_RS01525-MONOMER,,,mg2(1),
GMET_RS09795-MONOMER,,,mg2(1),
GMET_RS09805-MONOMER,,,mg2(1),
GMET_RS06610-MONOMER,,,nadp(1),
GMET_RS14575-MONOMER,,,mg2(1),
GMET_RS16335-MONOMER,,,mg2(1),
GMET_RS07835-MONOMER,,,pydx5p(2),
GMET_RS17140-MONOMER,,,thmpp(1),
GMET_RS04785-MONOMER,,,mg2(1),
GMET_RS09860-MONOMER,,,mg2(1),
GMET_RS09240-MONOMER,,,4fe4s(1),
GMET_RS11575-MONOMER,,,4fe4s(1),
GMET_RS09870-MONOMER,,,fad(1),
GMET_RS12905-MONOMER,,,4fe4s(1),
GMET_RS08850-MONOMER,,,mg2(1),
GMET_RS12135-MONOMER,,,fe3(1),
GMET_RS14590-MONOMER,,,mg2(1),
GMET_RS08865-MONOMER,,,mg2(1),
GMET_RS01750-MONOMER,,,zn2(2),
GMET_RS16735-MONOMER,,,mg2(1) AND k(1),
GMET_RS07945-MONOMER,,,pydx5p(1),
GMET_RS14735-MONOMER,,,mg2(1),
GMET_RS15880-MONOMER,,,mg2(1),
GMET_RS15880-MONOMER,,,ca2(1),
GMET_RS15880-MONOMER,,,mn2(1),
GMET_RS07950-MONOMER,,,mg2(1),
GMET_RS07955-MONOMER,,,4fe4s(1) AND 2fe2s(1),
GMET_RS08905-MONOMER,,,cobalt2(1) AND zn2(1),
GMET_RS08905-MONOMER,,,mn2(1) AND zn2(1),
GMET_RS08905-MONOMER,,,ni2(1) AND zn2(1),
GMET_RS01875-MONOMER,,,mg2(3),
GMET_RS01915-MONOMER,,,mn2(1),
GMET_RS10040-MONOMER,,,mg2(1),
GMET_RS01920-MONOMER,,,pydx5p(1),
GMET_RS01925-MONOMER,,,mg2(1),
GMET_RS01925-MONOMER,,,mn2(1),
GMET_RS08010-MONOMER,,,zn2(1),
GMET_RS04885-MONOMER,,,fmnh2(1),
GMET_RS04885-MONOMER,,,fadh2(1),
GMET_RS04890-MONOMER,,,mg2(1),
GMET_RS04890-MONOMER,,,mn2(1),
GMET_RS04890-MONOMER,,,cobalt2(1),
GMET_RS04890-MONOMER,,,fe2(1),
GMET_RS04890-MONOMER,,,ca2(1),
GMET_RS04890-MONOMER,,,k(1),
GMET_RS12450-MONOMER,,,nad(1),
GMET_RS04895-MONOMER,,,cobalt2(1) AND nad(1),
GMET_RS13410-MONOMER,,,fmn(1),
GMET_RS13410-MONOMER,,,mg2(1),
GMET_RS16845-MONOMER,,,zn2(1),
GMET_RS02050-MONOMER,,,k(1) AND mg2(1),
GMET_RS07110-MONOMER,,,zn2(1),
GMET_RS02065-MONOMER,,,mg2(1),
GMET_RS02070-MONOMER,,,fad(1),
GMET_RS11970-MONOMER,,,fe2(2),
GMET_RS08440-MONOMER,,,fad(1),
GMET_RS09015-MONOMER,,,mg2(1),
GMET_RS09015-MONOMER,,,mn2(1),
GMET_RS15250-MONOMER,,,mg2(1) AND cu(1) AND fad(1),
GMET_RS04215-MONOMER,,,pydx5p(1),
GMET_RS11555-MONOMER,,,mg2(1),
GMET_RS06440-MONOMER,,,mg2(1),
GMET_RS04955-MONOMER,,,mg2(1),
GMET_RS17605-MONOMER,,,fad(1),
