,name,genes,source
G12WB-2966-MONOMER,Holliday junction ATP-dependent DNA helicase RuvA,CD630_28060(),BioCyc
G12WB-993-MONOMER,glycogen phosphorylase,CD630_08850(2),BioCyc
G12WB-330-MONOMER,hypothetical protein,CD630_02270(),BioCyc
G12WB-1575-MONOMER,hypothetical protein,CD630_14380(),BioCyc
G12WB-3476-MONOMER,DNA ligase,CD630_33090(1),BioCyc
G12WB-1930-MONOMER,two-component sensor histidine kinase WalK,CD630_17830(),BioCyc
G12WB-2279-MONOMER,putative malate transporter,CD630_21240(),BioCyc
G12WB-3816-MONOMER,"fructose-mannitol family PTS, enzyme IIB component",CD630_36300(),BioCyc
G12WB-636-MONOMER,putative c-di-GMP regulatory protein,CD630_05220(),BioCyc
G12WB-2615-MONOMER,chaperone protein DnaJ,CD630_24600(2),BioCyc
G12WB-1331-MONOMER,hypothetical protein,CD630_12000(),BioCyc
G12WB-2951-MONOMER,protein translocase subunit SecA2,CD630_27920(),BioCyc
G12WB-979-MONOMER,"putative molybdate ABC transporter, ATP-binding subunit",CD630_08710(),BioCyc
G12WB-3285-MONOMER,ArsR family transcriptional regulator,CD630_31220(),BioCyc
G12WB-1560-MONOMER,diguanylate kinase signaling protein,CD630_14210(),BioCyc
G12WB-3461-MONOMER,type IV pilin PilA,CD630_32940(),BioCyc
G12WB-1916-MONOMER,CoA enzyme activase,CD630_17690(),BioCyc
G12WB-2264-MONOMER,DeoR family transcriptional regulator,CD630_21110(),BioCyc
G12WB-3801-MONOMER,MerR family transcriptional regulator,CD630_36150(),BioCyc
G12WB-619-MONOMER,conjugative transposon protein,CD630_05081(),BioCyc
G12WB-260-MONOMER,membrane protein,CD630_01560(),BioCyc
G12WB-1317-MONOMER,sigma-54 dependent transcriptional regulator,CD630_11860(),BioCyc
G12WB-2937-MONOMER,glycosyl transferase family protein,CD630_27780(),BioCyc
G12WB-963-MONOMER,"putative oligopeptide ABC transporter, membrane subunit",CD630_08530(),BioCyc
G12WB-3270-MONOMER,membrane protein,CD630_31080(),BioCyc
G12WB-1546-MONOMER,D-alanine--D-alanine ligase,CD630_14080(2),BioCyc
G12WB-3447-MONOMER,PTS operon transcription antiterminator,CD630_32800(),BioCyc
G12WB-1901-MONOMER,HTH-type transcriptional regulator,CD630_17551(),BioCyc
G12WB-225-MONOMER,thiosulfate sulfurtransferase,CD630_01210(),BioCyc
G12WB-3787-MONOMER,CheY family two-component response regulator,CD630_36000(),BioCyc
G12WB-603-MONOMER,"putative ribitol-specific PTS, enzyme IIA component",CD630_04910(),BioCyc
G12WB-2585-MONOMER,glycine--tRNA ligase subunit alpha,CD630_24330(),BioCyc
G12WB-1302-MONOMER,electron transfer flavoprotein subunit alpha,CD630_11720(),BioCyc
G12WB-2922-MONOMER,lipoprotein,CD630_27630(),BioCyc
G12WB-949-MONOMER,membrane protein,CD630_08390(),BioCyc
G12WB-3256-MONOMER,hypothetical protein,CD630_30941(),BioCyc
G12WB-1531-MONOMER,NAD(P)-binding oxidoreductase,CD630_13940(),BioCyc
G12WB-3432-MONOMER,two-component response regulator,CD630_32650(),BioCyc
G12WB-1886-MONOMER,two-component sensor histidine kinase,CD630_17440(),BioCyc
G12WB-2235-MONOMER,D-hydantoinase,CD630_20830(),BioCyc
G12WB-3772-MONOMER,"ABC transporter, ATP-binding protein",CD630_35850(),BioCyc
G12WB-588-MONOMER,hypothetical protein,CD630_04760(),BioCyc
G12WB-2570-MONOMER,AraC family transcriptional regulator,CD630_24190(),BioCyc
G12WB-1288-MONOMER,radical SAM protein,CD630_11580(),BioCyc
G12WB-2908-MONOMER,autoinducer prepeptide,CD630_27491(),BioCyc
G12WB-934-MONOMER,"multidrug family ABC transporter, membrane protein",CD630_08240(),BioCyc
G12WB-3241-MONOMER,"putative &beta;-glycoside-specific PTS, enzyme IIA component",CD630_30800(),BioCyc
G12WB-1517-MONOMER,transcriptional regulator,CD630_13790(),BioCyc
G12WB-3418-MONOMER,dehydrogenase,CD630_32510(),BioCyc
G12WB-1870-MONOMER,hypothetical protein,CD630_17280(),BioCyc
G12WB-2220-MONOMER,molybdopterin cofactor biosynthesis protein,CD630_20690(),BioCyc
G12WB-3758-MONOMER,hypothetical protein,CD630_35710(),BioCyc
G12WB-572-MONOMER,"ABC transporter, membrane protein",CD630_04600(),BioCyc
G12WB-2556-MONOMER,MarR family transcriptional regulator,CD630_24050(),BioCyc
G12WB-1272-MONOMER,electron transport complex protein RnfB,CD630_11420(),BioCyc
CPLX12WB-91,putative molybdate ABC transporter,CD630_08710() AND CD630_08700() AND CD630_08690(),BioCyc
G12WB-2893-MONOMER,cell wall protein 14,CD630_27350(),BioCyc
CPLX12WB-76,acetoin dehydrogenase,CD630_00390() AND CD630_00380() AND CD630_00370() AND CD630_00360(),BioCyc
G12WB-92-MONOMER,PTS operon transcription antiterminator,CD630_00400(),BioCyc
CPLX12WB-60,2-hydroxyisocaproyl-CoA dehydratase activator,CD630_03960(),BioCyc
G12WB-3227-MONOMER,transcriptional regulator,CD630_30660(),BioCyc
CPLX12WB-44,fructose-mannitol family PTS enzyme II,CD630_02080() AND CD630_02070() AND CD630_02060(),BioCyc
G12WB-1502-MONOMER,hypothetical protein,CD630_13651(),BioCyc
CPLX12WB-3,galactitol family PTS enzyme II,CD630_23250() AND CD630_23260() AND CD630_23270(),BioCyc
G12WB-3403-MONOMER,membrane protein,CD630_32360(),BioCyc
CPLX12WB-15,4-hydroxyphenylacetate decarboxylase,CD630_01530() AND CD630_01540(),BioCyc
G12WB-1854-MONOMER,hypothetical protein,CD630_17110(),BioCyc
CPLX12WB-88,putative ribose ABC transporter,CD630_03020() AND CD630_03010() AND CD630_03000(),BioCyc
G12WB-2206-MONOMER,hypothetical protein,CD630_20550(),BioCyc
CPLX12WB-73,D-proline reductase complex,CD630_32410() AND CD630_32440(),BioCyc
G12WB-3743-MONOMER,peptidase,CD630_35570(),BioCyc
CPLX12WB-57,phosphate ABC transporter,CD630_32610(2) AND CD630_32680(1) AND CD630_32620(1) AND CD630_32630(1),BioCyc
G12WB-556-MONOMER,D-ornithine aminomutase S component,CD630_04450(),BioCyc
CPLX12WB-41,K<sup>+</sup>-transporting P-type ATPase,CD630_15910() AND CD630_15920() AND CD630_15930(),BioCyc
G12WB-2541-MONOMER,beta-lactams repressor,CD630_23900(),BioCyc
CPLX12WB-27,V-type ATP synthase,CD630_29540() AND CD630_29550() AND CD630_29560() AND CD630_29561() AND CD630_29570() AND CD630_29580() AND CD630_29590() AND CD630_29600(),BioCyc
G12WB-1258-MONOMER,DNA polymerase I,CD630_11280(),BioCyc
CPLX12WB-12,bifunctional carbon monoxide dehydrogenase/synthase complex,CD630_07250() AND CD630_07260(),BioCyc
G12WB-2879-MONOMER,two-component response regulator,CD630_27220(),BioCyc
CPLX12WB-85,putative &beta;-glycoside-specific PTS enzyme II,CD630_30820() AND CD630_30810() AND CD630_30800(),BioCyc
G12WB-905-MONOMER,NH3-dependent NAD(+) synthetase,CD630_07940(2),BioCyc
CPLX12WB-7,glycine--tRNA ligase,CD630_24320(2) AND CD630_24330(2),BioCyc
G12WB-3212-MONOMER,membrane protein,CD630_30500(),BioCyc
CPLX12WB-53,putative xyloside-specific PTS enzyme II,CD630_30700() AND CD630_30690() AND CD630_30680() AND CD630_30670(),BioCyc
G12WB-1488-MONOMER,phosphomethylpyrimidine kinase,CD630_13530(4),BioCyc
CPLX12WB-39,xanthine dehydrogenase,CD630_20990() AND CD630_21000() AND CD630_21010(),BioCyc
G12WB-3389-MONOMER,L-serine dehydratase,CD630_32220(1),BioCyc
CPLX12WB-24,3-isopropylmalate dehydratase,CD630_09910(1) AND CD630_09900(1),BioCyc
G12WB-1838-MONOMER,"putative transporter, alanine:cation symporter family",CD630_16960(1),BioCyc
CPLX12WB-105,putative cobalamin ABC transporter,CD630_29990() AND CD630_29980() AND CD630_29970(),BioCyc
G12WB-2192-MONOMER,hypothetical protein,CD630_20432(),BioCyc
CPLX12WB-99,putative iron-siderophore ABC transporter,CD630_16500() AND CD630_16490() AND CD630_16480() AND CD630_16470(),BioCyc
G12WB-3726-MONOMER,hypothetical protein,CD630_35450(),BioCyc
CPLX12WB-82,putative maltose-specific PTS enzyme II,CD630_08630() AND CD630_08620() AND CD630_08610(),BioCyc
G12WB-540-MONOMER,"multidrug family ABC transporter, membrane protein",CD630_04320(),BioCyc
CPLX12WB-67,,CD630_16310(2),BioCyc
G12WB-2527-MONOMER,NUDIX family hydrolase,CD630_23770(1),BioCyc
CPLX12WB-50,glucose-glucoside family PTS enzyme II,CD630_30300() AND CD630_30270(),BioCyc
G12WB-1242-MONOMER,conjugative transfer protein,CD630_11150(),BioCyc
CPLX12WB-36,imidazole glycerol phosphate synthase,CD630_15530(1) AND CD630_15510(1),BioCyc
G12WB-2861-MONOMER,shikimate 5-dehydrogenase,CD630_27080(2),BioCyc
CPLX12WB-21,ethanolamine ammonia lyase,CD630_19130(6) AND CD630_19140(6),BioCyc
G12WB-890-MONOMER,amidohydrolase,CD630_07790(),BioCyc
CPLX12WB-102,molybdate family ABC transporter,CD630_23130() AND CD630_23120() AND CD630_23110(),BioCyc
G12WB-3198-MONOMER,"putative transporter, major facilitator superfamily",CD630_30360(),BioCyc
CPLX12WB-95,sulfonate family ABC transporter,CD630_14840() AND CD630_14830() AND CD630_14820(),BioCyc
G12WB-1473-MONOMER,6-phospho-beta-glucosidase,CD630_13380(),BioCyc
CPLX12WB-8,phenylalanine--tRNA ligase,CD630_07000(2) AND CD630_06990(2),BioCyc
G12WB-3374-MONOMER,MarR family transcriptional regulator,CD630_32080(),BioCyc
CPLX12WB-64,putative oligopeptide ABC transporter,CD630_08560() AND CD630_08540() AND CD630_08530() AND CD630_08550(),BioCyc
G12WB-1822-MONOMER,FMN-binding protein,CD630_16800(),BioCyc
CPLX12WB-48,putative 2-<i>O</i>-&alpha;-mannosyl-D-glycerate specific PTS enzyme II,CD630_25680() AND CD630_25670() AND CD630_25660(),BioCyc
G12WB-2178-MONOMER,ornithine carbamoyltransferase,CD630_20300(3),BioCyc
CPLX12WB-33,F<sub>o</sub>F<sub>1</sub> ATP synthase,CD630_34670() AND CD630_34680() AND CD630_34690() AND CD630_34700() AND CD630_34710() AND CD630_34720() AND CD630_34730() AND CD630_34740(),BioCyc
G12WB-3711-MONOMER,"iron family ABC transporter, ATP-binding protein",CD630_35300(),BioCyc
CPLX12WB-19,ferredoxin/flavodoxin oxidoreductase,CD630_21970() AND CD630_21980() AND CD630_21990(),BioCyc
G12WB-524-MONOMER,conjugative transposon protein,CD630_04170(),BioCyc
CPLX12WB-10,carbon-phosphorus lyase complex,CD630_35350() AND CD630_35360(),BioCyc
G12WB-2512-MONOMER,"nitrate/sulfonate/taurine ABC transporter, ATP-binding protein",CD630_23610(),BioCyc
CPLX12WB-92,sugar-family ABC transporter,CD630_08750() AND CD630_08740() AND CD630_08730(),BioCyc
G12WB-1228-MONOMER,conjugative transposon protein,CD630_11040(),BioCyc
CPLX12WB-77,energy-coupling factor transporter core complex,CD630_01020() AND CD630_01010() AND CD630_01000(),BioCyc
G12WB-2847-MONOMER,hypothetical protein,CD630_26940(),BioCyc
CPLX12WB-61,(R)-2-hydroxyisocaproyl-CoA dehydratase,CD630_03980() AND CD630_03970(),BioCyc
G12WB-875-MONOMER,sorbitol operon activator protein,CD630_07630(),BioCyc
CPLX12WB-45,fructose-mannitol family PTS enzyme II,CD630_24880() AND CD630_24870() AND CD630_24860(),BioCyc
G12WB-3183-MONOMER,putative transporter,CD630_30190(),BioCyc
CPLX12WB-30,glycine reductase complex component B,CD630_23510() AND CD630_23540(),BioCyc
G12WB-1459-MONOMER,DNA FtsK/SpoIIIE translocase,CD630_13240(),BioCyc
CPLX12WB-16,para-aminobenzoate/anthranilate synthase glutamine amidotransferase,CD630_14450(1) AND CD630_14460(1),BioCyc
G12WB-1806-MONOMER,O-acetylserine (thiol)-lyase,CD630_16650(),BioCyc
CPLX12WB-9,excinuclease ABC,CD630_34100() AND CD630_34110() AND CD630_34120(),BioCyc
G12WB-2163-MONOMER,hypothetical protein,CD630_20160(),BioCyc
CPLX12WB-74,,CD630_34800(2),BioCyc
G12WB-3697-MONOMER,regulator required for spore cortex synthesis,CD630_35160(),BioCyc
CPLX12WB-59,2-hydroxyisocaproate CoA transferase,CD630_03950(),BioCyc
G12WB-2498-MONOMER,membrane protein,CD630_23460(),BioCyc
CPLX12WB-42,dipicolinate synthase,CD630_29670() AND CD630_29680(),BioCyc
G12WB-1213-MONOMER,fragment of two-component sensor histidine kinase (N-terminal region),CD630_10900(),BioCyc
CPLX12WB-28,iron-only hydrogenase,CD630_34050() AND CD630_34060() AND CD630_34070(),BioCyc
G12WB-2832-MONOMER,sporulation protein,CD630_26810(),BioCyc
CPLX12WB-13,D-alanine--poly(phosphoribitol) ligase,CD630_28510() AND CD630_28530(),BioCyc
G12WB-860-MONOMER,diguanylate kinase signaling protein,CD630_07480(),BioCyc
CPLX12WB-86,"lactose-<i>N,N'</i>-diacetylchitobiose-&beta;-glucoside family PTS enzyme II",CD630_34450() AND CD630_34440() AND CD630_34430(),BioCyc
G12WB-3169-MONOMER,putative (2R)-sulfolactate transporter,CD630_30040(),BioCyc
CPLX12WB-70,glycine reductase,CD630_23520() AND CD630_23540() AND CD630_23510() AND CD630_23490() AND CD630_23480(),BioCyc
G12WB-1444-MONOMER,ribosomal protein L7Ae/L30e/S12e/Gadd45,CD630_13080(),BioCyc
CPLX12WB-54,glucose-glucoside family PTS enzyme II,CD630_30580() AND CD630_30610(),BioCyc
G12WB-1790-MONOMER,signaling protein,CD630_16510(),BioCyc
CPLX12WB-4,glucose-glucoside family PTS enzyme II,CD630_25100() AND CD630_25120(),BioCyc
G12WB-2149-MONOMER,MATE family efflux transporter,CD630_20030(),BioCyc
CPLX12WB-25,allophanate hydrolase,CD630_13860() AND CD630_13870(),BioCyc
G12WB-3682-MONOMER,transcription-repair coupling factor,CD630_35010(1),BioCyc
CPLX12WB-106,putative <i>sn</i>-glycerol 3-phosphate ABC transporter,CD630_34170() AND CD630_34160() AND CD630_34150() AND CD630_34140(),BioCyc
G12WB-2483-MONOMER,mannitol-1-phosphate 5-dehydrogenase,CD630_23310(1),BioCyc
CPLX12WB-83,mannose-fructose-sorbose family PTS enzyme II,CD630_10780() AND CD630_10770() AND CD630_10760() AND CD630_10740(),BioCyc
G12WB-1199-MONOMER,"mannose-fructose-sorbose family PTS, enzyme IIB component",CD630_10760(),BioCyc
CPLX12WB-68,ethanolamine carboxysome structural protein EutS,CD630_19080(),BioCyc
G12WB-2818-MONOMER,putative glucose-specific PTS< enzyme IIBC component,CD630_26670(),BioCyc
CPLX12WB-51,glucose-glucoside family PTS enzyme II,CD630_31030() AND CD630_31010(),BioCyc
G12WB-496-MONOMER,hypothetical protein,CD630_03901(),BioCyc
CPLX12WB-37,2-amino-4-ketopentanoate thiolase,CD630_04430() AND CD630_04440(),BioCyc
G12WB-845-MONOMER,hypothetical protein,CD630_07340(),BioCyc
CPLX12WB-22,fumarate hydratase,CD630_10030() AND CD630_10040(),BioCyc
G12WB-3154-MONOMER,"sulfonate family ABC transporter, substrate-binding protein",CD630_29890(),BioCyc
CPLX12WB-103,putative iron(III)-hydroxamate ABC transporter,CD630_28780() AND CD630_28770() AND CD630_28760() AND CD630_28750(),BioCyc
G12WB-143-MONOMER,50S ribosomal protein L18,CD630_00870(1),BioCyc
CPLX12WB-96,putative methionine ABC transporter,CD630_14910() AND CD630_14900() AND CD630_14890(2),BioCyc
G12WB-1774-MONOMER,tellurium resistance protein,CD630_16350(),BioCyc
CPLX12WB-80,galactitol family PTS enzyme II,CD630_00430() AND CD630_00410() AND CD630_00420(),BioCyc
G12WB-2134-MONOMER,major cold shock protein CspC,CD630_19902(),BioCyc
CPLX12WB-65,putative oligopeptide ABC transporter,CD630_26700() AND CD630_26710() AND CD630_26740() AND CD630_26730() AND CD630_26720(),BioCyc
G12WB-3668-MONOMER,transcription termination factor Rho,CD630_34870(6),BioCyc
CPLX12WB-49,putative mannose-specific PTS enzyme II,CD630_30150() AND CD630_30140() AND CD630_30130(),BioCyc
G12WB-2469-MONOMER,two-component sensor histidine kinase,CD630_23170(),BioCyc
CPLX12WB-34,carbamoyl-phosphate synthase,CD630_35880() AND CD630_35890(),BioCyc
G12WB-1184-MONOMER,hypothetical protein,CD630_10631(),BioCyc
CPLX12WB-2,putative mannitol-specific PTS enzyme II,CD630_23320() AND CD630_23340(),BioCyc
G12WB-2802-MONOMER,UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N- acetylglucosamine transferase,CD630_26510(1),BioCyc
CPLX12WB-100,amino acid family ABC transporter,CD630_17760() AND CD630_17750() AND CD630_17740(),BioCyc
G12WB-480-MONOMER,ATPase,CD630_03740(),BioCyc
CPLX12WB-93,sugar-family ABC transporter,CD630_08780() AND CD630_08770() AND CD630_08760(),BioCyc
G12WB-830-MONOMER,methenyltetrahydrofolate cyclohydrolase,CD630_07190(),BioCyc
CPLX12WB-78,queuosine-specific ECF transporter,CD630_01000() AND CD630_01010() AND CD630_01020() AND CD630_16830(),BioCyc
G12WB-314-MONOMER,CTP:phosphocholine cytidylyltransferase,CD630_02110(),BioCyc
CPLX12WB-62,toxin gene expression negative regulator,CD630_06640(),BioCyc
G12WB-1414-MONOMER,NifU family iron-sulfur cluster assembly protein,CD630_12800(2),BioCyc
CPLX12WB-46,putative ribitol-specific PTS enzyme II,CD630_04940() AND CD630_04930() AND CD630_04920() AND CD630_04910(),BioCyc
G12WB-1758-MONOMER,"multidrug family ABC transporter, membrane protein",CD630_16190(),BioCyc
CPLX12WB-31,transketolase,CD630_23210() AND CD630_23220(),BioCyc
G12WB-2119-MONOMER,DNA mismatch repair protein MutS,CD630_19770(),BioCyc
CPLX12WB-17,indolepyruvate oxidoreductase,CD630_23800() AND CD630_23810(),BioCyc
G12WB-3653-MONOMER,"F<sub>o</sub>F<sub>1</sub> ATP synthase, subunit c",CD630_34730(),BioCyc
CPLX-9456,queuosine hydrolase,CD630_16820(4),BioCyc
G12WB-2453-MONOMER,hypothetical protein,CD630_22991(),BioCyc
CPLX12WB-90,amino acid family ABC transporter,CD630_07520() AND CD630_07510() AND CD630_07500(),BioCyc
G12WB-117-MONOMER,50S ribosomal protein L10,CD630_00630(1),BioCyc
CPLX12WB-75,bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase complex,CD630_07280() AND CD630_07160(),BioCyc
G12WB-2788-MONOMER,two-component sensor histidine kinase,CD630_26370(),BioCyc
CPLX12WB-6,putative cellobiose-specifc PTS enzyme II,CD630_28800() AND CD630_28830() AND CD630_28840(),BioCyc
G12WB-464-MONOMER,conjugative transposon protein,CD630_03580(),BioCyc
CPLX12WB-43,anaerobic sulfite reductase,CD630_22310() AND CD630_22320() AND CD630_22330(),BioCyc
G12WB-816-MONOMER,Fe-S domain-containing protein,CD630_07060(),BioCyc
CPLX12WB-29,glycine reductase complex component C,CD630_23480() AND CD630_23490(),BioCyc
G12WB-3125-MONOMER,V-type ATP synthase subunit I,CD630_29600(),BioCyc
CPLX12WB-14,acetoin dehydrogenase E1,CD630_00360() AND CD630_00370(),BioCyc
G12WB-140-MONOMER,30S ribosomal protein S14,CD630_00841(1),BioCyc
CPLX12WB-87,putative lichenan-specific PTS enzyme II,CD630_36480() AND CD630_36470() AND CD630_36450(),BioCyc
G12WB-1742-MONOMER,"multidrug family ABC transporter, membrane protein",CD630_16030(),BioCyc
CPLX12WB-72,butyryl-CoA dehydrogenase complex,CD630_10560() AND CD630_10550() AND CD630_10540(),BioCyc
G12WB-2103-MONOMER,"ABC transporter, ATP-binding protein",CD630_19610(),BioCyc
CPLX12WB-56,putative polyamine ABC transporter,CD630_10260(1) AND CD630_10250(1) AND CD630_10240(2) AND CD630_10270(1),BioCyc
G12WB-3639-MONOMER,transketolase pyridine binding subunit,CD630_34590(),BioCyc
CPLX12WB-40,DNA gyrase,CD630_00050() AND CD630_00060(),BioCyc
G12WB-2439-MONOMER,"putative transporter, branched chain amino acid exporter family",CD630_22860(),BioCyc
CPLX12WB-26,exodeoxyribonuclease VII,CD630_12030() AND CD630_12040(),BioCyc
G12WB-1155-MONOMER,N-acetylmuramoyl-L-alanine amidase,CD630_10360(),BioCyc
CPLX12WB-11,ribonucleoside-diphosphate reductase,CD630_29940(2) AND CD630_29950(2),BioCyc
G12WB-2773-MONOMER,cell division protein SepF,CD630_26220(),BioCyc
CPLX12WB-84,fructose-mannitol family PTS enzyme II,CD630_22820() AND CD630_22810() AND CD630_22800(),BioCyc
G12WB-4529-MONOMER,Conserved hypothetical protein,CD630_25622(),BioCyc
CPLX12WB-69,"ethanolamine carboxysome structural protein, BMC family",CD630_19180(),BioCyc
G12WB-801-MONOMER,metallo-hydrolase/oxidoreductase,CD630_06920(),BioCyc
CPLX12WB-52,glucitol family PTS enzyme II,CD630_24180() AND CD630_24170() AND CD630_24140(),BioCyc
G12WB-3110-MONOMER,hypothetical protein,CD630_29470(),BioCyc
CPLX12WB-38,xanthine dehydrogenase,CD630_20790() AND CD630_20800() AND CD630_20810(),BioCyc
G12WB-1385-MONOMER,DNA-binding regulator,CD630_12511(),BioCyc
CPLX12WB-23,D-ornithine aminomutase,CD630_04450() AND CD630_04460(),BioCyc
G12WB-1726-MONOMER,"putative ribose ABC transporter, membrane subunit",CD630_15880(),BioCyc
CPLX12WB-104,sulfonate family ABC transporter,CD630_29910() AND CD630_29900() AND CD630_29890(),BioCyc
G12WB-2088-MONOMER,AraC family transcriptional regulator,CD630_19460(),BioCyc
CPLX12WB-98,putative ribose ABC transporter,CD630_15890() AND CD630_15880() AND CD630_15870(),BioCyc
G12WB-3624-MONOMER,"lactose-<i>N,N'</i>-diacetylchitobiose-&beta;-glucoside family PTS, enzyme IIA component",CD630_34450(),BioCyc
CPLX12WB-81,"lactose-<i>N,N'</i>-diacetylchitobiose-&beta;-glucoside family PTS enzyme II",CD630_01370() AND CD630_01360() AND CD630_01350(),BioCyc
