,name,genes,source
LLMG_RS00165-MONOMER,hypothetical protein,LLMG_RS00165(),GenBank
LLMG_RS00170-MONOMER,hypothetical protein,LLMG_RS00170(),GenBank
LLMG_RS00175-MONOMER,hypothetical protein,LLMG_RS00175(),GenBank
LLMG_RS00180-MONOMER,"phage/plasmid primase, P4 family",LLMG_RS00180(),GenBank
LLMG_RS00185-MONOMER,bifunctional DNA primase/polymerase,LLMG_RS00185(),GenBank
LLMG_RS00190-MONOMER,hypothetical protein,LLMG_RS00190(),GenBank
LLMG_RS00200-MONOMER,hypothetical protein,LLMG_RS00200(),GenBank
LLMG_RS00205-MONOMER,hypothetical protein,LLMG_RS00205(),GenBank
LLMG_RS00210-MONOMER,hypothetical protein,LLMG_RS00210(),GenBank
LLMG_RS00215-MONOMER,DUF1655 domain-containing protein,LLMG_RS00215(),GenBank
LLMG_RS00220-MONOMER,helix-turn-helix transcriptional regulator,LLMG_RS00220(),GenBank
LLMG_RS00225-MONOMER,hypothetical protein,LLMG_RS00225(),GenBank
LLMG_RS13035-MONOMER,hypothetical protein,LLMG_RS13035(),GenBank
LLMG_RS00230-MONOMER,hypothetical protein,LLMG_RS00230(),GenBank
LLMG_RS00235-MONOMER,helix-turn-helix domain-containing protein,LLMG_RS00235(),GenBank
LLMG_RS00240-MONOMER,hypothetical protein,LLMG_RS00240(),GenBank
LLMG_RS00245-MONOMER,hypothetical protein,LLMG_RS00245(),GenBank
LLMG_RS00250-MONOMER,hypothetical protein,LLMG_RS00250(),GenBank
LLMG_RS00255-MONOMER,hypothetical protein,LLMG_RS00255(),GenBank
LLMG_RS00260-MONOMER,DNA/RNA non-specific endonuclease,LLMG_RS00260(),GenBank
LLMG_RS00265-MONOMER,DUF6440 family protein,LLMG_RS00265(),GenBank
LLMG_RS00270-MONOMER,MepB family protein,LLMG_RS00270(),GenBank
LLMG_RS00275-MONOMER,hypothetical protein,LLMG_RS00275(),GenBank
LLMG_RS00280-MONOMER,DUF6440 family protein,LLMG_RS00280(),GenBank
LLMG_RS00285-MONOMER,IS21-like element IS712 family transposase,LLMG_RS00285(),GenBank
LLMG_RS00290-MONOMER,IS21-like element IS712 family helper ATPase IstB,LLMG_RS00290(),GenBank
LLMG_RS00295-MONOMER,hypothetical protein,LLMG_RS00295(),GenBank
LLMG_RS00300-MONOMER,bacteriocin,LLMG_RS00300(),GenBank
LLMG_RS00305-MONOMER,bacteriocin immunity protein,LLMG_RS00305(),GenBank
LLMG_RS00310-MONOMER,site-specific integrase,LLMG_RS00310(),GenBank
LLMG_RS00315-MONOMER,alpha/beta hydrolase,LLMG_RS00315(),GenBank
LLMG_RS00320-MONOMER,hypothetical protein,LLMG_RS00320(),GenBank
LLMG_RS00325-MONOMER,hypothetical protein,LLMG_RS00325(),GenBank
LLMG_RS00330-MONOMER,DUF1648 domain-containing protein,LLMG_RS00330(),GenBank
LLMG_RS00335-MONOMER,hypothetical protein,LLMG_RS00335(),GenBank
LLMG_RS00340-MONOMER,GNAT family N-acetyltransferase,LLMG_RS00340(),GenBank
LLMG_RS00345-MONOMER,TM2 domain-containing protein,LLMG_RS00345(),GenBank
LLMG_RS00350-MONOMER,SulP family inorganic anion transporter,LLMG_RS00350(1),GenBank
LLMG_RS00355-MONOMER,IS256-like element IS905 family transposase,LLMG_RS00355(),GenBank
LLMG_RS00360-MONOMER,N-acetyltransferase,LLMG_RS00360(),GenBank
LLMG_RS00370-MONOMER,pyridoxal phosphate-dependent aminotransferase,LLMG_RS00370(),GenBank
LLMG_RS00375-MONOMER,DNA repair protein RecO,LLMG_RS00375(),GenBank
LLMG_RS00380-MONOMER,Rgg/GadR/MutR family transcriptional regulator,LLMG_RS00380(),GenBank
LLMG_RS00385-MONOMER,MFS transporter,LLMG_RS00385(),GenBank
LLMG_RS00390-MONOMER,dihydrolipoyl dehydrogenase,LLMG_RS00390(),GenBank
LLMG_RS00395-MONOMER,2-oxo acid dehydrogenase subunit E2,LLMG_RS00395(),GenBank
LLMG_RS00400-MONOMER,alpha-ketoacid dehydrogenase subunit beta,LLMG_RS00400(),GenBank
LLMG_RS00405-MONOMER,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,LLMG_RS00405(),GenBank
LLMG_RS00410-MONOMER,lipoate--protein ligase,LLMG_RS00410(1),GenBank
LLMG_RS00415-MONOMER,glycerophosphodiester phosphodiesterase,LLMG_RS00415(1),GenBank
LLMG_RS00420-MONOMER,HD domain-containing protein,LLMG_RS00420(),GenBank
LLMG_RS00425-MONOMER,hypothetical protein,LLMG_RS00425(),GenBank
LLMG_RS00430-MONOMER,tryptophan--tRNA ligase,LLMG_RS00430(2),GenBank
LLMG_RS00435-MONOMER,OsmC family protein,LLMG_RS00435(),GenBank
LLMG_RS00440-MONOMER,APC family permease,LLMG_RS00440(),GenBank
LLMG_RS00445-MONOMER,hypothetical protein,LLMG_RS00445(),GenBank
LLMG_RS00450-MONOMER,phosphate acyltransferase PlsX,LLMG_RS00450(1),GenBank
LLMG_RS00455-MONOMER,Cof-type HAD-IIB family hydrolase,LLMG_RS00455(1),GenBank
LLMG_RS00460-MONOMER,ATP-binding cassette domain-containing protein,LLMG_RS00460(),GenBank
LLMG_RS00465-MONOMER,YiaA/YiaB family inner membrane protein,LLMG_RS00465(),GenBank
LLMG_RS00470-MONOMER,SDR family NAD(P)-dependent oxidoreductase,LLMG_RS00470(),GenBank
LLMG_RS00480-MONOMER,IS3 family transposase,LLMG_RS00480(),GenBank
LLMG_RS00485-MONOMER,TetR/AcrR family transcriptional regulator,LLMG_RS00485(),GenBank
LLMG_RS00490-MONOMER,hypothetical protein,LLMG_RS00490(),GenBank
LLMG_RS00495-MONOMER,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase,LLMG_RS00495(),GenBank
LLMG_RS00500-MONOMER,SDR family NAD(P)-dependent oxidoreductase,LLMG_RS00500(),GenBank
LLMG_RS00505-MONOMER,universal stress protein,LLMG_RS00505(),GenBank
LLMG_RS00510-MONOMER,hypothetical protein,LLMG_RS00510(),GenBank
LLMG_RS00515-MONOMER,alpha/beta hydrolase,LLMG_RS00515(),GenBank
LLMG_RS00520-MONOMER,ring-cleaving dioxygenase,LLMG_RS00520(),GenBank
LLMG_RS00525-MONOMER,flavin reductase family protein,LLMG_RS00525(),GenBank
LLMG_RS00530-MONOMER,50S ribosomal protein L33,LLMG_RS00530(),GenBank
LLMG_RS00535-MONOMER,50S ribosomal protein L32,LLMG_RS00535(),GenBank
LLMG_RS00540-MONOMER,heavy metal translocating P-type ATPase,LLMG_RS00540(),GenBank
LLMG_RS00545-MONOMER,hypothetical protein,LLMG_RS00545(),GenBank
LLMG_RS00550-MONOMER,ParB/RepB/Spo0J family partition protein,LLMG_RS00550(),GenBank
LLMG_RS00555-MONOMER,replication-associated recombination protein A,LLMG_RS00555(),GenBank
LLMG_RS00560-MONOMER,GNAT family N-acetyltransferase,LLMG_RS00560(),GenBank
LLMG_RS00565-MONOMER,DUF3013 family protein,LLMG_RS00565(),GenBank
LLMG_RS00570-MONOMER,ABC-F family ATP-binding cassette domain-containing protein,LLMG_RS00570(),GenBank
LLMG_RS00575-MONOMER,hypothetical protein,LLMG_RS00575(),GenBank
LLMG_RS00580-MONOMER,class I SAM-dependent methyltransferase,LLMG_RS00580(),GenBank
LLMG_RS00585-MONOMER,YdeI/OmpD-associated family protein,LLMG_RS00585(),GenBank
LLMG_RS00590-MONOMER,50S ribosomal protein L11 methyltransferase,LLMG_RS00590(),GenBank
LLMG_RS00595-MONOMER,16S rRNA (uracil(1498)-N(3))-methyltransferase,LLMG_RS00595(2),GenBank
LLMG_RS00600-MONOMER,polysaccharide deacetylase family protein,LLMG_RS00600(),GenBank
LLMG_RS00605-MONOMER,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",LLMG_RS00605(1),GenBank
LLMG_RS00610-MONOMER,glycosyltransferase family 2 protein,LLMG_RS00610(),GenBank
LLMG_RS00615-MONOMER,D-aminoacyl-tRNA deacylase,LLMG_RS00615(),GenBank
LLMG_RS00620-MONOMER,TMEM175 family protein,LLMG_RS00620(),GenBank
LLMG_RS00625-MONOMER,HAD-IA family hydrolase,LLMG_RS00625(),GenBank
LLMG_RS00630-MONOMER,amino acid permease,LLMG_RS00630(),GenBank
LLMG_RS00635-MONOMER,1-acyl-sn-glycerol-3-phosphate acyltransferase,LLMG_RS00635(),GenBank
LLMG_RS00640-MONOMER,MarR family transcriptional regulator,LLMG_RS00640(),GenBank
LLMG_RS00650-MONOMER,IS3 family transposase,LLMG_RS00650(),GenBank
LLMG_RS00655-MONOMER,FMN-dependent NADH-azoreductase,LLMG_RS00655(),GenBank
LLMG_RS00660-MONOMER,preprotein translocase subunit SecA,LLMG_RS00660(1),GenBank
LLMG_RS00665-MONOMER,3-deoxy-7-phosphoheptulonate synthase,LLMG_RS00665(2),GenBank
LLMG_RS00670-MONOMER,phosphocarrier protein HPr,LLMG_RS00670(),GenBank
LLMG_RS00675-MONOMER,phosphoenolpyruvate--protein phosphotransferase,LLMG_RS00675(1),GenBank
LLMG_RS00685-MONOMER,YbaB/EbfC family nucleoid-associated protein,LLMG_RS00685(),GenBank
LLMG_RS00690-MONOMER,hypothetical protein,LLMG_RS00690(),GenBank
LLMG_RS00700-MONOMER,alpha/beta hydrolase,LLMG_RS00700(),GenBank
LLMG_RS13720-MONOMER,hypothetical protein,LLMG_RS13720(),GenBank
LLMG_RS00710-MONOMER,SugE family quaternary ammonium compound efflux SMR transporter,LLMG_RS00710(),GenBank
LLMG_RS00715-MONOMER,MFS transporter,LLMG_RS00715(),GenBank
LLMG_RS00720-MONOMER,glycosyltransferase family 2 protein,LLMG_RS00720(),GenBank
LLMG_RS00725-MONOMER,hypothetical protein,LLMG_RS00725(),GenBank
LLMG_RS00735-MONOMER,sensor histidine kinase,LLMG_RS00735(),GenBank
LLMG_RS00740-MONOMER,permease,LLMG_RS00740(),GenBank
LLMG_RS00750-MONOMER,argininosuccinate synthase,LLMG_RS00750(4),GenBank
LLMG_RS00755-MONOMER,argininosuccinate lyase,LLMG_RS00755(1),GenBank
LLMG_RS00760-MONOMER,multidrug efflux MFS transporter,LLMG_RS00760(),GenBank
LLMG_RS00765-MONOMER,TetR/AcrR family transcriptional regulator,LLMG_RS00765(),GenBank
LLMG_RS00770-MONOMER,ribonuclease P protein component,LLMG_RS00770(),GenBank
LLMG_RS00775-MONOMER,YidC/Oxa1 family membrane protein insertase,LLMG_RS00775(1),GenBank
LLMG_RS00780-MONOMER,protein jag,LLMG_RS00780(),GenBank
LLMG_RS00785-MONOMER,50S ribosomal protein L34,LLMG_RS00785(1),GenBank
LLMG_RS00790-MONOMER,aldo/keto reductase,LLMG_RS00790(),GenBank
LLMG_RS00795-MONOMER,helix-turn-helix transcriptional regulator,LLMG_RS00795(),GenBank
LLMG_RS13040-MONOMER,bacteriocin,LLMG_RS13040(),GenBank
LLMG_RS00800-MONOMER,CPBP family intramembrane metalloprotease,LLMG_RS00800(),GenBank
LLMG_RS00805-MONOMER,IreB family regulatory phosphoprotein,LLMG_RS00805(),GenBank
LLMG_RS00810-MONOMER,Holliday junction resolvase RuvX,LLMG_RS00810(),GenBank
LLMG_RS00815-MONOMER,DUF1292 domain-containing protein,LLMG_RS00815(),GenBank
LLMG_RS00820-MONOMER,TMEM175 family protein,LLMG_RS00820(),GenBank
LLMG_RS00825-MONOMER,SDR family NAD(P)-dependent oxidoreductase,LLMG_RS00825(),GenBank
LLMG_RS00830-MONOMER,DUF2316 family protein,LLMG_RS00830(),GenBank
LLMG_RS00835-MONOMER,SDR family oxidoreductase,LLMG_RS00835(),GenBank
LLMG_RS00840-MONOMER,TetR/AcrR family transcriptional regulator,LLMG_RS00840(),GenBank
LLMG_RS00845-MONOMER,alpha-amylase family glycosyl hydrolase,LLMG_RS00845(1),GenBank
LLMG_RS00850-MONOMER,hypothetical protein,LLMG_RS00850(),GenBank
LLMG_RS00855-MONOMER,nitroreductase,LLMG_RS00855(),GenBank
LLMG_RS00860-MONOMER,TetR/AcrR family transcriptional regulator,LLMG_RS00860(),GenBank
LLMG_RS00865-MONOMER,collagen binding domain-containing protein,LLMG_RS00865(),GenBank
LLMG_RS00870-MONOMER,helix-turn-helix transcriptional regulator,LLMG_RS00870(),GenBank
LLMG_RS00880-MONOMER,tRNA guanosine(34) transglycosylase Tgt,LLMG_RS00880(6),GenBank
LLMG_RS00885-MONOMER,DUF975 family protein,LLMG_RS00885(),GenBank
LLMG_RS00890-MONOMER,MFS transporter,LLMG_RS00890(),GenBank
LLMG_RS00895-MONOMER,CoA-binding protein,LLMG_RS00895(),GenBank
LLMG_RS00900-MONOMER,DNA/RNA non-specific endonuclease,LLMG_RS00900(),GenBank
LLMG_RS00905-MONOMER,hypothetical protein,LLMG_RS00905(),GenBank
LLMG_RS00910-MONOMER,hypothetical protein,LLMG_RS00910(),GenBank
LLMG_RS00915-MONOMER,glycosyl transferase,LLMG_RS00915(),GenBank
LLMG_RS00920-MONOMER,pyridoxal phosphate-dependent aminotransferase,LLMG_RS00920(2),GenBank
LLMG_RS00925-MONOMER,GTP-sensing pleiotropic transcriptional regulator CodY,LLMG_RS00925(),GenBank
LLMG_RS00930-MONOMER,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,LLMG_RS00930(),GenBank
LLMG_RS00935-MONOMER,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,LLMG_RS00935(),GenBank
LLMG_RS00940-MONOMER,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,LLMG_RS00940(),GenBank
LLMG_RS00945-MONOMER,amidase family protein,LLMG_RS00945(),GenBank
LLMG_RS00950-MONOMER,MATE family efflux transporter,LLMG_RS00950(),GenBank
LLMG_RS00955-MONOMER,cold-shock protein,LLMG_RS00955(),GenBank
LLMG_RS00960-MONOMER,5-formyltetrahydrofolate cyclo-ligase,LLMG_RS00960(),GenBank
LLMG_RS00965-MONOMER,rhomboid family intramembrane serine protease,LLMG_RS00965(),GenBank
LLMG_RS00970-MONOMER,DUF3284 domain-containing protein,LLMG_RS00970(),GenBank
LLMG_RS00975-MONOMER,VOC family protein,LLMG_RS00975(),GenBank
LLMG_RS00980-MONOMER,GNAT family N-acetyltransferase,LLMG_RS00980(),GenBank
LLMG_RS00985-MONOMER,DUF871 domain-containing protein,LLMG_RS00985(),GenBank
LLMG_RS00990-MONOMER,PTS sugar transporter subunit IIC,LLMG_RS00990(),GenBank
LLMG_RS00995-MONOMER,hypothetical protein,LLMG_RS00995(),GenBank
LLMG_RS01000-MONOMER,hypothetical protein,LLMG_RS01000(),GenBank
LLMG_RS01005-MONOMER,glycoside hydrolase family 1 protein,LLMG_RS01005(),GenBank
LLMG_RS01010-MONOMER,dUTP diphosphatase,LLMG_RS01010(3),GenBank
LLMG_RS01015-MONOMER,bifunctional UDP-sugar hydrolase/5'-nucleotidase,LLMG_RS01015(),GenBank
LLMG_RS01020-MONOMER,YutD family protein,LLMG_RS01020(),GenBank
LLMG_RS01025-MONOMER,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,LLMG_RS01025(),GenBank
LLMG_RS01030-MONOMER,nitroreductase family protein,LLMG_RS01030(),GenBank
LLMG_RS01035-MONOMER,polyprenyl synthetase family protein,LLMG_RS01035(2),GenBank
LLMG_RS01040-MONOMER,prenyltransferase,LLMG_RS01040(),GenBank
LLMG_RS01045-MONOMER,type II CAAX endopeptidase family protein,LLMG_RS01045(),GenBank
LLMG_RS01050-MONOMER,hypothetical protein,LLMG_RS01050(),GenBank
LLMG_RS01055-MONOMER,ferrous iron transport protein B,LLMG_RS01055(1),GenBank
LLMG_RS01060-MONOMER,ferrous iron transport protein A,LLMG_RS01060(),GenBank
LLMG_RS01065-MONOMER,peptide-methionine (R)-S-oxide reductase MsrB,LLMG_RS01065(1),GenBank
LLMG_RS01070-MONOMER,DAK2 domain-containing protein,LLMG_RS01070(),GenBank
LLMG_RS01075-MONOMER,Asp23/Gls24 family envelope stress response protein,LLMG_RS01075(),GenBank
LLMG_RS01080-MONOMER,50S ribosomal protein L28,LLMG_RS01080(),GenBank
LLMG_RS01085-MONOMER,DUF1129 domain-containing protein,LLMG_RS01085(),GenBank
LLMG_RS01090-MONOMER,glucose-1-phosphate thymidylyltransferase RfbA,LLMG_RS01090(1),GenBank
LLMG_RS01095-MONOMER,"dTDP-4-dehydrorhamnose 3,5-epimerase family protein",LLMG_RS01095(1),GenBank
LLMG_RS01100-MONOMER,hypothetical protein,LLMG_RS01100(),GenBank
LLMG_RS01105-MONOMER,"dTDP-glucose 4,6-dehydratase",LLMG_RS01105(1),GenBank
LLMG_RS01110-MONOMER,dTDP-4-dehydrorhamnose reductase,LLMG_RS01110(1),GenBank
LLMG_RS01115-MONOMER,glycosyltransferase family 1 protein,LLMG_RS01115(),GenBank
LLMG_RS01120-MONOMER,glycosyltransferase family 2 protein,LLMG_RS01120(),GenBank
LLMG_RS01125-MONOMER,ABC transporter permease,LLMG_RS01125(),GenBank
LLMG_RS01130-MONOMER,ABC transporter ATP-binding protein,LLMG_RS01130(),GenBank
LLMG_RS01135-MONOMER,DUF2142 domain-containing protein,LLMG_RS01135(),GenBank
LLMG_RS01140-MONOMER,glycosyltransferase family 2 protein,LLMG_RS01140(),GenBank
LLMG_RS01145-MONOMER,rhamnan synthesis F family protein,LLMG_RS01145(),GenBank
LLMG_RS01150-MONOMER,glycosyltransferase family 2 protein,LLMG_RS01150(),GenBank
LLMG_RS01155-MONOMER,DUF2304 domain-containing protein,LLMG_RS01155(),GenBank
LLMG_RS01160-MONOMER,glycosyltransferase family 2 protein,LLMG_RS01160(),GenBank
LLMG_RS01165-MONOMER,glycosyltransferase family 2 protein,LLMG_RS01165(),GenBank
LLMG_RS01170-MONOMER,glycosyl transferase,LLMG_RS01170(),GenBank
LLMG_RS01175-MONOMER,sugar transferase,LLMG_RS01175(1),GenBank
LLMG_RS01180-MONOMER,UDP-galactopyranose mutase,LLMG_RS01180(1),GenBank
LLMG_RS01185-MONOMER,polysaccharide biosynthesis C-terminal domain-containing protein,LLMG_RS01185(1),GenBank
LLMG_RS01190-MONOMER,hypothetical protein,LLMG_RS01190(),GenBank
LLMG_RS01195-MONOMER,DUF2142 domain-containing protein,LLMG_RS01195(),GenBank
LLMG_RS01200-MONOMER,hypothetical protein,LLMG_RS01200(),GenBank
LLMG_RS13045-MONOMER,GH25 family lysozyme,LLMG_RS13045(),GenBank
LLMG_RS01210-MONOMER,IMP dehydrogenase,LLMG_RS01210(4),GenBank
LLMG_RS01215-MONOMER,ribosome biogenesis GTPase YqeH,LLMG_RS01215(),GenBank
LLMG_RS01220-MONOMER,NUDIX hydrolase,LLMG_RS01220(),GenBank
LLMG_RS01225-MONOMER,GTPase HflX,LLMG_RS01225(),GenBank
LLMG_RS01230-MONOMER,hypothetical protein,LLMG_RS01230(),GenBank
LLMG_RS01235-MONOMER,ribosome assembly RNA-binding protein YhbY,LLMG_RS01235(),GenBank
LLMG_RS01240-MONOMER,nicotinate-nucleotide adenylyltransferase,LLMG_RS01240(),GenBank
LLMG_RS01245-MONOMER,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK,LLMG_RS01245(),GenBank
LLMG_RS01250-MONOMER,GNAT family N-acetyltransferase,LLMG_RS01250(),GenBank
LLMG_RS01255-MONOMER,ribosome silencing factor,LLMG_RS01255(),GenBank
LLMG_RS01260-MONOMER,class I SAM-dependent methyltransferase,LLMG_RS01260(),GenBank
LLMG_RS01265-MONOMER,nucleotidyltransferase,LLMG_RS01265(),GenBank
LLMG_RS01270-MONOMER,YebC/PmpR family DNA-binding transcriptional regulator,LLMG_RS01270(),GenBank
LLMG_RS13730-MONOMER,hypothetical protein,LLMG_RS13730(),GenBank
LLMG_RS13735-MONOMER,GyrI-like domain-containing protein,LLMG_RS13735(),GenBank
LLMG_RS01280-MONOMER,uracil-DNA glycosylase,LLMG_RS01280(),GenBank
LLMG_RS01285-MONOMER,NADP-dependent oxidoreductase,LLMG_RS01285(),GenBank
LLMG_RS01290-MONOMER,NAD(P)H-binding protein,LLMG_RS01290(),GenBank
LLMG_RS01295-MONOMER,NAD(P)-dependent oxidoreductase,LLMG_RS01295(),GenBank
LLMG_RS01300-MONOMER,TetR/AcrR family transcriptional regulator,LLMG_RS01300(),GenBank
LLMG_RS01305-MONOMER,MDR family MFS transporter,LLMG_RS01305(),GenBank
LLMG_RS01310-MONOMER,MerR family transcriptional regulator,LLMG_RS01310(),GenBank
LLMG_RS01315-MONOMER,30S ribosomal protein S21,LLMG_RS01315(1),GenBank
LLMG_RS01320-MONOMER,Cof-type HAD-IIB family hydrolase,LLMG_RS01320(),GenBank
LLMG_RS01325-MONOMER,phosphoglycerate kinase,LLMG_RS01325(1),GenBank
LLMG_RS01330-MONOMER,haloacid dehalogenase type II,LLMG_RS01330(),GenBank
LLMG_RS01335-MONOMER,DhaKLM operon coactivator DhaQ,LLMG_RS01335(),GenBank
LLMG_RS12980-MONOMER,dihydroxyacetone kinase transcriptional activator DhaS,LLMG_RS12980(),GenBank
LLMG_RS01345-MONOMER,dihydroxyacetone kinase subunit DhaK,LLMG_RS01345(),GenBank
LLMG_RS01350-MONOMER,dihydroxyacetone kinase subunit DhaL,LLMG_RS01350(),GenBank
LLMG_RS01355-MONOMER,dihydroxyacetone kinase phosphoryl donor subunit DhaM,LLMG_RS01355(),GenBank
LLMG_RS01360-MONOMER,aquaporin family protein,LLMG_RS01360(),GenBank
LLMG_RS01365-MONOMER,C69 family dipeptidase,LLMG_RS01365(),GenBank
LLMG_RS01370-MONOMER,ABC transporter ATP-binding protein,LLMG_RS01370(),GenBank
LLMG_RS01375-MONOMER,ABC transporter permease,LLMG_RS01375(),GenBank
LLMG_RS01380-MONOMER,class I SAM-dependent rRNA methyltransferase,LLMG_RS01380(2),GenBank
LLMG_RS01385-MONOMER,fructose-bisphosphatase class III,LLMG_RS01385(),GenBank
LLMG_RS01395-MONOMER,NAD(P)/FAD-dependent oxidoreductase,LLMG_RS01395(),GenBank
LLMG_RS01400-MONOMER,NAD(P)H-hydrate dehydratase,LLMG_RS01400(),GenBank
LLMG_RS01405-MONOMER,DUF1398 family protein,LLMG_RS01405(),GenBank
LLMG_RS01410-MONOMER,ABC transporter ATP-binding protein,LLMG_RS01410(),GenBank
LLMG_RS01415-MONOMER,ABC transporter ATP-binding protein,LLMG_RS01415(2),GenBank
LLMG_RS01420-MONOMER,YcjF family protein,LLMG_RS01420(),GenBank
LLMG_RS01425-MONOMER,Gfo/Idh/MocA family oxidoreductase,LLMG_RS01425(),GenBank
LLMG_RS13585-MONOMER,hypothetical protein,LLMG_RS13585(),GenBank
LLMG_RS01430-MONOMER,S-ribosylhomocysteine lyase,LLMG_RS01430(1),GenBank
LLMG_RS13740-MONOMER,hypothetical protein,LLMG_RS13740(),GenBank
LLMG_RS01440-MONOMER,aldo/keto reductase,LLMG_RS01440(1),GenBank
LLMG_RS01445-MONOMER,cysteine hydrolase,LLMG_RS01445(),GenBank
LLMG_RS01450-MONOMER,DUF6036 family nucleotidyltransferase,LLMG_RS01450(),GenBank
LLMG_RS01455-MONOMER,hypothetical protein,LLMG_RS01455(),GenBank
LLMG_RS01460-MONOMER,LysM peptidoglycan-binding domain-containing protein,LLMG_RS01460(),GenBank
LLMG_RS01465-MONOMER,anaerobic ribonucleoside-triphosphate reductase,LLMG_RS01465(2),GenBank
LLMG_RS01470-MONOMER,anaerobic ribonucleoside-triphosphate reductase activating protein,LLMG_RS01470(),GenBank
LLMG_RS01475-MONOMER,DUF2325 domain-containing protein,LLMG_RS01475(),GenBank
LLMG_RS01480-MONOMER,DUF4199 domain-containing protein,LLMG_RS01480(),GenBank
LLMG_RS01485-MONOMER,phosphopyruvate hydratase,LLMG_RS01485(),GenBank
LLMG_RS01490-MONOMER,Ig-like domain-containing protein,LLMG_RS01490(),GenBank
LLMG_RS01500-MONOMER,energy-coupling factor ABC transporter ATP-binding protein,LLMG_RS01500(),GenBank
LLMG_RS01505-MONOMER,energy-coupling factor ABC transporter ATP-binding protein,LLMG_RS01505(),GenBank
LLMG_RS01510-MONOMER,energy-coupling factor transporter transmembrane protein EcfT,LLMG_RS01510(),GenBank
LLMG_RS01515-MONOMER,thiol-disulfide isomerase,LLMG_RS01515(),GenBank
LLMG_RS01520-MONOMER,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",LLMG_RS01520(2),GenBank
LLMG_RS01525-MONOMER,N-acetyldiaminopimelate deacetylase,LLMG_RS01525(),GenBank
LLMG_RS01530-MONOMER,polysaccharide deacetylase family protein,LLMG_RS01530(),GenBank
LLMG_RS01545-MONOMER,glucosyltransferase domain-containing protein,LLMG_RS01545(),GenBank
LLMG_RS01550-MONOMER,30S ribosomal protein S4,LLMG_RS01550(1),GenBank
LLMG_RS01555-MONOMER,Tex family protein,LLMG_RS01555(),GenBank
LLMG_RS01560-MONOMER,SprT family protein,LLMG_RS01560(),GenBank
LLMG_RS01565-MONOMER,adenosine deaminase,LLMG_RS01565(1),GenBank
LLMG_RS01570-MONOMER,nuclear transport factor 2 family protein,LLMG_RS01570(),GenBank
