,name,genes,source
ALW85_RS09490-MONOMER,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein,ALW85_RS09490(),BioCyc
ALW85_RS07090-MONOMER,putative addiction module antidote protein,ALW85_RS07090(),BioCyc
ALW85_RS11600-MONOMER,arginyltransferase,ALW85_RS11600(),BioCyc
ALW85_RS08190-MONOMER,N-acetylneuraminate synthase family protein,ALW85_RS08190(),BioCyc
ALW85_RS04130-MONOMER,hypothetical protein,ALW85_RS04130(),BioCyc
ALW85_RS01480-MONOMER,copper resistance protein B,ALW85_RS01480(),BioCyc
ALW85_RS03080-MONOMER,type 1 glutamine amidotransferase,ALW85_RS03080(),BioCyc
ALW85_RS11605-MONOMER,quinone-dependent dihydroorotate dehydrogenase,ALW85_RS11605(1),BioCyc
ALW85_RS05420-MONOMER,FecR domain-containing protein,ALW85_RS05420(),BioCyc
ALW85_RS05235-MONOMER,NAD(P)H-dependent oxidoreductase,ALW85_RS05235(),BioCyc
ALW85_RS11610-MONOMER,RnfABCDGE type electron transport complex subunit B,ALW85_RS11610(),BioCyc
ALW85_RS02505-MONOMER,ATP-binding protein,ALW85_RS02505(),BioCyc
ALW85_RS09495-MONOMER,nucleotidyl transferase AbiEii/AbiGii toxin family protein,ALW85_RS09495(),BioCyc
ALW85_RS07095-MONOMER,type II toxin-antitoxin system RelE/ParE family toxin,ALW85_RS07095(),BioCyc
ALW85_RS01610-MONOMER,flagellar hook assembly protein FlgD,ALW85_RS01610(),BioCyc
ALW85_RS08195-MONOMER,hypothetical protein,ALW85_RS08195(),BioCyc
ALW85_RS11615-MONOMER,endonuclease III,ALW85_RS11615(),BioCyc
ALW85_RS00415-MONOMER,pantoate--beta-alanine ligase,ALW85_RS00415(2),BioCyc
ALW85_RS11620-MONOMER,nucleotidyltransferase domain-containing protein,ALW85_RS11620(),BioCyc
ALW85_RS03760-MONOMER,ABC transporter ATP-binding protein/permease,ALW85_RS03760(),BioCyc
ALW85_RS09500-MONOMER,redox-regulated ATPase YchF,ALW85_RS09500(),BioCyc
ALW85_RS11625-MONOMER,DUF86 domain-containing protein,ALW85_RS11625(),BioCyc
ALW85_RS07105-MONOMER,HigA family addiction module antidote protein,ALW85_RS07105(),BioCyc
ALW85_RS00710-MONOMER,IS1595-like element ISNe7 family transposase,ALW85_RS00710(),BioCyc
ALW85_RS08200-MONOMER,SAM-dependent methyltransferase,ALW85_RS08200(),BioCyc
ALW85_RS11630-MONOMER,transglycosylase SLT domain-containing protein,ALW85_RS11630(1),BioCyc
ALW85_RS04555-MONOMER,ATP phosphoribosyltransferase,ALW85_RS04555(2),BioCyc
ALW85_RS05425-MONOMER,RNA polymerase sigma factor,ALW85_RS05425(),BioCyc
ALW85_RS11635-MONOMER,TerC family protein,ALW85_RS11635(),BioCyc
ALW85_RS09505-MONOMER,aminoacyl-tRNA hydrolase,ALW85_RS09505(),BioCyc
ALW85_RS07110-MONOMER,RloB family protein,ALW85_RS07110(),BioCyc
ALW85_RS11640-MONOMER,IS481 family transposase,ALW85_RS11640(),BioCyc
ALW85_RS01245-MONOMER,recombinase family protein,ALW85_RS01245(),BioCyc
ALW85_RS08205-MONOMER,Co2+/Mg2+ efflux protein ApaG,ALW85_RS08205(),BioCyc
ALW85_RS00420-MONOMER,alpha-glucan family phosphorylase,ALW85_RS00420(),BioCyc
ALW85_RS09510-MONOMER,50S ribosomal protein L25/general stress protein Ctc,ALW85_RS09510(1),BioCyc
ALW85_RS11645-MONOMER,hypothetical protein,ALW85_RS11645(),BioCyc
ALW85_RS04870-MONOMER,autotransporter assembly complex protein TamA,ALW85_RS04870(),BioCyc
ALW85_RS11650-MONOMER,hypothetical protein,ALW85_RS11650(),BioCyc
ALW85_RS09515-MONOMER,ribose-phosphate pyrophosphokinase,ALW85_RS09515(1),BioCyc
ALW85_RS02060-MONOMER,ribonuclease P protein component,ALW85_RS02060(),BioCyc
ALW85_RS07115-MONOMER,ATP-binding protein,ALW85_RS07115(),BioCyc
ALW85_RS11655-MONOMER,nucleotidyltransferase domain-containing protein,ALW85_RS11655(),BioCyc
ALW85_RS08210-MONOMER,S8 family serine peptidase,ALW85_RS08210(),BioCyc
ALW85_RS04135-MONOMER,transporter,ALW85_RS04135(),BioCyc
ALW85_RS09525-MONOMER,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,ALW85_RS09525(2),BioCyc
ALW85_RS11660-MONOMER,IS481 family transposase,ALW85_RS11660(),BioCyc
ALW85_RS05160-MONOMER,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,ALW85_RS05160(1),BioCyc
ALW85_RS03230-MONOMER,outer membrane protein assembly factor BamE,ALW85_RS03230(),BioCyc
ALW85_RS05430-MONOMER,cell division protein FtsB,ALW85_RS05430(),BioCyc
ALW85_RS13760-MONOMER,DUF86 domain-containing protein,ALW85_RS13760(),BioCyc
ALW85_RS09530-MONOMER,lipoprotein insertase outer membrane protein LolB,ALW85_RS09530(1),BioCyc
ALW85_RS07120-MONOMER,hypothetical protein,ALW85_RS07120(),BioCyc
ALW85_RS01615-MONOMER,flagellar hook protein FlgE,ALW85_RS01615(),BioCyc
ALW85_RS02350-MONOMER,uroporphyrinogen decarboxylase,ALW85_RS02350(1),BioCyc
ALW85_RS08215-MONOMER,PEP-CTERM sorting domain-containing protein,ALW85_RS08215(),BioCyc
ALW85_RS11670-MONOMER,fatty acid desaturase,ALW85_RS11670(),BioCyc
ALW85_RS00425-MONOMER,oligoribonuclease,ALW85_RS00425(2),BioCyc
ALW85_RS03610-MONOMER,tRNA pseudouridine(38-40) synthase TruA,ALW85_RS03610(2),BioCyc
ALW85_RS09535-MONOMER,cell division topological specificity factor MinE,ALW85_RS09535(),BioCyc
ALW85_RS11675-MONOMER,SDR family oxidoreductase,ALW85_RS11675(),BioCyc
ALW85_RS00570-MONOMER,dihydroxy-acid dehydratase,ALW85_RS00570(2),BioCyc
ALW85_RS09540-MONOMER,septum site-determining protein MinD,ALW85_RS09540(),BioCyc
ALW85_RS07125-MONOMER,hypothetical protein,ALW85_RS07125(),BioCyc
ALW85_RS11680-MONOMER,AMP-binding protein,ALW85_RS11680(),BioCyc
ALW85_RS08220-MONOMER,type II toxin-antitoxin system RelE/ParE family toxin,ALW85_RS08220(),BioCyc
ALW85_RS04415-MONOMER,Hg(II)-responsive transcriptional regulator,ALW85_RS04415(),BioCyc
ALW85_RS09545-MONOMER,septum site-determining protein MinC,ALW85_RS09545(),BioCyc
ALW85_RS11685-MONOMER,hypothetical protein,ALW85_RS11685(),BioCyc
ALW85_RS05435-MONOMER,phosphopyruvate hydratase,ALW85_RS05435(2),BioCyc
ALW85_RS01095-MONOMER,crossover junction endodeoxyribonuclease RuvC,ALW85_RS01095(),BioCyc
ALW85_RS09550-MONOMER,Slp family lipoprotein,ALW85_RS09550(),BioCyc
ALW85_RS07130-MONOMER,DUF4433 domain-containing protein,ALW85_RS07130(),BioCyc
ALW85_RS08225-MONOMER,type II toxin-antitoxin system Phd/YefM family antitoxin,ALW85_RS08225(),BioCyc
ALW85_RS11690-MONOMER,FAD-dependent oxidoreductase,ALW85_RS11690(),BioCyc
ALW85_RS00430-MONOMER,M48 family metallopeptidase,ALW85_RS00430(),BioCyc
ALW85_RS05025-MONOMER,hydroxylamine oxidation protein HaoB,ALW85_RS05025(),BioCyc
ALW85_RS09555-MONOMER,hypothetical protein,ALW85_RS09555(),BioCyc
ALW85_RS11695-MONOMER,IS200/IS605 family transposase,ALW85_RS11695(),BioCyc
ALW85_RS02660-MONOMER,DUF4124 domain-containing protein,ALW85_RS02660(),BioCyc
ALW85_RS01890-MONOMER,ribosome silencing factor,ALW85_RS01890(),BioCyc
ALW85_RS09560-MONOMER,Trk system potassium transporter TrkA,ALW85_RS09560(),BioCyc
ALW85_RS11700-MONOMER,flocculation-associated PEP-CTERM protein PepA,ALW85_RS11700(),BioCyc
ALW85_RS07135-MONOMER,macro domain-containing protein,ALW85_RS07135(),BioCyc
ALW85_RS05440-MONOMER,CTP synthase,ALW85_RS05440(4),BioCyc
ALW85_RS08230-MONOMER,type II toxin-antitoxin system PemK/MazF family toxin,ALW85_RS08230(),BioCyc
ALW85_RS04140-MONOMER,protein tyrosine phosphatase family protein,ALW85_RS04140(),BioCyc
ALW85_RS11705-MONOMER,ABC transporter permease,ALW85_RS11705(),BioCyc
ALW85_RS03085-MONOMER,DUF2868 domain-containing protein,ALW85_RS03085(),BioCyc
ALW85_RS11710-MONOMER,hypothetical protein,ALW85_RS11710(),BioCyc
ALW85_RS09565-MONOMER,TrkH family potassium uptake protein,ALW85_RS09565(),BioCyc
ALW85_RS07145-MONOMER,HigA family addiction module antidote protein,ALW85_RS07145(),BioCyc
ALW85_RS01620-MONOMER,flagellar basal-body rod protein FlgF,ALW85_RS01620(),BioCyc
ALW85_RS11715-MONOMER,ABC transporter permease,ALW85_RS11715(),BioCyc
ALW85_RS03915-MONOMER,IS481 family transposase,ALW85_RS03915(),BioCyc
ALW85_RS05445-MONOMER,"succinate dehydrogenase, cytochrome b556 subunit",ALW85_RS05445(),BioCyc
ALW85_RS08235-MONOMER,"ribbon-helix-helix protein, CopG family",ALW85_RS08235(),BioCyc
ALW85_RS11720-MONOMER,hypothetical protein,ALW85_RS11720(),BioCyc
ALW85_RS03765-MONOMER,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,ALW85_RS03765(),BioCyc
ALW85_RS11725-MONOMER,ABC transporter ATP-binding protein,ALW85_RS11725(),BioCyc
ALW85_RS09570-MONOMER,response regulator,ALW85_RS09570(),BioCyc
ALW85_RS00715-MONOMER,response regulator transcription factor,ALW85_RS00715(),BioCyc
ALW85_RS05450-MONOMER,"succinate dehydrogenase, hydrophobic membrane anchor protein",ALW85_RS05450(),BioCyc
ALW85_RS08240-MONOMER,type II toxin-antitoxin system VapC family toxin,ALW85_RS08240(),BioCyc
ALW85_RS11730-MONOMER,outer membrane lipoprotein-sorting protein,ALW85_RS11730(),BioCyc
ALW85_RS11735-MONOMER,PEP-CTERM/exosortase system-associated acyltransferase,ALW85_RS11735(),BioCyc
ALW85_RS00130-MONOMER,exodeoxyribonuclease III,ALW85_RS00130(),BioCyc
ALW85_RS09575-MONOMER,chorismate lyase,ALW85_RS09575(),BioCyc
ALW85_RS11740-MONOMER,porin,ALW85_RS11740(),BioCyc
ALW85_RS07150-MONOMER,hypothetical protein,ALW85_RS07150(),BioCyc
ALW85_RS05455-MONOMER,succinate dehydrogenase flavoprotein subunit,ALW85_RS05455(),BioCyc
ALW85_RS01250-MONOMER,hypothetical protein,ALW85_RS01250(),BioCyc
ALW85_RS08245-MONOMER,plasmid stabilization protein,ALW85_RS08245(),BioCyc
ALW85_RS11745-MONOMER,YajQ family cyclic di-GMP-binding protein,ALW85_RS11745(),BioCyc
ALW85_RS04875-MONOMER,uracil-DNA glycosylase,ALW85_RS04875(),BioCyc
ALW85_RS11750-MONOMER,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),ALW85_RS11750(),BioCyc
ALW85_RS13510-MONOMER,IS5 family transposase,ALW85_RS13510(),BioCyc
ALW85_RS09580-MONOMER,4-hydroxybenzoate octaprenyltransferase,ALW85_RS09580(1),BioCyc
ALW85_RS13475-MONOMER,50S ribosomal protein L34,ALW85_RS13475(1),BioCyc
ALW85_RS07160-MONOMER,glycosyl transferase,ALW85_RS07160(),BioCyc
ALW85_RS11755-MONOMER,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,ALW85_RS11755(1),BioCyc
ALW85_RS01400-MONOMER,SRPBCC family protein,ALW85_RS01400(),BioCyc
ALW85_RS05460-MONOMER,ankyrin repeat domain-containing protein,ALW85_RS05460(),BioCyc
ALW85_RS08250-MONOMER,type II toxin-antitoxin system Phd/YefM family antitoxin,ALW85_RS08250(),BioCyc
ALW85_RS04145-MONOMER,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,ALW85_RS04145(2),BioCyc
ALW85_RS11760-MONOMER,zinc ribbon domain-containing protein,ALW85_RS11760(),BioCyc
ALW85_RS03235-MONOMER,ferric iron uptake transcriptional regulator,ALW85_RS03235(),BioCyc
ALW85_RS11765-MONOMER,aspartate--tRNA ligase,ALW85_RS11765(2),BioCyc
ALW85_RS09585-MONOMER,4-hydroxy-3-polyprenylbenzoate decarboxylase,ALW85_RS09585(6),BioCyc
ALW85_RS07165-MONOMER,glycosyltransferase,ALW85_RS07165(),BioCyc
ALW85_RS01625-MONOMER,flagellar basal-body rod protein FlgG,ALW85_RS01625(),BioCyc
ALW85_RS05470-MONOMER,DNA translocase FtsK,ALW85_RS05470(),BioCyc
ALW85_RS02355-MONOMER,VOC family protein,ALW85_RS02355(),BioCyc
ALW85_RS08255-MONOMER,type II toxin-antitoxin system RelE/ParE family toxin,ALW85_RS08255(),BioCyc
ALW85_RS11770-MONOMER,dihydroneopterin triphosphate diphosphatase,ALW85_RS11770(1),BioCyc
ALW85_RS03995-MONOMER,heme ABC transporter permease CcmC,ALW85_RS03995(),BioCyc
ALW85_RS03615-MONOMER,phosphoribosylanthranilate isomerase,ALW85_RS03615(),BioCyc
ALW85_RS11780-MONOMER,guanylate kinase,ALW85_RS11780(2),BioCyc
ALW85_RS00575-MONOMER,prolipoprotein diacylglyceryl transferase,ALW85_RS00575(1),BioCyc
ALW85_RS09590-MONOMER,IS481 family transposase,ALW85_RS09590(),BioCyc
ALW85_RS11785-MONOMER,DNA-directed RNA polymerase subunit omega,ALW85_RS11785(1),BioCyc
ALW85_RS07170-MONOMER,CDP-glycerol glycerophosphotransferase family protein,ALW85_RS07170(),BioCyc
ALW85_RS13655-MONOMER,IS5-like element ISNeu3 family transposase,ALW85_RS13655(),BioCyc
ALW85_RS04425-MONOMER,CRISPR-associated endonuclease Cas2,ALW85_RS04425(),BioCyc
ALW85_RS11790-MONOMER,GNAT family N-acetyltransferase,ALW85_RS11790(),BioCyc
ALW85_RS11795-MONOMER,class I SAM-dependent methyltransferase,ALW85_RS11795(),BioCyc
ALW85_RS00210-MONOMER,phosphomethylpyrimidine synthase ThiC,ALW85_RS00210(1),BioCyc
ALW85_RS01100-MONOMER,Holliday junction branch migration protein RuvA,ALW85_RS01100(),BioCyc
ALW85_RS09595-MONOMER,cytochrome c,ALW85_RS09595(),BioCyc
ALW85_RS07180-MONOMER,helix-turn-helix domain-containing protein,ALW85_RS07180(),BioCyc
ALW85_RS11800-MONOMER,hypothetical protein,ALW85_RS11800(),BioCyc
ALW85_RS05475-MONOMER,outer membrane lipoprotein chaperone LolA,ALW85_RS05475(1),BioCyc
ALW85_RS08270-MONOMER,transcriptional regulator,ALW85_RS08270(),BioCyc
ALW85_RS05030-MONOMER,hydroxylamine oxidoreductase,ALW85_RS05030(),BioCyc
ALW85_RS11805-MONOMER,type 1 glutamine amidotransferase domain-containing protein,ALW85_RS11805(),BioCyc
ALW85_RS00890-MONOMER,DUF481 domain-containing protein,ALW85_RS00890(),BioCyc
ALW85_RS01895-MONOMER,nicotinate-nucleotide adenylyltransferase,ALW85_RS01895(1),BioCyc
ALW85_RS11810-MONOMER,ATP-dependent protease subunit HslV,ALW85_RS11810(),BioCyc
ALW85_RS09605-MONOMER,hypothetical protein,ALW85_RS09605(),BioCyc
ALW85_RS07185-MONOMER,PIN domain-containing protein,ALW85_RS07185(),BioCyc
ALW85_RS05480-MONOMER,replication-associated recombination protein A,ALW85_RS05480(),BioCyc
ALW85_RS11815-MONOMER,ATP-dependent protease ATPase subunit HslU,ALW85_RS11815(),BioCyc
ALW85_RS08275-MONOMER,type II toxin-antitoxin system HigB family toxin,ALW85_RS08275(),BioCyc
ALW85_RS04150-MONOMER,"glycosyltransferase, exosortase A system-associated",ALW85_RS04150(),BioCyc
ALW85_RS01485-MONOMER,hypothetical protein,ALW85_RS01485(),BioCyc
ALW85_RS03090-MONOMER,DUF3482 domain-containing protein,ALW85_RS03090(),BioCyc
ALW85_RS11820-MONOMER,acetyl-CoA C-acyltransferase family protein,ALW85_RS11820(4),BioCyc
ALW85_RS05240-MONOMER,acetylglutamate kinase,ALW85_RS05240(),BioCyc
ALW85_RS11825-MONOMER,glucose-6-phosphate isomerase,ALW85_RS11825(2),BioCyc
ALW85_RS02510-MONOMER,"ribbon-helix-helix protein, CopG family",ALW85_RS02510(),BioCyc
ALW85_RS09610-MONOMER,IS481-like element ISNe2 family transposase,ALW85_RS09610(),BioCyc
ALW85_RS07190-MONOMER,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,ALW85_RS07190(),BioCyc
ALW85_RS01630-MONOMER,flagellar basal body L-ring protein FlgH,ALW85_RS01630(),BioCyc
ALW85_RS05485-MONOMER,MBOAT family protein,ALW85_RS05485(),BioCyc
ALW85_RS08285-MONOMER,type II toxin-antitoxin system Phd/YefM family antitoxin,ALW85_RS08285(),BioCyc
ALW85_RS03395-MONOMER,hypothetical protein,ALW85_RS03395(),BioCyc
ALW85_RS11830-MONOMER,glycogen synthase GlgA,ALW85_RS11830(1),BioCyc
ALW85_RS03770-MONOMER,AraC family transcriptional regulator,ALW85_RS03770(),BioCyc
ALW85_RS14135-MONOMER,hypothetical protein,ALW85_RS14135(),BioCyc
ALW85_RS11835-MONOMER,PEP-CTERM sorting domain-containing protein,ALW85_RS11835(),BioCyc
ALW85_RS13685-MONOMER,heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein,ALW85_RS13685(),BioCyc
ALW85_RS07195-MONOMER,helix-turn-helix domain-containing protein,ALW85_RS07195(),BioCyc
ALW85_RS11840-MONOMER,glycosyltransferase family 4 protein,ALW85_RS11840(),BioCyc
ALW85_RS00720-MONOMER,hypothetical protein,ALW85_RS00720(),BioCyc
ALW85_RS05490-MONOMER,hypothetical protein,ALW85_RS05490(),BioCyc
ALW85_RS08290-MONOMER,type II toxin-antitoxin system VapC family toxin,ALW85_RS08290(),BioCyc
ALW85_RS04560-MONOMER,histidinol dehydrogenase,ALW85_RS04560(2),BioCyc
ALW85_RS11845-MONOMER,glycosyltransferase,ALW85_RS11845(),BioCyc
ALW85_RS11850-MONOMER,hypothetical protein,ALW85_RS11850(),BioCyc
ALW85_RS09615-MONOMER,IS481 family transposase,ALW85_RS09615(),BioCyc
ALW85_RS07200-MONOMER,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,ALW85_RS07200(),BioCyc
ALW85_RS05495-MONOMER,lipoprotein-releasing ABC transporter ATP-binding protein LolD,ALW85_RS05495(),BioCyc
ALW85_RS13820-MONOMER,hypothetical protein,ALW85_RS13820(),BioCyc
ALW85_RS08295-MONOMER,Arc family DNA-binding protein,ALW85_RS08295(),BioCyc
ALW85_RS11855-MONOMER,glycosyltransferase,ALW85_RS11855(1),BioCyc
ALW85_RS03400-MONOMER,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ALW85_RS03400(2),BioCyc
ALW85_RS11860-MONOMER,hypothetical protein,ALW85_RS11860(),BioCyc
ALW85_RS00895-MONOMER,polyribonucleotide nucleotidyltransferase,ALW85_RS00895(3),BioCyc
ALW85_RS04880-MONOMER,4-oxalocrotonate tautomerase family protein,ALW85_RS04880(),BioCyc
ALW85_RS11865-MONOMER,CapA family protein,ALW85_RS11865(),BioCyc
ALW85_RS09620-MONOMER,HDOD domain-containing protein,ALW85_RS09620(),BioCyc
ALW85_RS02070-MONOMER,DUF5658 family protein,ALW85_RS02070(),BioCyc
ALW85_RS07205-MONOMER,hypothetical protein,ALW85_RS07205(),BioCyc
ALW85_RS05500-MONOMER,lipoprotein-releasing ABC transporter permease subunit,ALW85_RS05500(),BioCyc
ALW85_RS08300-MONOMER,hypothetical protein,ALW85_RS08300(),BioCyc
ALW85_RS04155-MONOMER,glycosyltransferase,ALW85_RS04155(),BioCyc
ALW85_RS11870-MONOMER,polysaccharide biosynthesis C-terminal domain-containing protein,ALW85_RS11870(),BioCyc
ALW85_RS03240-MONOMER,TonB-dependent receptor,ALW85_RS03240(),BioCyc
ALW85_RS05165-MONOMER,putative lipid II flippase FtsW,ALW85_RS05165(),BioCyc
ALW85_RS13765-MONOMER,IS5 family transposase,ALW85_RS13765(),BioCyc
ALW85_RS09625-MONOMER,adenylate/guanylate cyclase domain-containing protein,ALW85_RS09625(),BioCyc
ALW85_RS07210-MONOMER,"putative toxin-antitoxin system toxin component, PIN family",ALW85_RS07210(),BioCyc
ALW85_RS01635-MONOMER,flagellar basal body P-ring protein FlgI,ALW85_RS01635(),BioCyc
ALW85_RS05505-MONOMER,PEP-CTERM sorting domain-containing protein,ALW85_RS05505(),BioCyc
ALW85_RS02360-MONOMER,DNA-3-methyladenine glycosylase I,ALW85_RS02360(),BioCyc
ALW85_RS08305-MONOMER,type II toxin-antitoxin system RelE/ParE family toxin,ALW85_RS08305(),BioCyc
ALW85_RS03405-MONOMER,glycine oxidase ThiO,ALW85_RS03405(1),BioCyc
ALW85_RS03620-MONOMER,tryptophan synthase subunit beta,ALW85_RS03620(),BioCyc
ALW85_RS11885-MONOMER,oligosaccharide flippase family protein,ALW85_RS11885(1),BioCyc
ALW85_RS00900-MONOMER,30S ribosomal protein S15,ALW85_RS00900(1),BioCyc
ALW85_RS11890-MONOMER,Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB,ALW85_RS11890(1),BioCyc
ALW85_RS00580-MONOMER,ABC transporter permease,ALW85_RS00580(),BioCyc
ALW85_RS09630-MONOMER,transcription elongation factor GreB,ALW85_RS09630(1),BioCyc
ALW85_RS07215-MONOMER,IS481 family transposase,ALW85_RS07215(),BioCyc
ALW85_RS05510-MONOMER,urea transporter,ALW85_RS05510(),BioCyc
ALW85_RS11895-MONOMER,NAD-dependent epimerase,ALW85_RS11895(),BioCyc
ALW85_RS08310-MONOMER,addiction module protein,ALW85_RS08310(),BioCyc
ALW85_RS04430-MONOMER,NERD domain-containing protein,ALW85_RS04430(),BioCyc
ALW85_RS11900-MONOMER,low molecular weight phosphotyrosine protein phosphatase,ALW85_RS11900(),BioCyc
ALW85_RS01105-MONOMER,Holliday junction branch migration DNA helicase RuvB,ALW85_RS01105(),BioCyc
ALW85_RS09635-MONOMER,RNase adapter RapZ,ALW85_RS09635(),BioCyc
ALW85_RS11905-MONOMER,polysaccharide biosynthesis/export family protein,ALW85_RS11905(),BioCyc
ALW85_RS07220-MONOMER,hypothetical protein,ALW85_RS07220(),BioCyc
ALW85_RS05515-MONOMER,TonB-dependent receptor,ALW85_RS05515(),BioCyc
ALW85_RS08315-MONOMER,flagellin,ALW85_RS08315(),BioCyc
ALW85_RS03410-MONOMER,type II 3-dehydroquinate dehydratase,ALW85_RS03410(),BioCyc
ALW85_RS11910-MONOMER,polysaccharide biosynthesis tyrosine autokinase,ALW85_RS11910(),BioCyc
ALW85_RS05035-MONOMER,tRNA 2-thiouridine(34) synthase MnmA,ALW85_RS05035(1),BioCyc
ALW85_RS02665-MONOMER,type I glutamate--ammonia ligase,ALW85_RS02665(12),BioCyc
ALW85_RS00905-MONOMER,cysteine desulfurase,ALW85_RS00905(2),BioCyc
ALW85_RS11915-MONOMER,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,ALW85_RS11915(1),BioCyc
ALW85_RS01900-MONOMER,dihydrolipoyllysine-residue acetyltransferase,ALW85_RS01900(),BioCyc
ALW85_RS09640-MONOMER,ATP-dependent DNA helicase RecG,ALW85_RS09640(),BioCyc
ALW85_RS07225-MONOMER,STAS-like domain-containing protein,ALW85_RS07225(),BioCyc
ALW85_RS13770-MONOMER,CDGSH iron-sulfur domain-containing protein,ALW85_RS13770(),BioCyc
ALW85_RS05520-MONOMER,IS481-like element ISNe2 family transposase,ALW85_RS05520(),BioCyc
