,name,genes,source
FY484_RS11285-MONOMER,UMP kinase,pyrH(),BioCyc
FY484_RS03875-MONOMER,"Na<sup>+</sup>-dependent protein translocation factor, SecD protein",secD(),BioCyc
FY484_RS13220-MONOMER,elongation factor P,efp(),BioCyc
FY484_RS05855-MONOMER,putative transporter,VC_1151(),BioCyc
FY484_RS15255-MONOMER,DUF3265 domain-containing protein,FY484_RS15255(),BioCyc
FY484_RS07800-MONOMER,glycerol-3-phosphate ABC transporter membrane protein,ugpE(),BioCyc
FY484_RS01705-MONOMER,50S ribosomal protein L1,rplA(),BioCyc
FY484_RS17505-MONOMER,histidine kinase,VC_A0705(),BioCyc
FY484_RS09765-MONOMER,LysR family transcriptional regulator,VC_1955(),BioCyc
FY484_RS19440-MONOMER,hypothetical protein,FY484_RS19440(),BioCyc
FY484_RS11205-MONOMER,cytochrome c,VC_2241(),BioCyc
FY484_RS03790-MONOMER,exopolyphosphatase,ppx(),BioCyc
FY484_RS13140-MONOMER,argininosuccinate lyase,argH(),BioCyc
FY484_RS05775-MONOMER,bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB,hisB(),BioCyc
FY484_RS15145-MONOMER,site-specific integrase,VC_A0281(),BioCyc
FY484_RS07720-MONOMER,methyl-accepting chemotaxis protein,FY484_RS07720(),BioCyc
FY484_RS01575-MONOMER,ATP-dependent RNA helicase RhlB,rhlB(),BioCyc
FY484_RS17425-MONOMER,hexose-6-phosphate ABC transporter membrane protein,VC_A0686(),BioCyc
FY484_RS09670-MONOMER,CDP-alcohol phosphatidyltransferase family protein,VC_1935(),BioCyc
FY484_RS19355-MONOMER,ABC transporter nickel-binding protein,nikA(),BioCyc
FY484_RS11125-MONOMER,sensor domain-containing diguanylate cyclase,FY484_RS11125(),BioCyc
FY484_RS03685-MONOMER,cyclic-guanylate-specific phosphodiesterase MbaA,mbaA(),BioCyc
FY484_RS13060-MONOMER,phosphoglycolate phosphatase,VC_2624(1),BioCyc
FY484_RS05695-MONOMER,SDR family oxidoreductase,VC_1119(),BioCyc
FY484_RS15060-MONOMER,MerR family transcriptional regulator,VC_A0264(),BioCyc
FY484_RS07635-MONOMER,DUF3305 domain-containing protein,VC_1518(),BioCyc
FY484_RS04595-MONOMER,tRNA 4-thiouridine(8) synthase ThiI,thiI(),BioCyc
FY484_RS01485-MONOMER,"putative transporter, gluconate:H<sup>+</sup> symporter family",VC_0286(),BioCyc
FY484_RS05240-MONOMER,molybdopterin synthase sulfur carrier subunit,moaD(),BioCyc
FY484_RS17335-MONOMER,L-serine ammonia-lyase,VC_A0666(),BioCyc
FY484_RS09580-MONOMER,(d)CMP kinase,cmk(),BioCyc
FY484_RS19275-MONOMER,transglutaminase-like cysteine peptidase,VC_A1081(),BioCyc
FY484_RS11040-MONOMER,flagellar assembly lipoprotein FlgP,flgP(),BioCyc
FY484_RS03605-MONOMER,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH(),BioCyc
FY484_RS12980-MONOMER,glutathione-regulated potassium-efflux system ancillary protein KefG,kefG(),BioCyc
FY484_RS05610-MONOMER,ABC transporter substrate-binding protein,VC_1101(),BioCyc
FY484_RS14975-MONOMER,L-ribulose-5-phosphate 4-epimerase,VC_A0244(1),BioCyc
FY484_RS07555-MONOMER,PqiB family protein,VC_1501(),BioCyc
FY484_RS01400-MONOMER,YjaG family protein,VC_0268(),BioCyc
FY484_RS17250-MONOMER,NRDE family protein,VC_A0648(),BioCyc
FY484_RS09500-MONOMER,DUF1887 family protein,VC_1899(),BioCyc
FY484_RS07125-MONOMER,type VI secretion system effector protein/putative lipase TseL,tseL(),BioCyc
FY484_RS19195-MONOMER,putrescine:ornithine antiporter,potE(),BioCyc
FY484_RS13930-MONOMER,"type VI secretion system, effector toxin VasX",vasX(),BioCyc
FY484_RS10960-MONOMER,flagellar hook-associated protein FlgL,flgL(),BioCyc
FY484_RS14415-MONOMER,"type VI secretion system, peptidoglycan hydrolase/tip protein",vgrG3(),BioCyc
FY484_RS03525-MONOMER,NADP(H)-dependent aldo-keto reductase,VC_0667(),BioCyc
FY484_RS12895-MONOMER,50S ribosomal protein L22,rplV(),BioCyc
FY484_RS05530-MONOMER,H-NOX system histidine kinase,VC_1084(),BioCyc
FY484_RS14895-MONOMER,ferric-catecholate ABC transporter substrate-binding protein,VC_A0227(),BioCyc
FY484_RS07475-MONOMER,ribosome modulation factor,rmf(),BioCyc
FY484_RS01290-MONOMER,putative O-antigen polymerase,wbeG(),BioCyc
FY484_RS17165-MONOMER,NUDIX domain-containing protein,VC_A0632(),BioCyc
FY484_RS09420-MONOMER,"lipoprotein release complex, inner membrane protein LolE",lolE(),BioCyc
FY484_RS19115-MONOMER,mannitol-1-phosphate 5-dehydrogenase,mtlD(),BioCyc
FY484_RS10800-MONOMER,"putative transporter, nucleobase:cation symporter-2 family",VC_2171(1),BioCyc
FY484_RS03445-MONOMER,U32 family peptidase,VC_0651(),BioCyc
FY484_RS12815-MONOMER,50S ribosomal protein L36,rpmJ(),BioCyc
FY484_RS05440-MONOMER,hypothetical protein,VC_1066(),BioCyc
FY484_RS14805-MONOMER,ammonia-dependent NAD(+) synthetase,nadE(),BioCyc
FY484_RS07380-MONOMER,hypothetical protein,VC_1466(),BioCyc
FY484_RS01210-MONOMER,putative core oligosaccharide synthesis protein WavE,wavE(),BioCyc
FY484_RS17080-MONOMER,formate--tetrahydrofolate ligase,fhs(),BioCyc
FY484_RS09340-MONOMER,DUF3360 family protein,VC_1865(),BioCyc
FY484_RS19030-MONOMER,glycogen debranching protein GlgX,glgX(),BioCyc
FY484_RS10720-MONOMER,ArsC family reductase,VC_2150(),BioCyc
FY484_RS03350-MONOMER,ribosome assembly RNA-binding protein YhbY,yhbY(),BioCyc
FY484_RS12735-MONOMER,sulfate adenylyltransferase subunit CysN,cysN(),BioCyc
FY484_RS05355-MONOMER,LysR family transcriptional regulator AphB,aphB(),BioCyc
FY484_RS14715-MONOMER,response regulator,VC_A0189(),BioCyc
FY484_RS07285-MONOMER,hypothetical protein,VC_1449(),BioCyc
FY484_RS04015-MONOMER,vibriobactin biosynthesis bifunctional isochorismatase/aryl carrier protein VibB,vibB(),BioCyc
FY484_RS01130-MONOMER,myristoyl acyltransferase LpxL,lpxL(),BioCyc
FY484_RS17000-MONOMER,DUF333 domain-containing protein,VC_A0594(),BioCyc
FY484_RS09255-MONOMER,peptidylprolyl isomerase,VC_1849(),BioCyc
FY484_RS18950-MONOMER,glutaredoxin,VC_A1011(),BioCyc
FY484_RS10640-MONOMER,flagellar M-ring protein FliF,fliF(),BioCyc
FY484_RS03260-MONOMER,"<i>N,N'</i>-diaccetylchitobiose ABC transporter ATP-binding protein",VC_0617(),BioCyc
FY484_RS12650-MONOMER,UbiX family flavin prenyltransferase,VC_2541(),BioCyc
FY484_RS05265-MONOMER,putative metal-specific P-type ATPase,VC_1033(1),BioCyc
FY484_RS14635-MONOMER,VWA domain-containing protein,VC_A0172(),BioCyc
FY484_RS07205-MONOMER,universal stress protein UspE,uspE(),BioCyc
FY484_RS01045-MONOMER,ATP-dependent DNA helicase RecQ,recQ(),BioCyc
FY484_RS16915-MONOMER,SgrR family transcriptional regulator,VC_A0578(),BioCyc
FY484_RS09175-MONOMER,quinolinate synthase NadA,nadA(),BioCyc
FY484_RS18865-MONOMER,LysR family transcriptional regulator,VC_A0991(),BioCyc
FY484_RS10560-MONOMER,50S ribosomal protein L3 N(5)-glutamine methyltransferase,prmB(),BioCyc
FY484_RS03180-MONOMER,ATP-dependent helicase HrpB,hrpB(),BioCyc
FY484_RS12570-MONOMER,arabinose-5-phosphate isomerase KdsD,kdsD(),BioCyc
FY484_RS05165-MONOMER,electron transport complex subunit E,VC_1012(),BioCyc
FY484_RS14555-MONOMER,Na<sup>+</sup>:H<sup>+</sup> antiporter subunit E,mrpE(),BioCyc
FY484_RS07120-MONOMER,type VI secretion system adaptor protein 1,tap1(),BioCyc
FY484_RS00960-MONOMER,VSP-I; cGAMP-activated phospholipase CapV,capV(),BioCyc
FY484_RS16835-MONOMER,late competence development ComFB family protein,VC_A0561(),BioCyc
FY484_RS09095-MONOMER,ssDNA deoxyribodipyrimidine photo-lyase Cry1,cry1(),BioCyc
FY484_RS18785-MONOMER,ATP-binding protein,VC_A0975(),BioCyc
FY484_RS10470-MONOMER,alpha/beta fold hydrolase,VC_2097(),BioCyc
FY484_RS03090-MONOMER,YraN family protein,VC_0580(),BioCyc
FY484_RS12480-MONOMER,RNA pseudouridine synthase,VC_2505(1),BioCyc
FY484_RS05085-MONOMER,N-acetylglucosamine-6-phosphate deacetylase,nagA1(),BioCyc
FY484_RS14470-MONOMER,nucleoside phosphorylase,VC_A0134(),BioCyc
FY484_RS07040-MONOMER,"cluster I/F9 chemosensory system, protein-glutamate O-methyltransferase CheR1",cheR1(),BioCyc
FY484_RS00850-MONOMER,tripartite efflux pump RND permease,vexB(),BioCyc
FY484_RS16745-MONOMER,LysR family transcriptional regulator,VC_A0542(),BioCyc
FY484_RS09005-MONOMER,hypothetical protein,FY484_RS09005(),BioCyc
FY484_RS18695-MONOMER,MarR family transcriptional regulator,VC_A0955(),BioCyc
FY484_RS10390-MONOMER,zinc ABC transporter substrate-binding protein ZnuA,znuA(),BioCyc
FY484_RS03010-MONOMER,ribosome maturation factor RimM,rimM(),BioCyc
FY484_RS12360-MONOMER,glycosyl transferase,VC_2487(),BioCyc
FY484_RS05000-MONOMER,SPFH/Band 7/PHB domain protein,VC_0976(),BioCyc
FY484_RS14380-MONOMER,type VI secretion system AAA+-family ATPase,tssH(),BioCyc
FY484_RS06955-MONOMER,TerB family tellurite resistance protein,VC_1379(),BioCyc
FY484_RS00740-MONOMER,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,rsmD(),BioCyc
FY484_RS16665-MONOMER,putative transporter,VC_A0524(),BioCyc
FY484_RS08910-MONOMER,sialic acid TRAP transporter small membrane protein,siaQ(),BioCyc
FY484_RS18615-MONOMER,"putative transporter, DMT family",FY484_RS18615(),BioCyc
FY484_RS10310-MONOMER,"cluster II/F6 chemosensory system, histidine kinase CheA2",cheA2(),BioCyc
FY484_RS02890-MONOMER,recombination regulator RecX,recX(),BioCyc
FY484_RS12275-MONOMER,L-aspartate oxidase,nadB(),BioCyc
FY484_RS04910-MONOMER,CNNM family magnesium/cobalt transport protein CorC,corC(),BioCyc
FY484_RS14300-MONOMER,rhodanese-like domain-containing protein,VC_A0100(1),BioCyc
FY484_RS06870-MONOMER,amino acid ABC transporter substrate-binding protein,VC_1362(),BioCyc
FY484_RS00645-MONOMER,DUF484 family protein,VC_0127(),BioCyc
FY484_RS16565-MONOMER,GNAT family N-acetyltransferase,VC_A0505(),BioCyc
FY484_RS08830-MONOMER,transcriptional regulator,VC_1762(),BioCyc
FY484_RS18530-MONOMER,hypothetical protein,VC_A0920(),BioCyc
FY484_RS10230-MONOMER,SDR family oxidoreductase,VC_2047(),BioCyc
FY484_RS02805-MONOMER,undecaprenyl-diphosphate phosphatase,uppP(),BioCyc
FY484_RS12190-MONOMER,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,rlmD(),BioCyc
FY484_RS04830-MONOMER,serine hydroxymethyltransferase 1,glyA1(),BioCyc
FY484_RS14210-MONOMER,GGDEF domain-containing protein,VC_A0080(),BioCyc
FY484_RS06785-MONOMER,tripeptidase T,VC_1343(),BioCyc
FY484_RS00555-MONOMER,GNAT family N-acetyltransferase,VC_0106(),BioCyc
CPLX2G6Z-93,putative amino acid ABC transporter,artQ() AND VC_A0759() AND artP() AND artM(),BioCyc
FY484_RS16470-MONOMER,"type II toxin-antitoxin system, N-acetyltransferase-type toxin",VC_A0487(),BioCyc
CPLX2G6Z-74,ABC transporter,VC_A0781() AND VC_A0782(),BioCyc
FY484_RS08740-MONOMER,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase,VC_1743(),BioCyc
CPLX2G6Z-55,corrinoid ABC transporter,btuC() AND btuF() AND btuD(),BioCyc
FY484_RS18450-MONOMER,hypothetical protein,VC_A0902(),BioCyc
CPLX2G6Z-34,<i>cbb<sub>3</sub></i>-type cytochrome <i>c</i> oxidase,ccoP() AND ccoO() AND ccoN() AND ccoQ(),BioCyc
FY484_RS10135-MONOMER,ribonuclease E,rne(),BioCyc
CPLX2G6Z-222,FhuA-TonB1 ferrichrome transporter,tonB1() AND exbB1() AND exbD1() AND fhuA(),BioCyc
FY484_RS02710-MONOMER,VSP-II; DUF2787 domain-containing protein,VC_0509(),BioCyc
CPLX2G6Z-206,transcriptional regulator AphA,aphA(),BioCyc
FY484_RS12110-MONOMER,ADP-ribose diphosphatase,nudF(),BioCyc
CPLX2G6Z-189,flagellar basal-body MS-ring,fliF(),BioCyc
FY484_RS04750-MONOMER,exopolysaccharide biosynthesis protein VpsH,vpsH(),BioCyc
CPLX2G6Z-174,2-oxoglutarate dehydrogenase complex,lpdA() AND sucB() AND sucA(),BioCyc
FY484_RS14120-MONOMER,S9 family peptidase,ptrB(),BioCyc
CPLX2G6Z-159,RTX toxin type I secretion system,rtxE() AND rtxD() AND rtxB() AND tolC(),BioCyc
FY484_RS06705-MONOMER,galactose ABC transporter substrate-binding protein,mglB(),BioCyc
CPLX2G6Z-142,trehalose-specific PTS enzyme II,treB() AND crr(),BioCyc
FY484_RS00460-MONOMER,Sec-independent protein translocase subunit TatA,tatA(),BioCyc
CPLX2G6Z-126,tripartite efflux pump VexAB-TolC,tolC() AND vexB() AND vexA(),BioCyc
FY484_RS16375-MONOMER,"type II toxin-antitoxin system, HigA2 antitoxin",higA2(),BioCyc
CPLX2G6Z-107,putative thiosulfate ABC transporter,VC_0541() AND cysW() AND cysT() AND cysP(),BioCyc
FY484_RS08655-MONOMER,HTH-type transcriptional repressor PurR,purR(),BioCyc
CPLX2G6Z-9,DNA topoisomerase IV,parC() AND parE(),BioCyc
FY484_RS18360-MONOMER,L-threonine 3-dehydrogenase,tdh(),BioCyc
CPLX2G6Z-7,"putative DNA polymerase III, core enzyme",dnaQ() AND dnaE(),BioCyc
FY484_RS10045-MONOMER,glucose/mannose-specific PTS enzyme IICB component,ptsG(),BioCyc
CPLX2G6Z-51,phosphate ABC transporter 2,pstS2() AND pstC2() AND pstA2() AND pstB2(),BioCyc
FY484_RS02615-MONOMER,VSP-II; DNA-defence module protein C,ddmC(),BioCyc
CPLX2G6Z-31,glycine--tRNA ligase,glyS() AND glyQ(),BioCyc
FY484_RS12025-MONOMER,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,dsbC(),BioCyc
CPLX2G6Z-219,IrgA-TonB2 enterobactin transporter,ttpC() AND tonB2() AND exbB2() AND exbD2() AND irgA(),BioCyc
FY484_RS04650-MONOMER,ABC transporter permease,VC_0906(),BioCyc
CPLX2G6Z-201,toxin-coregulated pilus,tcpS() AND tcpT() AND tcpR() AND tcpJ() AND tcpQ() AND tcpE() AND tcpD() AND tcpC() AND tcpB() AND tcpA(),BioCyc
FY484_RS14035-MONOMER,glutamate:Na<sup>+</sup> symporter,gltS(),BioCyc
CPLX2G6Z-186,flagellar motor switch complex,fliN() AND fliM() AND fliG(),BioCyc
FY484_RS06615-MONOMER,transcriptional regulator TyrR,tyrR(),BioCyc
CPLX2G6Z-171,penicillin-binding protein 1A complex,mrcA() AND lpoA() AND csiV(),BioCyc
FY484_RS00375-MONOMER,"putative efflux transporter, major facilitator superfamily",VC_0069(),BioCyc
CPLX2G6Z-156,periplasmic nitrate reductase,napB() AND napA(),BioCyc
FY484_RS16240-MONOMER,hypothetical protein,FY484_RS16240(),BioCyc
CPLX2G6Z-138,glucose/mannose-specific PTS enzyme II,crr() AND ptsG(),BioCyc
FY484_RS08570-MONOMER,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,metE(),BioCyc
CPLX2G6Z-122,fructose-specific PTS enzyme II,fruA() AND fruB(),BioCyc
FY484_RS18275-MONOMER,penicillin-binding protein 7,pbpG(),BioCyc
CPLX2G6Z-1,acetolactate synthase II,ilvM() AND VC_0031(),BioCyc
FY484_RS09965-MONOMER,DUF2989 domain-containing protein,VC_1997(),BioCyc
CPLX2G6Z-87,integration host factor,ihfA() AND ihfB(),BioCyc
FY484_RS02530-MONOMER,methionine adenosyltransferase,metK(),BioCyc
CPLX2G6Z-66,tripartite ABC-type macrolide efflux pump,varD() AND varE() AND varF() AND varC() AND varA(),BioCyc
FY484_RS11935-MONOMER,UDP-N-acetylmuramate--L-alanine ligase,murC(),BioCyc
CPLX2G6Z-49,exodeoxyribonuclease VII,xseB() AND xseA(),BioCyc
FY484_RS04565-MONOMER,tRNA pseudouridine(65) synthase TruC,truC(),BioCyc
CPLX2G6Z-29,3-isopropylmalate dehydratase,leuC() AND leuD(),BioCyc
FY484_RS13950-MONOMER,putative transporter,VC_A0024(),BioCyc
CPLX2G6Z-216,HutR-TonB1 heme transporter,tonB1() AND exbB1() AND exbD1() AND hutR(),BioCyc
FY484_RS06530-MONOMER,3'-5' exonuclease,VC_1290(),BioCyc
CPLX2G6Z-199,&beta; carbonic anhydrase,vchCA&beta;(),BioCyc
FY484_RS00260-MONOMER,5-(carboxyamino)imidazole ribonucleotide synthase,VC_0051(2),BioCyc
CPLX2G6Z-183,flagellar filament,fliD() AND flaE() AND flaD() AND flaC() AND flaB() AND flaA(),BioCyc
FY484_RS16135-MONOMER,DUF2971 domain-containing protein,VC_A0433(),BioCyc
CPLX2G6Z-169,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex,tsaE() AND tsaD() AND tsaB(),BioCyc
FY484_RS08475-MONOMER,manganese-dependent inorganic pyrophosphatase,VC_1687(),BioCyc
CPLX2G6Z-151,Holliday junction branch migration,ruvB() AND ruvA(),BioCyc
FY484_RS18185-MONOMER,LytTR family response regulator,VC_A0850(),BioCyc
CPLX2G6Z-135,intermembrane phospholipid transport system,mlaE() AND mlaD() AND mlaF() AND VC_2516(),BioCyc
FY484_RS09875-MONOMER,deoxyguanosinetriphosphate triphosphohydrolase family protein,VC_1979(4),BioCyc
CPLX2G6Z-12,ADP-forming succinate--CoA ligase,sucD() AND sucC(),BioCyc
FY484_RS02450-MONOMER,XTP/dITP diphosphatase,VC_0456(2),BioCyc
CPLX-8127,,asd1(),BioCyc
FY484_RS11850-MONOMER,putative transporter,VC_2384(),BioCyc
CPLX2G6Z-83,electron transport complex,rsxA() AND rsxD() AND rsxC() AND VC_1012() AND rsxB() AND rsxG(),BioCyc
FY484_RS04485-MONOMER,phosphoribosylformylglycinamidine synthase,purL(),BioCyc
CPLX2G6Z-63,ABC transporter,VC_0589() AND VC_0590(),BioCyc
FY484_RS13855-MONOMER,hypothetical protein,VC_A0004(),BioCyc
CPLX2G6Z-43,restriction endonuclease,VC_1768() AND VC_1765(),BioCyc
FY484_RS06445-MONOMER,TRAP family transporter small membrane protein,VC_1274(),BioCyc
CPLX2G6Z-26,sulfurtransferase complex,tusD() AND tusC() AND tusB(),BioCyc
FY484_RS00175-MONOMER,thiol:disulfide interchange protein DsbA,dsbA(),BioCyc
CPLX2G6Z-213,energy transducing Ton complex 2,exbD2() AND exbB2() AND tonB2() AND ttpC(),BioCyc
FY484_RS16015-MONOMER,DUF3465 domain-containing protein,VC_A0414(),BioCyc
CPLX2G6Z-195,ATP synthase F<sub>o</sub> complex,atpE() AND atpF() AND atpB(),BioCyc
FY484_RS08395-MONOMER,cystathionine beta-lyase,metC(),BioCyc
CPLX2G6Z-180,Tol-Pal cell envelope complex,tolR() AND tolQ() AND tolB() AND tolA() AND pal(),BioCyc
FY484_RS18100-MONOMER,LysR family transcriptional regulator,VC_A0830(),BioCyc
CPLX2G6Z-166,type II secretion system secretin GspD,gspD(),BioCyc
FY484_RS02325-MONOMER,"putative transporter, threonine/serine exporter family",VC_0439(),BioCyc
CPLX2G6Z-149,GroEL-GroES chaperonin complex,groS-2() AND groL-2(),BioCyc
FY484_RS11770-MONOMER,putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,VC_2366(),BioCyc
CPLX2G6Z-132,cytochrome <i>bc</i><sub>1</sub> complex,petC() AND petB() AND petA(),BioCyc
FY484_RS04390-MONOMER,SsrA-binding protein SmpB,smpB(),BioCyc
CPLX2G6Z-117,thiamine ABC transporter,VC_2539() AND thiQ() AND thiP(),BioCyc
FY484_RS13770-MONOMER,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,glmU(),BioCyc
CPLX-7944,bifunctional isochorismate lyase/aryl carrier protein VibB,vibB(),BioCyc
FY484_RS06365-MONOMER,DNA topoisomerase (ATP-hydrolyzing) subunit A,gyrA(),BioCyc
CPLX4-495,cholera toxin B subunit pentamer,ctxB(),BioCyc
FY484_RS00085-MONOMER,Hsp20 family protein,VC_0018(),BioCyc
CPLX2G6Z-8,exodeoxyribonuclease,recD() AND recB() AND recC(),BioCyc
FY484_RS15895-MONOMER,PhzF family phenazine biosynthesis protein,VC_A0395(),BioCyc
CPLX2G6Z-60,DNA topoisomerase (ATP-hydrolyzing),gyrB() AND gyrA(),BioCyc
FY484_RS08315-MONOMER,"putative transporter, Mg<sup>2+</sup> transporter-E family",mgtE(),BioCyc
CPLX2G6Z-39,oligopeptide ABC transporter,oppC() AND oppB() AND VC_1091() AND VC_1094() AND oppF(),BioCyc
FY484_RS18020-MONOMER,trypsin-like peptidase domain-containing protein,VC_A0812(),BioCyc
CPLX2G6Z-230,nucleoside:Na<sup>+</sup> symporter,VC_2352(),BioCyc
FY484_RS02240-MONOMER,metalloprotease TldD,tldD(),BioCyc
CPLX2G6Z-210,Lon protease,lonA(),BioCyc
FY484_RS11690-MONOMER,deoxyribose-phosphate aldolase,deoC(),BioCyc
CPLX2G6Z-192,flagellum,flgH() AND flgG() AND flgF() AND flgC() AND flgB() AND fliN() AND fliM() AND fliG() AND motA() AND motB() AND fliF() AND flgI() AND flaA() AND flaB() AND flaC() AND flaD() AND flaE() AND fliD() AND flgE() AND fliE() AND flgL() AND flgK(),BioCyc
FY484_RS04300-MONOMER,toxin-coregulated pilus basal body protein TcpR,tcpR(),BioCyc
CPLX2G6Z-178,Sec translocon accessory complex,secF() AND secD() AND yajC(),BioCyc
FY484_RS06275-MONOMER,cobalamin-5&prime;-phosphate synthase,cobS(),BioCyc
