,name,genes,source
CLJU_RS11460-MONOMER,MarR family transcriptional regulator,CLJU_c23290(),BioCyc
CLJU_RS02830-MONOMER,hypothetical protein,CLJU_c05760(),BioCyc
CLJU_RS02595-MONOMER,flippase,CLJU_c05280(),BioCyc
CLJU_RS15870-MONOMER,DUF3892 domain-containing protein,CLJU_c32200(),BioCyc
CLJU_RS04730-MONOMER,flagellar protein FliT,CLJU_c09590(),BioCyc
CLJU_RS08890-MONOMER,ABC transporter ATP-binding protein,CLJU_c18090(),BioCyc
CLJU_RS04910-MONOMER,hypothetical protein,CLJU_c10010(),BioCyc
CLJU_RS16460-MONOMER,hypothetical protein,CLJU_c33390(),BioCyc
CLJU_RS02110-MONOMER,hypothetical protein,CLJU_c04320(),BioCyc
CLJU_RS17760-MONOMER,MFS transporter,CLJU_c36100(),BioCyc
CLJU_RS06105-MONOMER,DUF47 domain-containing protein,CLJU_c12440(),BioCyc
CLJU_RS19520-MONOMER,fructose-6-phosphate aldolase,CLJU_c39640(),BioCyc
CLJU_RS05735-MONOMER,imidazoleglycerol-phosphate dehydratase HisB,CLJU_c11690(2),BioCyc
CLJU_RS10600-MONOMER,electron transfer flavoprotein subunit beta/FixA family protein,CLJU_c21590(),BioCyc
CLJU_RS05135-MONOMER,putative manganese-dependent inorganic diphosphatase,CLJU_c10470(),BioCyc
CLJU_RS07040-MONOMER,VanZ family protein,CLJU_c14350(),BioCyc
CLJU_RS21745-MONOMER,cyclic lactone autoinducer peptide,CLJU_c28500(),BioCyc
CLJU_RS09035-MONOMER,hypothetical protein,CLJU_c18400(),BioCyc
CLJU_RS21265-MONOMER,hypothetical protein,CLJU_c10050(),BioCyc
CLJU_RS06935-MONOMER,tetracycline resistance MFS efflux pump,CLJU_c14140(),BioCyc
CLJU_RS19625-MONOMER,aldehyde dehydrogenase family protein,CLJU_c39840(),BioCyc
CLJU_RS00230-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c00470(),BioCyc
CLJU_RS05560-MONOMER,hypothetical protein,CLJU_c11340(),BioCyc
CLJU_RS20620-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c41850(),BioCyc
CLJU_RS14825-MONOMER,response regulator,CLJU_c30050(),BioCyc
CLJU_RS03030-MONOMER,ATP-dependent chaperone ClpB,CLJU_c06170(),BioCyc
CLJU_RS19105-MONOMER,stage V sporulation protein D,CLJU_c38810(),BioCyc
CLJU_RS20115-MONOMER,preprotein translocase subunit SecY,CLJU_c40840(),BioCyc
CLJU_RS09495-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c19380(),BioCyc
CLJU_RS03415-MONOMER,response regulator transcription factor,CLJU_c06950(),BioCyc
CLJU_RS01445-MONOMER,hypothetical protein,CLJU_c02950(),BioCyc
CLJU_RS18565-MONOMER,DUF134 domain-containing protein,CLJU_c37700(),BioCyc
CLJU_RS03560-MONOMER,rod shape-determining protein MreC,CLJU_c07230(),BioCyc
CLJU_RS15875-MONOMER,hypothetical protein,CLJU_c32210(),BioCyc
CLJU_RS20875-MONOMER,aspartate ammonia-lyase,CLJU_c42370(),BioCyc
CLJU_RS03330-MONOMER,XdhC family protein,CLJU_c06770(),BioCyc
CLJU_RS16465-MONOMER,spore coat associated protein CotJA,CLJU_c33400(),BioCyc
CLJU_RS12315-MONOMER,hypothetical protein,CLJU_c25000(),BioCyc
CLJU_RS02610-MONOMER,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,CLJU_c05310(1),BioCyc
CLJU_RS14830-MONOMER,HD-GYP domain-containing protein,CLJU_c30060(),BioCyc
CLJU_RS02310-MONOMER,hypothetical protein,CLJU_c04720(),BioCyc
CLJU_RS21875-MONOMER,YvrJ family protein,CLJU_c36070(),BioCyc
CLJU_RS10605-MONOMER,nickel-dependent lactate racemase,CLJU_c21600(),BioCyc
CLJU_RS05000-MONOMER,flagellar basal body rod protein FlgB,CLJU_c10190(),BioCyc
CLJU_RS14570-MONOMER,thioredoxin family protein,CLJU_c29550(),BioCyc
CLJU_RS18035-MONOMER,Rha family transcriptional regulator,CLJU_c36650(),BioCyc
CLJU_RS11995-MONOMER,bifunctional cystathionine gamma-lyase/homocysteine desulfhydrase,CLJU_c24380(4),BioCyc
CLJU_RS13435-MONOMER,hypothetical protein,CLJU_c27240(),BioCyc
CLJU_RS11755-MONOMER,xanthine dehydrogenase family protein,CLJU_c23900(),BioCyc
CLJU_RS08115-MONOMER,phage-like protein,CLJU_c16550(),BioCyc
CLJU_RS14390-MONOMER,prephenate dehydrogenase,CLJU_c29170(),BioCyc
CLJU_RS12120-MONOMER,GrpB family protein,CLJU_c24620(),BioCyc
CLJU_RS00235-MONOMER,IS200/IS605 family element transposase accessory protein TnpB,CLJU_c00480(),BioCyc
CLJU_RS08940-MONOMER,DUF3307 domain-containing protein,CLJU_c18200(),BioCyc
CLJU_RS05800-MONOMER,flavin reductase family protein,CLJU_c11820(),BioCyc
CLJU_RS14835-MONOMER,response regulator transcription factor,CLJU_c30080(),BioCyc
CLJU_RS06265-MONOMER,acetate kinase,CLJU_c12780(1),BioCyc
CLJU_RS18820-MONOMER,tyrosine--tRNA ligase,CLJU_c38210(2),BioCyc
CLJU_RS21705-MONOMER,aspartyl-phosphate phosphatase Spo0E family protein,CLJU_RS21705(),BioCyc
CLJU_RS17465-MONOMER,undecaprenyl diphosphate synthase family protein,CLJU_c35470(),BioCyc
CLJU_RS17025-MONOMER,"L,D-transpeptidase family protein",CLJU_c34530(),BioCyc
CLJU_RS20370-MONOMER,excinuclease Uvr,CLJU_c41350(),BioCyc
CLJU_RS22625-MONOMER,hypothetical protein,CLJU_RS22625(),BioCyc
CLJU_RS08900-MONOMER,sugar-binding transcriptional regulator,CLJU_c18110(),BioCyc
CLJU_RS11175-MONOMER,MFS transporter,CLJU_c22710(),BioCyc
CLJU_RS04440-MONOMER,DUF1002 domain-containing protein,CLJU_c09010(),BioCyc
CLJU_RS09500-MONOMER,hypothetical protein,CLJU_c19390(),BioCyc
CLJU_RS01450-MONOMER,YgiQ family radical SAM protein,CLJU_c02960(),BioCyc
CLJU_RS04740-MONOMER,flagellar filament capping protein FliD,CLJU_c09610(),BioCyc
CLJU_RS18570-MONOMER,transcriptional repressor,CLJU_c37710(),BioCyc
CLJU_RS15880-MONOMER,DUF975 family protein,CLJU_c32220(),BioCyc
CPLX271D-11,aminodeoxychorismate/anthranilate synthase,CLJU_c36010() AND CLJU_c36020(),BioCyc
CLJU_RS05530-MONOMER,CCA tRNA nucleotidyltransferase,CLJU_c11280(),BioCyc
CLJU_RS02685-MONOMER,asparagine synthase,CLJU_c05460(),BioCyc
CLJU_RS16470-MONOMER,spore coat protein CotJB,CLJU_c33410(),BioCyc
CLJU_RS08355-MONOMER,rod shape-determining protein RodA,CLJU_c17020(),BioCyc
CLJU_RS14840-MONOMER,sensor histidine kinase,CLJU_c30090(),BioCyc
CLJU_RS19380-MONOMER,MFS transporter,CLJU_c39360(),BioCyc
CLJU_RS05575-MONOMER,RnfABCDGE type electron transport complex subunit D,CLJU_c11370(),BioCyc
CLJU_RS10610-MONOMER,L-lactate permease,CLJU_c21610(1),BioCyc
CLJU_RS07595-MONOMER,FtsX-like permease family protein,CLJU_c15500(),BioCyc
CLJU_RS18960-MONOMER,B3/4 domain-containing protein,CLJU_c38500(),BioCyc
CLJU_RS07340-MONOMER,response regulator transcription factor,CLJU_c14970(),BioCyc
CLJU_RS18505-MONOMER,acetyl-CoA decarbonylase/synthase complex subunit delta,CLJU_c37580(),BioCyc
CLJU_RS07770-MONOMER,hypothetical protein,CLJU_c15850(),BioCyc
CLJU_RS00240-MONOMER,hypothetical protein,CLJU_c00500(),BioCyc
CLJU_RS18170-MONOMER,hypothetical protein,CLJU_c36900(),BioCyc
CLJU_RS19630-MONOMER,BMC domain-containing protein,CLJU_c39850(),BioCyc
CLJU_RS06690-MONOMER,ATP-binding protein,CLJU_c13630(),BioCyc
CLJU_RS07850-MONOMER,amino acid permease,CLJU_c16020(),BioCyc
CLJU_RS14845-MONOMER,hypothetical protein,CLJU_c30100(),BioCyc
CLJU_RS08560-MONOMER,isoprenylcysteine carboxylmethyltransferase family protein,CLJU_c17430(),BioCyc
CLJU_RS08575-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c17460(),BioCyc
CLJU_RS19110-MONOMER,alpha/beta hydrolase,CLJU_c38820(),BioCyc
CLJU_RS22445-MONOMER,diguanylate cyclase,CLJU_c35810(),BioCyc
CLJU_RS20660-MONOMER,LexA family transcriptional regulator,CLJU_c41930(),BioCyc
CLJU_RS12700-MONOMER,ABC transporter permease,CLJU_c25780(),BioCyc
CLJU_RS06720-MONOMER,AzlD domain-containing protein,CLJU_c13700(),BioCyc
CLJU_RS20190-MONOMER,50S ribosomal protein L22,CLJU_c40990(1),BioCyc
CLJU_RS09505-MONOMER,MarR family transcriptional regulator,CLJU_c19400(),BioCyc
CLJU_RS01455-MONOMER,magnesium transporter,CLJU_c02970(),BioCyc
CLJU_RS18575-MONOMER,dinitrogenase iron-molybdenum cofactor biosynthesis protein,CLJU_c37720(),BioCyc
CLJU_RS15885-MONOMER,multidrug efflux MFS transporter,CLJU_c32230(),BioCyc
CLJU_RS05760-MONOMER,phosphoribosyl-AMP cyclohydrolase,CLJU_c11740(1),BioCyc
CLJU_RS06315-MONOMER,signal recognition particle protein,CLJU_c12880(),BioCyc
CLJU_RS16475-MONOMER,manganese catalase family protein,CLJU_c33420(),BioCyc
CLJU_RS07425-MONOMER,AAA domain-containing protein,CLJU_c15150(),BioCyc
CLJU_RS14850-MONOMER,hypothetical protein,CLJU_c30110(),BioCyc
CLJU_RS02020-MONOMER,sodium:calcium antiporter,CLJU_c04130(),BioCyc
CLJU_RS19870-MONOMER,Na+/H+ antiporter,CLJU_c40350(),BioCyc
CLJU_RS02315-MONOMER,MFS transporter,CLJU_c04730(),BioCyc
CLJU_RS06415-MONOMER,phosphatidate cytidylyltransferase,CLJU_c13070(1),BioCyc
CLJU_RS17750-MONOMER,DUF3786 domain-containing protein,CLJU_c36080(),BioCyc
CLJU_RS06190-MONOMER,Stp1/IreP family PP2C-type Ser/Thr phosphatase,CLJU_c12610(),BioCyc
CLJU_RS10615-MONOMER,FadR family transcriptional regulator,CLJU_c21620(),BioCyc
CLJU_RS18040-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c36660(),BioCyc
CLJU_RS00245-MONOMER,hypothetical protein,CLJU_c00510(),BioCyc
CLJU_RS03145-MONOMER,GNAT family N-acetyltransferase,CLJU_c06400(),BioCyc
CLJU_RS14855-MONOMER,D-2-hydroxyacid dehydrogenase,CLJU_c30120(),BioCyc
CLJU_RS21710-MONOMER,cyclic lactone autoinducer peptide,CLJU_RS21710(),BioCyc
CLJU_RS12200-MONOMER,methyl-accepting chemotaxis protein,CLJU_c24770(),BioCyc
CLJU_RS17470-MONOMER,cation transporter,CLJU_c35480(2),BioCyc
CLJU_RS17030-MONOMER,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,CLJU_c34540(),BioCyc
CLJU_RS21110-MONOMER,hypothetical protein,CLJU_c42850(),BioCyc
CLJU_RS13205-MONOMER,DegT/DnrJ/EryC1/StrS family aminotransferase,CLJU_c26790(),BioCyc
CLJU_RS14195-MONOMER,LysR family transcriptional regulator,CLJU_c28770(),BioCyc
CLJU_RS04745-MONOMER,hypothetical protein,CLJU_c09620(),BioCyc
CLJU_RS21340-MONOMER,hypothetical protein,CLJU_c22720(),BioCyc
CLJU_RS09510-MONOMER,transcriptional repressor,CLJU_c19410(),BioCyc
CLJU_RS04445-MONOMER,divalent cation tolerance protein CutA,CLJU_c09020(),BioCyc
CLJU_RS02600-MONOMER,glycosyltransferase,CLJU_c05290(),BioCyc
CLJU_RS01460-MONOMER,spore cortex-lytic enzyme,CLJU_c02980(),BioCyc
CLJU_RS11470-MONOMER,VWA domain-containing protein,CLJU_c23310(),BioCyc
CLJU_RS02835-MONOMER,hypothetical protein,CLJU_c05770(),BioCyc
CLJU_RS03270-MONOMER,dihydropteroate synthase,CLJU_c06650(1),BioCyc
CLJU_RS15890-MONOMER,phosphatase PAP2 family protein,CLJU_c32240(),BioCyc
CLJU_RS08265-MONOMER,phage portal protein,CLJU_c16840(),BioCyc
CLJU_RS06615-MONOMER,BlaI/MecI/CopY family transcriptional regulator,CLJU_c13470(),BioCyc
CLJU_RS16480-MONOMER,D-2-hydroxyacid dehydrogenase,CLJU_c33430(),BioCyc
CLJU_RS20000-MONOMER,methylaspartate ammonia-lyase,CLJU_c40610(),BioCyc
CLJU_RS14860-MONOMER,HAMP domain-containing histidine kinase,CLJU_c30130(),BioCyc
CLJU_RS07820-MONOMER,DedA family protein,CLJU_c15950(),BioCyc
CLJU_RS19525-MONOMER,hypothetical protein,CLJU_c39650(),BioCyc
CLJU_RS05835-MONOMER,aquaporin,CLJU_c11890(4),BioCyc
CLJU_RS14480-MONOMER,glycoside hydrolase family 28 protein,CLJU_c29360(),BioCyc
CLJU_RS13315-MONOMER,tyrosine-type recombinase/integrase,CLJU_c27020(),BioCyc
CLJU_RS00250-MONOMER,hypothetical protein,CLJU_c00520(),BioCyc
CLJU_RS19635-MONOMER,BMC domain-containing protein,CLJU_c39860(),BioCyc
CLJU_RS06565-MONOMER,adenylosuccinate lyase,CLJU_c13370(),BioCyc
CLJU_RS07690-MONOMER,serpin family protein,CLJU_c15690(),BioCyc
CLJU_RS14865-MONOMER,response regulator transcription factor,CLJU_c30140(),BioCyc
CLJU_RS12530-MONOMER,LysR family transcriptional regulator,CLJU_c25430(),BioCyc
CLJU_RS21505-MONOMER,GGDEF domain-containing protein,CLJU_c38830(),BioCyc
CLJU_RS12650-MONOMER,erythromycin esterase family protein,CLJU_c25680(),BioCyc
CLJU_RS08915-MONOMER,pyrimidine nucleoside transporter NupC,CLJU_c18140(1),BioCyc
CLJU_RS08155-MONOMER,hypothetical protein,CLJU_c16630(),BioCyc
CLJU_RS20720-MONOMER,LysR family transcriptional regulator,CLJU_c42070(),BioCyc
CLJU_RS09515-MONOMER,PhzF family phenazine biosynthesis protein,CLJU_c19420(),BioCyc
CLJU_RS01465-MONOMER,hypothetical protein,CLJU_c02990(),BioCyc
CLJU_RS18580-MONOMER,AAA family ATPase,CLJU_c37730(),BioCyc
CLJU_RS15895-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c32250(),BioCyc
CLJU_RS20880-MONOMER,[FeFe] hydrogenase H-cluster maturation GTPase HydF,CLJU_c42380(),BioCyc
CLJU_RS20265-MONOMER,50S ribosomal protein L10,CLJU_c41140(1),BioCyc
CLJU_RS16485-MONOMER,hypothetical protein,CLJU_c33440(),BioCyc
CLJU_RS11465-MONOMER,LuxR family transcriptional regulator,CLJU_c23300(),BioCyc
CLJU_RS12320-MONOMER,amino acid ABC transporter substrate-binding protein,CLJU_c25010(),BioCyc
CLJU_RS02025-MONOMER,Lrp/AsnC family transcriptional regulator,CLJU_c04150(),BioCyc
CLJU_RS14870-MONOMER,ABC transporter permease,CLJU_c30150(),BioCyc
CLJU_RS14255-MONOMER,prepilin peptidase,CLJU_c28890(),BioCyc
CLJU_RS02320-MONOMER,protein kinase,CLJU_c04740(),BioCyc
CLJU_RS06420-MONOMER,1-deoxy-D-xylulose-5-phosphate reductoisomerase,CLJU_c13080(2),BioCyc
CLJU_RS13940-MONOMER,dihydrodipicolinate synthase family protein,CLJU_c28230(),BioCyc
CLJU_RS06950-MONOMER,response regulator transcription factor,CLJU_c14170(),BioCyc
CLJU_RS17755-MONOMER,hemerythrin family protein,CLJU_c36090(),BioCyc
CLJU_RS10625-MONOMER,HAD-IB family hydrolase,CLJU_c21640(),BioCyc
CLJU_RS12000-MONOMER,class I SAM-dependent methyltransferase,CLJU_c24390(),BioCyc
CLJU_RS13440-MONOMER,hypothetical protein,CLJU_c27250(),BioCyc
CLJU_RS11760-MONOMER,selenium-dependent xanthine dehydrogenase,CLJU_c23910(),BioCyc
CLJU_RS05330-MONOMER,GHKL domain-containing protein,CLJU_c10870(),BioCyc
CLJU_RS00255-MONOMER,hypothetical protein,CLJU_c00530(),BioCyc
CLJU_RS17195-MONOMER,CDP-alcohol phosphatidyltransferase family protein,CLJU_c34880(),BioCyc
CLJU_RS06000-MONOMER,O-methyltransferase,CLJU_c12230(),BioCyc
CLJU_RS14875-MONOMER,ABC transporter ATP-binding protein,CLJU_c30160(),BioCyc
CLJU_RS08395-MONOMER,molybdopterin molybdotransferase MoeA,CLJU_c17110(),BioCyc
CLJU_RS13590-MONOMER,GHKL domain-containing protein,CLJU_c27520(),BioCyc
CLJU_RS08665-MONOMER,NUDIX domain-containing protein,CLJU_c17640(),BioCyc
CLJU_RS17475-MONOMER,DUF1858 domain-containing protein,CLJU_c35490(),BioCyc
CLJU_RS17035-MONOMER,4-hydroxy-tetrahydrodipicolinate reductase,CLJU_c34550(4),BioCyc
CLJU_RS20375-MONOMER,CtsR family transcriptional regulator,CLJU_c41360(),BioCyc
CLJU_RS08920-MONOMER,phosphopentomutase,CLJU_c18150(1),BioCyc
CLJU_RS08550-MONOMER,YdcF family protein,CLJU_c17410(),BioCyc
CLJU_RS21345-MONOMER,hypothetical protein,CLJU_c22730(),BioCyc
CLJU_RS09520-MONOMER,EamA family transporter,CLJU_c19430(),BioCyc
CLJU_RS21220-MONOMER,methyl-accepting chemotaxis protein,CLJU_c09030(),BioCyc
CLJU_RS01470-MONOMER,holo-ACP synthase,CLJU_c03000(2),BioCyc
CLJU_RS06435-MONOMER,ribosome maturation factor RimP,CLJU_c13110(),BioCyc
CLJU_RS11475-MONOMER,hypothetical protein,CLJU_c23320(),BioCyc
CLJU_RS04750-MONOMER,flagellin protein,CLJU_c09630(),BioCyc
CLJU_RS18585-MONOMER,P-loop NTPase,CLJU_c37740(),BioCyc
CLJU_RS15900-MONOMER,pyridoxamine 5'-phosphate oxidase family protein,CLJU_c32260(),BioCyc
CLJU_RS08360-MONOMER,HAD-IA family hydrolase,CLJU_c17030(),BioCyc
CLJU_RS07910-MONOMER,glycosyltransferase family 39 protein,CLJU_c16140(),BioCyc
CLJU_RS20580-MONOMER,ribose-phosphate diphosphokinase,CLJU_c41770(1),BioCyc
CLJU_RS16495-MONOMER,amidohydrolase,CLJU_c33470(),BioCyc
CLJU_RS13010-MONOMER,phosphoribosyltransferase,CLJU_c26400(),BioCyc
CLJU_RS07900-MONOMER,tryptophan synthase subunit beta,CLJU_c16120(),BioCyc
CLJU_RS07475-MONOMER,hypothetical protein,CLJU_c15250(),BioCyc
CLJU_RS14880-MONOMER,ATP-dependent helicase,CLJU_c30170(),BioCyc
CLJU_RS19385-MONOMER,LysR family transcriptional regulator,CLJU_c39370(),BioCyc
CLJU_RS05205-MONOMER,stage V sporulation protein E,CLJU_c10600(),BioCyc
CLJU_RS03600-MONOMER,hypothetical protein,CLJU_c07310(),BioCyc
CLJU_RS13070-MONOMER,ABC transporter permease subunit,CLJU_c26520(),BioCyc
CLJU_RS07490-MONOMER,Zn-dependent hydrolase,CLJU_c15280(2),BioCyc
CLJU_RS10630-MONOMER,ferrous iron transport protein A,CLJU_c21650(),BioCyc
CLJU_RS21245-MONOMER,hypothetical protein,CLJU_c09850(),BioCyc
CLJU_RS03670-MONOMER,DNA-binding protein,CLJU_c07450(),BioCyc
CLJU_RS03630-MONOMER,ribosomal-processing cysteine protease Prp,CLJU_c07370(),BioCyc
CLJU_RS07600-MONOMER,MerR family transcriptional regulator,CLJU_c15510(),BioCyc
CLJU_RS18965-MONOMER,radical SAM protein,CLJU_c38510(),BioCyc
CLJU_RS07345-MONOMER,HAMP domain-containing histidine kinase,CLJU_c14980(),BioCyc
CLJU_RS07775-MONOMER,MFS transporter,CLJU_c15860(),BioCyc
CLJU_RS00260-MONOMER,virulence RhuM family protein,CLJU_c00540(),BioCyc
CLJU_RS02965-MONOMER,methyl-accepting chemotaxis protein,CLJU_c06030(),BioCyc
CLJU_RS19640-MONOMER,hypothetical protein,CLJU_c39870(),BioCyc
CLJU_RS08960-MONOMER,xylose isomerase,CLJU_c18240(4),BioCyc
CLJU_RS14885-MONOMER,AAA family ATPase,CLJU_c30180(),BioCyc
CLJU_RS20045-MONOMER,30S ribosomal protein S9,CLJU_c40700(1),BioCyc
CLJU_RS19125-MONOMER,spore germination protein,CLJU_c38850(),BioCyc
CLJU_RS05190-MONOMER,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",CLJU_c10570(1),BioCyc
CLJU_RS12705-MONOMER,6-phosphofructokinase,CLJU_c25790(),BioCyc
CLJU_RS09525-MONOMER,DUF1848 domain-containing protein,CLJU_c19440(),BioCyc
CLJU_RS03385-MONOMER,"calcium-translocating P-type ATPase, PMCA-type",CLJU_c06890(1),BioCyc
CLJU_RS04175-MONOMER,spore germination protein,CLJU_c08490(),BioCyc
CLJU_RS06785-MONOMER,response regulator transcription factor,CLJU_c13820(),BioCyc
CLJU_RS01475-MONOMER,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,CLJU_c03010(),BioCyc
CLJU_RS08735-MONOMER,HAD family hydrolase,CLJU_c17780(),BioCyc
CLJU_RS12510-MONOMER,ABC transporter permease,CLJU_c25390(),BioCyc
CLJU_RS15910-MONOMER,hypothetical protein,CLJU_c32280(),BioCyc
CLJU_RS05615-MONOMER,DUF4883 family protein,CLJU_c11450(),BioCyc
CLJU_RS16500-MONOMER,FAD-dependent oxidoreductase,CLJU_c33480(),BioCyc
CLJU_RS05105-MONOMER,flagellar protein,CLJU_c10400(),BioCyc
CLJU_RS14890-MONOMER,hypothetical protein,CLJU_c30190(),BioCyc
CLJU_RS02030-MONOMER,NAD-dependent malic enzyme 4,CLJU_c04160(),BioCyc
CLJU_RS19875-MONOMER,pyridoxal-phosphate dependent enzyme,CLJU_c40360(),BioCyc
CLJU_RS02325-MONOMER,amino acid permease,CLJU_c04750(),BioCyc
CLJU_RS11850-MONOMER,hypothetical protein,CLJU_c24090(),BioCyc
CLJU_RS08930-MONOMER,hypothetical protein,CLJU_c18180(),BioCyc
CLJU_RS10635-MONOMER,ferrous iron transport protein B,CLJU_c21660(),BioCyc
CLJU_RS04160-MONOMER,N-6 DNA methylase,CLJU_c08460(),BioCyc
CLJU_RS14355-MONOMER,hypothetical protein,CLJU_c29100(),BioCyc
CLJU_RS04005-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c08130(),BioCyc
CLJU_RS21900-MONOMER,site-specific integrase,CLJU_c36680(),BioCyc
CLJU_RS09605-MONOMER,PLP-dependent aminotransferase family protein,CLJU_c19600(),BioCyc
CLJU_RS18700-MONOMER,DUF1847 domain-containing protein,CLJU_c37970(),BioCyc
CLJU_RS05460-MONOMER,exodeoxyribonuclease VII small subunit,CLJU_c11140(),BioCyc
CLJU_RS17200-MONOMER,flavodoxin,CLJU_c34890(),BioCyc
CLJU_RS00265-MONOMER,hypothetical protein,CLJU_c00550(),BioCyc
CLJU_RS14895-MONOMER,alpha/beta hydrolase,CLJU_c30200(),BioCyc
CLJU_RS21370-MONOMER,hypothetical protein,CLJU_c26030(),BioCyc
CLJU_RS05815-MONOMER,response regulator,CLJU_c11850(),BioCyc
CLJU_RS12915-MONOMER,Lrp/AsnC family transcriptional regulator,CLJU_c26210(),BioCyc
CLJU_RS13595-MONOMER,accessory gene regulator B family protein,CLJU_c27530(),BioCyc
CLJU_RS17480-MONOMER,DUF1858 domain-containing protein,CLJU_c35500(),BioCyc
CLJU_RS21115-MONOMER,DUF4446 family protein,CLJU_c42860(),BioCyc
CLJU_RS17040-MONOMER,4-hydroxy-tetrahydrodipicolinate synthase,CLJU_c34560(4),BioCyc
CLJU_RS05045-MONOMER,flagellar basal body rod modification protein FlgD,CLJU_c10280(),BioCyc
CLJU_RS00350-MONOMER,AarF/ABC1/UbiB kinase family protein,CLJU_c00730(1),BioCyc
CPLX271D-29,predicted ABC transporter of an amino acid,CLJU_c28940() AND CLJU_c28950(),BioCyc
CLJU_RS04755-MONOMER,glycosyltransferase,CLJU_c09640(),BioCyc
CLJU_RS09530-MONOMER,response regulator transcription factor,CLJU_c19450(),BioCyc
CLJU_RS11185-MONOMER,MFS transporter,CLJU_c22740(),BioCyc
CLJU_RS06845-MONOMER,"oligopeptide transporter, OPT family",CLJU_c13940(),BioCyc
CLJU_RS04455-MONOMER,4Fe-4S binding protein,CLJU_c09040(),BioCyc
CLJU_RS09610-MONOMER,site-2 protease family protein,CLJU_c19610(),BioCyc
CLJU_RS01480-MONOMER,hypothetical protein,CLJU_c03020(),BioCyc
CLJU_RS11480-MONOMER,fluoride efflux transporter CrcB,CLJU_c23330(),BioCyc
CLJU_RS02840-MONOMER,hypothetical protein,CLJU_c05780(),BioCyc
CLJU_RS18595-MONOMER,helix-turn-helix transcriptional regulator,CLJU_c37760(),BioCyc
CLJU_RS02810-MONOMER,hypothetical protein,CLJU_c05720(),BioCyc
CPLX271D-20,3-isopropylmalate dehydratase,CLJU_c09070(1) AND CLJU_c09060(1),BioCyc
CLJU_RS06620-MONOMER,peptidase M56,CLJU_c13480(),BioCyc
CLJU_RS16505-MONOMER,methyl-accepting chemotaxis protein,CLJU_c33490(),BioCyc
