,name,genes,source
YPO0055-MONOMER,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,YPO0055(1),GenBank
YPO0056-MONOMER,lipopolysaccharide heptosyltransferase RfaC,YPO0056(1),GenBank
YPO0057-MONOMER,ADP-heptose--LPS heptosyltransferase RfaF,YPO0057(1),GenBank
YPO0058-MONOMER,ADP-glyceromanno-heptose 6-epimerase,YPO0058(5),GenBank
YPO0059-MONOMER,glycine C-acetyltransferase,YPO0059(2),GenBank
YPO0060-MONOMER,L-threonine 3-dehydrogenase,YPO0060(4),GenBank
YPO0061-MONOMER,divergent polysaccharide deacetylase family protein,YPO0061(),GenBank
YPO0063-MONOMER,murein hydrolase activator EnvC,YPO0063(),GenBank
YPO0064-MONOMER,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",YPO0064(1),GenBank
YPO0065-MONOMER,rhodanese-like domain-containing protein,YPO0065(),GenBank
YPO0066-MONOMER,glutaredoxin 3,YPO0066(1),GenBank
YPO0067-MONOMER,protein-export chaperone SecB,YPO0067(4),GenBank
YPO0068-MONOMER,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,YPO0068(2),GenBank
YPO0070-MONOMER,serine O-acetyltransferase,YPO0070(6),GenBank
YPO0071-MONOMER,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL,YPO0071(),GenBank
YPO0072-MONOMER,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada,YPO0072(),GenBank
YPO0073-MONOMER,envelope stress sensor histidine kinase CpxA,YPO0073(),GenBank
YPO0074-MONOMER,envelope stress response regulator transcription factor CpxR,YPO0074(),GenBank
YPO0075-MONOMER,cell-envelope stress modulator CpxP,YPO0075(),GenBank
YPO_RS01410-MONOMER,tyrosine-type recombinase/integrase,YPO_RS01410(),GenBank
YPO0076-MONOMER,Rpn family recombination-promoting nuclease/putative transposase,YPO0076(),GenBank
YPO_RS21945-MONOMER,IS5/IS1182 family transposase,YPO_RS21945(),GenBank
YPO0077-MONOMER,CDF family cation-efflux transporter FieF,YPO0077(2),GenBank
YPO0078-MONOMER,6-phosphofructokinase,YPO0078(4),GenBank
YPO0079-MONOMER,sulfate ABC transporter substrate-binding protein,YPO0079(),GenBank
YPO0080-MONOMER,molybdate ABC transporter substrate-binding protein,YPO0080(),GenBank
YPO0081-MONOMER,anion permease,YPO0081(),GenBank
YPO0082-MONOMER,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase,YPO0082(),GenBank
YPO0083-MONOMER,PIG-L family deacetylase,YPO0083(),GenBank
YPO0084-MONOMER,LysR family transcriptional regulator,YPO0084(),GenBank
YPO0085-MONOMER,triose-phosphate isomerase,YPO0085(2),GenBank
YPO0086-MONOMER,DUF1454 family protein,YPO0086(),GenBank
YPO0087-MONOMER,DUF805 domain-containing protein,YPO0087(),GenBank
YPO0088-MONOMER,ferredoxin--NADP(+) reductase,YPO0088(1),GenBank
YPO0089-MONOMER,class II fructose-bisphosphatase,YPO0089(),GenBank
YPO0090-MONOMER,glycerol kinase GlpK,YPO0090(),GenBank
YPO0091-MONOMER,aquaporin family protein,YPO0091(4),GenBank
YPO0093-MONOMER,septal ring assembly protein ZapB,YPO0093(),GenBank
YPO0094-MONOMER,IS200/IS605-like element IS1541A family transposase,YPO0094(),GenBank
YPO_RS01510-MONOMER,peptidase domain-containing ABC transporter,YPO_RS01510(),GenBank
YPO0096-MONOMER,IS21-like element IS100kyp family helper ATPase IstB,YPO0096(),GenBank
YPO0097-MONOMER,IS21-like element IS100 family transposase,YPO0097(),GenBank
YPO_RS01525-MONOMER,cysteine peptidase family C39 domain-containing protein,YPO_RS01525(),GenBank
YPO0099-MONOMER,HlyD family secretion protein,YPO0099(),GenBank
YPO0100-MONOMER,hypothetical protein,YPO0100(),GenBank
YPO0102-MONOMER,DUF4232 domain-containing protein,YPO0102(),GenBank
YPO0103-MONOMER,ribonuclease E activity regulator RraA,YPO0103(),GenBank
YPO0104-MONOMER,"1,4-dihydroxy-2-naphthoate polyprenyltransferase",YPO0104(1),GenBank
YPO0105-MONOMER,HslU--HslV peptidase ATPase subunit,YPO0105(),GenBank
YPO0106-MONOMER,ATP-dependent protease subunit HslV,YPO0106(),GenBank
YPO0107-MONOMER,cell division protein FtsN,YPO0107(),GenBank
YPO0108-MONOMER,DNA-binding transcriptional regulator CytR,YPO0108(),GenBank
YPO_RS21950-MONOMER,hypothetical protein,YPO_RS21950(),GenBank
YPO0110-MONOMER,primosomal protein N',YPO0110(),GenBank
YPO0111-MONOMER,50S ribosomal protein L31,YPO0111(1),GenBank
YPO0112-MONOMER,inner membrane protein YiaA,YPO0112(),GenBank
YPO0114-MONOMER,met regulon transcriptional regulator MetJ,YPO0114(),GenBank
YPO0115-MONOMER,cystathionine gamma-synthase,YPO0115(),GenBank
YPO0116-MONOMER,bifunctional aspartate kinase/homoserine dehydrogenase II,YPO0116(2),GenBank
YPO0117-MONOMER,methylenetetrahydrofolate reductase,YPO0117(4),GenBank
YPO_RS01610-MONOMER,IS3-like element IS1661 family transposase,YPO_RS01610(),GenBank
YPO0120-MONOMER,DeoR/GlpR family transcriptional regulator,YPO0120(),GenBank
YPO0121-MONOMER,rhomboid family intramembrane serine protease GlpG,YPO0121(),GenBank
YPO0122-MONOMER,thiosulfate sulfurtransferase GlpE,YPO0122(2),GenBank
YPO0123-MONOMER,HTH-type transcriptional regulator MalT,YPO0123(),GenBank
YPO0124-MONOMER,maltodextrin phosphorylase,YPO0124(),GenBank
YPO0126-MONOMER,4-alpha-glucanotransferase,YPO0126(1),GenBank
YPO0127-MONOMER,Fe-S biogenesis protein NfuA,YPO0127(),GenBank
YPO0128-MONOMER,DNA utilization protein GntX,YPO0128(),GenBank
YPO0129-MONOMER,pimeloyl-ACP methyl ester esterase BioH,YPO0129(1),GenBank
YPO0130-MONOMER,DUF1471 domain-containing protein,YPO0130(),GenBank
YPO0131-MONOMER,FeoC-like transcriptional regulator,YPO0131(),GenBank
YPO0132-MONOMER,Fe(2+) transporter permease subunit FeoB,YPO0132(1),GenBank
YPO0133-MONOMER,ferrous iron transporter A,YPO0133(),GenBank
YPO0134-MONOMER,Tex-like N-terminal domain-containing protein,YPO0134(),GenBank
YPO0135-MONOMER,transcription elongation factor GreB,YPO0135(1),GenBank
YPO0136-MONOMER,two-component system response regulator OmpR,YPO0136(),GenBank
YPO0137-MONOMER,two-component system sensor histidine kinase EnvZ,YPO0137(),GenBank
YPO0138-MONOMER,phosphoenolpyruvate carboxykinase (ATP),YPO0138(1),GenBank
YPO0139-MONOMER,Hsp33 family molecular chaperone HslO,YPO0139(),GenBank
YPO0140-MONOMER,ribosome-associated heat shock protein Hsp15,YPO0140(),GenBank
YPO0141-MONOMER,GMP/IMP nucleotidase,YPO0141(),GenBank
YPO0142-MONOMER,intracellular growth attenuator family protein,YPO0142(),GenBank
YPO0144-MONOMER,ADP compounds hydrolase NudE,YPO0144(2),GenBank
YPO0145-MONOMER,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,YPO0145(2),GenBank
YPO0146-MONOMER,pilus assembly protein PilM,YPO0146(),GenBank
YPO0147-MONOMER,PilN domain-containing protein,YPO0147(),GenBank
YPO0148-MONOMER,hypothetical protein,YPO0148(),GenBank
YPO0149-MONOMER,DNA utilization family protein,YPO0149(),GenBank
YPO_RS21955-MONOMER,hypothetical protein,YPO_RS21955(),GenBank
YPO0150-MONOMER,DNA uptake porin HofQ,YPO0150(),GenBank
YPO0151-MONOMER,shikimate kinase AroK,YPO0151(1),GenBank
YPO0152-MONOMER,3-dehydroquinate synthase,YPO0152(1),GenBank
YPO0153-MONOMER,SPOR domain-containing protein,YPO0153(),GenBank
YPO0154-MONOMER,adenine-specific DNA-methyltransferase,YPO0154(),GenBank
YPO0155-MONOMER,ribulose-phosphate 3-epimerase,YPO0155(1),GenBank
YPO0156-MONOMER,phosphoglycolate phosphatase,YPO0156(1),GenBank
YPO0157-MONOMER,tryptophan--tRNA ligase,YPO0157(2),GenBank
YPO0158-MONOMER,siroheme synthase CysG,YPO0158(2),GenBank
YPO0159-MONOMER,nitrite transporter NirC,YPO0159(1),GenBank
YPO0160-MONOMER,nitrite reductase small subunit NirD,YPO0160(),GenBank
YPO0161-MONOMER,nitrite reductase large subunit NirB,YPO0161(),GenBank
YPO0162-MONOMER,cytosine deaminase,YPO0162(1),GenBank
YPO0163-MONOMER,MFS transporter TsgA,YPO0163(),GenBank
YPO0164-MONOMER,TonB-dependent copper receptor,YPO0164(),GenBank
YPO0165-MONOMER,LacI family DNA-binding transcriptional regulator,YPO0165(),GenBank
YPO0166-MONOMER,6-phospho-beta-glucosidase,YPO0166(1),GenBank
YPO0167-MONOMER,peptidylprolyl isomerase A,YPO0167(),GenBank
YPO0168-MONOMER,DUF853 family protein,YPO0168(),GenBank
YPO0169-MONOMER,aminodeoxychorismate synthase component II,YPO0169(),GenBank
YPO_RS01860-MONOMER,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,YPO_RS01860(),GenBank
YPO0171-MONOMER,IS21-like element IS100 family transposase,YPO0171(),GenBank
YPO0172-MONOMER,IS21-like element IS100kyp family helper ATPase IstB,YPO0172(),GenBank
YPO_RS01875-MONOMER,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,YPO_RS01875(),GenBank
YPO0174-MONOMER,YccS/YhfK family putative transporter,YPO0174(),GenBank
YPO0175-MONOMER,cAMP-activated global transcriptional regulator CRP,YPO0175(),GenBank
YPO0176-MONOMER,OsmC family protein,YPO0176(),GenBank
YPO0177-MONOMER,DUF1240 domain-containing protein,YPO0177(),GenBank
YPO0178-MONOMER,phosphoribulokinase,YPO0178(),GenBank
YPO0179-MONOMER,YheU family protein,YPO0179(),GenBank
YPO0180-MONOMER,hydrolase,YPO0180(),GenBank
YPO0181-MONOMER,LysE family translocator,YPO0181(1),GenBank
YPO0182-MONOMER,taurine ABC transporter substrate-binding protein,YPO0182(),GenBank
YPO0183-MONOMER,taurine ABC transporter ATP-binding subunit,YPO0183(),GenBank
YPO0184-MONOMER,taurine ABC transporter permease TauC,YPO0184(),GenBank
YPO0185-MONOMER,taurine dioxygenase,YPO0185(2),GenBank
YPO0186-MONOMER,glycosyltransferase family 9 protein,YPO0186(),GenBank
YPO0187-MONOMER,glycosyltransferase,YPO0187(),GenBank
YPO0188-MONOMER,ABC transporter ATP-binding protein,YPO0188(),GenBank
YPO0190-MONOMER,glutathione-regulated potassium-efflux system ancillary protein KefG,YPO0190(),GenBank
YPO0191-MONOMER,glutathione-regulated potassium-efflux system protein KefB,YPO0191(1),GenBank
YPO0192-MONOMER,YheV family putative zinc ribbon protein,YPO0192(),GenBank
YPO0193-MONOMER,peptidylprolyl isomerase,YPO0193(),GenBank
YPO0194-MONOMER,SlyX family protein,YPO0194(),GenBank
YPO0195-MONOMER,FKBP-type peptidyl-prolyl cis-trans isomerase,YPO0195(),GenBank
YPO0196-MONOMER,transcriptional regulator,YPO0196(),GenBank
YPO0197-MONOMER,sulfurtransferase complex subunit TusD,YPO0197(1),GenBank
YPO0198-MONOMER,sulfurtransferase complex subunit TusC,YPO0198(1),GenBank
YPO0199-MONOMER,sulfurtransferase complex subunit TusB,YPO0199(1),GenBank
YPO0200-MONOMER,30S ribosomal protein S12,YPO0200(1),GenBank
YPO0201-MONOMER,30S ribosomal protein S7,YPO0201(1),GenBank
YPO0202-MONOMER,elongation factor G,YPO0202(1),GenBank
YPO0203-MONOMER,elongation factor Tu,YPO0203(1),GenBank
YPO0204-MONOMER,IS200/IS605-like element IS1541B family transposase,YPO0204(),GenBank
YPO0205-MONOMER,bacterioferritin-associated ferredoxin,YPO0205(),GenBank
YPO0206-MONOMER,bacterioferritin,YPO0206(),GenBank
YPO0209-MONOMER,30S ribosomal protein S10,YPO0209(1),GenBank
YPO0210-MONOMER,50S ribosomal protein L3,YPO0210(1),GenBank
YPO0211-MONOMER,50S ribosomal protein L4,YPO0211(1),GenBank
YPO0212-MONOMER,50S ribosomal protein L23,YPO0212(1),GenBank
YPO0213-MONOMER,50S ribosomal protein L2,YPO0213(1),GenBank
YPO0214-MONOMER,30S ribosomal protein S19,YPO0214(1),GenBank
YPO0215-MONOMER,50S ribosomal protein L22,YPO0215(1),GenBank
YPO0216-MONOMER,30S ribosomal protein S3,YPO0216(1),GenBank
YPO0217-MONOMER,50S ribosomal protein L16,YPO0217(1),GenBank
YPO0218-MONOMER,50S ribosomal protein L29,YPO0218(1),GenBank
YPO0219-MONOMER,30S ribosomal protein S17,YPO0219(1),GenBank
YPO0220-MONOMER,50S ribosomal protein L14,YPO0220(1),GenBank
YPO0221-MONOMER,50S ribosomal protein L24,YPO0221(1),GenBank
YPO0222-MONOMER,50S ribosomal protein L5,YPO0222(1),GenBank
YPO0222a-MONOMER,30S ribosomal protein S14,YPO0222a(1),GenBank
YPO0223-MONOMER,30S ribosomal protein S8,YPO0223(1),GenBank
YPO0224-MONOMER,50S ribosomal protein L6,YPO0224(1),GenBank
YPO0225-MONOMER,50S ribosomal protein L18,YPO0225(1),GenBank
YPO0226-MONOMER,30S ribosomal protein S5,YPO0226(1),GenBank
YPO0227-MONOMER,50S ribosomal protein L30,YPO0227(1),GenBank
YPO0228-MONOMER,50S ribosomal protein L15,YPO0228(1),GenBank
YPO0229-MONOMER,preprotein translocase subunit SecY,YPO0229(),GenBank
YPO0230-MONOMER,50S ribosomal protein L36,YPO0230(1),GenBank
YPO0231-MONOMER,30S ribosomal protein S13,YPO0231(1),GenBank
YPO0232-MONOMER,30S ribosomal protein S11,YPO0232(1),GenBank
YPO0233-MONOMER,30S ribosomal protein S4,YPO0233(1),GenBank
YPO0234-MONOMER,DNA-directed RNA polymerase subunit alpha,YPO0234(),GenBank
YPO0235-MONOMER,50S ribosomal protein L17,YPO0235(1),GenBank
YPO0236-MONOMER,Zn(2+)-responsive transcriptional regulator,YPO0236(),GenBank
YPO0237-MONOMER,alternative ribosome-rescue factor A,YPO0237(),GenBank
YPO0238-MONOMER,large-conductance mechanosensitive channel protein MscL,YPO0238(),GenBank
YPO0239-MONOMER,Trk system potassium transporter TrkA,YPO0239(),GenBank
YPO0240-MONOMER,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,YPO0240(1),GenBank
YPO0241-MONOMER,methionyl-tRNA formyltransferase,YPO0241(1),GenBank
YPO0242-MONOMER,peptide deformylase,YPO0242(1),GenBank
YPO0243-MONOMER,DNA-protecting protein DprA,YPO0243(),GenBank
YPO0244-MONOMER,DUF494 family protein,YPO0244(),GenBank
YPO0245-MONOMER,type I DNA topoisomerase,YPO0245(),GenBank
YPO0245a-MONOMER,L-threonylcarbamoyladenylate synthase type 1 TsaC,YPO0245a(1),GenBank
YPO0246-MONOMER,shikimate dehydrogenase,YPO0246(1),GenBank
YPO0247-MONOMER,gamma carbonic anhydrase family protein,YPO0247(),GenBank
YPO0248-MONOMER,IS21-like element IS100kyp family helper ATPase IstB,YPO0248(),GenBank
YPO0249-MONOMER,IS21-like element IS100 family transposase,YPO0249(),GenBank
YPO0250-MONOMER,alpha/beta fold hydrolase,YPO0250(),GenBank
YPO0251-MONOMER,cation/acetate symporter ActP,YPO0251(1),GenBank
YPO0252-MONOMER,DUF485 domain-containing protein,YPO0252(),GenBank
YPO0253-MONOMER,acetate--CoA ligase,YPO0253(1),GenBank
YPO0254-MONOMER,glutamate/aspartate:proton symporter GltP,YPO0254(1),GenBank
YPO0255-MONOMER,two component system response regulator,YPO0255(),GenBank
YPO0256-MONOMER,two component system sensor kinase,YPO0256(),GenBank
YPO0257-MONOMER,EscC/YscC/HrcC family type III secretion system outer membrane ring protein,YPO0257(),GenBank
YPO0258-MONOMER,type III secretion system inner membrane ring subunit SctD,YPO0258(),GenBank
YPO0259-MONOMER,EscE/YscE/SsaE family type III secretion system needle protein co-chaperone,YPO0259(),GenBank
YPO0260-MONOMER,AraC family transcriptional regulator,YPO0260(),GenBank
YPO0260a-MONOMER,type III secretion system needle filament subunit SctF,YPO0260a(),GenBank
YPO0261-MONOMER,EscG/YscG/SsaH family type III secretion system needle protein co-chaperone,YPO0261(),GenBank
YPO0262-MONOMER,type III secretion system inner rod subunit SctI,YPO0262(),GenBank
YPO0263-MONOMER,EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein SsaJ,YPO0263(),GenBank
YPO0264-MONOMER,type III secretion system domain-containing protein,YPO0264(),GenBank
YPO0265-MONOMER,type III secretion system stator protein SctL,YPO0265(),GenBank
YPO0266-MONOMER,EscV/YscV/HrcV family type III secretion system export apparatus protein,YPO0266(),GenBank
YPO0267-MONOMER,EscN/YscN/HrcN family type III secretion system ATPase,YPO0267(),GenBank
YPO0268-MONOMER,type III secretion protein,YPO0268(),GenBank
YPO_RS02355-MONOMER,hypothetical protein,YPO_RS02355(),GenBank
YPO0269-MONOMER,YscQ/HrcQ family type III secretion apparatus protein,YPO0269(),GenBank
YPO0270-MONOMER,type III secretion system export apparatus subunit SctR,YPO0270(),GenBank
YPO0271-MONOMER,EscS/YscS/HrcS family type III secretion system export apparatus protein,YPO0271(),GenBank
YPO0272-MONOMER,type III secretion system export apparatus subunit SctT,YPO0272(),GenBank
YPO0273-MONOMER,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,YPO0273(),GenBank
YPO_RS21960-MONOMER,gluconate 5-dehydrogenase,YPO_RS21960(),GenBank
YPO0274-MONOMER,selenium metabolism membrane protein YedE/FdhT,YPO0274(),GenBank
YPO0275-MONOMER,sulfurtransferase-like selenium metabolism protein YedF,YPO0275(),GenBank
YPO0276-MONOMER,LysR family transcriptional regulator,YPO0276(),GenBank
YPO0277-MONOMER,amino acid permease,YPO0277(),GenBank
YPO0278-MONOMER,cystathionine beta-lyase,YPO0278(),GenBank
YPO0279-MONOMER,heme ABC transporter ATP-binding protein,YPO0279(),GenBank
YPO0280-MONOMER,iron ABC transporter permease,YPO0280(),GenBank
YPO0281-MONOMER,hemin ABC transporter substrate-binding protein,YPO0281(),GenBank
YPO0282-MONOMER,hemin-degrading factor,YPO0282(),GenBank
YPO0283-MONOMER,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,YPO0283(),GenBank
YPO_RS21965-MONOMER,hemin uptake protein HemP,YPO_RS21965(),GenBank
YPO0284-MONOMER,SDR family oxidoreductase,YPO0284(),GenBank
YPO0285-MONOMER,heme utilization cystosolic carrier protein HutX,YPO0285(),GenBank
YPO0286-MONOMER,heme anaerobic degradation radical SAM methyltransferase ChuW/HutW,YPO0286(),GenBank
YPO0287-MONOMER,methylenetetrahydrofolate reductase,YPO0287(),GenBank
YPO0288-MONOMER,tellurium resistance protein TerW,YPO0288(),GenBank
YPO0289-MONOMER,citrate lyase subunit beta,YPO0289(),GenBank
YPO0290-MONOMER,cysteine protease StiP family protein,YPO0290(),GenBank
YPO0291-MONOMER,hypothetical protein,YPO0291(),GenBank
YPO0292-MONOMER,phosphoribosyltransferase domain-containing protein,YPO0292(),GenBank
YPO0293-MONOMER,ATP-grasp domain-containing protein,YPO0293(),GenBank
YPO0294-MONOMER,TerD family protein,YPO0294(),GenBank
YPO0295-MONOMER,TerD family protein,YPO0295(),GenBank
YPO0296-MONOMER,tellurite resistance TerB family protein,YPO0296(),GenBank
YPO0297-MONOMER,TerC/Alx family metal homeostasis membrane protein,YPO0297(),GenBank
YPO0298-MONOMER,TerD family protein,YPO0298(),GenBank
YPO0299-MONOMER,TerD family protein,YPO0299(),GenBank
YPO0300-MONOMER,IS200/IS605-like element IS1541B family transposase,YPO0300(),GenBank
YPO0301-MONOMER,DUF1120 domain-containing protein,YPO0301(),GenBank
YPO0302-MONOMER,fimbrial biogenesis outer membrane usher protein,YPO0302(),GenBank
YPO0303-MONOMER,fimbria/pilus chaperone family protein,YPO0303(),GenBank
YPO0304-MONOMER,hypothetical protein,YPO0304(),GenBank
YPO0306-MONOMER,hypothetical protein,YPO0306(),GenBank
YPO0308-MONOMER,FAD-binding protein,YPO0308(),GenBank
YPO0309-MONOMER,autotransporter adhesin YapK,YPO0309(),GenBank
YPO0310-MONOMER,chorismate lyase,YPO0310(1),GenBank
YPO0311-MONOMER,4-hydroxybenzoate octaprenyltransferase,YPO0311(1),GenBank
YPO0312-MONOMER,glycerol-3-phosphate 1-O-acyltransferase PlsB,YPO0312(1),GenBank
YPO0313-MONOMER,diacylglycerol kinase,YPO0313(3),GenBank
YPO0314-MONOMER,transcriptional repressor LexA,YPO0314(),GenBank
YPO0315-MONOMER,zinc uptake transcriptional repressor Zur,YPO0315(),GenBank
YPO0316-MONOMER,tRNA dihydrouridine(20/20a) synthase DusA,YPO0316(1),GenBank
YPO0318-MONOMER,envelope stress response protein PspG,YPO0318(),GenBank
YPO0319-MONOMER,quinone oxidoreductase,YPO0319(),GenBank
YPO0320-MONOMER,replicative DNA helicase,YPO0320(),GenBank
YPO0321-MONOMER,alanine racemase,YPO0321(1),GenBank
YPO0322-MONOMER,aspartate/tyrosine/aromatic aminotransferase,YPO0322(2),GenBank
YPO0323-MONOMER,MmcQ/YjbR family DNA-binding protein,YPO0323(),GenBank
YPO0324-MONOMER,excinuclease ABC subunit UvrA,YPO0324(),GenBank
YPO0325-MONOMER,single-stranded DNA-binding protein SSB1,YPO0325(),GenBank
YPO0326-MONOMER,L-rhamnose mutarotase,YPO0326(),GenBank
YPO0327-MONOMER,lactaldehyde reductase,YPO0327(),GenBank
YPO0328-MONOMER,rhamnulose-1-phosphate aldolase,YPO0328(4),GenBank
YPO0329-MONOMER,L-rhamnose isomerase,YPO0329(4),GenBank
YPO0330-MONOMER,rhamnulokinase,YPO0330(1),GenBank
YPO0331-MONOMER,hypothetical protein,YPO0331(),GenBank
YPO0332-MONOMER,HTH-type transcriptional activator RhaS,YPO0332(),GenBank
YPO0333-MONOMER,HTH-type transcriptional activator RhaR,YPO0333(),GenBank
YPO0334-MONOMER,L-rhamnose/proton symporter RhaT,YPO0334(1),GenBank
YPO0336-MONOMER,IS1 family transposase,YPO0336(),GenBank
YPO0337-MONOMER,subtilase family AB5 toxin binding subunit,YPO0337(),GenBank
YPO0339-MONOMER,putative mucin/carbohydrate-binding domain-containing protein,YPO0339(),GenBank
YPO0341-MONOMER,transcriptional regulator,YPO0341(),GenBank
YPO_RS21970-MONOMER,hypothetical protein,YPO_RS21970(),GenBank
YPO0342-MONOMER,formate-dependent uric acid utilization protein AegA,YPO0342(),GenBank
YPO0343-MONOMER,4Fe-4S dicluster domain-containing protein,YPO0343(),GenBank
YPO0344-MONOMER,formate dehydrogenase subunit alpha,YPO0344(),GenBank
YPO0345-MONOMER,protein-disulfide reductase DsbD,YPO0345(1),GenBank
YPO0346-MONOMER,divalent cation tolerance protein CutA,YPO0346(),GenBank
YPO0347-MONOMER,anaerobic C4-dicarboxylate transporter,YPO0347(1),GenBank
YPO0348-MONOMER,aspartate ammonia-lyase,YPO0348(4),GenBank
YPO0349-MONOMER,membrane protein FxsA,YPO0349(),GenBank
YPO0350-MONOMER,co-chaperone GroES,YPO0350(7),GenBank
YPO0351-MONOMER,chaperonin GroEL,YPO0351(14),GenBank
YPO0352-MONOMER,DUF4156 domain-containing protein,YPO0352(),GenBank
