complex_id,name,genes,mod,replace
CPLX_MOBDabcpp-2,Molybdate transport via ABC system (periplasm),S2623(2) AND S2624(1) AND S2625(1) AND S2626(1),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,S1153() AND S4348(2),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,S1153() AND S0144(2),,
CPLX_MPTS-0,Molybdopterin synthase,S0775() AND S0776(),,
CPLX_NHFRBO-0,NADH:flavorubredoxin oxidoreductase,S2924() AND S2925(),,
CPLX_NI2uabcpp-0,"Nickel transport via ABC system (uptake, periplasm)",S4269(1) AND S4268(1) AND S4267(1) AND S4266(1) AND S4265(1),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),S2499(1) AND S2494() AND S2495() AND S2488() AND S2491() AND S2496() AND S2490() AND S2492() AND S2497() AND S2489() AND S2493() AND S2487() AND S2498(),,
CPLX_NO3R1bpp-0,Nitrate reductase (Ubiquinol-8),S2416() AND S2417() AND S2418() AND S2419() AND S2420(),,
CPLX_NO3R1pp-0,Nitrate reductase (Ubiquinol-8) (periplasm),S1311() AND S1312() AND S1313() AND S1314(),,
CPLX_NO3R2bpp-0,Nitrate reductase (Menaquinol-8) (periplasm),S2416() AND S2417() AND S2420(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),S2971() AND S2817(),,
CPLX_PAPSR-1,Phosphoadenylyl-sulfate reductase (thioredoxin),S2971() AND S3905(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),S2971() AND S0845(),,
CPLX_PAPSR2-1,Phosphoadenylyl-sulfate reductase (glutaredoxin),S2971() AND S1148(),,
CPLX_PAPSR2-2,Phosphoadenylyl-sulfate reductase (glutaredoxin),S2971() AND S1814(),,
CPLX_PAPSR2-3,Phosphoadenylyl-sulfate reductase (glutaredoxin),S2971() AND S4119(),,
CPLX_PDH-0,Pyruvate dehydrogenase,S0113(24) AND S0114(24) AND S0115(12),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,S0051() AND S2799(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),S2414(1) AND S2415(2) AND S2411(1) AND S2412(1) AND S2413(1),,
CPLX_PHETRS-0,Phenylalanyl-tRNA synthetase,S1635(2) AND S1634(2),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",S4042(2) AND S4045(1) AND S4043(1) AND S4044(1),,
CPLX_PFL-0,Pyruvate formate lyase,S0961() AND S0962(),,
CPLX_PFL-1,Pyruvate formate lyase,S0961() AND S3366(),,
CPLX_PFL-2,Pyruvate formate lyase,S3718(2) AND S3717(1),,
CPLX_PFL-3,Pyruvate formate lyase,S0961() AND S0962() AND S2814(),,
CPLX_POR5-0,Pyruvate synthase,S0620() AND S1451(),,
CPLX_POR5-1,Pyruvate synthase,S3080() AND S1451(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),S0853(1) AND S0852(1) AND S0850(1) AND S0851(2),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),S1206(1) AND S1207(1) AND S1208(2) AND S1205(1),,
CPLX_NTRIR2x-0,Nitrite Reductase (NADH),S4379(2) AND S4378(1),,
CPLX_NTRIR3pp-0,"Nitrite Reductase (Ubiquinole-8, periplasm)",S3598(1) AND S3597(1) AND S3600(1) AND S3599(1),,
CPLX_PYROX-0,Pyrimidine oxygenase,S1080() AND S1085(),,
CPLX_SCYSDS-0,SUF Cysteine desulfuration,S1841(2) AND S1842(2),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),S2449() AND S2450() AND S2817(),,
CPLX_RNDR1-1,Ribonucleoside-diphosphate reductase (ADP),S2449() AND S2450() AND S3905(),,
CPLX_RNDR1b-0,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),S1148() AND S2889() AND S2890(),,
CPLX_RNDR1b-1,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),S4119() AND S2889() AND S2890(),,
CPLX_RNDR1b-2,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),S1814() AND S2889() AND S2890(),,
CPLX_RNDR1b-3,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),S0845() AND S2889() AND S2890(),,
CPLX_RNTR1c2-0,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),S0620() AND S3745() AND S4514() AND S4515(),,
CPLX_RNTR1c2-1,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),S3080() AND S3745() AND S4514() AND S4515(),,
CPLX_RNTR1c2-2,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),S0620() AND S4514(),,
CPLX_RNTR1c2-3,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),S3080() AND S4514(),,
CPLX_S2FE2SR-0,SUF [2Fe-2S] regeneration,S1845() AND S1844() AND S1843() AND S1841() AND S1842(),,
CPLX_S2FE2SS-0,SUF [2Fe-2S] Synthesis,S3876() AND S1845() AND S1844() AND S1843() AND S1841() AND S1842(),,
CPLX_S2FE2ST-0,SUF [2Fe-2S] Transfer,S1846() AND S1845() AND S1844() AND S1843(),,
CPLX_S4FE4SR-0,SUF [4Fe-4S] Reduction,S1843(1) AND S1845(1) AND S1844(2),,
CPLX_SADT2-0,Sulfate adenyltransferase,S2967(4) AND S2968(4),,
CPLX_TARTD-0,L(+)-tartrate dehydratase,S3308(2) AND S3307(2),,
CPLX_SPMDt3pp-0,Spermidine transport out via proton antiport (periplasm),S1752() AND S1753(),,
CPLX_SUCDi-0,Succinate dehydrogenase (irreversible),S0589(1) AND S0587(1) AND S0588(1) AND S0586(1),,
CPLX_TDSR1-0,Thiol:disulfide reductase (DsbC),S3078() AND S4557(),,
CPLX_TDSR2-0,Thiol:disulfide reductase (DsbG),S4557() AND S0528(),,
CPLX_TGBPA-0,Tagatose-bisphosphate aldolase,S2283(1) AND S2284(1),,
CPLX_SUCOAS-0,Succinyl-CoA synthetase (ADP-forming),S0582(2) AND S0581(2),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),S2673() AND S3905(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),S2673() AND S2817(),,
CPLX_THMabcpp-0,Thiamine transport via ABC system (periplasm),S0064(2) AND S0063(2) AND S0065(1),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),S3905() AND S0888(),,
CPLX_TRDR-1,Thioredoxin reductase (NADPH),S0888() AND S2817(),,
CPLX_TREptspp-0,Trehalose transport via PEP:Pyr PTS (periplasm),S2616(1) AND S2618(1) AND S2617(2) AND S4512(2),,
CPLX_THZPSN3-0,Thiazole phosphate synthesis,S2749() AND S3671() AND S3673() AND S0368(),,
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),S1349(2) AND S1350(2),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,S3833() AND S2522(),,
CPLX_ULA4Ntppi-0,Transport (cytoplasm to periplasm),S2471() AND S2567(),,
CPLX_UAGAAT-0,UDP-N-acetylglucosamine acyltransferase,S1178() AND S0174(),,
CPLX_DHEDAA-0,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",S4649() AND S2460(),,
CPLX_VALt2rpp-0,L-valine reversible transport via proton symport (periplasm),S2896() AND S2897(),,
CPLX_XYLabcpp-0,D-xylose transport via ABC system (periplasm),S4159(1) AND S4158(2) AND S4157(2),,
CPLX_ZNabcpp-0,Zinc (Zn+2) transport via ABC system (periplasm),S1935(2) AND S1934(2) AND S1933(1),,
CPLX_MNabc_1-0,Manganese Mn2 transport via ABC system periplasm ,S1964() AND S1965() AND S1966() AND S1967(),,
CPLX_THZPSN-0,Thiazole phosphate synthesis,S2749() AND S3671() AND S3673() AND S3672() AND S0368(),,
CPLX_CHITOBpts-0,Chitobiose transport via PTS,S1607() AND S1605() AND S2616() AND S2617(),,
CPLX_GLUSy-0,Glutamate synthase (NADPH),S3471(4) AND S3470(4),,
CPLX_ACGALptspp-0,N-Acetyl-D-galactosamine transport via PEP:Pyr PTS  (periplasm),S3383() AND S3384() AND S3385() AND S3386(),,
CPLX_ENLIPIDAt1ex-0,Phosphoethanolamine lipid IVa transport via vector periplasm to extracellular,S3459() AND S4489() AND S4488(),,
CPLX_ENLIPIDAt1ex-1,Phosphoethanolamine lipid IVa transport via vector periplasm to extracellular,S3459() AND S4489() AND S4488() AND S3457(),,
CPLX_ENLIPIDAt2ex-0,Phosphoethanolamine lipid IVa transport via vector periplasm to extracellular,S0053() AND S0662(),,
S0003-MONOMER,,,k(1) AND mg2(1),
S0004-MONOMER,,,pydx5p(1),
S0015-MONOMER,,,zn2(4),
S0025-MONOMER,,,zn2(2),
S0028-MONOMER,,,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),
S0058-MONOMER,,,zn2(1),
S0059-MONOMER,,,mn2(1),
S0070-MONOMER,,,mg2(1) AND mn2(1),
S0087-MONOMER,,,k(1) AND mg2(1),
S0090-MONOMER,,,mg2(1),
S0098-MONOMER,,,mn2(1) AND mg2(1),
S0108-MONOMER,,,mg2(1),
S0117-MONOMER,,,4fe4s(1),
S0123-MONOMER,,,pqq(1),
S0125-MONOMER,,,zn2(1),
S0132-MONOMER,,,mg2(1) AND k(1),
S0132-MONOMER,,,mg2(1) AND nh4(1),
S0132-MONOMER,,,mn2(1) AND k(1),
S0132-MONOMER,,,mn2(1) AND nh4(1),
S0133-MONOMER,,,mg2(1),
S0137-MONOMER,,,mg2(1),
S0149-MONOMER,,,pydx5p(1),
S0151-MONOMER,,,2fe2s(1),
S0151-MONOMER,,,4fe4s(1),
S0155-MONOMER,,,mg2(1),
S0161-MONOMER,,,fe2(2),
S0166-MONOMER,,,mn2(1),
S0166-MONOMER,,,cobalt2(1),
S0166-MONOMER,,,mg2(1),
S0167-MONOMER,,,mg2(1),
S0168-MONOMER,,,mg2(1) AND k(1),
S0179-MONOMER,,,pydx5p(1),
S0193-MONOMER,,,mg2(1),
S0206-MONOMER,,,zn2(1),
S0252-MONOMER,,,zn2(1) AND mg2(1),
S0270-MONOMER,,,zn2(1),
S0271-MONOMER,,,fe2(1),
S0313-MONOMER,,,mg2(1),
S0332-MONOMER,,,mg2(1),
S0332-MONOMER,,,mn2(1),
S0332-MONOMER,,,cobalt2(1),
S0332-MONOMER,,,fe2(1),
S0332-MONOMER,,,ca2(1),
S0332-MONOMER,,,k(1),
S0351-MONOMER,,,zn2(6),
S0362-MONOMER,,,mg2(1),
S0363-MONOMER,,,mg2(1),
S0365-MONOMER,,,thmpp(1),
S0366-MONOMER,,,mg2(1),
S0366-MONOMER,,,mn2(1),
S0374-MONOMER,,,mg2(1),
S0374-MONOMER,,,ca2(1),
S0397-MONOMER,,,mg2(1),
S0421-MONOMER,,,mg2(1),
S0421-MONOMER,,,mn2(1),
S0426-MONOMER,,,mg2(1),
S0429-MONOMER,,,k(1) AND mg2(1),
S0432-MONOMER,,,zn2(1),
S0432-MONOMER,,,cobalt2(1),
S0453-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
S0458-MONOMER,,,mn2(1),
S0458-MONOMER,,,2fe2s(1) AND mn2(1),
S0458-MONOMER,,,4fe4s(1) AND mn2(1),
S0465-MONOMER,,,zn2(1),
S0493-MONOMER,,,fad(1),
S0528-MONOMER,,,Oxidized(1),
S0546-MONOMER,,,mg2(1),
S0553-MONOMER,,,nad(1),
S0554-MONOMER,,,fe2(1) AND zn2(1),
S0555-MONOMER,,,mg2(1),
S0557-MONOMER,,,23bpg(1),
S0558-MONOMER,,,fe2(1),
S0562-MONOMER,,,4fe4s(1),
S0616-MONOMER,,,mg2(1),
S0620-MONOMER,,,Oxidized(1),
S0627-MONOMER,,,zn2(1),
S0630-MONOMER,,,mg2(1),
S0643-MONOMER,,,4fe4s(1),
S0664-MONOMER,,,mg2(1),
S0675-MONOMER,,,4fe4s(2),
S0765-MONOMER,,,pydx5p(1),
S0766-MONOMER,,,4fe4s(1) AND 2fe2s(1),
S0769-MONOMER,,,mg2(1),
S0775-MONOMER,,,amp(1),
S0775-MONOMER,,,coo(1),
S0775-MONOMER,,,cosh(1),
S0815-MONOMER,,,mg2(1),
S0845-MONOMER,,,Oxidized(1),
S0855-MONOMER,,,4fe4s(1),
S0866-MONOMER,,,pydx5p(1),
S0867-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
S0893-MONOMER,,,mg2(1),
S0962-MONOMER,,,glycyl(1),
S0966-MONOMER,,,pydx5p(1),
S0970-MONOMER,,,mg2(1),
S0974-MONOMER,,,mg2(1),
S0975-MONOMER,,,mg2(1),
S0978-MONOMER,,,mg2(1),
S0989-MONOMER,,,pydx5p(1),
S1011-MONOMER,,,fmn(1),
S1143-MONOMER,,,fad(1),
S1146-MONOMER,,,zn2(2),
S1148-MONOMER,,,Oxidized(1),
S1168-MONOMER,,,zn2(2),
S1178-MONOMER,,,pan4p(1),
S1178-MONOMER,,,pan4p(1) AND ac(1),
S1178-MONOMER,,,pan4p(1) AND mal(1),
S1178-MONOMER,,,pan4p(1) AND but2e(1),
S1178-MONOMER,,,pan4p(1) AND act(1),
S1178-MONOMER,,,pan4p(1) AND but(1),
S1178-MONOMER,,,pan4p(1) AND 3ha(1),
S1178-MONOMER,,,pan4p(1) AND egme(1),
S1178-MONOMER,,,pan4p(1) AND ogme(1),
S1178-MONOMER,,,pan4p(1) AND gme(1),
S1178-MONOMER,,,pan4p(1) AND hgme(1),
S1178-MONOMER,,,pan4p(1) AND thex2e(1),
S1178-MONOMER,,,pan4p(1) AND 3ohex(1),
S1178-MONOMER,,,pan4p(1) AND hex(1),
S1178-MONOMER,,,pan4p(1) AND 3hhex(1),
S1178-MONOMER,,,pan4p(1) AND pim(1),
S1178-MONOMER,,,pan4p(1) AND epme(1),
S1178-MONOMER,,,pan4p(1) AND opme(1),
S1178-MONOMER,,,pan4p(1) AND pme(1),
S1178-MONOMER,,,pan4p(1) AND hpme(1),
S1178-MONOMER,,,pan4p(1) AND toct2e(1),
S1178-MONOMER,,,pan4p(1) AND 3ooct(1),
S1178-MONOMER,,,pan4p(1) AND oc(1),
S1178-MONOMER,,,pan4p(1) AND 3hoct(1),
S1178-MONOMER,,,pan4p(1) AND tdec2e(1),
S1178-MONOMER,,,pan4p(1) AND cdec3e(1),
S1178-MONOMER,,,pan4p(1) AND 3odec(1),
S1178-MONOMER,,,pan4p(1) AND dca(1),
S1178-MONOMER,,,pan4p(1) AND 3hdec(1),
S1178-MONOMER,,,pan4p(1) AND t3c5ddece(1),
S1178-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
S1178-MONOMER,,,pan4p(1) AND tddec2e(1),
S1178-MONOMER,,,pan4p(1) AND cddec5e(1),
S1178-MONOMER,,,pan4p(1) AND 3oddec(1),
S1178-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
S1178-MONOMER,,,pan4p(1) AND ddca(1),
S1178-MONOMER,,,pan4p(1) AND 3hddec(1),
S1178-MONOMER,,,pan4p(1) AND t3c7mrse(1),
S1178-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
S1178-MONOMER,,,pan4p(1) AND tde(1),
S1178-MONOMER,,,pan4p(1) AND tmrs2e(1),
S1178-MONOMER,,,pan4p(1) AND 3omrs(1),
S1178-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
S1178-MONOMER,,,pan4p(1) AND myrs(1),
S1178-MONOMER,,,pan4p(1) AND 3hmrs(1),
S1178-MONOMER,,,pan4p(1) AND t3c9palme(1),
S1178-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
S1178-MONOMER,,,pan4p(1) AND hde(1),
S1178-MONOMER,,,pan4p(1) AND tpalm2e(1),
S1178-MONOMER,,,pan4p(1) AND 3opalm(1),
S1178-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
S1178-MONOMER,,,pan4p(1) AND palm(1),
S1178-MONOMER,,,pan4p(1) AND 3hpalm(1),
S1178-MONOMER,,,pan4p(1) AND t3c11vace(1),
S1178-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
