,name,genes,source
S0073-MONOMER,probable transcriptional activator for leuABCD operon,S0073(),GenBank
S0074-MONOMER,"acetolactate synthase III, large subunit",S0074(),GenBank
S0075-MONOMER,"acetolactate synthase III, small subunit",S0075(),GenBank
S0076-MONOMER,fruR leader peptide,S0076(),GenBank
S0077-MONOMER,transcriptional repressor of fru operon and others,S0077(),GenBank
S0078-MONOMER,IS1 orfA,S0078(),GenBank
S0079-MONOMER,IS1 orfB,S0079(),GenBank
S0080-MONOMER,hypothetical protein,S0080(),GenBank
S0081-MONOMER,putative apolipoprotein,S0081(),GenBank
S0082-MONOMER,cell division protein; in growth of wall at septum,S0082(),GenBank
S0083-MONOMER,penicillin-binding protein 3; peptidoglycan synthetase,S0083(1),GenBank
S0084-MONOMER,meso-diaminopimelate-adding enzyme,S0084(1),GenBank
S0085-MONOMER,D-alanine:D-alanine-adding enzyme,S0085(1),GenBank
S0086-MONOMER,phospho-N-acetylmuramoyl-pentapeptide transferase,S0086(1),GenBank
S0087-MONOMER,UDP-N-acetylmuramoylalanine-D-glutamate ligase,S0087(1),GenBank
S0088-MONOMER,membrane protein,S0088(),GenBank
S0089-MONOMER,UDP-N-acetylglucosamine:N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,S0089(1),GenBank
S0090-MONOMER,"L-alanine adding enzyme, UDP-N-acetyl-muramate:alanine ligase",S0090(1),GenBank
S0091-MONOMER,D-alanine-D-alanine ligase B,S0091(2),GenBank
S0092-MONOMER,cell division protein,S0092(),GenBank
S0093-MONOMER,ATP-binding cell division protein,S0093(),GenBank
S0094-MONOMER,tubulin-like GTP-binding protein and GTPase,S0094(),GenBank
S0095-MONOMER,UDP-3-O-acyl N-acetylglucosamine deacetylase,S0095(1),GenBank
S0096-MONOMER,hypothetical protein,S0096(),GenBank
S0097-MONOMER,preprotein translocase; secretion protein,S0097(1),GenBank
S0098-MONOMER,"7,8-dihydro-8-oxoguanine-triphosphatase",S0098(1),GenBank
S0099-MONOMER,hypothetical protein,S0099(),GenBank
S0100-MONOMER,hypothetical protein,S0100(),GenBank
S0101-MONOMER,hypothetical protein,S0101(),GenBank
S0102-MONOMER,putative DNA repair protein,S0102(1),GenBank
S0103-MONOMER,GMP reductase,S0103(4),GenBank
S0104-MONOMER,hypothetical protein,S0104(),GenBank
S0105-MONOMER,putative integral membrane protein,S0105(),GenBank
S0107-MONOMER,prelipin peptidase dependent protein,S0107(),GenBank
S0108-MONOMER,quinolinate phosphoribosyltransferase,S0108(2),GenBank
S0109-MONOMER,AmpD protein,S0109(1),GenBank
S0110-MONOMER,AmpE protein,S0110(),GenBank
S0111-MONOMER,aromatic amino acid transport protein,S0111(1),GenBank
S0112-MONOMER,transcriptional regulator for pyruvate dehydrogenase complex,S0112(),GenBank
S0113-MONOMER,pyruvate dehydrogenase (decarboxylase component),S0113(),GenBank
S0114-MONOMER,pyruvate dehydrogenase (dihydrolipoyltransacetylase component),S0114(),GenBank
S0115-MONOMER,lipoamide dehydrogenase (NADH),S0115(),GenBank
S0117-MONOMER,aconitate hydrase B,S0117(2),GenBank
S0118-MONOMER,hypothetical protein,S0118(),GenBank
S0119-MONOMER,S-adenosylmethionine decarboxylase,S0119(1),GenBank
S0120-MONOMER,"spermidine synthase, putrescine aminopropyltransferase",S0120(2),GenBank
S0121-MONOMER,hypothetical protein,S0121(),GenBank
S0122-MONOMER,hypothetical protein,S0122(1),GenBank
S0123-MONOMER,glucose dehydrogenase,S0123(1),GenBank
S0124-MONOMER,hypoxanthine phosphoribosyltransferase,S0124(4),GenBank
S0125-MONOMER,putative carbonic anhdrase,S0125(4),GenBank
S0126-MONOMER,putative ATP-binding component of a transport system,S0126(),GenBank
S0127-MONOMER,hypothetical protein,S0127(),GenBank
S0128-MONOMER,putative PTS enzyme II B component,S0128(),GenBank
S0129-MONOMER,hypothetical protein,S0129(),GenBank
S0130-MONOMER,aspartate 1-decarboxylase,S0130(1),GenBank
S0131-MONOMER,hypothetical protein,S0131(),GenBank
S0132-MONOMER,pantothenate synthetase,S0132(2),GenBank
S0133-MONOMER,3-methyl-2-oxobutanoate hydroxymethyltransferase,S0133(10),GenBank
S0134-MONOMER,IS1 orfA,S0134(),GenBank
S0136-MONOMER,IS1 orfB,S0136(),GenBank
S0137-MONOMER,"7, 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase",S0137(1),GenBank
S0138-MONOMER,poly(A) polymerase I,S0138(),GenBank
S0139-MONOMER,putative tRNA synthetase,S0139(),GenBank
S0140-MONOMER,dnaK suppressor protein,S0140(),GenBank
S0141-MONOMER,probable regulator for maltose metabolism,S0141(),GenBank
S0142-MONOMER,hypothetical protein,S0142(),GenBank
S0143-MONOMER,helicase,S0143(),GenBank
S0144-MONOMER,peptidoglycan synthetase; penicillin-binding protein 1B,S0144(2),GenBank
S0145-MONOMER,"outer membrane protein receptor for ferrichrome, colicin M, and phages T1, T5, and phi80",S0145(),GenBank
S0146-MONOMER,ATP-binding component of hydroxymate-dependent iron transport,S0146(),GenBank
S0147-MONOMER,ferrichrome-iron transport protein FhuD,S0147(),GenBank
S0148-MONOMER,ferrichrome-iron transport protein FhuB,S0148(),GenBank
S0149-MONOMER,glutamate-1-semialdehyde aminotransferase (aminomutase),S0149(2),GenBank
S0150-MONOMER,putative channel transporter,S0150(1),GenBank
S0151-MONOMER,hypothetical protein,S0151(2),GenBank
S0152-MONOMER,hypothetical protein,S0152(),GenBank
S0153-MONOMER,hypothetical protein,S0153(),GenBank
S0154-MONOMER,hypothetical protein,S0154(2),GenBank
S0155-MONOMER,deoxyguanosine triphosphate triphosphohydrolase,S0155(4),GenBank
S0156-MONOMER,"periplasmic serine protease Do, heat shock protein HtrA",S0156(),GenBank
S0158-MONOMER,putative structural protein,S0158(),GenBank
S0159-MONOMER,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",S0159(2),GenBank
S0160-MONOMER,PII-uridylyltransferase,S0160(),GenBank
S0161-MONOMER,methionine aminopeptidase,S0161(1),GenBank
S0162-MONOMER,30S ribosomal subunit protein S2,S0162(1),GenBank
S0163-MONOMER,protein chain elongation factor EF-Ts,S0163(1),GenBank
S0164-MONOMER,uridylate kinase,S0164(6),GenBank
S0165-MONOMER,ribosome releasing factor,S0165(1),GenBank
S0166-MONOMER,putative ATP-binding component of a transport system,S0166(2),GenBank
S0167-MONOMER,hypothetical protein,S0167(2),GenBank
S0168-MONOMER,CDP-diglyceride synthetase,S0168(1),GenBank
S0169-MONOMER,hypothetical protein,S0169(),GenBank
S0170-MONOMER,hypothetical protein,S0170(),GenBank
S0171-MONOMER,histone-like protein,S0171(),GenBank
S0172-MONOMER,UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase,S0172(1),GenBank
S0173-MONOMER,(3R)-hydroxymyristol acyl carrier protein dehydratase,S0173(),GenBank
S0174-MONOMER,UDP-N-acetylglucosamine acetyltransferase,S0174(3),GenBank
S0175-MONOMER,tetraacyldisaccharide-1-P,S0175(2),GenBank
S0176-MONOMER,RNAse HII,S0176(),GenBank
S0177-MONOMER,"DNA polymerase III, alpha subunit",S0177(),GenBank
S0178-MONOMER,"acetyl CoA carboxylase, carboxytransferase component, alpha subunit",S0178(),GenBank
S0179-MONOMER,lysine decarboxylase 2,S0179(10),GenBank
S0180-MONOMER,hypothetical protein,S0180(),GenBank
S0181-MONOMER,cell cycle protein,S0181(1),GenBank
S0182-MONOMER,hypothetical protein,S0182(),GenBank
S0183-MONOMER,hypothetical protein,S0183(),GenBank
S0184-MONOMER,hypothetical protein,S0184(),GenBank
S0185-MONOMER,copper homeostasis protein (lipoprotein),S0185(),GenBank
S0186-MONOMER,hypothetical protein,S0186(),GenBank
S0187-MONOMER,proline tRNA synthetase,S0187(2),GenBank
S0188-MONOMER,hypothetical protein,S0188(),GenBank
S0189-MONOMER,exopolysaccharide synthesis regulator,S0189(),GenBank
S0190-MONOMER,putative lipoprotein,S0190(),GenBank
S0191-MONOMER,putative transport system permease protein,S0191(),GenBank
S0192-MONOMER,ATP-binding component of a transporter,S0192(),GenBank
S0193-MONOMER,putative phosphatase,S0193(1),GenBank
S0200-MONOMER,putative aldose reductase,S0200(1),GenBank
S0201-MONOMER,IS4 orf,S0201(),GenBank
S0202-MONOMER,putative transcriptional regulator LYSR-type,S0202(),GenBank
S0203-MONOMER,hypothetical protein,S0203(),GenBank
S0204-MONOMER,putative biotin synthesis protein,S0204(),GenBank
S0205-MONOMER,transcriptional regulator for nitrite reductase (cytochrome c552),S0205(),GenBank
S0206-MONOMER,probable hydroxyacylglutathione hydrolase,S0206(1),GenBank
S0207-MONOMER,hypothetical protein,S0207(),GenBank
S0208-MONOMER,RNase HI,S0208(),GenBank
S0209-MONOMER,"DNA polymerase III, epsilon subunit",S0209(),GenBank
S0211-MONOMER,putative cytoplasmic protein,S0211(),GenBank
S0212-MONOMER,hypothetical protein,S0212(),GenBank
S0213-MONOMER,periplasmic chaperone of fimbral assembly machinery,S0213(),GenBank
S0214-MONOMER,outer membrane usher protein,S0214(),GenBank
S0215-MONOMER,putative cytoplasmic protein,S0215(),GenBank
S0217-MONOMER,putative cytoplasmic protein,S0217(),GenBank
S0218-MONOMER,putative cytoplasmic protein,S0218(),GenBank
S0219-MONOMER,putative cytoplasmic protein,S0219(),GenBank
S0220-MONOMER,IS2 orfA,S0220(),GenBank
S0221-MONOMER,IS2 orfB,S0221(),GenBank
S0223-MONOMER,IS911 orfA,S0223(),GenBank
S0224-MONOMER,IS911 orfB,S0224(),GenBank
S0227-MONOMER,putative lipoprotein Rz1 precursor,S0227(),GenBank
S0229-MONOMER,putative endolysin R of prophage CP-933V,S0229(),GenBank
S0230-MONOMER,hypothetical bacteriophage protein,S0230(),GenBank
S0231-MONOMER,lysis protein S,S0231(),GenBank
S0232-MONOMER,hypothetical bacteriophage protein,S0232(),GenBank
S0233-MONOMER,hypothetical bacteriophage protein,S0233(),GenBank
S0235-MONOMER,IS911 orfA,S0235(),GenBank
S0234-MONOMER,IS911 orfB,S0234(),GenBank
S0236-MONOMER,putative terminase large subunit,S0236(),GenBank
S0237-MONOMER,putative terminase large subunit,S0237(),GenBank
S0238-MONOMER,putative packaging glycoprotein,S0238(),GenBank
S0239-MONOMER,putative scaffolding protein,S0239(),GenBank
S0240-MONOMER,putative coat protein,S0240(),GenBank
S0241-MONOMER,hypothetical bacteriophage protein,S0241(),GenBank
S0242-MONOMER,putative DNA stabilization protein,S0242(),GenBank
S0243-MONOMER,putative packaged DNA stabilization protein,S0243(),GenBank
S0244-MONOMER,putative packaged DNA stabilization protein,S0244(),GenBank
S0245-MONOMER,putative head assembly protein,S0245(),GenBank
S0246-MONOMER,putative DNA transfer protein,S0246(),GenBank
S0247-MONOMER,putative prophage DNA injection protein,S0247(),GenBank
S0248-MONOMER,putative DNA transfer protein,S0248(),GenBank
S0249-MONOMER,IS629 orfA,S0249(),GenBank
S0250-MONOMER,IS629 orfB,S0250(),GenBank
S0251-MONOMER,phosphate starvation-inducible protein,S0251(),GenBank
S0252-MONOMER,alkaline phosphatase,S0252(2),GenBank
S0253-MONOMER,hypothetical protein,S0253(),GenBank
S0254-MONOMER,D-alanine-D-alanine ligase A,S0254(1),GenBank
S0255-MONOMER,hypothetical protein,S0255(),GenBank
S0256-MONOMER,hypothetical protein,S0256(),GenBank
S0257-MONOMER,hypothetical protein,S0257(),GenBank
S0258-MONOMER,possible envelope protein,S0258(),GenBank
S0259-MONOMER,putative enzyme,S0259(),GenBank
S0262-MONOMER,ISEhe3 orfB,S0262(),GenBank
S0263-MONOMER,IS600 orfB,S0263(),GenBank
S0264-MONOMER,IS600 orfA,S0264(),GenBank
S0266-MONOMER,IS2 orfB,S0266(),GenBank
S0267-MONOMER,IS2 orfA,S0267(),GenBank
S0269-MONOMER,hypothetical protein,S0269(),GenBank
S0270-MONOMER,5-aminolevulinate dehydratase; porphobilinogen synthase,S0270(8),GenBank
S0271-MONOMER,taurine dioxygenase,S0271(2),GenBank
S0272-MONOMER,taurine transport system permease protein,S0272(),GenBank
S0273-MONOMER,taurine ATP-binding component of a transport system,S0273(),GenBank
S0274-MONOMER,taurine transport system periplasmic protein,S0274(),GenBank
S0275-MONOMER,IS1 orfB,S0275(),GenBank
S0276-MONOMER,IS1 orfA,S0276(),GenBank
S0277-MONOMER,hypothetical protein,S0277(),GenBank
S0278-MONOMER,hypothetical protein,S0278(),GenBank
S0279-MONOMER,putative transporter,S0279(),GenBank
S0280-MONOMER,hypothetical protein,S0280(),GenBank
S0281-MONOMER,putative dehydrogenase subunit,S0281(),GenBank
S0282-MONOMER,IS1 orfA,S0282(),GenBank
S0283-MONOMER,IS1 orfB,S0283(),GenBank
S0284-MONOMER,putative Rhs-family protein,S0284(),GenBank
S0285-MONOMER,hypothetical cytoplasmic protein,S0285(),GenBank
S0286-MONOMER,putative cytoplasmic protein,S0286(),GenBank
S0287-MONOMER,putative Rhs-family protein,S0287(),GenBank
S0288-MONOMER,putative Rhs-family protein,S0288(),GenBank
S0289-MONOMER,putative Rhs-family protein,S0289(),GenBank
S0290-MONOMER,putative amidase-type enzyme,S0290(),GenBank
S0291-MONOMER,hypothetical protein,S0291(),GenBank
S0292-MONOMER,putative acyl-CoA dehydrogenase,S0292(1),GenBank
S0293-MONOMER,phosphoheptose isomerase,S0293(4),GenBank
S0294-MONOMER,putative amidotransferase,S0294(),GenBank
S0295-MONOMER,hypothetical protein,S0295(),GenBank
S0296-MONOMER,putative lipoprotein,S0296(),GenBank
S0297-MONOMER,hypothetical protein,S0297(),GenBank
S0299-MONOMER,flagellar biosynthetic protein FlhA,S0299(),GenBank
S0298-MONOMER,putative motility protein,S0298(),GenBank
S0300-MONOMER,damage-inducible protein P,S0300(),GenBank
S0301-MONOMER,hypothetical protein,S0301(),GenBank
S0302-MONOMER,hypothetical protein,S0302(),GenBank
S0303-MONOMER,hypothetical protein,S0303(),GenBank
S0304-MONOMER,hypothetical protein,S0304(),GenBank
S0305-MONOMER,probable peptide chain release factor,S0305(),GenBank
S0306-MONOMER,aminoacyl-histidine dipeptidase (peptidase D),S0306(2),GenBank
S0307-MONOMER,guanine-hypoxanthine phosphoribosyltransferase,S0307(4),GenBank
S0308-MONOMER,hypothetical protein,S0308(),GenBank
S0309-MONOMER,transcriptional regulator of cryptic csgA gene for curli surface fibers,S0309(),GenBank
S0310-MONOMER,"outer membrane pore protein E (E,Ic,NmpAB)",S0310(3),GenBank
S0311-MONOMER,IS1 orfA,S0311(),GenBank
S0312-MONOMER,IS1 orfB,S0312(),GenBank
S0313-MONOMER,gamma-glutamate kinase,S0313(4),GenBank
S0314-MONOMER,gamma-glutamylphosphate reductase,S0314(4),GenBank
S0316-MONOMER,putative phage integrase,S0316(),GenBank
S0317-MONOMER,IS600 orfA,S0317(),GenBank
S0318-MONOMER,IS600 orfB,S0318(),GenBank
S0319-MONOMER,hypothetical bacteriophage protein,S0319(),GenBank
S4801-MONOMER,putative phage tail fibre protein,S4801(),GenBank
S4802-MONOMER,hypothetical protein,S4802(),GenBank
S4808-MONOMER,hypothetical protein,S4808(),GenBank
S4803-MONOMER,putative glucosyl tranferase II,S4803(),GenBank
S0320-MONOMER,putative bactoprenol glucosyl transferase,S0320(),GenBank
S0321-MONOMER,putative flippase,S0321(),GenBank
S0322-MONOMER,integrase fragment,S0322(),GenBank
S0323-MONOMER,IS600 orfB,S0323(),GenBank
S0324-MONOMER,IS600 orfA,S0324(),GenBank
S0325-MONOMER,putative phage integrase,S0325(),GenBank
S4804-MONOMER,hypothetical protein,S4804(),GenBank
S0326-MONOMER,IS600 orfB,S0326(),GenBank
S0327-MONOMER,IS629 orfB,S0327(),GenBank
S0328-MONOMER,"IS629, orfA",S0328(),GenBank
S0329-MONOMER,hypothetical protein,S0329(),GenBank
S0330-MONOMER,pyrroline-5-carboxylate reductase,S0330(10),GenBank
S0331-MONOMER,hypothetical protein,S0331(),GenBank
S0332-MONOMER,shikimate kinase II,S0332(1),GenBank
S0333-MONOMER,hypothetical protein,S0333(),GenBank
S0334-MONOMER,protein of aro operon,S0334(),GenBank
S0335-MONOMER,hypothetical protein,S0335(),GenBank
S0336-MONOMER,hypothetical protein,S0336(),GenBank
S0337-MONOMER,hypothetical protein,S0337(),GenBank
S0339-MONOMER,hypothetical protein,S0339(),GenBank
S0338-MONOMER,possible NAGC-like transcriptional regulator,S0338(1),GenBank
S0341-MONOMER,putative transport protein AraJ,S0341(),GenBank
S0342-MONOMER,ATP-dependent dsDNA exonuclease,S0342(),GenBank
S0343-MONOMER,ATP-dependent dsDNA exonuclease,S0343(),GenBank
S0344-MONOMER,positive response regulator for pho regulon,S0344(),GenBank
S0345-MONOMER,positive and negative sensor protein for pho regulon,S0345(),GenBank
S0346-MONOMER,branched-chain amino-acid transport system II carrier protein,S0346(1),GenBank
S0347-MONOMER,proline permease transport protein,S0347(),GenBank
S0348-MONOMER,maltodextrin glucosidase,S0348(1),GenBank
S0350-MONOMER,probable S-adenosylmethionine:tRNA ribosyltransferase-isomerase,S0350(1),GenBank
S0351-MONOMER,tRNA-guanine transglycosylase,S0351(6),GenBank
S0352-MONOMER,hypothetical protein,S0352(),GenBank
S0353-MONOMER,membrane protein,S0353(),GenBank
S0354-MONOMER,membrane protein,S0354(),GenBank
S0355-MONOMER,hypothetical protein,S0355(),GenBank
S0356-MONOMER,outer membrane protein Tsx,S0356(1),GenBank
S0357-MONOMER,hypothetical protein,S0357(),GenBank
S0358-MONOMER,hypothetical protein,S0358(),GenBank
S0359-MONOMER,bifunctional pyrimidine deaminase/reductase,S0359(2),GenBank
S0360-MONOMER,"riboflavin synthase, beta chain",S0360(60),GenBank
S0361-MONOMER,transcription termination factor NusB,S0361(1),GenBank
S0362-MONOMER,thiamin-monophosphate kinase,S0362(1),GenBank
S0363-MONOMER,phosphatidylglycerophosphatase,S0363(1),GenBank
S0365-MONOMER,1-deoxyxylulose-5-phosphate synthase; flavoprotein,S0365(2),GenBank
S0366-MONOMER,geranyltranstransferase (farnesyldiphosphate synthase),S0366(1),GenBank
S0367-MONOMER,"exonuclease VII, small subunit",S0367(),GenBank
S0368-MONOMER,putative oxidoreductase,S0368(1),GenBank
S0369-MONOMER,4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis (ThiJ) protein,S0369(),GenBank
S0370-MONOMER,ketopantoate reductase,S0370(1),GenBank
S0371-MONOMER,hypothetical protein,S0371(),GenBank
S4809-MONOMER,hypothetical protein,S4809(),GenBank
S4810-MONOMER,hypothetical protein,S4810(),GenBank
S0372-MONOMER,IS1 orfA,S0372(),GenBank
S4811-MONOMER,IS1 orfB,S4811(),GenBank
S4812-MONOMER,conserved hypothetical protein,S4812(),GenBank
S0373-MONOMER,hypothetical protein,S0373(),GenBank
S0374-MONOMER,protoheme IX farnesyltransferase,S0374(1),GenBank
S0375-MONOMER,cytochrome o ubiquinol oxidase subunit IV,S0375(),GenBank
S0376-MONOMER,cytochrome o ubiquinol oxidase subunit III,S0376(),GenBank
S0379-MONOMER,ISSfl3 orfD,S0379(),GenBank
S0380-MONOMER,ISSfl3 orfC,S0380(),GenBank
S0381-MONOMER,ISSfl3 orfC,S0381(),GenBank
S0382-MONOMER,ISSfl3 orfB,S0382(),GenBank
S0383-MONOMER,ISSfl3 orfA,S0383(),GenBank
S0384-MONOMER,beta-lactamase induction signal transducer AmpG,S0384(1),GenBank
S0385-MONOMER,putative polymerase/proteinase,S0385(),GenBank
S0386-MONOMER,possible regulator of murein genes,S0386(),GenBank
S0387-MONOMER,trigger factor,S0387(1),GenBank
S0388-MONOMER,"ATP-dependent proteolytic subunit of clpA-clpP serine protease, heat shock protein F21.5",S0388(),GenBank
S0389-MONOMER,ATP-dependent specificity component of clpP serine protease,S0389(),GenBank
S0390-MONOMER,"DNA-binding, ATP-dependent protease La; heat shock K-protein",S0390(),GenBank
S0391-MONOMER,"DNA-binding protein HU-beta, NS1 (HU-1)",S0391(),GenBank
S0392-MONOMER,putative protease maturation protein,S0392(),GenBank
S0393-MONOMER,hypothetical protein,S0393(),GenBank
S0394-MONOMER,hypothetical protein,S0394(),GenBank
S0395-MONOMER,hypothetical protein,S0395(1),GenBank
S0397-MONOMER,hypothetical protein,S0397(1),GenBank
S0398-MONOMER,putative LRP-like transcriptional regulator,S0398(),GenBank
S0399-MONOMER,ATP-binding component of a transport system,S0399(),GenBank
S0400-MONOMER,putative ATP-binding component of a transport system,S0400(),GenBank
S0401-MONOMER,nitrogen regulatory protein P-II 2,S0401(),GenBank
S0402-MONOMER,probable ammonium transporter,S0402(3),GenBank
S0403-MONOMER,acyl-CoA thioesterase II,S0403(4),GenBank
S0404-MONOMER,conserved hypothetical lipoprotein,S0404(),GenBank
S0405-MONOMER,IS4 orf,S0405(),GenBank
S0406-MONOMER,hypothetical protein,S0406(),GenBank
S0408-MONOMER,hypothetical protein,S0408(),GenBank
S0409-MONOMER,hypothetical protein,S0409(),GenBank
S0410-MONOMER,hypothetical protein,S0410(),GenBank
S0412-MONOMER,hemolysin expression modulating protein,S0412(),GenBank
S0413-MONOMER,hypothetical protein,S0413(),GenBank
S0414-MONOMER,acriflavine resistance protein,S0414(),GenBank
S0415-MONOMER,acriflavin resistance protein AcrA precursor,S0415(),GenBank
S0416-MONOMER,acrAB operon repressor,S0416(),GenBank
S0417-MONOMER,putative alpha helix protein,S0417(),GenBank
S0418-MONOMER,hypothetical protein,S0418(),GenBank
S0419-MONOMER,primosomal replication protein N,S0419(),GenBank
S0420-MONOMER,hypothetical 14.8kd protein,S0420(),GenBank
S0421-MONOMER,adenine phosphoribosyltransferase,S0421(2),GenBank
S0422-MONOMER,"DNA polymerase III, tau and gamma subunits; DNA elongation factor III",S0422(),GenBank
S0423-MONOMER,hypothetical protein,S0423(),GenBank
S0424-MONOMER,recombination protein RecR,S0424(),GenBank
S0425-MONOMER,"chaperone Hsp90, heat shock protein C 62.5",S0425(),GenBank
S0426-MONOMER,adenylate kinase,S0426(1),GenBank
S0427-MONOMER,ferrochelatase,S0427(1),GenBank
S0428-MONOMER,putative lipase,S0428(),GenBank
S0429-MONOMER,inosine-guanosine kinase,S0429(2),GenBank
S0430-MONOMER,putative transport protein,S0430(),GenBank
S0431-MONOMER,fosmidomycin resistance protein,S0431(),GenBank
S0432-MONOMER,UDP-sugar hydrolase (5-nucleotidase),S0432(1),GenBank
S0433-MONOMER,hypothetical protein,S0433(),GenBank
S0434-MONOMER,putative ligase,S0434(),GenBank
S0435-MONOMER,hypothetical protein,S0435(),GenBank
S0436-MONOMER,putative ATPase,S0436(1),GenBank
S0437-MONOMER,putative glutaminase,S0437(4),GenBank
S0438-MONOMER,putative amino acid/amine transport protein,S0438(),GenBank
S0439-MONOMER,putative transcriptional regulator,S0439(),GenBank
S0440-MONOMER,hypothetical protein,S0440(),GenBank
S0441-MONOMER,putative protease,S0441(),GenBank
S0442-MONOMER,putative ATP-binding component of a transport system,S0442(),GenBank
S0443-MONOMER,putative metal resistance protein,S0443(),GenBank
S0444-MONOMER,putative thioredoxin-like protein,S0444(),GenBank
