,name,genes,source
ABAYE_RS09180-MONOMER,LysR family transcriptional regulator,ABAYE_RS09180(),BioCyc
ABAYE_RS17580-MONOMER,DNA-binding response regulator,ABAYE_RS17580(),BioCyc
ABAYE_RS10305-MONOMER,AraC family transcriptional regulator,ABAYE_RS10305(),BioCyc
ABAYE_RS00135-MONOMER,oxidoreductase,ABAYE_RS00135(),BioCyc
ABAYE_RS14225-MONOMER,enoyl-CoA hydratase,ABAYE_RS14225(),BioCyc
ABAYE_RS05875-MONOMER,peptide synthetase,ABAYE_RS05875(),BioCyc
ABAYE_RS07780-MONOMER,hypothetical protein,ABAYE_RS07780(),BioCyc
ABAYE_RS16250-MONOMER,type IV pilus biogenesis/stability protein PilW,ABAYE_RS16250(),BioCyc
ABAYE_RS04335-MONOMER,serine--tRNA ligase,ABAYE_RS04335(2),BioCyc
ABAYE_RS07415-MONOMER,hypothetical protein,ABAYE_RS07415(),BioCyc
ABAYE_RS10100-MONOMER,hypothetical protein,ABAYE_RS10100(),BioCyc
ABAYE_RS05420-MONOMER,rRNA large subunit pseudouridine synthase E,ABAYE_RS05420(1),BioCyc
ABAYE_RS13650-MONOMER,hypothetical protein,ABAYE_RS13650(),BioCyc
ABAYE_RS10820-MONOMER,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,ABAYE_RS10820(),BioCyc
CPLX1SOZ-9,DNA-directed RNA polymerase,ABAYE_RS17330() AND ABAYE_RS17335(),BioCyc
ABAYE_RS04900-MONOMER,TolC family protein,ABAYE_RS04900(),BioCyc
ABAYE_RS05610-MONOMER,aromatic amino acid transporter AroP,ABAYE_RS05610(),BioCyc
ABAYE_RS04800-MONOMER,EF-P lysine aminoacylase GenX,ABAYE_RS04800(),BioCyc
ABAYE_RS16125-MONOMER,bifunctional diguanylate cyclase/phosphodiesterase,ABAYE_RS16125(),BioCyc
ABAYE_RS12855-MONOMER,ATP-dependent RNA helicase HrpA,ABAYE_RS12855(),BioCyc
ABAYE_RS04955-MONOMER,phosphoribosylglycinamide formyltransferase,ABAYE_RS04955(1),BioCyc
ABAYE_RS04120-MONOMER,fatty acid desaturase,ABAYE_RS04120(),BioCyc
ABAYE_RS17695-MONOMER,signal peptidase II,ABAYE_RS17695(),BioCyc
ABAYE_RS06970-MONOMER,alpha/beta hydrolase,ABAYE_RS06970(),BioCyc
ABAYE_RS15580-MONOMER,hypothetical protein,ABAYE_RS15580(),BioCyc
ABAYE_RS05335-MONOMER,DUF1615 domain-containing protein,ABAYE_RS05335(),BioCyc
ABAYE_RS14420-MONOMER,hypothetical protein,ABAYE_RS14420(),BioCyc
ABAYE_RS02590-MONOMER,50S ribosomal protein L16,ABAYE_RS02590(1),BioCyc
ABAYE_RS19505-MONOMER,IS3 family transposase,ABAYE_RS19505(),BioCyc
ABAYE_RS04935-MONOMER,DNA internalization-related competence protein ComEC/Rec2,ABAYE_RS04935(),BioCyc
ABAYE_RS17895-MONOMER,mercury transporter,ABAYE_RS17895(),BioCyc
ABAYE_RS18385-MONOMER,hypothetical protein,ABAYE_RS18385(),BioCyc
ABAYE_RS03280-MONOMER,hypothetical protein,ABAYE_RS03280(),BioCyc
ABAYE_RS17175-MONOMER,YqgE/AlgH family protein,ABAYE_RS17175(),BioCyc
ABAYE_RS04970-MONOMER,DnaA regulatory inactivator Hda,ABAYE_RS04970(),BioCyc
ABAYE_RS04550-MONOMER,ribosome assembly RNA-binding protein YhbY,ABAYE_RS04550(),BioCyc
ABAYE_RS09975-MONOMER,diaminohydroxyphosphoribosylaminopyrimidine deaminase,ABAYE_RS09975(),BioCyc
ABAYE_RS01540-MONOMER,AzlD domain-containing protein,ABAYE_RS01540(),BioCyc
ABAYE_RS07435-MONOMER,peptide chain release factor N(5)-glutamine methyltransferase,ABAYE_RS07435(),BioCyc
ABAYE_RS15605-MONOMER,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,ABAYE_RS15605(1),BioCyc
ABAYE_RS00485-MONOMER,hypothetical protein,ABAYE_RS00485(),BioCyc
ABAYE_RS02060-MONOMER,hypothetical protein,ABAYE_RS02060(),BioCyc
ABAYE_RS17625-MONOMER,hypothetical protein,ABAYE_RS17625(),BioCyc
ABAYE_RS02285-MONOMER,arginine N-succinyltransferase,ABAYE_RS02285(1),BioCyc
ABAYE_RS19985-MONOMER,DUF3330 domain-containing protein,ABAYE_RS19985(),BioCyc
ABAYE_RS03035-MONOMER,phosphohydrolase,ABAYE_RS03035(),BioCyc
ABAYE_RS08955-MONOMER,aldehyde dehydrogenase (NADP(+)),ABAYE_RS08955(),BioCyc
ABAYE_RS06500-MONOMER,thiazole synthase,ABAYE_RS06500(1),BioCyc
ABAYE_RS10040-MONOMER,YcgL domain-containing protein,ABAYE_RS10040(),BioCyc
ABAYE_RS13360-MONOMER,YraN family protein,ABAYE_RS13360(),BioCyc
ABAYE_RS18940-MONOMER,tyrosine protein kinase,ABAYE_RS18940(),BioCyc
ABAYE_RS15985-MONOMER,copper resistance protein C,ABAYE_RS15985(),BioCyc
ABAYE_RS08930-MONOMER,hypothetical protein,ABAYE_RS08930(),BioCyc
ABAYE_RS13120-MONOMER,"outer membrane porin, OprD family",ABAYE_RS13120(),BioCyc
ABAYE_RS02260-MONOMER,class I SAM-dependent methyltransferase,ABAYE_RS02260(),BioCyc
ABAYE_RS17045-MONOMER,DNA helicase,ABAYE_RS17045(),BioCyc
ABAYE_RS04525-MONOMER,transcription elongation factor GreA,ABAYE_RS04525(1),BioCyc
ABAYE_RS05495-MONOMER,type I-F CRISPR-associated protein Csy1,ABAYE_RS05495(),BioCyc
ABAYE_RS16145-MONOMER,DUF4124 domain-containing protein,ABAYE_RS16145(),BioCyc
ABAYE_RS12635-MONOMER,hypothetical protein,ABAYE_RS12635(),BioCyc
ABAYE_RS01415-MONOMER,acetate--CoA ligase,ABAYE_RS01415(1),BioCyc
ABAYE_RS09830-MONOMER,LysR family transcriptional regulator,ABAYE_RS09830(),BioCyc
ABAYE_RS04455-MONOMER,succinate--CoA ligase subunit alpha,ABAYE_RS04455(),BioCyc
ABAYE_RS11430-MONOMER,amino acid ABC transporter permease,ABAYE_RS11430(),BioCyc
ABAYE_RS18870-MONOMER,UTP--glucose-1-phosphate uridylyltransferase,ABAYE_RS18870(1),BioCyc
ABAYE_RS10120-MONOMER,HIT family protein,ABAYE_RS10120(),BioCyc
ABAYE_RS00855-MONOMER,bifunctional pyrazinamidase/nicotinamidase,ABAYE_RS00855(1),BioCyc
ABAYE_RS07440-MONOMER,ABC transporter permease,ABAYE_RS07440(),BioCyc
ABAYE_RS04410-MONOMER,type II citrate synthase,ABAYE_RS04410(6),BioCyc
ABAYE_RS17300-MONOMER,membrane protein,ABAYE_RS17300(),BioCyc
ABAYE_RS08220-MONOMER,30S ribosomal protein S12 methylthiotransferase RimO,ABAYE_RS08220(),BioCyc
ABAYE_RS01745-MONOMER,DUF1294 domain-containing protein,ABAYE_RS01745(),BioCyc
ABAYE_RS03110-MONOMER,thioredoxin TrxC,ABAYE_RS03110(1),BioCyc
ABAYE_RS14925-MONOMER,50S ribosomal protein L32,ABAYE_RS14925(1),BioCyc
ABAYE_RS06475-MONOMER,hypothetical protein,ABAYE_RS06475(),BioCyc
ABAYE_RS16600-MONOMER,zinc-binding alcohol dehydrogenase family protein,ABAYE_RS16600(),BioCyc
ABAYE_RS12305-MONOMER,divalent metal cation transporter,ABAYE_RS12305(),BioCyc
ABAYE_RS18425-MONOMER,TetR/AcrR family transcriptional regulator,ABAYE_RS18425(),BioCyc
ABAYE_RS06660-MONOMER,hypothetical protein,ABAYE_RS06660(),BioCyc
ABAYE_RS11550-MONOMER,hypothetical protein,ABAYE_RS11550(),BioCyc
ABAYE_RS19460-MONOMER,trimethoprim-resistant dihydrofolate reductase DfrA10,ABAYE_RS19460(),BioCyc
ABAYE_RS09610-MONOMER,hypothetical protein,ABAYE_RS09610(),BioCyc
ABAYE_RS16350-MONOMER,DUF2846 domain-containing protein,ABAYE_RS16350(),BioCyc
ABAYE_RS04745-MONOMER,hypothetical protein,ABAYE_RS04745(),BioCyc
ABAYE_RS11415-MONOMER,amino acid ABC transporter substrate-binding protein,ABAYE_RS11415(),BioCyc
ABAYE_RS12870-MONOMER,DUF1442 domain-containing protein,ABAYE_RS12870(),BioCyc
ABAYE_RS06790-MONOMER,hypothetical protein,ABAYE_RS06790(),BioCyc
ABAYE_RS16795-MONOMER,LysR family transcriptional regulator,ABAYE_RS16795(),BioCyc
ABAYE_RS06730-MONOMER,hypothetical protein,ABAYE_RS06730(),BioCyc
ABAYE_RS11665-MONOMER,acetyl-CoA C-acyltransferase,ABAYE_RS11665(),BioCyc
ABAYE_RS09815-MONOMER,CoA transferase subunit B,ABAYE_RS09815(),BioCyc
ABAYE_RS08440-MONOMER,hypothetical protein,ABAYE_RS08440(),BioCyc
ABAYE_RS18130-MONOMER,sodium:proton antiporter,ABAYE_RS18130(),BioCyc
ABAYE_RS15120-MONOMER,LysE family translocator,ABAYE_RS15120(),BioCyc
CPLX1SOZ-12,phenylalanine--tRNA ligase,ABAYE_RS15755(2) AND ABAYE_RS15760(2),BioCyc
ABAYE_RS04605-MONOMER,methyltransferase,ABAYE_RS04605(),BioCyc
ABAYE_RS01995-MONOMER,hypothetical protein,ABAYE_RS01995(),BioCyc
ABAYE_RS01380-MONOMER,peptide chain release factor 2,ABAYE_RS01380(1),BioCyc
ABAYE_RS04850-MONOMER,electron transfer flavoprotein subunit beta/FixA family protein,ABAYE_RS04850(),BioCyc
ABAYE_RS10145-MONOMER,lipid-A-disaccharide synthase,ABAYE_RS10145(2),BioCyc
ABAYE_RS10225-MONOMER,PepSY domain-containing protein,ABAYE_RS10225(),BioCyc
ABAYE_RS08645-MONOMER,alpha/beta hydrolase,ABAYE_RS08645(),BioCyc
ABAYE_RS11580-MONOMER,enoyl-CoA hydratase,ABAYE_RS11580(),BioCyc
ABAYE_RS08605-MONOMER,ATP-dependent Clp protease ATP-binding subunit ClpA,ABAYE_RS08605(),BioCyc
ABAYE_RS18490-MONOMER,ATP synthase subunit I,ABAYE_RS18490(),BioCyc
ABAYE_RS06310-MONOMER,multidrug efflux RND transporter permease subunit,ABAYE_RS06310(),BioCyc
ABAYE_RS14580-MONOMER,dUTP diphosphatase,ABAYE_RS14580(3),BioCyc
ABAYE_RS15310-MONOMER,LysR family transcriptional regulator,ABAYE_RS15310(),BioCyc
ABAYE_RS04225-MONOMER,ammonium transporter,ABAYE_RS04225(),BioCyc
ABAYE_RS17685-MONOMER,universal stress protein,ABAYE_RS17685(),BioCyc
ABAYE_RS09730-MONOMER,LysR family transcriptional regulator,ABAYE_RS09730(),BioCyc
ABAYE_RS14100-MONOMER,LysR family transcriptional regulator,ABAYE_RS14100(),BioCyc
ABAYE_RS10870-MONOMER,pilus assembly protein,ABAYE_RS10870(),BioCyc
ABAYE_RS12790-MONOMER,GFA family protein,ABAYE_RS12790(),BioCyc
ABAYE_RS06220-MONOMER,DUF3465 domain-containing protein,ABAYE_RS06220(),BioCyc
ABAYE_RS00220-MONOMER,GlxA family transcriptional regulator,ABAYE_RS00220(),BioCyc
ABAYE_RS03165-MONOMER,JAB domain-containing protein,ABAYE_RS03165(),BioCyc
ABAYE_RS08865-MONOMER,transcriptional regulator FeaR,ABAYE_RS08865(),BioCyc
ABAYE_RS11370-MONOMER,glutathione-dependent disulfide-bond oxidoreductase,ABAYE_RS11370(),BioCyc
ABAYE_RS17225-MONOMER,UvrABC system protein C,ABAYE_RS17225(),BioCyc
ABAYE_RS18200-MONOMER,heteromeric transposase endonuclease subunit TnsA,ABAYE_RS18200(),BioCyc
ABAYE_RS06860-MONOMER,hypothetical protein,ABAYE_RS06860(),BioCyc
ABAYE_RS13950-MONOMER,esterase,ABAYE_RS13950(),BioCyc
ABAYE_RS00615-MONOMER,anhydro-N-acetylmuramic acid kinase,ABAYE_RS00615(1),BioCyc
ABAYE_RS10075-MONOMER,hypothetical protein,ABAYE_RS10075(),BioCyc
ABAYE_RS15565-MONOMER,protein FilD,ABAYE_RS15565(),BioCyc
ABAYE_RS11275-MONOMER,PLP-dependent aminotransferase family protein,ABAYE_RS11275(),BioCyc
ABAYE_RS15350-MONOMER,DUF1852 domain-containing protein,ABAYE_RS15350(),BioCyc
ABAYE_RS00695-MONOMER,LysR family transcriptional regulator,ABAYE_RS00695(),BioCyc
ABAYE_RS09100-MONOMER,hypothetical protein,ABAYE_RS09100(),BioCyc
ABAYE_RS10980-MONOMER,amino acid ABC transporter permease,ABAYE_RS10980(),BioCyc
ABAYE_RS03540-MONOMER,sensor histidine kinase efflux regulator BaeS,ABAYE_RS03540(),BioCyc
CPLX1SOZ-5,NAD(P) transhydrogenase,ABAYE_RS15915() AND ABAYE_RS15920(),BioCyc
ABAYE_RS06625-MONOMER,"ribbon-helix-helix protein, CopG family",ABAYE_RS06625(),BioCyc
ABAYE_RS00475-MONOMER,hypothetical protein,ABAYE_RS00475(),BioCyc
ABAYE_RS12005-MONOMER,AraC family transcriptional regulator,ABAYE_RS12005(),BioCyc
ABAYE_RS03935-MONOMER,"L,D-transpeptidase",ABAYE_RS03935(),BioCyc
ABAYE_RS00435-MONOMER,transcriptional regulator,ABAYE_RS00435(),BioCyc
ABAYE_RS07180-MONOMER,nuclear transport factor 2 family protein,ABAYE_RS07180(),BioCyc
ABAYE_RS00980-MONOMER,ATP-binding protein,ABAYE_RS00980(),BioCyc
ABAYE_RS06195-MONOMER,MFS transporter,ABAYE_RS06195(),BioCyc
ABAYE_RS05660-MONOMER,tRNA 2-thiouridine(34) synthase MnmA,ABAYE_RS05660(1),BioCyc
ABAYE_RS13300-MONOMER,hypothetical protein,ABAYE_RS13300(),BioCyc
ABAYE_RS02455-MONOMER,toluene tolerance protein,ABAYE_RS02455(),BioCyc
ABAYE_RS15205-MONOMER,NADH-quinone oxidoreductase subunit L,ABAYE_RS15205(),BioCyc
ABAYE_RS02340-MONOMER,hypothetical protein,ABAYE_RS02340(),BioCyc
ABAYE_RS07770-MONOMER,chorismate mutase,ABAYE_RS07770(),BioCyc
ABAYE_RS05440-MONOMER,MFS transporter,ABAYE_RS05440(),BioCyc
ABAYE_RS05350-MONOMER,VIT family protein,ABAYE_RS05350(),BioCyc
ABAYE_RS15990-MONOMER,copper resistance protein CopD,ABAYE_RS15990(),BioCyc
ABAYE_RS08255-MONOMER,outer membrane protein assembly factor BamA,ABAYE_RS08255(),BioCyc
ABAYE_RS14280-MONOMER,high-affinity choline transporter BetT,ABAYE_RS14280(1),BioCyc
ABAYE_RS00170-MONOMER,NADP-dependent oxidoreductase,ABAYE_RS00170(),BioCyc
ABAYE_RS12130-MONOMER,OmpA family protein,ABAYE_RS12130(),BioCyc
ABAYE_RS11930-MONOMER,phenylacetate--CoA ligase,ABAYE_RS11930(1),BioCyc
ABAYE_RS02345-MONOMER,DUF262 domain-containing protein,ABAYE_RS02345(),BioCyc
ABAYE_RS15365-MONOMER,fatty acid desaturase,ABAYE_RS15365(),BioCyc
ABAYE_RS14180-MONOMER,ferredoxin reductase,ABAYE_RS14180(),BioCyc
ABAYE_RS00035-MONOMER,hypothetical protein,ABAYE_RS00035(),BioCyc
ABAYE_RS06795-MONOMER,hypothetical protein,ABAYE_RS06795(),BioCyc
ABAYE_RS04350-MONOMER,transcriptional regulator,ABAYE_RS04350(),BioCyc
ABAYE_RS05425-MONOMER,NADP-dependent isocitrate dehydrogenase,ABAYE_RS05425(2),BioCyc
ABAYE_RS07250-MONOMER,phosphoribosylamine--glycine ligase,ABAYE_RS07250(1),BioCyc
ABAYE_RS02880-MONOMER,CDP-diacylglycerol--serine O-phosphatidyltransferase,ABAYE_RS02880(),BioCyc
ABAYE_RS06770-MONOMER,hypothetical protein,ABAYE_RS06770(),BioCyc
ABAYE_RS18800-MONOMER,hypothetical protein,ABAYE_RS18800(),BioCyc
ABAYE_RS07630-MONOMER,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,ABAYE_RS07630(2),BioCyc
ABAYE_RS00660-MONOMER,sodium-dependent transporter,ABAYE_RS00660(),BioCyc
ABAYE_RS00425-MONOMER,hypothetical protein,ABAYE_RS00425(),BioCyc
ABAYE_RS00760-MONOMER,LysR family transcriptional regulator,ABAYE_RS00760(),BioCyc
ABAYE_RS14360-MONOMER,hypothetical protein,ABAYE_RS14360(),BioCyc
