,name,genes,source
GMET_RS10530-MONOMER,6-oxocyclohex-1-ene-1-carbonyl-CoA hydratase,Gmet_2088(),BioCyc
GMET_RS08305-MONOMER,efflux RND transporter periplasmic adaptor subunit,Gmet_1651(),BioCyc
GMET_RS04900-MONOMER,tetratricopeptide repeat protein,Gmet_0979(),BioCyc
GMET_RS10635-MONOMER,sigma 54-interacting transcriptional regulator,Gmet_2109(),BioCyc
GMET_RS15025-MONOMER,hypothetical protein,Gmet_2997(),BioCyc
GMET_RS00330-MONOMER,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,Gmet_0066(1),BioCyc
CPLX2LZ9-37,ADP-forming succinate--CoA ligase,Gmet_2261(2) AND Gmet_2260(2),BioCyc
GMET_RS02750-MONOMER,transketolase,Gmet_0551(),BioCyc
GMET_RS05040-MONOMER,hypothetical protein,Gmet_1008(),BioCyc
GMET_RS18455-MONOMER,BrnA antitoxin family protein,Gmet_2757(),BioCyc
GMET_RS00335-MONOMER,ribulose-phosphate 3-epimerase,Gmet_0067(1),BioCyc
GMET_RS02900-MONOMER,CxxxxCH/CxxCH domain-containing protein,Gmet_0581(),BioCyc
GMET_RS13475-MONOMER,nucleoside-diphosphate kinase,Gmet_2686(4),BioCyc
GMET_RS10460-MONOMER,IS110-like element ISGme8 family transposase,Gmet_2073(),BioCyc
GMET_RS15055-MONOMER,ISL3-like element ISGme6 family transposase,Gmet_3003(),BioCyc
GMET_RS00340-MONOMER,CoA pyrophosphatase,Gmet_0068(),BioCyc
CPLX2LZ9-36,ADP-forming succinate--CoA ligase,Gmet_2068() AND Gmet_2069(),BioCyc
GMET_RS10535-MONOMER,hypothetical protein,Gmet_2089(),BioCyc
GMET_RS02755-MONOMER,transketolase family protein,Gmet_0552(),BioCyc
GMET_RS02040-MONOMER,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,Gmet_0408(1),BioCyc
GMET_RS15635-MONOMER,response regulator,Gmet_3119(),BioCyc
GMET_RS00345-MONOMER,diguanylate cyclase,Gmet_0069(),BioCyc
GMET_RS12415-MONOMER,AAA family ATPase,Gmet_2466(),BioCyc
GMET_RS16645-MONOMER,4Fe-4S binding protein,Gmet_3321(),BioCyc
GMET_RS04040-MONOMER,epoxyqueuosine reductase,Gmet_0807(),BioCyc
GMET_RS07375-MONOMER,hypothetical protein,Gmet_1465(),BioCyc
GMET_RS06170-MONOMER,histidine triad nucleotide-binding protein,Gmet_1225(),BioCyc
GMET_RS00350-MONOMER,endonuclease III domain-containing protein,Gmet_0070(),BioCyc
GMET_RS15035-MONOMER,response regulator,Gmet_2999(),BioCyc
GMET_RS03660-MONOMER,succinate--CoA ligase subunit alpha,Gmet_0730(),BioCyc
CPLX2LZ9-35,ADP-forming succinate--CoA ligase,Gmet_0729() AND Gmet_0730(),BioCyc
GMET_RS15475-MONOMER,cytochrome c,Gmet_3088(),BioCyc
GMET_RS02760-MONOMER,type II secretion system GspH family protein,Gmet_0553(),BioCyc
GMET_RS03040-MONOMER,N-acetyl-gamma-glutamyl-phosphate reductase,Gmet_0608(1),BioCyc
GMET_RS14475-MONOMER,glycosyltransferase family 2 protein,Gmet_2884(),BioCyc
GMET_RS00355-MONOMER,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,Gmet_0071(),BioCyc
GMET_RS06175-MONOMER,DUF4124 domain-containing protein,Gmet_1226(),BioCyc
GMET_RS10540-MONOMER,hypothetical protein,Gmet_2090(),BioCyc
GMET_RS08310-MONOMER,efflux RND transporter permease subunit,Gmet_1652(),BioCyc
GMET_RS15040-MONOMER,hypothetical protein,Gmet_3000(),BioCyc
GMET_RS00360-MONOMER,S-methyl-5-thioribose-1-phosphate isomerase,Gmet_0072(),BioCyc
CPLX2LZ9-34,3-isopropylmalate dehydratase,Gmet_1269(1) AND Gmet_1268(1),BioCyc
GMET_RS13830-MONOMER,DUF523 and DUF1722 domain-containing protein,Gmet_2759(),BioCyc
GMET_RS02765-MONOMER,sensor histidine kinase,Gmet_0554(),BioCyc
GMET_RS12420-MONOMER,hypothetical protein,Gmet_2467(),BioCyc
GMET_RS06180-MONOMER,prolipoprotein diacylglyceryl transferase,Gmet_1227(1),BioCyc
GMET_RS00365-MONOMER,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,Gmet_0073(),BioCyc
GMET_RS14635-MONOMER,hypothetical protein,Gmet_2915(),BioCyc
GMET_RS06900-MONOMER,SemiSWEET transporter,Gmet_1370(),BioCyc
GMET_RS04405-MONOMER,CHAD domain-containing protein,Gmet_0879(),BioCyc
GMET_RS00370-MONOMER,DNA replication protein DnaD,Gmet_0074(),BioCyc
GMET_RS15045-MONOMER,HigA family addiction module antitoxin,Gmet_3001(),BioCyc
GMET_RS07380-MONOMER,hypothetical protein,Gmet_1466(),BioCyc
CPLX2LZ9-33,DNA topoisomerase (ATP-hydrolyzing),Gmet_0004() AND Gmet_0005(),BioCyc
GMET_RS12475-MONOMER,methyl-accepting chemotaxis protein,Gmet_2478(),BioCyc
GMET_RS02770-MONOMER,sigma-54 dependent transcriptional regulator,Gmet_0555(),BioCyc
GMET_RS13835-MONOMER,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,Gmet_2760(),BioCyc
GMET_RS00375-MONOMER,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,Gmet_0075(),BioCyc
GMET_RS13760-MONOMER,helix-hairpin-helix domain-containing protein,Gmet_2745(),BioCyc
GMET_RS16705-MONOMER,ComF family protein,Gmet_3333(),BioCyc
GMET_RS10860-MONOMER,multicopper oxidase,Gmet_2155(),BioCyc
GMET_RS18685-MONOMER,hypothetical protein,GMET_RS18685(),BioCyc
GMET_RS06740-MONOMER,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Gmet_1339(),BioCyc
GMET_RS15050-MONOMER,hypothetical protein,Gmet_3002(),BioCyc
GMET_RS09050-MONOMER,restriction endonuclease,Gmet_1797(),BioCyc
GMET_RS03665-MONOMER,PAS domain S-box protein,Gmet_0731(),BioCyc
CPLX2LZ9-32,biosynthetic-type acetolactate synthase,Gmet_1261(2) AND Gmet_1260(2),BioCyc
GMET_RS02775-MONOMER,Ig-like domain-containing protein,Gmet_0556(),BioCyc
GMET_RS01900-MONOMER,peptide chain release factor N(5)-glutamine methyltransferase,Gmet_0381(),BioCyc
GMET_RS13840-MONOMER,CHASE domain-containing protein,Gmet_2761(),BioCyc
GMET_RS00380-MONOMER,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,Gmet_0076(),BioCyc
GMET_RS06195-MONOMER,SpoIIE family protein phosphatase,Gmet_1230(),BioCyc
GMET_RS00900-MONOMER,MaoC family dehydratase,Gmet_0180(),BioCyc
GMET_RS09125-MONOMER,polysulfide reductase NrfD,Gmet_1812(),BioCyc
GMET_RS12635-MONOMER,ISL3-like element ISGme5 family transposase,Gmet_2515(),BioCyc
GMET_RS00385-MONOMER,cache domain-containing protein,Gmet_0077(),BioCyc
CPLX2LZ9-31,nitrate reductase,Gmet_1020() AND Gmet_1021() AND Gmet_1022(),BioCyc
GMET_RS12430-MONOMER,DUF2341 domain-containing protein,Gmet_2469(),BioCyc
GMET_RS02780-MONOMER,cytochrome c3 family protein,Gmet_0557(),BioCyc
GMET_RS10680-MONOMER,cytochrome b N-terminal domain-containing protein,Gmet_2119(),BioCyc
GMET_RS08050-MONOMER,3-oxoacyl-[acyl-carrier-protein] reductase,Gmet_1601(1),BioCyc
GMET_RS00390-MONOMER,phospholipase D family protein,Gmet_0078(),BioCyc
GMET_RS04135-MONOMER,hypothetical protein,Gmet_0826(),BioCyc
GMET_RS15860-MONOMER,cytochrome c family protein,Gmet_3165(),BioCyc
GMET_RS10475-MONOMER,formate dehydrogenase accessory sulfurtransferase FdhD,Gmet_2076(),BioCyc
GMET_RS04410-MONOMER,Ppx/GppA family phosphatase,Gmet_0880(2),BioCyc
GMET_RS00395-MONOMER,adenylate cyclase,Gmet_0079(),BioCyc
GMET_RS06205-MONOMER,bifunctional aminoglycoside phosphotransferase/ATP-binding protein,Gmet_1232(),BioCyc
CPLX2LZ9-30,nitrate reductase,Gmet_0329() AND Gmet_0330() AND Gmet_0332(),BioCyc
GMET_RS10555-MONOMER,IS4-like element ISGme2 family transposase,Gmet_2093(),BioCyc
GMET_RS02785-MONOMER,CxxxxCH/CxxCH domain-containing protein,Gmet_0558(),BioCyc
GMET_RS00405-MONOMER,ISL3-like element ISGme6 family transposase,Gmet_0081(),BioCyc
GMET_RS12435-MONOMER,CxxxxCH/CxxCH domain-containing protein,Gmet_2470(),BioCyc
GMET_RS12860-MONOMER,tRNA dihydrouridine synthase DusB,Gmet_2561(1),BioCyc
GMET_RS09040-MONOMER,hypothetical protein,Gmet_1795(),BioCyc
GMET_RS06210-MONOMER,tetratricopeptide repeat protein,Gmet_1233(),BioCyc
GMET_RS00410-MONOMER,hypothetical protein,Gmet_0082(),BioCyc
GMET_RS15065-MONOMER,hypothetical protein,Gmet_3005(),BioCyc
GMET_RS03670-MONOMER,pyridoxal phosphate-dependent aminotransferase,Gmet_0732(),BioCyc
CPLX2LZ9-29,sulfate adenylyltransferase,Gmet_2860(4) AND Gmet_2859(4),BioCyc
GMET_RS11475-MONOMER,replication initiation factor domain-containing protein,Gmet_2276(),BioCyc
GMET_RS02790-MONOMER,right-handed parallel beta-helix repeat-containing protein,Gmet_0559(),BioCyc
GMET_RS07040-MONOMER,ISL3-like element ISGme6 family transposase,Gmet_1398(),BioCyc
GMET_RS00415-MONOMER,hypothetical protein,Gmet_0083(),BioCyc
GMET_RS07385-MONOMER,M28 family peptidase,Gmet_1467(),BioCyc
GMET_RS06215-MONOMER,peptide-binding protein,Gmet_1234(),BioCyc
GMET_RS10565-MONOMER,"GTP 3',8-cyclase MoaA",Gmet_2095(),BioCyc
GMET_RS06040-MONOMER,CHAT domain-containing protein,Gmet_1200(),BioCyc
GMET_RS06125-MONOMER,rRNA pseudouridine synthase,Gmet_1217(1),BioCyc
GMET_RS15070-MONOMER,integron integrase,Gmet_3006(),BioCyc
GMET_RS00420-MONOMER,Poxvirus G6,Gmet_0084(),BioCyc
CPLX2LZ9-28,fumarate reductase/succinate dehydrogenase flavoprotein,Gmet_2395() AND Gmet_2396(),BioCyc
GMET_RS12440-MONOMER,cupin domain-containing protein,Gmet_2471(),BioCyc
GMET_RS02795-MONOMER,carboxypeptidase-like regulatory domain-containing protein,Gmet_0560(),BioCyc
GMET_RS08040-MONOMER,ketoacyl-ACP synthase III,Gmet_1599(2),BioCyc
GMET_RS00425-MONOMER,tyrosine-protein phosphatase,Gmet_0085(),BioCyc
GMET_RS05135-MONOMER,ATP-binding protein,Gmet_1027(),BioCyc
GMET_RS08125-MONOMER,hypothetical protein,Gmet_1617(),BioCyc
GMET_RS13860-MONOMER,sel1 repeat family protein,Gmet_2765(),BioCyc
GMET_RS13635-MONOMER,TldD/PmbA family protein,Gmet_2720(),BioCyc
GMET_RS15075-MONOMER,O-acetyl-ADP-ribose deacetylase,Gmet_3007(),BioCyc
GMET_RS00430-MONOMER,acyl-[ACP]--phospholipid O-acyltransferase,Gmet_0086(1),BioCyc
CPLX2LZ9-27,ATP synthase F0,Gmet_3405() AND Gmet_3406() AND Gmet_3407() AND Gmet_3408() AND Gmet_3409() AND Gmet_3410() AND Gmet_3411(),BioCyc
GMET_RS07125-MONOMER,50S ribosomal protein L20,Gmet_1414(1),BioCyc
GMET_RS02800-MONOMER,hypothetical protein,Gmet_0561(),BioCyc
GMET_RS06225-MONOMER,ABC transporter permease,Gmet_1236(),BioCyc
GMET_RS00435-MONOMER,amidohydrolase family protein,Gmet_0087(),BioCyc
GMET_RS16715-MONOMER,4Fe-4S binding protein,Gmet_3335(),BioCyc
GMET_RS07390-MONOMER,alpha/beta hydrolase,Gmet_1468(),BioCyc
GMET_RS13855-MONOMER,dihydrolipoyl dehydrogenase,Gmet_2764(),BioCyc
GMET_RS16445-MONOMER,IS21-like element ISGme4 family helper ATPase IstB,Gmet_3281(),BioCyc
GMET_RS00440-MONOMER,sigma 54-interacting transcriptional regulator,Gmet_0088(),BioCyc
GMET_RS03675-MONOMER,cytochrome C,Gmet_0733(),BioCyc
CPLX2LZ9-26,F0F1 ATP synthase,Gmet_3409() AND Gmet_3408() AND Gmet_3406() AND Gmet_3405() AND Gmet_3358() AND Gmet_3359() AND Gmet_3360(),BioCyc
GMET_RS02805-MONOMER,hypothetical protein,Gmet_0562(),BioCyc
GMET_RS15080-MONOMER,D-aminoacyl-tRNA deacylase,Gmet_3008(),BioCyc
GMET_RS00445-MONOMER,UvrD-helicase domain-containing protein,Gmet_0089(),BioCyc
GMET_RS04340-MONOMER,30S ribosomal protein S1,Gmet_0867(1),BioCyc
GMET_RS06235-MONOMER,M48 family metallopeptidase,Gmet_1238(),BioCyc
GMET_RS00450-MONOMER,methylated-DNA--[protein]-cysteine S-methyltransferase,Gmet_0090(),BioCyc
CPLX2LZ9-25,tryptophan synthase,Gmet_2477(2) AND Gmet_2482(2),BioCyc
GMET_RS16720-MONOMER,tRNA 2-thiocytidine(32) synthetase TtcA,Gmet_3336(2),BioCyc
GMET_RS03340-MONOMER,hypothetical protein,Gmet_0665(),BioCyc
GMET_RS15200-MONOMER,VC_2705 family sodium/solute symporter,Gmet_3031(),BioCyc
GMET_RS00455-MONOMER,lysophospholipid acyltransferase family protein,Gmet_0091(1),BioCyc
GMET_RS09740-MONOMER,ferritin family protein,Gmet_1928(),BioCyc
GMET_RS05340-MONOMER,CRISPR-associated helicase/endonuclease Cas3,Gmet_1064(),BioCyc
GMET_RS11755-MONOMER,DegT/DnrJ/EryC1/StrS family aminotransferase,Gmet_2332(),BioCyc
GMET_RS04415-MONOMER,RMD1 family protein,Gmet_0881(),BioCyc
GMET_RS00460-MONOMER,Crp/Fnr family transcriptional regulator,Gmet_0092(),BioCyc
GMET_RS07395-MONOMER,AMP-binding protein,Gmet_1469(),BioCyc
CPLX2LZ9-24,glycine--tRNA ligase,Gmet_2941(2) AND Gmet_2942(2),BioCyc
GMET_RS08325-MONOMER,CoA-binding protein,Gmet_1655(),BioCyc
GMET_RS02815-MONOMER,cupin domain-containing protein,Gmet_0564(),BioCyc
GMET_RS16005-MONOMER,Rieske (2Fe-2S) protein,Gmet_3194(),BioCyc
GMET_RS06245-MONOMER,hypothetical protein,Gmet_1240(),BioCyc
GMET_RS00465-MONOMER,IS481-like element ISGme9 family transposase,Gmet_0093(),BioCyc
GMET_RS15085-MONOMER,hypothetical protein,GMET_RS15085(),BioCyc
GMET_RS17635-MONOMER,cytochrome c3 family protein,Gmet_3518(),BioCyc
GMET_RS12455-MONOMER,LPS assembly protein LptD,Gmet_2474(),BioCyc
GMET_RS14115-MONOMER,HD domain-containing protein,Gmet_2817(),BioCyc
GMET_RS00470-MONOMER,IS110-like element ISGme8 family transposase,Gmet_0094(),BioCyc
GMET_RS06250-MONOMER,ferredoxin family protein,Gmet_1241(),BioCyc
GMET_RS03680-MONOMER,prepilin-type N-terminal cleavage/methylation domain-containing protein,Gmet_0734(),BioCyc
CPLX2LZ9-23,cytochrome d ubiquinol oxidase,Gmet_1930(1) AND Gmet_1929(1),BioCyc
GMET_RS00475-MONOMER,single-strand selective monofunctional uracil-DNA glycosylase,Gmet_0095(),BioCyc
GMET_RS15090-MONOMER,TIGR02757 family protein,Gmet_3009(),BioCyc
GMET_RS16865-MONOMER,type II secretion system ATPase GspE,Gmet_3365(),BioCyc
GMET_RS02820-MONOMER,GeoRSP system PqqD family peptide chaperone,Gmet_0565(),BioCyc
GMET_RS06255-MONOMER,carbonic anhydrase,Gmet_1242(),BioCyc
GMET_RS00480-MONOMER,M48 family metallopeptidase,Gmet_0096(),BioCyc
CPLX2LZ9-22,glutamine-hydrolyzing carbamoyl-phosphate synthase,Gmet_1771(2) AND Gmet_1774(2),BioCyc
GMET_RS18410-MONOMER,ATP-binding protein,Gmet_2489(),BioCyc
GMET_RS15680-MONOMER,efflux RND transporter periplasmic adaptor subunit,Gmet_3128(),BioCyc
GMET_RS00485-MONOMER,DUF898 family protein,Gmet_0097(),BioCyc
GMET_RS15095-MONOMER,aminodeoxychorismate synthase component I,Gmet_3010(),BioCyc
GMET_RS06260-MONOMER,response regulator,Gmet_1243(),BioCyc
GMET_RS00490-MONOMER,S4 domain-containing protein YaaA,Gmet_0098(),BioCyc
GMET_RS04420-MONOMER,4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase,Gmet_0882(1),BioCyc
CPLX2LZ9-21,potassium-transporting ATPase,Gmet_2433() AND Gmet_2434() AND Gmet_2435(),BioCyc
GMET_RS16010-MONOMER,50S ribosomal protein L21,Gmet_3195(1),BioCyc
GMET_RS06265-MONOMER,ABC transporter substrate-binding protein,Gmet_1244(),BioCyc
GMET_RS00495-MONOMER,elongation factor P,Gmet_0099(),BioCyc
GMET_RS15105-MONOMER,M23 family metallopeptidase,Gmet_3012(),BioCyc
GMET_RS02825-MONOMER,GeoRSP system radical SAM/SPASM protein,Gmet_0566(),BioCyc
GMET_RS14680-MONOMER,sigma-54 dependent transcriptional regulator,Gmet_2924(),BioCyc
GMET_RS00505-MONOMER,cytochrome c3 family protein,Gmet_0100(),BioCyc
GMET_RS06270-MONOMER,TonB-dependent receptor,Gmet_1245(),BioCyc
GMET_RS03685-MONOMER,PilW family protein,Gmet_0735(),BioCyc
CPLX2LZ9-20,NADH-quinone oxidoreductase,Gmet_3342() AND Gmet_3343() AND Gmet_3344() AND Gmet_3345() AND Gmet_3346() AND Gmet_3347() AND Gmet_3348() AND Gmet_3350() AND Gmet_3353() AND Gmet_3354() AND Gmet_3355(),BioCyc
GMET_RS00510-MONOMER,B12-binding domain-containing radical SAM protein,Gmet_0101(),BioCyc
GMET_RS12785-MONOMER,Rne/Rng family ribonuclease,Gmet_2546(4),BioCyc
GMET_RS17865-MONOMER,membrane protein insertase YidC,Gmet_3561(1),BioCyc
GMET_RS08335-MONOMER,6-carboxytetrahydropterin synthase QueD,Gmet_1657(),BioCyc
GMET_RS08340-MONOMER,7-carboxy-7-deazaguanine synthase QueE,Gmet_1658(),BioCyc
GMET_RS06275-MONOMER,geopeptide radical SAM maturase,Gmet_1246(),BioCyc
GMET_RS00515-MONOMER,hypothetical protein,Gmet_0102(),BioCyc
CPLX2LZ9-19,NADH-quinone oxidoreductase,Gmet_0152() AND Gmet_0154() AND Gmet_0157() AND Gmet_0159() AND Gmet_0161() AND Gmet_0163() AND Gmet_0165() AND Gmet_0167() AND Gmet_0168() AND Gmet_0171() AND Gmet_0172(),BioCyc
GMET_RS14200-MONOMER,hydroxylamine reductase,Gmet_2834(),BioCyc
GMET_RS02830-MONOMER,GeoRSP system SPASM domain protein,Gmet_0567(),BioCyc
GMET_RS00520-MONOMER,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,Gmet_0103(3),BioCyc
GMET_RS15110-MONOMER,translational GTPase TypA,Gmet_3013(),BioCyc
GMET_RS06280-MONOMER,IPT/TIG domain-containing protein,Gmet_1247(),BioCyc
GMET_RS09340-MONOMER,permease-like cell division protein FtsX,Gmet_1855(),BioCyc
GMET_RS00525-MONOMER,glutamine--fructose-6-phosphate transaminase (isomerizing),Gmet_0104(2),BioCyc
GMET_RS04425-MONOMER,bifunctional UDP-4-keto-pentose/UDP-xylose synthase,Gmet_0883(6),BioCyc
GMET_RS07740-MONOMER,AAA family ATPase,Gmet_1537(),BioCyc
CPLX2LZ9-18,phosphoribosylformylglycinamidine synthase,Gmet_1940() AND Gmet_1941(),BioCyc
GMET_RS00600-MONOMER,carbamoyltransferase HypF,Gmet_0119(),BioCyc
GMET_RS02835-MONOMER,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,Gmet_0568(),BioCyc
GMET_RS06285-MONOMER,LPS export ABC transporter permease LptG,Gmet_1248(),BioCyc
GMET_RS00530-MONOMER,hypothetical protein,Gmet_0105(),BioCyc
GMET_RS12510-MONOMER,ISL3-like element ISGme6 family transposase,Gmet_2484(),BioCyc
GMET_RS18810-MONOMER,hypothetical protein,GMET_RS18810(),BioCyc
GMET_RS16730-MONOMER,peptide deformylase,Gmet_3338(1),BioCyc
GMET_RS07405-MONOMER,ATP-binding protein,Gmet_1471(),BioCyc
GMET_RS16760-MONOMER,NADH-quinone oxidoreductase subunit L,Gmet_3344(),BioCyc
GMET_RS00535-MONOMER,D-2-hydroxyacid dehydrogenase,Gmet_0106(1),BioCyc
GMET_RS06290-MONOMER,LPS export ABC transporter permease LptF,Gmet_1249(),BioCyc
GMET_RS03690-MONOMER,pilus assembly PilX N-terminal domain-containing protein,Gmet_0736(),BioCyc
CPLX2LZ9-17,phenylalanine--tRNA ligase,Gmet_1416(2) AND Gmet_1415(2),BioCyc
GMET_RS04600-MONOMER,glycosyltransferase,Gmet_0919(),BioCyc
GMET_RS02840-MONOMER,hypothetical protein,Gmet_0569(),BioCyc
GMET_RS00540-MONOMER,VWA domain-containing protein,Gmet_0107(),BioCyc
GMET_RS15120-MONOMER,nuclear transport factor 2 family protein,Gmet_3015(),BioCyc
GMET_RS08355-MONOMER,RES family NAD+ phosphorylase,Gmet_1661(),BioCyc
GMET_RS06340-MONOMER,dihydroxy-acid dehydratase,Gmet_1259(2),BioCyc
GMET_RS06295-MONOMER,30S ribosomal protein S2,Gmet_1250(1),BioCyc
GMET_RS00545-MONOMER,MoxR family ATPase,Gmet_0108(),BioCyc
CPLX2LZ9-16,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase,Gmet_0073() AND Gmet_0075() AND Gmet_0076(),BioCyc
GMET_RS02845-MONOMER,YedE-related selenium metabolism membrane protein,Gmet_0570(),BioCyc
GMET_RS12680-MONOMER,PilZ domain-containing protein,Gmet_2523(),BioCyc
GMET_RS08740-MONOMER,response regulator,Gmet_1737(),BioCyc
GMET_RS00550-MONOMER,M48 family metallopeptidase,Gmet_0109(),BioCyc
GMET_RS15125-MONOMER,fluoride efflux transporter CrcB,Gmet_3016(),BioCyc
GMET_RS09135-MONOMER,cytochrome c,Gmet_1814(),BioCyc
GMET_RS06300-MONOMER,translation elongation factor Ts,Gmet_1251(1),BioCyc
GMET_RS07340-MONOMER,filamentous haemagglutinin family protein,Gmet_1458(),BioCyc
GMET_RS02600-MONOMER,arsenate reductase ArsC,Gmet_0521(),BioCyc
GMET_RS00555-MONOMER,OB-fold nucleic acid binding domain-containing protein,Gmet_0110(),BioCyc
GMET_RS04430-MONOMER,formyltransferase,Gmet_0884(),BioCyc
GMET_RS07410-MONOMER,SpoIIE family protein phosphatase,Gmet_1472(),BioCyc
CPLX2LZ9-15,cytochrome c oxidase,Gmet_0249() AND Gmet_0250() AND Gmet_0252(),BioCyc
GMET_RS08345-MONOMER,creatininase family protein,Gmet_1659(),BioCyc
GMET_RS02850-MONOMER,CxxxxCH/CxxCH domain-containing protein,Gmet_0571(),BioCyc
GMET_RS16020-MONOMER,GTPase ObgE,Gmet_3197(),BioCyc
GMET_RS06305-MONOMER,UMP kinase,Gmet_1252(6),BioCyc
GMET_RS00560-MONOMER,general secretion pathway protein GspE,Gmet_0111(),BioCyc
GMET_RS10590-MONOMER,PEP-utilizing enzyme,Gmet_2100(),BioCyc
GMET_RS06310-MONOMER,ribosome recycling factor,Gmet_1253(1),BioCyc
GMET_RS03695-MONOMER,pilus assembly protein PilY,Gmet_0737(),BioCyc
CPLX2LZ9-14,imidazole glycerol phosphate synthase,Gmet_0389(1) AND Gmet_0387(1),BioCyc
GMET_RS03600-MONOMER,hypothetical protein,Gmet_0717(),BioCyc
GMET_RS13785-MONOMER,uroporphyrinogen decarboxylase family protein,Gmet_2750(),BioCyc
GMET_RS00565-MONOMER,J domain-containing protein,Gmet_0112(),BioCyc
GMET_RS15135-MONOMER,rhodanese-like domain-containing protein,Gmet_3018(),BioCyc
GMET_RS13680-MONOMER,acylphosphatase,Gmet_2729(1),BioCyc
GMET_RS12490-MONOMER,transglycosylase SLT domain-containing protein,Gmet_2481(),BioCyc
GMET_RS02855-MONOMER,cytochrome c biogenesis protein ResB,Gmet_0572(),BioCyc
GMET_RS06315-MONOMER,isoprenyl transferase,Gmet_1254(2),BioCyc
GMET_RS00570-MONOMER,hypothetical protein,Gmet_0113(),BioCyc
GMET_RS15140-MONOMER,DoxX family membrane protein,Gmet_3019(),BioCyc
CPLX2LZ9-13,cytochrome c oxidase,Gmet_0249() AND Gmet_0252(),BioCyc
GMET_RS10600-MONOMER,phenylphosphate carboxylase subunit beta,Gmet_2102(6),BioCyc
GMET_RS12500-MONOMER,VOC family protein,Gmet_2483(),BioCyc
GMET_RS07415-MONOMER,helix-hairpin-helix domain-containing protein,Gmet_1473(),BioCyc
GMET_RS15030-MONOMER,response regulator,Gmet_2998(),BioCyc
GMET_RS00575-MONOMER,PilZ domain-containing protein,Gmet_0114(),BioCyc
GMET_RS08350-MONOMER,MbcA/ParS/Xre antitoxin family protein,Gmet_1660(),BioCyc
GMET_RS06135-MONOMER,response regulator,Gmet_1219(),BioCyc
GMET_RS02860-MONOMER,cytochrome c biogenesis protein CcsA,Gmet_0573(),BioCyc
GMET_RS11925-MONOMER,peptide chain release factor 2,Gmet_2366(1),BioCyc
GMET_RS04435-MONOMER,glycosyltransferase,Gmet_0885(1),BioCyc
CPLX2LZ9-12,ATP-dependent Clp endopeptidase proteolytic,Gmet_1872() AND Gmet_1873(),BioCyc
