,name,genes,source
SGL_RS13780-MONOMER,WD40 repeat domain-containing protein,SGL_RS13780(),BioCyc
SGL_RS16895-MONOMER,ammonium transporter,SGL_RS16895(),BioCyc
SGL_RS13560-MONOMER,glucose-1-phosphate thymidylyltransferase,SGL_RS13560(1),BioCyc
SGL_RS11430-MONOMER,STAS domain-containing protein,SGL_RS11430(),BioCyc
SGL_RS13660-MONOMER,hypothetical protein,SGL_RS13660(),BioCyc
SGL_RS14185-MONOMER,phosphate ABC transporter ATP-binding protein,SGL_RS14185(),BioCyc
SGL_RS06070-MONOMER,cobaltochelatase subunit CobN,SGL_RS06070(),BioCyc
SGL_RS09810-MONOMER,PsaF,SGL_RS09810(),BioCyc
SGL_RS08840-MONOMER,DUF4230 domain-containing protein,SGL_RS08840(),BioCyc
SGL_RS04650-MONOMER,tetratricopeptide repeat protein,SGL_RS04650(),BioCyc
SGL_RS07690-MONOMER,tryptophan--tRNA ligase,SGL_RS07690(2),BioCyc
SGL_RS14695-MONOMER,DUF2839 domain-containing protein,SGL_RS14695(),BioCyc
SGL_RS11455-MONOMER,septum formation inhibitor Maf,SGL_RS11455(),BioCyc
SGL_RS07070-MONOMER,hypothetical protein,SGL_RS07070(),BioCyc
SGL_RS08050-MONOMER,NAD synthetase,SGL_RS08050(),BioCyc
SGL_RS11985-MONOMER,LysR family transcriptional regulator,SGL_RS11985(),BioCyc
SGL_RS02795-MONOMER,UbiX family flavin prenyltransferase,SGL_RS02795(),BioCyc
SGL_RS10880-MONOMER,hydrogenase nickel incorporation protein HypB,SGL_RS10880(),BioCyc
SGL_RS03700-MONOMER,type II toxin-antitoxin system HicA family toxin,SGL_RS03700(),BioCyc
SGL_RS11570-MONOMER,DUF309 domain-containing protein,SGL_RS11570(),BioCyc
SGL_RS05060-MONOMER,hypothetical protein,SGL_RS05060(),BioCyc
SGL_RS05020-MONOMER,tRNA (guanosine(46)-N7)-methyltransferase TrmB,SGL_RS05020(1),BioCyc
SGL_RS02345-MONOMER,type II toxin-antitoxin system PrlF family antitoxin,SGL_RS02345(),BioCyc
SGL_RS05785-MONOMER,30S ribosomal protein S8,SGL_RS05785(1),BioCyc
SGL_RS12105-MONOMER,hypothetical protein,SGL_RS12105(),BioCyc
SGL_RS00275-MONOMER,response regulator,SGL_RS00275(),BioCyc
SGL_RS17500-MONOMER,DUF370 domain-containing protein,SGL_RS17500(),BioCyc
SGL_RS11205-MONOMER,FHA domain-containing protein,SGL_RS11205(),BioCyc
SGL_RS13200-MONOMER,cytochrome b6,SGL_RS13200(),BioCyc
SGL_RS03090-MONOMER,AAA family ATPase,SGL_RS03090(),BioCyc
SGL_RS09265-MONOMER,hypothetical protein,SGL_RS09265(),BioCyc
SGL_RS19315-MONOMER,hypothetical protein,SGL_RS19315(),BioCyc
SGL_RS01720-MONOMER,Rpn family recombination-promoting nuclease/putative transposase,SGL_RS01720(),BioCyc
SGL_RS15975-MONOMER,alpha/beta hydrolase,SGL_RS15975(1),BioCyc
SGL_RS07045-MONOMER,TIGR02652 family protein,SGL_RS07045(),BioCyc
SGL_RS19225-MONOMER,Uma2 family endonuclease,SGL_RS19225(),BioCyc
SGL_RS07365-MONOMER,WD40 repeat domain-containing protein,SGL_RS07365(),BioCyc
SGL_RS15900-MONOMER,methyltransferase domain-containing protein,SGL_RS15900(),BioCyc
SGL_RS12905-MONOMER,ATPase,SGL_RS12905(),BioCyc
SGL_RS13500-MONOMER,ATP-dependent DNA helicase RecG,SGL_RS13500(),BioCyc
SGL_RS05330-MONOMER,ABC transporter ATP-binding protein,SGL_RS05330(),BioCyc
SGL_RS07425-MONOMER,AGE family epimerase/isomerase,SGL_RS07425(),BioCyc
SGL_RS03105-MONOMER,tetratricopeptide repeat protein,SGL_RS03105(),BioCyc
SGL_RS18230-MONOMER,DUF2993 domain-containing protein,SGL_RS18230(),BioCyc
SGL_RS07935-MONOMER,hypothetical protein,SGL_RS07935(),BioCyc
SGL_RS06640-MONOMER,DUF4168 domain-containing protein,SGL_RS06640(),BioCyc
SGL_RS14975-MONOMER,translation initiation factor,SGL_RS14975(),BioCyc
SGL_RS11390-MONOMER,branched-chain amino acid ABC transporter permease,SGL_RS11390(),BioCyc
SGL_RS14255-MONOMER,Holliday junction branch migration DNA helicase RuvB,SGL_RS14255(),BioCyc
SGL_RS12765-MONOMER,hypothetical protein,SGL_RS12765(),BioCyc
SGL_RS13385-MONOMER,fructose-bisphosphate aldolase class II,SGL_RS13385(),BioCyc
SGL_RS16155-MONOMER,MSMEG_0572 family nitrogen starvation response protein,SGL_RS16155(),BioCyc
SGL_RS01215-MONOMER,hypothetical protein,SGL_RS01215(),BioCyc
SGL_RS02570-MONOMER,amino acid ABC transporter substrate-binding protein,SGL_RS02570(),BioCyc
SGL_RS02045-MONOMER,ABC transporter ATP-binding protein,SGL_RS02045(),BioCyc
SGL_RS06615-MONOMER,cell division protein FtsZ,SGL_RS06615(),BioCyc
SGL_RS19085-MONOMER,IS5 family transposase,SGL_RS19085(),BioCyc
SGL_RS03010-MONOMER,4-alpha-glucanotransferase,SGL_RS03010(1),BioCyc
SGL_RS10040-MONOMER,hypothetical protein,SGL_RS10040(),BioCyc
SGL_RS10400-MONOMER,LCP family protein,SGL_RS10400(),BioCyc
SGL_RS13140-MONOMER,peroxiredoxin,SGL_RS13140(),BioCyc
SGL_RS17960-MONOMER,Crp/Fnr family transcriptional regulator,SGL_RS17960(),BioCyc
SGL_RS11090-MONOMER,hypothetical protein,SGL_RS11090(),BioCyc
SGL_RS02850-MONOMER,uracil phosphoribosyltransferase,SGL_RS02850(3),BioCyc
SGL_RS02960-MONOMER,alanine dehydrogenase,SGL_RS02960(),BioCyc
SGL_RS16550-MONOMER,hypothetical protein,SGL_RS16550(),BioCyc
SGL_RS10465-MONOMER,universal stress protein,SGL_RS10465(),BioCyc
SGL_RS18085-MONOMER,molecular chaperone HtpG,SGL_RS18085(),BioCyc
SGL_RS18305-MONOMER,hypothetical protein,SGL_RS18305(),BioCyc
SGL_RS05740-MONOMER,30S ribosomal protein S11,SGL_RS05740(1),BioCyc
SGL_RS01605-MONOMER,DUF2513 domain-containing protein,SGL_RS01605(),BioCyc
SGL_RS16930-MONOMER,ribonuclease J,SGL_RS16930(),BioCyc
SGL_RS02480-MONOMER,translation initiation factor IF-2,SGL_RS02480(1),BioCyc
SGL_RS13910-MONOMER,phasin family protein,SGL_RS13910(),BioCyc
SGL_RS00455-MONOMER,WYL domain-containing transcriptional regulator,SGL_RS00455(),BioCyc
SGL_RS06940-MONOMER,single-stranded-DNA-specific exonuclease RecJ,SGL_RS06940(),BioCyc
SGL_RS16480-MONOMER,chemotaxis protein,SGL_RS16480(),BioCyc
SGL_RS06005-MONOMER,DNA mismatch repair endonuclease MutL,SGL_RS06005(),BioCyc
SGL_RS02105-MONOMER,glycogen synthase GlgA,SGL_RS02105(),BioCyc
SGL_RS14830-MONOMER,FkbM family methyltransferase,SGL_RS14830(),BioCyc
SGL_RS06175-MONOMER,EAL domain-containing protein,SGL_RS06175(),BioCyc
SGL_RS03960-MONOMER,CHAT domain-containing protein,SGL_RS03960(),BioCyc
SGL_RS18950-MONOMER,"ribbon-helix-helix protein, CopG family",SGL_RS18950(),BioCyc
SGL_RS10650-MONOMER,DUF2808 domain-containing protein,SGL_RS10650(),BioCyc
SGL_RS03230-MONOMER,MFS transporter,SGL_RS03230(),BioCyc
SGL_RS16985-MONOMER,NADH-quinone oxidoreductase subunit NuoK,SGL_RS16985(),BioCyc
SGL_RS19000-MONOMER,hypothetical protein,SGL_RS19000(),BioCyc
SGL_RS14635-MONOMER,ABC transporter ATP-binding protein/permease,SGL_RS14635(),BioCyc
SGL_RS01305-MONOMER,GNAT family N-acetyltransferase,SGL_RS01305(),BioCyc
SGL_RS01795-MONOMER,hypothetical protein,SGL_RS01795(),BioCyc
SGL_RS10290-MONOMER,M48 family metalloprotease,SGL_RS10290(),BioCyc
SGL_RS16020-MONOMER,PIN domain-containing protein,SGL_RS16020(),BioCyc
SGL_RS13080-MONOMER,rhodanese-related sulfurtransferase,SGL_RS13080(),BioCyc
SGL_RS09590-MONOMER,porphobilinogen synthase,SGL_RS09590(8),BioCyc
SGL_RS08275-MONOMER,tetratricopeptide repeat protein,SGL_RS08275(),BioCyc
SGL_RS08545-MONOMER,Uma2 family endonuclease,SGL_RS08545(),BioCyc
SGL_RS04470-MONOMER,mercuric reductase,SGL_RS04470(),BioCyc
SGL_RS07485-MONOMER,anthranilate phosphoribosyltransferase,SGL_RS07485(1),BioCyc
SGL_RS18250-MONOMER,ribonucleotide-diphosphate reductase subunit beta,SGL_RS18250(),BioCyc
SGL_RS02385-MONOMER,hypothetical protein,SGL_RS02385(),BioCyc
SGL_RS14090-MONOMER,murein biosynthesis integral membrane protein MurJ,SGL_RS14090(),BioCyc
SGL_RS02280-MONOMER,ribonuclease E/G,SGL_RS02280(4),BioCyc
SGL_RS02640-MONOMER,hypothetical protein,SGL_RS02640(),BioCyc
SGL_RS05880-MONOMER,sugar ABC transporter substrate-binding protein,SGL_RS05880(),BioCyc
SGL_RS08955-MONOMER,alpha/beta hydrolase,SGL_RS08955(),BioCyc
SGL_RS07315-MONOMER,apocytochrome f,SGL_RS07315(),BioCyc
SGL_RS14405-MONOMER,DUF29 family protein,SGL_RS14405(),BioCyc
SGL_RS00665-MONOMER,IS4-like element IS4Sa family transposase,SGL_RS00665(),BioCyc
SGL_RS06210-MONOMER,50S ribosomal protein L11,SGL_RS06210(1),BioCyc
SGL_RS08155-MONOMER,Spy/CpxP family protein refolding chaperone,SGL_RS08155(),BioCyc
SGL_RS17170-MONOMER,chromate transporter,SGL_RS17170(),BioCyc
SGL_RS06255-MONOMER,Tic20 family protein,SGL_RS06255(),BioCyc
SGL_RS17510-MONOMER,hypothetical protein,SGL_RS17510(),BioCyc
SGL_RS03080-MONOMER,transaldolase,SGL_RS03080(2),BioCyc
SGL_RS16770-MONOMER,YjgP/YjgQ family permease,SGL_RS16770(),BioCyc
SGL_RS08000-MONOMER,endonuclease III,SGL_RS08000(),BioCyc
SGL_RS01875-MONOMER,solanesyl diphosphate synthase,SGL_RS01875(2),BioCyc
SGL_RS10515-MONOMER,protein jag,SGL_RS10515(),BioCyc
SGL_RS04315-MONOMER,ABC transporter ATP-binding protein,SGL_RS04315(),BioCyc
SGL_RS13855-MONOMER,hypothetical protein,SGL_RS13855(),BioCyc
SGL_RS05405-MONOMER,prepilin-type N-terminal cleavage/methylation domain-containing protein,SGL_RS05405(),BioCyc
SGL_RS18145-MONOMER,rhodanese-like domain-containing protein,SGL_RS18145(1),BioCyc
SGL_RS03780-MONOMER,flotillin family protein,SGL_RS03780(),BioCyc
SGL_RS18290-MONOMER,transcriptional repressor,SGL_RS18290(),BioCyc
SGL_RS02550-MONOMER,agmatinase,SGL_RS02550(),BioCyc
SGL_RS00955-MONOMER,hypothetical protein,SGL_RS00955(),BioCyc
SGL_RS02175-MONOMER,UPF0182 family protein,SGL_RS02175(),BioCyc
SGL_RS11890-MONOMER,potassium channel protein,SGL_RS11890(),BioCyc
SGL_RS16365-MONOMER,cytochrome b6-f complex subunit 7,SGL_RS16365(),BioCyc
SGL_RS14775-MONOMER,ferredoxin--nitrite reductase,SGL_RS14775(),BioCyc
SGL_RS06145-MONOMER,cell division protein SepF,SGL_RS06145(),BioCyc
SGL_RS17700-MONOMER,acetyl-CoA carboxylase carboxyl transferase subunit alpha,SGL_RS17700(),BioCyc
SGL_RS10065-MONOMER,four-carbon acid sugar kinase family protein,SGL_RS10065(),BioCyc
SGL_RS15945-MONOMER,hypothetical protein,SGL_RS15945(),BioCyc
SGL_RS16265-MONOMER,IS630 family transposase,SGL_RS16265(),BioCyc
SGL_RS11650-MONOMER,ribonuclease III,SGL_RS11650(2),BioCyc
SGL_RS16825-MONOMER,photosystem II D2 protein (photosystem q(a) protein),SGL_RS16825(),BioCyc
SGL_RS12185-MONOMER,type II toxin-antitoxin system HicA family toxin,SGL_RS12185(),BioCyc
SGL_RS09270-MONOMER,proline--tRNA ligase,SGL_RS09270(2),BioCyc
SGL_RS01500-MONOMER,siphovirus Gp157 family protein,SGL_RS01500(),BioCyc
SGL_RS11330-MONOMER,"9,9'-di-cis-zeta-carotene desaturase",SGL_RS11330(),BioCyc
SGL_RS13755-MONOMER,hypothetical protein,SGL_RS13755(),BioCyc
SGL_RS08575-MONOMER,hypothetical protein,SGL_RS08575(),BioCyc
SGL_RS14445-MONOMER,hypothetical protein,SGL_RS14445(),BioCyc
SGL_RS09860-MONOMER,carotenoid biosynthesis protein,SGL_RS09860(),BioCyc
SGL_RS15725-MONOMER,AAA family ATPase,SGL_RS15725(),BioCyc
SGL_RS10725-MONOMER,NAD(P)H-quinone oxidoreductase subunit 3,SGL_RS10725(),BioCyc
SGL_RS01970-MONOMER,iron-siderophore ABC transporter substrate-binding protein,SGL_RS01970(),BioCyc
SGL_RS16695-MONOMER,magnesium/cobalt transporter CorA,SGL_RS16695(1),BioCyc
SGL_RS10930-MONOMER,elongation factor G,SGL_RS10930(1),BioCyc
SGL_RS18015-MONOMER,dihydroxy-acid dehydratase,SGL_RS18015(2),BioCyc
SGL_RS08110-MONOMER,type 1 glutamine amidotransferase,SGL_RS08110(),BioCyc
SGL_RS07560-MONOMER,thylakoid lumen protein,SGL_RS07560(),BioCyc
SGL_RS07585-MONOMER,ATP-dependent Clp protease adapter ClpS,SGL_RS07585(),BioCyc
SGL_RS09670-MONOMER,hypothetical protein,SGL_RS09670(),BioCyc
SGL_RS12395-MONOMER,S-methyl-5-thioribose-1-phosphate isomerase,SGL_RS12395(),BioCyc
SGL_RS07990-MONOMER,diguanylate cyclase,SGL_RS07990(),BioCyc
SGL_RS00735-MONOMER,hypothetical protein,SGL_RS00735(),BioCyc
SGL_RS04640-MONOMER,cadherin,SGL_RS04640(),BioCyc
SGL_RS08430-MONOMER,membrane protein,SGL_RS08430(),BioCyc
SGL_RS08960-MONOMER,flavodoxin FldA,SGL_RS08960(1),BioCyc
SGL_RS13520-MONOMER,glutamine-hydrolyzing GMP synthase,SGL_RS13520(2),BioCyc
SGL_RS12900-MONOMER,NAD-dependent succinate-semialdehyde dehydrogenase,SGL_RS12900(2),BioCyc
SGL_RS06745-MONOMER,alpha/beta fold hydrolase,SGL_RS06745(),BioCyc
SGL_RS06230-MONOMER,50S ribosomal protein L19,SGL_RS06230(1),BioCyc
SGL_RS08225-MONOMER,DUF1232 domain-containing protein,SGL_RS08225(),BioCyc
SGL_RS14670-MONOMER,AAA family ATPase,SGL_RS14670(),BioCyc
SGL_RS17035-MONOMER,hypothetical protein,SGL_RS17035(),BioCyc
SGL_RS00135-MONOMER,IS701 family transposase,SGL_RS00135(),BioCyc
SGL_RS02710-MONOMER,DUF697 domain-containing protein,SGL_RS02710(),BioCyc
SGL_RS15545-MONOMER,FAD-dependent oxidoreductase,SGL_RS15545(),BioCyc
SGL_RS15640-MONOMER,pyruvate kinase,SGL_RS15640(),BioCyc
SGL_RS10405-MONOMER,HAMP domain-containing protein,SGL_RS10405(),BioCyc
SGL_RS14045-MONOMER,hypothetical protein,SGL_RS14045(),BioCyc
SGL_RS13000-MONOMER,SGNH/GDSL hydrolase family protein,SGL_RS13000(),BioCyc
SGL_RS04815-MONOMER,hypothetical protein,SGL_RS04815(),BioCyc
SGL_RS15195-MONOMER,hypothetical protein,SGL_RS15195(),BioCyc
SGL_RS16225-MONOMER,heavy metal-responsive transcriptional regulator,SGL_RS16225(),BioCyc
SGL_RS11545-MONOMER,type IV pilus twitching motility protein PilT,SGL_RS11545(),BioCyc
SGL_RS00825-MONOMER,hypothetical protein,SGL_RS00825(),BioCyc
SGL_RS04020-MONOMER,hypothetical protein,SGL_RS04020(),BioCyc
SGL_RS17805-MONOMER,amidohydrolase,SGL_RS17805(),BioCyc
SGL_RS14510-MONOMER,DUF3177 family protein,SGL_RS14510(),BioCyc
SGL_RS00995-MONOMER,TIGR03985 family CRISPR-associated protein,SGL_RS00995(),BioCyc
SGL_RS12080-MONOMER,dihydroorotase,SGL_RS12080(2),BioCyc
SGL_RS07265-MONOMER,AarF/ABC1/UbiB kinase family protein,SGL_RS07265(),BioCyc
SGL_RS15035-MONOMER,hypothetical protein,SGL_RS15035(),BioCyc
SGL_RS18160-MONOMER,DUF2214 family protein,SGL_RS18160(),BioCyc
SGL_RS12390-MONOMER,aromatic ring-hydroxylating dioxygenase subunit alpha,SGL_RS12390(),BioCyc
SGL_RS04100-MONOMER,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,SGL_RS04100(1),BioCyc
SGL_RS18915-MONOMER,DUF29 family protein,SGL_RS18915(),BioCyc
SGL_RS12530-MONOMER,DUF1830 domain-containing protein,SGL_RS12530(),BioCyc
SGL_RS11845-MONOMER,primosomal protein N',SGL_RS11845(),BioCyc
SGL_RS00085-MONOMER,DUF86 domain-containing protein,SGL_RS00085(),BioCyc
SGL_RS11990-MONOMER,alanine--tRNA ligase,SGL_RS11990(4),BioCyc
SGL_RS07715-MONOMER,GNAT family N-acetyltransferase,SGL_RS07715(),BioCyc
SGL_RS08705-MONOMER,hypothetical protein,SGL_RS08705(),BioCyc
SGL_RS07540-MONOMER,endonuclease MutS2,SGL_RS07540(),BioCyc
SGL_RS02305-MONOMER,NAD-dependent malic enzyme,SGL_RS02305(6),BioCyc
SGL_RS00240-MONOMER,cyanoexosortase A system-associated protein,SGL_RS00240(),BioCyc
SGL_RS17395-MONOMER,helix-turn-helix domain-containing protein,SGL_RS17395(),BioCyc
SGL_RS01670-MONOMER,DUF853 family protein,SGL_RS01670(),BioCyc
SGL_RS16605-MONOMER,RNA-binding protein,SGL_RS16605(),BioCyc
SGL_RS15695-MONOMER,ammonium transporter,SGL_RS15695(3),BioCyc
SGL_RS04940-MONOMER,single-stranded DNA-binding protein,SGL_RS04940(),BioCyc
SGL_RS15610-MONOMER,hypothetical protein,SGL_RS15610(),BioCyc
SGL_RS09745-MONOMER,NAD-reducing hydrogenase HoxS &gamma; subunit,SGL_RS09745(),BioCyc
SGL_RS15865-MONOMER,septum site-determining protein MinD,SGL_RS15865(),BioCyc
SGL_RS09950-MONOMER,ribulose-phosphate 3-epimerase,SGL_RS09950(1),BioCyc
SGL_RS11015-MONOMER,DUF2281 domain-containing protein,SGL_RS11015(),BioCyc
SGL_RS13225-MONOMER,carbamoyltransferase HypF,SGL_RS13225(),BioCyc
SGL_RS11355-MONOMER,arsenite efflux transporter Acr3,SGL_RS11355(),BioCyc
SGL_RS01130-MONOMER,macro domain-containing protein,SGL_RS01130(),BioCyc
SGL_RS14915-MONOMER,ABC transporter substrate-binding protein,SGL_RS14915(),BioCyc
SGL_RS16085-MONOMER,heavy metal translocating P-type ATPase,SGL_RS16085(),BioCyc
