,name,genes,source
HP_RS02450-MONOMER,Hypothetical protein HP0495,HP0495(),BioCyc
HP_RS00005-MONOMER,Transcription antitermination protein NusB,HP0001(1),BioCyc
HP_RS04430-MONOMER,hook-cap foldase FlgD,HP0907(),BioCyc
HP_RS06460-MONOMER,50S ribosomal protein L14,HP1309(1),BioCyc
HP_RS00345-MONOMER,urease accessory protein GTPase UreG,HP0068(),BioCyc
HP_RS02360-MONOMER,outer membrane protein HopJ,HP0477(),BioCyc
HP_RS02345-MONOMER,"molybdate ABC transporter, membrane subunit",HP0474(),BioCyc
HP_RS04310-MONOMER,Hypothetical protein HP0884,HP0884(),BioCyc
HP_RS06365-MONOMER,"putative transporter, nicotinamide ribonucleoside uptake permease (PnuC) family",HP1290(),BioCyc
HP_RS02265-MONOMER,ICEHptfs3 protein C18,HP0457(),BioCyc
HP_RS06285-MONOMER,Paralysed flagella protein PlfA,HP1274(),BioCyc
HP_RS02165-MONOMER,IS605 transposase TnpB,HP0438(),BioCyc
HP_RS04140-MONOMER,Type I restriction-modification system M protein M.HpyAXIII,HP0850(),BioCyc
HP_RS06200-MONOMER,Orotate phosphoribosyltransferase PyrE,HP1257(),BioCyc
HP_RS02060-MONOMER,cyclopropane fatty acid synthase,HP0416(2),BioCyc
HP_RS04050-MONOMER,Aspartyl/glutamyl-tRNA amidotransferase subunit A GatA,HP0830(),BioCyc
HP_RS06120-MONOMER,Alanyl-tRNA synthetase,HP1241(4),BioCyc
HP_RS01955-MONOMER,Phosphoglycerate dehydrogenase SerA,HP0397(4),BioCyc
HP_RS03970-MONOMER,flagellar motor protein MotA,HP0815(),BioCyc
HP_RS06035-MONOMER,Rhodanese domain-containing protein,HP1223(),BioCyc
HP_RS01875-MONOMER,Protoporphyrinogen oxidase,HP0381(),BioCyc
HP_RS03885-MONOMER,Molybdenum cofactor biosynthesis protein MoaC,HP0798(),BioCyc
HP_RS05910-MONOMER,Transcription antitermination protein NusG,HP1203(1),BioCyc
HP_RS07900-MONOMER,inactive Type III restriction-modification system M protein M.HpyAXVII C-terminal domain,HP1370(),BioCyc
HP_RS01785-MONOMER,Protein-L-isoaspartate O-methyltransferase,HP0363(),BioCyc
HP_RS03795-MONOMER,Bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase  AcnB,HP0779(2),BioCyc
HP_RS05825-MONOMER,"putative efflux transporter, major facilitator superfamily",HP1185(1),BioCyc
HP_RS07795-MONOMER,FlhB-related flagellar biosynthesis protein FlhX,HP1575(),BioCyc
HP_RS01695-MONOMER,hypothetical protein,HP0346(),BioCyc
HP_RS03715-MONOMER,Hypothetical protein HP0762,HP0762(),BioCyc
HP_RS05740-MONOMER,Carbon starvation protein A CstA,HP1168(),BioCyc
HP_RS01600-MONOMER,flagellar basal-body L-ring protein FlgH,HP0325(),BioCyc
HP_RS03630-MONOMER,50S ribosome-binding GTPase,HP_RS03630(),BioCyc
HP_RS05660-MONOMER,signal recognition particle protein component,HP1152(),BioCyc
HP_RS07635-MONOMER,ToxR-activated protein TagE2,HP1544(),BioCyc
HP_RS01520-MONOMER,Hypothetical protein HP0308,HP0308(),BioCyc
HP_RS03540-MONOMER,tRNA-dihydrouridine synthase B,HP0727(1),BioCyc
HP_RS05565-MONOMER,"F0F1 ATP synthase subunit gamma, AtpG",HP1133(),BioCyc
HP_RS07555-MONOMER,periplasmic competence protein ComH,HP1527(),BioCyc
HP_RS01440-MONOMER,DUF2156 domain-containing protein,HP0292(),BioCyc
HP_RS03450-MONOMER,Ribosomal RNA small subunit methyltransferase H,HP0707(),BioCyc
HP_RS05480-MONOMER,Hypothetical protein HP1116,HP1116(),BioCyc
HP_RS07465-MONOMER,Ferrodoxin-like protein,HP1508(),BioCyc
HP_RS01360-MONOMER,Indole-3-glycerol phosphate synthase,HP0276(),BioCyc
HP_RS03365-MONOMER,ferrous iron transport protein B,HP0687(1),BioCyc
HP_RS05400-MONOMER,6-phosphogluconate dehydratase,HP1100(1),BioCyc
HP_RS07380-MONOMER,Co2 resistance protein CorC,HP1490(),BioCyc
HP_RS01275-MONOMER,Exodeoxyribonuclease VII large subunit,HP0259(),BioCyc
HP_RS03270-MONOMER,Chorismate synthase AroC,HP0663(4),BioCyc
HP_RS05320-MONOMER,putative ATP-dependent Lipid A-core flippase,HP1082(2),BioCyc
HP_RS07300-MONOMER,Thymidylate kinase,HP1474(1),BioCyc
HP_RS01185-MONOMER,Hypothetical protein HP0241,HP0241(),BioCyc
HP_RS03190-MONOMER,Hypothetical protein HP0647,HP0647(),BioCyc
HP_RS05235-MONOMER,Hypothetical protein HP1065,HP1065(),BioCyc
HP_RS07220-MONOMER,thioredoxin Trx2,HP1458(),BioCyc
HP_RS01095-MONOMER,DNA repair protein RadA,HP0223(),BioCyc
HP_RS03105-MONOMER,NADPH dehydrogenase (quinone),HP0630(2),BioCyc
HP_RS05155-MONOMER,DUF448 domain-containing protein,HP1049(),BioCyc
HP_RS07140-MONOMER,Carbon storage regulator CsrA,HP1442(),BioCyc
HP_RS01010-MONOMER,AAA family ATPase,HP0206(),BioCyc
HP_RS03025-MONOMER,NAD-dependent DNA ligase LigA,HP0615(1),BioCyc
HP_RS05075-MONOMER,hypothetical protein,HP_RS05075(),BioCyc
HP_RS07045-MONOMER,Putative RNA binding protein,HP1423(),BioCyc
HP_RS00920-MONOMER,UPF0114 protein HP0189,HP0189(),BioCyc
HP_RS02940-MONOMER,tumor necrosis factor alpha-inducing protein monomer,HP0596(),BioCyc
HP_RS04990-MONOMER,Hypothetical protein HP1015,HP1015(),BioCyc
HP_RS06965-MONOMER,hypothetical protein,HP1408(),BioCyc
HP_RS00835-MONOMER,Peptide chain release factor 2 PrfB,HP0171(1),BioCyc
HP_RS02855-MONOMER,Kdo hydrolase subunit 2,HP0580(),BioCyc
HP_RS04880-MONOMER,Hypothetical protein HP0994,HP0994(),BioCyc
HP_RS06865-MONOMER,Hypothetical protein HP1387a,HP1387a(),BioCyc
HP_RS00755-MONOMER,RecA recombinase,HP0153(),BioCyc
HP_RS02775-MONOMER,Predicted coding region HP0564,HP0564(),BioCyc
HP_RS04785-MONOMER,Cell division protein FtsA,HP0978(),BioCyc
HP_RS06785-MONOMER,ATP-dependent protease ATP-binding subunit ClpX,HP1374(),BioCyc
HP_RS00670-MONOMER,bacterioferritin comigratory protein,HP0136(1),BioCyc
HP_RS02685-MONOMER,Cag T4SS protein CagC,HP0546(),BioCyc
HP_RS04695-MONOMER,GTP cyclohydrolase I,HP0959(),BioCyc
HP_RS06700-MONOMER,Quinolinate synthetase NadA,HP1356(2),BioCyc
HP_RS00590-MONOMER,DNA topoisomerase I TopA,HP0116(),BioCyc
HP_RS02605-MONOMER,Cag T4SS protein CagW,HP0529(),BioCyc
HP_RS00180-MONOMER,ATP-dependent Clp protease ClpA,HP0033(),BioCyc
HP_RS04595-MONOMER,D-amino acid dehydrogenase DadA,HP0943(1),BioCyc
HP_RS06605-MONOMER,<i>apo</i>-nickel response regulator NikR,HP1338(),BioCyc
HP_RS00505-MONOMER,methyl-accepting chemotaxis protein TlpA,HP0099(),BioCyc
HP_RS02520-MONOMER,Hypothetical protein HP0511,HP0511(),BioCyc
HP_RS00095-MONOMER,ComB3 competence protein,HP0016(),BioCyc
HP_RS04500-MONOMER,outer membrane protein HopK,HP0923(),BioCyc
HP_RS06525-MONOMER,Hypothetical protein HP1322,HP1322(),BioCyc
HP_RS00415-MONOMER,methyl-accepting chemotaxis protein TlpC,HP0082(),BioCyc
HP_RS02435-MONOMER,Neuraminyllactose-binding hemagglutinin,HP0492(),BioCyc
HP_RS04400-MONOMER,hydrogenase/urease maturation factor HypB,HP0900(),BioCyc
HP_RS06445-MONOMER,30S ribosomal protein S14,HP1306(1),BioCyc
HP_RS00330-MONOMER,Hypothetical protein HP0065,HP0065(),BioCyc
HP_RS06430-MONOMER,50S ribosomal protein L18,HP1303(),BioCyc
HP_RS02330-MONOMER,putative glutathione-regulated potassium efflux transporter,HP0471(2),BioCyc
HP_RS04280-MONOMER,Holliday junction resolvase,HP0877(),BioCyc
HP_RS06350-MONOMER,Transcriptional regulator TenA,HP1287(),BioCyc
HP_RS04210-MONOMER,plasminogen-binding protein PgbB,HP0863(),BioCyc
HP_RS06270-MONOMER,ferredoxin-menaquinone dehydrogenase subunit L,HP1271(),BioCyc
HP_RS02145-MONOMER,protein kinase,HP0432(),BioCyc
HP_RS04125-MONOMER,Hydroxyethylthiazole kinase ThiM,HP0845(1),BioCyc
HP_RS06185-MONOMER,malonyl-[acyl-carrier protein] <em>O</em>-methyltransferase,HP1254(),BioCyc
HP_RS02020-MONOMER,Putative neuraminyllactose-binding hemagglutinin-like protein,HP0410(),BioCyc
HP_RS04035-MONOMER,RNA binding protein,HP0827(),BioCyc
HP_RS06105-MONOMER,Carbamoyl phosphate synthase small subunit,HP1237(),BioCyc
HP_RS01940-MONOMER,"UDP-2,3-diacylglucosamine hydrolase",HP0394(),BioCyc
HP_RS03955-MONOMER,Hypothetical protein HP0812,HP0812(),BioCyc
HP_RS06020-MONOMER,ABC transporter ATP-binding protein,HP1220(),BioCyc
HP_RS01860-MONOMER,bifunctional cytochrome <i>c</i> biogenesis protein CcsBA,HP0378(),BioCyc
HP_RS03870-MONOMER,trigger factor monomer,HP0795(1),BioCyc
HP_RS05895-MONOMER,50S ribosomal protein L10,HP1200(),BioCyc
HP_RS07880-MONOMER,Hypothetical protein HP0756,HP0756(),BioCyc
HP_RS01770-MONOMER,UDP-glucose 4-epimerase,HP0360(2),BioCyc
HP_RS03780-MONOMER,DNA-directed RNA polymerase subunit omega,HP0776(),BioCyc
HP_RS05810-MONOMER,tRNA(Cytosine32)-2-thiocytidine synthetase,HP1182(2),BioCyc
HP_RS07780-MONOMER,peptidoglycan lytic endotransglycosylase,HP1572(),BioCyc
HP_RS01675-MONOMER,Hypothetical protein HP0340,HP0340(),BioCyc
HP_RS03695-MONOMER,"putative transporter, Na<sup>+</sup>:H<sup>+</sup> antiporter (NhaC) family",HP0758(),BioCyc
HP_RS05725-MONOMER,"putative efflux transporter, major facilitator superfamily",HP1165(),BioCyc
HP_RS07700-MONOMER,transcriptional regulator,HP_RS07700(),BioCyc
HP_RS01585-MONOMER,Poly E-rich protein ChePep,HP0322(),BioCyc
HP_RS03610-MONOMER,Ribose-phosphate pyrophosphokinase PrsA,HP0742(1),BioCyc
HP_RS05645-MONOMER,16S rRNA processing protein RimM,HP1149(),BioCyc
HP_RS07620-MONOMER,Transcription-repair coupling factor TrcF,HP1541(1),BioCyc
HP_RS01505-MONOMER,Base-induced polyisoprenoid-binding periplasmic protein,HP0305(),BioCyc
HP_RS03525-MONOMER,anaerobic C4-dicarboxylate transporter DcuA,HP0724(1),BioCyc
HP_RS05550-MONOMER,MotA/TolQ/ExbB family protein,HP1130(),BioCyc
HP_RS07535-MONOMER,Hypothetical lipoprotein HP1526,HP1524(),BioCyc
HP_RS01425-MONOMER,Putative vacuolating cytotoxin (VacA)-like protein ImaA,HP0289(),BioCyc
HP_RS03435-MONOMER,transcriptional activator of flagella proteins FlgR,HP0703(),BioCyc
HP_RS05465-MONOMER,Outer membrane protein HorI,HP1113(),BioCyc
HP_RS07450-MONOMER,Diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,HP1505(2),BioCyc
HP_RS01345-MONOMER,Hypothetical protein HP0273,HP0273(),BioCyc
HP_RS03350-MONOMER,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,HP0683(3),BioCyc
HP_RS05385-MONOMER,IS605 transposase TnpA,HP1096(),BioCyc
HP_RS07365-MONOMER,"ABC-type tripartite efflux pump, membrane protein",HP1487(),BioCyc
HP_RS01260-MONOMER,flagellar FliJ protein,HP0256(),BioCyc
HP_RS03255-MONOMER,TPR_REGION domain-containing protein,HP0660(),BioCyc
HP_RS05305-MONOMER,uncharacterized ATPase/GTPase,HP1079(),BioCyc
HP_RS07285-MONOMER,inactive Type IIB restriction-modification system M/R protein,HP1471(),BioCyc
HP_RS01170-MONOMER,Prolyl-tRNA synthetase,HP0238(2),BioCyc
HP_RS03175-MONOMER,conserved hypothetical integral membrane protein,HP0644(),BioCyc
HP_RS05220-MONOMER,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,HP1062(1),BioCyc
HP_RS07205-MONOMER,Hypothetical protein HP1455,HP1455(),BioCyc
HP_RS01080-MONOMER,cysteine desulfurase NifS,HP0220(2),BioCyc
HP_RS03090-MONOMER,hypothetical protein,HP0627(),BioCyc
HP_RS05140-MONOMER,Ribosome maturation factor RimP,HP1046(),BioCyc
HP_RS07115-MONOMER,Putative lipoprotein HP1438,HP1438(),BioCyc
HP_RS00985-MONOMER,3-oxoacyl-[acyl-carrier-protein] synthase 3 FabH,HP0202(2),BioCyc
HP_RS03010-MONOMER,hypothetical protein,HP0611(),BioCyc
HP_RS05060-MONOMER,flagellar motor switch protein FliY,HP1030(),BioCyc
HP_RS07030-MONOMER,flagellar export ATPase FliI,HP1420(),BioCyc
HP_RS00900-MONOMER,DUF1882 domain-containing protein,HP0184(),BioCyc
HP_RS02920-MONOMER,Type III restriction-modification system R protein R.HpyAXI,HP0592(),BioCyc
HP_RS04975-MONOMER,Putative zinc protease PqqE,HP1012(),BioCyc
HP_RS00820-MONOMER,TPR_REGION domain-containing protein,HP0168(),BioCyc
HP_RS02840-MONOMER,"Bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase",HP0577(2),BioCyc
HP_RS04860-MONOMER,Hypothetical protein HP0990,HP0990(),BioCyc
HP_RS06850-MONOMER,DNA polymerase III subunit epsilon DnaQ,HP1387(),BioCyc
HP_RS00740-MONOMER,Hypothetical protein HP0150,HP0150(),BioCyc
HP_RS02760-MONOMER,3-ketoacyl-ACP reductase,HP0561(1),BioCyc
HP_RS04770-MONOMER,Glutamyl-tRNA(Gln) amidotransferase subunit C,HP0975(),BioCyc
HP_RS06770-MONOMER,inactive Type III restriction-modification system R protein R.HpyAXVII,HP1371(),BioCyc
HP_RS00655-MONOMER,L-serine ammonia-lyase,HP0132(1),BioCyc
HP_RS02670-MONOMER,CagF protein,HP0543(),BioCyc
HP_RS00250-MONOMER,agmatine deiminase,HP0049(),BioCyc
HP_RS04680-MONOMER,Pseudouridine synthase RluC,HP0956(),BioCyc
HP_RS06670-MONOMER,Type IIP restriction-modification system R protein R.HpyAIV,HP1351(),BioCyc
HP_RS00575-MONOMER,Hypothetical protein HP0113,HP0113(),BioCyc
HP_RS02590-MONOMER,CagZ protein,HP0526(),BioCyc
HP_RS00165-MONOMER,Hypothetical protein HP0030,HP0030(),BioCyc
HP_RS04580-MONOMER,"amino acid family ABC transporter, substrate-binding protein",HP0940(),BioCyc
HP_RS06590-MONOMER,tRNA-specific 2-thiouridylase MnmA,HP1335(1),BioCyc
HP_RS00490-MONOMER,2-hydroxyacid dehydrogenase,HP0096(),BioCyc
HP_RS02505-MONOMER,plasminogen-binding protein PgbA,HP0508(),BioCyc
HP_RS00080-MONOMER,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,HP0013(),BioCyc
HP_RS04485-MONOMER,Ribonuclease 3,HP0920(),BioCyc
HP_RS06510-MONOMER,50S ribosomal protein L3,HP1319(1),BioCyc
HP_RS00400-MONOMER,first part of outer membrane protein HorA,HP0078(),BioCyc
HP_RS02420-MONOMER,Hypothetical protein HP0489,HP0489(),BioCyc
HP_RS04385-MONOMER,hypothetical protein,HP_RS04385(),BioCyc
HP_RS06415-MONOMER,Sec translocon subunit SecY,HP1300(),BioCyc
HP_RS02315-MONOMER,DUF5644 domain-containing protein,HP0468(),BioCyc
HP_RS04265-MONOMER,Hypothetical protein HP0874,HP0874(),BioCyc
HP_RS06335-MONOMER,heptosyltransferase III,HP1284(),BioCyc
HP_RS02230-MONOMER,Hypothetical protein HP0452,HP0452(),BioCyc
HP_RS04195-MONOMER,"D,D-heptose 1,7-bisphosphate phosphatase",HP0860(1),BioCyc
HP_RS06255-MONOMER,ferredoxin-menaquinone dehydrogenase subunit I,HP1268(),BioCyc
HP_RS02110-MONOMER,Hypothetical protein HP0426,HP0426(),BioCyc
HP_RS04110-MONOMER,Hypothetical protein HP0842,HP0842(),BioCyc
HP_RS06170-MONOMER,"peptide ABC transporter, membrane protein",HP1251(),BioCyc
HP_RS02005-MONOMER,Biotin sulfoxide reductase BisC,HP0407(),BioCyc
HP_RS04020-MONOMER,thioredoxin Trx1,HP0824(1),BioCyc
HP_RS06090-MONOMER,putative transporter,HP1234(),BioCyc
HP_RS01925-MONOMER,chemotaxis protein CheW,HP0391(),BioCyc
HP_RS03940-MONOMER,Flagellar basal body-associated protein FliL,HP0809(),BioCyc
HP_RS06000-MONOMER,Hypothetical protein HP1214,HP1214(),BioCyc
MONOMER2DNV-5,"UDP-2,4-diacetamido-2,4,6-trideoxy-&beta;-<small>L</small>-altropyranose hydrolase",HP0326B(),BioCyc
HP_RS01845-MONOMER,Hypothetical protein HP0375,HP0375(),BioCyc
HP_RS03855-MONOMER,Sigma-54 interacting protein,HP0792(),BioCyc
HP_RS05880-MONOMER,30S ribosomal protein S12,HP1197(1),BioCyc
HP_RS07845-MONOMER,flagellar basal-body rod protein FlgG,HP1585(),BioCyc
HP_RS01745-MONOMER,DUF3883 domain-containing protein,HP0356(),BioCyc
HP_RS03765-MONOMER,decanoyl-[acp]-oxidase/<em>trans</em>-2-decenoyl-[acp] isomerase,HP0773(),BioCyc
HP_RS05790-MONOMER,Phosphopentomutase DeoB,HP1179(1),BioCyc
HP_RS07765-MONOMER,putative lipopolysaccharide transport system protein LptC,HP1569(),BioCyc
HP_RS01660-MONOMER,Hypothetical protein HP0337,HP0337(),BioCyc
HP_RS03680-MONOMER,Hypothetical protein HP0754,HP0754(),BioCyc
HP_RS05710-MONOMER,DedA family protein,HP1162(),BioCyc
HP_RS07685-MONOMER,30S ribosomal protein S2,HP1554(1),BioCyc
HP_RS01570-MONOMER,Arginyl-tRNA synthetase,HP0319(1),BioCyc
HP_RS03595-MONOMER,carboxylesterase,HP0739(),BioCyc
HP_RS05615-MONOMER,Hypothetical protein HP1143,HP1143(),BioCyc
HP_RS07605-MONOMER,"menaiquinol cytochrome c oxidoreductase, cytochrome c1",HP1538(),BioCyc
HP_RS01490-MONOMER,"peptide ABC transporter, ATP-binding protein DppF",HP0302(),BioCyc
HP_RS03510-MONOMER,sialic acid binding protein,HP0721(),BioCyc
HP_RS05530-MONOMER,peptidoglycan-associated lipoprotein PalA,HP1125(),BioCyc
HP_RS07520-MONOMER,inactive Type III restriction-modification system R protein (Res),HP1521(),BioCyc
HP_RS01410-MONOMER,Cell division protein FtsH,HP0286(),BioCyc
HP_RS03420-MONOMER,Diacylglycerol kinase,HP0700(3),BioCyc
HP_RS05450-MONOMER,Pyruvate flavodoxin oxidoreductase subunit alpha PorA,HP1110(1),BioCyc
HP_RS07435-MONOMER,"Translocation protein, low temperature",HP1502(),BioCyc
HP_RS01330-MONOMER,acyl-Kdo<small><sub>2</sub></small>-lipid IV<small><sub>A</sub></small> acyltransferase,HP0270(),BioCyc
HP_RS03335-MONOMER,Ribonucleotide-diphosphate reductase subunit alpha,HP0680(),BioCyc
HP_RS05370-MONOMER,flagellar basal-body rod protein FlgF,HP1092(),BioCyc
HP_RS07350-MONOMER,UPF0093 membrane protein HP1484,HP1484(),BioCyc
HP_RS01235-MONOMER,"ABC transporter, membrane protein",HP0251(),BioCyc
HP_RS03240-MONOMER,Processing protease YmxG,HP0657(),BioCyc
HP_RS05290-MONOMER,flagellar export co-chaperone,HP1076(),BioCyc
HP_RS07270-MONOMER,Branched-chain amino acid aminotransferase IlvE,HP1468(6),BioCyc
HP_RS01155-MONOMER,Helicobacter cysteine-rich protein E HcpE,HP0235(),BioCyc
HP_RS03160-MONOMER,Predicted coding region HP0641,HP0641(),BioCyc
HP_RS05205-MONOMER,Holliday junction DNA helicase RuvB,HP1059(),BioCyc
HP_RS07190-MONOMER,tRNA modification GTPase TrmE,HP1452(2),BioCyc
HP_RS01065-MONOMER,"Beta-1,4-N-acetylgalactosamyltransferase",HP0217(),BioCyc
HP_RS03075-MONOMER,succinyldiaminopimelate transaminase,HP0624(),BioCyc
HP_RS05125-MONOMER,homeostatic response regulator HsrA,HP1043(),BioCyc
HP_RS07100-MONOMER,Signal peptide protease IV,HP1435(),BioCyc
HP_RS00970-MONOMER,Hypothetical protein HP0199,HP0199(),BioCyc
HP_RS02990-MONOMER,tripartite efflux pump periplasmic adaptor protein HefB,HP0606(),BioCyc
HP_RS05045-MONOMER,<i>apo</i>-DNA-binding transcriptional regulator Fur monomer,HP1027(),BioCyc
HP_RS07015-MONOMER,sulfatase-like hydrolase/transferase,HP_RS07015(),BioCyc
HP_RS00885-MONOMER,Membrane protein required for colicin V production,HP0181(),BioCyc
HP_RS02905-MONOMER,2-oxoglutarate-acceptor oxidoreductase subunit OorA,HP0589(),BioCyc
HP_RS04950-MONOMER,IS200 insertion sequence from SARA17,HP1008(),BioCyc
HP_RS06920-MONOMER,Putative metal-dependent hydrolase,HP1401(),BioCyc
HP_RS00805-MONOMER,histidine kinase sensor protein ArsS,HP0165(),BioCyc
HP_RS02825-MONOMER,Ribose-5-phosphate isomerase B,HP0574(2),BioCyc
HP_RS04840-MONOMER,hypothetical protein,HP_RS04840(),BioCyc
HP_RS06835-MONOMER,Hypothetical protein HP1384,HP1384(),BioCyc
HP_RS00725-MONOMER,"cytochrome c oxidase, cbb3-type, diheme subunit",HP0147(),BioCyc
HP_RS02745-MONOMER,Acetyl-CoA carboxylase carboxyltransferase subunit alpha,HP0557(),BioCyc
HP_RS00315-MONOMER,Hypothetical protein HP0062,HP0062(),BioCyc
HP_RS04755-MONOMER,Glycyl-tRNA synthetase subunit beta,HP0972(),BioCyc
HP_RS06750-MONOMER,Type IIS restriction-modification system R protein R.HpyAII,HP1366(),BioCyc
HP_RS00640-MONOMER,outer membrane protein HorB,HP0127(),BioCyc
HP_RS02655-MONOMER,CagI protein,HP0540(),BioCyc
HP_RS00235-MONOMER,GDP-L-fucose synthase monomer,HP0045(2),BioCyc
HP_RS04665-MONOMER,Hypothetical protein HP0953,HP0953(),BioCyc
HP_RS06655-MONOMER,1-acyl-sn-glycerol-3-phosphate acyltransferase,HP1348(),BioCyc
HP_RS00560-MONOMER,Heat shock protein GrpE,HP0110(2),BioCyc
HP_RS02575-MONOMER,Cag T4SS protein Cag&gamma;,HP0523(),BioCyc
HP_RS00150-MONOMER,isocitrate dehydrogenase,HP0027(2),BioCyc
HP_RS04555-MONOMER,N-acetyltransferase 8-like protein,HP0935(),BioCyc
HP_RS06575-MONOMER,Chaperone protein DnaJ,HP1332(2),BioCyc
HP_RS00470-MONOMER,"type IIP restriction-modification system, M protein M.HpyAIII",HP0092(),BioCyc
HP_RS02485-MONOMER,inactive Type IIP restriction-modification system M protein M.HpyAXII,HP0503(),BioCyc
HP_RS00065-MONOMER,chaperonin GroL monomer,HP0010(14),BioCyc
HP_RS04465-MONOMER,Outer membrane protein HofG,HP0914(),BioCyc
HP_RS06495-MONOMER,50S ribosomal protein L2,HP1316(1),BioCyc
HP_RS00385-MONOMER,Phosphoglucosamine mutase,HP0075(1),BioCyc
HP_RS02405-MONOMER,outer membrane protein HofC,HP0486(),BioCyc
HP_RS04360-MONOMER,addiction module toxin protein HP0894 (RNAse),HP0894(),BioCyc
HP_RS04345-MONOMER,Acyl coenzyme A thioesterase VdlD,HP0891(),BioCyc
HP_RS06400-MONOMER,50S ribosomal protein L36,HP1297(1),BioCyc
